ID	Distance	Compared_with	Profilers	SampleID	Colour	Matrix
S116	0.116934	Truth_Taxonomic_abundance	Bracken	Skin1	Skin	BC
S117	0.111528	Truth_Taxonomic_abundance	Bracken	Skin2	Skin	BC
S118	0.0779284	Truth_Taxonomic_abundance	Bracken	Skin3	Skin	BC
S119	0.147409	Truth_Taxonomic_abundance	Bracken	Skin4	Skin	BC
S120	0.118214	Truth_Taxonomic_abundance	Bracken	Skin5	Skin	BC
S121	0.120119	Truth_Taxonomic_abundance	Bracken	Vaginal1	Vaginal	BC
S122	0.167975	Truth_Taxonomic_abundance	Bracken	Vaginal2	Vaginal	BC
S123	0.174143	Truth_Taxonomic_abundance	Bracken	Vaginal3	Vaginal	BC
S124	0.0974919	Truth_Taxonomic_abundance	Bracken	Vaginal4	Vaginal	BC
S125	0.193486	Truth_Taxonomic_abundance	Bracken	Vaginal5	Vaginal	BC
S126	0.132702	Truth_Taxonomic_abundance	Kraken2	Building1	Building	BC
S127	0.139189	Truth_Taxonomic_abundance	Kraken2	Building2	Building	BC
S128	0.138729	Truth_Taxonomic_abundance	Kraken2	Building3	Building	BC
S129	0.151354	Truth_Taxonomic_abundance	Kraken2	Building4	Building	BC
S130	0.156706	Truth_Taxonomic_abundance	Kraken2	Building5	Building	BC
S131	0.164001	Truth_Taxonomic_abundance	Kraken2	Gut1	Gut	BC
S132	0.178705	Truth_Taxonomic_abundance	Kraken2	Gut2	Gut	BC
S133	0.172518	Truth_Taxonomic_abundance	Kraken2	Gut3	Gut	BC
S134	0.154217	Truth_Taxonomic_abundance	Kraken2	Gut4	Gut	BC
S135	0.136541	Truth_Taxonomic_abundance	Kraken2	Gut5	Gut	BC
S136	0.107463	Truth_Taxonomic_abundance	Kraken2	Oral1	Oral	BC
S137	0.120436	Truth_Taxonomic_abundance	Kraken2	Oral2	Oral	BC
S138	0.165652	Truth_Taxonomic_abundance	Kraken2	Oral3	Oral	BC
S139	0.136563	Truth_Taxonomic_abundance	Kraken2	Oral4	Oral	BC
S140	0.15046	Truth_Taxonomic_abundance	Kraken2	Oral5	Oral	BC
S141	0.117557	Truth_Taxonomic_abundance	Kraken2	Skin1	Skin	BC
S142	0.121313	Truth_Taxonomic_abundance	Kraken2	Skin2	Skin	BC
S143	0.128286	Truth_Taxonomic_abundance	Kraken2	Skin3	Skin	BC
S144	0.150064	Truth_Taxonomic_abundance	Kraken2	Skin4	Skin	BC
S145	0.122325	Truth_Taxonomic_abundance	Kraken2	Skin5	Skin	BC
S146	0.122425	Truth_Taxonomic_abundance	Kraken2	Vaginal1	Vaginal	BC
S147	0.173626	Truth_Taxonomic_abundance	Kraken2	Vaginal2	Vaginal	BC
S148	0.170223	Truth_Taxonomic_abundance	Kraken2	Vaginal3	Vaginal	BC
S149	0.0925109	Truth_Taxonomic_abundance	Kraken2	Vaginal4	Vaginal	BC
S150	0.194277	Truth_Taxonomic_abundance	Kraken2	Vaginal5	Vaginal	BC
S151	0.0891302	Truth_Taxonomic_abundance	mOTUs2	Building1	Building	BC
S152	0.0616026	Truth_Taxonomic_abundance	mOTUs2	Building2	Building	BC
S153	0.0722686	Truth_Taxonomic_abundance	mOTUs2	Building3	Building	BC
S154	0.053917	Truth_Taxonomic_abundance	mOTUs2	Building4	Building	BC
S155	0.0378373	Truth_Taxonomic_abundance	mOTUs2	Building5	Building	BC
S156	0.0958234	Truth_Taxonomic_abundance	mOTUs2	Gut1	Gut	BC
S157	0.0675683	Truth_Taxonomic_abundance	mOTUs2	Gut2	Gut	BC
S158	0.0606746	Truth_Taxonomic_abundance	mOTUs2	Gut3	Gut	BC
S159	0.107233	Truth_Taxonomic_abundance	mOTUs2	Gut4	Gut	BC
S160	0.131485	Truth_Taxonomic_abundance	mOTUs2	Gut5	Gut	BC
S161	0.103363	Truth_Taxonomic_abundance	mOTUs2	Oral1	Oral	BC
S162	0.0764266	Truth_Taxonomic_abundance	mOTUs2	Oral2	Oral	BC
S163	0.0937198	Truth_Taxonomic_abundance	mOTUs2	Oral3	Oral	BC
S164	0.0884534	Truth_Taxonomic_abundance	mOTUs2	Oral4	Oral	BC
S165	0.12969	Truth_Taxonomic_abundance	mOTUs2	Oral5	Oral	BC
S166	0.0795643	Truth_Taxonomic_abundance	mOTUs2	Skin1	Skin	BC
S167	0.131294	Truth_Taxonomic_abundance	mOTUs2	Skin2	Skin	BC
S168	0.151887	Truth_Taxonomic_abundance	mOTUs2	Skin3	Skin	BC
S169	0.0515897	Truth_Taxonomic_abundance	mOTUs2	Skin4	Skin	BC
S170	0.0567153	Truth_Taxonomic_abundance	mOTUs2	Skin5	Skin	BC
S171	0.0570324	Truth_Taxonomic_abundance	mOTUs2	Vaginal1	Vaginal	BC
S172	0.0499943	Truth_Taxonomic_abundance	mOTUs2	Vaginal2	Vaginal	BC
S173	0.118814	Truth_Taxonomic_abundance	mOTUs2	Vaginal3	Vaginal	BC
S174	0.0418621	Truth_Taxonomic_abundance	mOTUs2	Vaginal4	Vaginal	BC
S175	0.0314379	Truth_Taxonomic_abundance	mOTUs2	Vaginal5	Vaginal	BC
S176	0.0994898	Truth_Taxonomic_abundance	MPA2	Building1	Building	BC
S177	0.0395525	Truth_Taxonomic_abundance	MPA2	Building2	Building	BC
S178	0.0403329	Truth_Taxonomic_abundance	MPA2	Building3	Building	BC
S179	0.0289281	Truth_Taxonomic_abundance	MPA2	Building4	Building	BC
S180	0.0347484	Truth_Taxonomic_abundance	MPA2	Building5	Building	BC
S181	0.0415133	Truth_Taxonomic_abundance	MPA2	Gut1	Gut	BC
S182	0.0720018	Truth_Taxonomic_abundance	MPA2	Gut2	Gut	BC
S183	0.0782545	Truth_Taxonomic_abundance	MPA2	Gut3	Gut	BC
S184	0.0659039	Truth_Taxonomic_abundance	MPA2	Gut4	Gut	BC
S185	0.044146	Truth_Taxonomic_abundance	MPA2	Gut5	Gut	BC
S186	0.0613076	Truth_Taxonomic_abundance	MPA2	Oral1	Oral	BC
S187	0.0569586	Truth_Taxonomic_abundance	MPA2	Oral2	Oral	BC
S188	0.0656198	Truth_Taxonomic_abundance	MPA2	Oral3	Oral	BC
S189	0.0497984	Truth_Taxonomic_abundance	MPA2	Oral4	Oral	BC
S190	0.0801844	Truth_Taxonomic_abundance	MPA2	Oral5	Oral	BC
S191	0.0786612	Truth_Taxonomic_abundance	MPA2	Skin1	Skin	BC
S192	0.174729	Truth_Taxonomic_abundance	MPA2	Skin2	Skin	BC
S193	0.0723987	Truth_Taxonomic_abundance	MPA2	Skin3	Skin	BC
S194	0.0791999	Truth_Taxonomic_abundance	MPA2	Skin4	Skin	BC
S195	0.0367308	Truth_Taxonomic_abundance	MPA2	Skin5	Skin	BC
S196	0.0302143	Truth_Taxonomic_abundance	MPA2	Vaginal1	Vaginal	BC
S197	0.0472076	Truth_Taxonomic_abundance	MPA2	Vaginal2	Vaginal	BC
S198	0.0442946	Truth_Taxonomic_abundance	MPA2	Vaginal3	Vaginal	BC
S199	0.0293093	Truth_Taxonomic_abundance	MPA2	Vaginal4	Vaginal	BC
S200	0.166113	Truth_Taxonomic_abundance	MPA2	Vaginal5	Vaginal	BC
S201	0.129939	Truth_Sequence_abundance	Bracken	Building1	Building	rJSD
S202	0.0822062	Truth_Sequence_abundance	Bracken	Building2	Building	rJSD
S203	0.0791186	Truth_Sequence_abundance	Bracken	Building3	Building	rJSD
S204	0.0470129	Truth_Sequence_abundance	Bracken	Building4	Building	rJSD
S205	0.130521	Truth_Sequence_abundance	Bracken	Building5	Building	rJSD
S206	0.102283	Truth_Sequence_abundance	Bracken	Gut1	Gut	rJSD
S207	0.123504	Truth_Sequence_abundance	Bracken	Gut2	Gut	rJSD
S208	0.136772	Truth_Sequence_abundance	Bracken	Gut3	Gut	rJSD
S209	0.162633	Truth_Sequence_abundance	Bracken	Gut4	Gut	rJSD
S210	0.101926	Truth_Sequence_abundance	Bracken	Gut5	Gut	rJSD
S211	0.0687001	Truth_Sequence_abundance	Bracken	Oral1	Oral	rJSD
S212	0.0646152	Truth_Sequence_abundance	Bracken	Oral2	Oral	rJSD
S213	0.131421	Truth_Sequence_abundance	Bracken	Oral3	Oral	rJSD
S214	0.0448305	Truth_Sequence_abundance	Bracken	Oral4	Oral	rJSD
S215	0.085831	Truth_Sequence_abundance	Bracken	Oral5	Oral	rJSD
S216	0.0404516	Truth_Sequence_abundance	Bracken	Skin1	Skin	rJSD
S217	0.036711	Truth_Sequence_abundance	Bracken	Skin2	Skin	rJSD
S218	0.0322804	Truth_Sequence_abundance	Bracken	Skin3	Skin	rJSD
S219	0.0457393	Truth_Sequence_abundance	Bracken	Skin4	Skin	rJSD
S220	0.0305066	Truth_Sequence_abundance	Bracken	Skin5	Skin	rJSD
S221	0.00407239	Truth_Sequence_abundance	Bracken	Vaginal1	Vaginal	rJSD
S222	0.0502414	Truth_Sequence_abundance	Bracken	Vaginal2	Vaginal	rJSD
S223	0.0349369	Truth_Sequence_abundance	Bracken	Vaginal3	Vaginal	rJSD
S224	0.0360288	Truth_Sequence_abundance	Bracken	Vaginal4	Vaginal	rJSD
S225	0.0566996	Truth_Sequence_abundance	Bracken	Vaginal5	Vaginal	rJSD
S226	0.139047	Truth_Sequence_abundance	Kraken2	Building1	Building	rJSD
S227	0.0885577	Truth_Sequence_abundance	Kraken2	Building2	Building	rJSD
S228	0.093546	Truth_Sequence_abundance	Kraken2	Building3	Building	rJSD
S229	0.0736558	Truth_Sequence_abundance	Kraken2	Building4	Building	rJSD
S230	0.141914	Truth_Sequence_abundance	Kraken2	Building5	Building	rJSD
S231	0.120139	Truth_Sequence_abundance	Kraken2	Gut1	Gut	rJSD
S232	0.134216	Truth_Sequence_abundance	Kraken2	Gut2	Gut	rJSD
S233	0.143531	Truth_Sequence_abundance	Kraken2	Gut3	Gut	rJSD
S234	0.172316	Truth_Sequence_abundance	Kraken2	Gut4	Gut	rJSD
S235	0.109092	Truth_Sequence_abundance	Kraken2	Gut5	Gut	rJSD
S236	0.0964257	Truth_Sequence_abundance	Kraken2	Oral1	Oral	rJSD
S237	0.075645	Truth_Sequence_abundance	Kraken2	Oral2	Oral	rJSD
S238	0.139314	Truth_Sequence_abundance	Kraken2	Oral3	Oral	rJSD
S239	0.0950944	Truth_Sequence_abundance	Kraken2	Oral4	Oral	rJSD
S240	0.130264	Truth_Sequence_abundance	Kraken2	Oral5	Oral	rJSD
S241	0.0675412	Truth_Sequence_abundance	Kraken2	Skin1	Skin	rJSD
S242	0.071745	Truth_Sequence_abundance	Kraken2	Skin2	Skin	rJSD
S243	0.134592	Truth_Sequence_abundance	Kraken2	Skin3	Skin	rJSD
S244	0.123655	Truth_Sequence_abundance	Kraken2	Skin4	Skin	rJSD
S245	0.0700356	Truth_Sequence_abundance	Kraken2	Skin5	Skin	rJSD
S246	0.0148417	Truth_Sequence_abundance	Kraken2	Vaginal1	Vaginal	rJSD
S247	0.0989607	Truth_Sequence_abundance	Kraken2	Vaginal2	Vaginal	rJSD
S248	0.0544277	Truth_Sequence_abundance	Kraken2	Vaginal3	Vaginal	rJSD
S249	0.0891474	Truth_Sequence_abundance	Kraken2	Vaginal4	Vaginal	rJSD
S250	0.162177	Truth_Sequence_abundance	Kraken2	Vaginal5	Vaginal	rJSD
S251	0.141725	Truth_Sequence_abundance	mOTUs2	Building1	Building	rJSD
S252	0.142426	Truth_Sequence_abundance	mOTUs2	Building2	Building	rJSD
S253	0.147646	Truth_Sequence_abundance	mOTUs2	Building3	Building	rJSD
S254	0.13648	Truth_Sequence_abundance	mOTUs2	Building4	Building	rJSD
S255	0.121886	Truth_Sequence_abundance	mOTUs2	Building5	Building	rJSD
S256	0.121655	Truth_Sequence_abundance	mOTUs2	Gut1	Gut	rJSD
S257	0.167266	Truth_Sequence_abundance	mOTUs2	Gut2	Gut	rJSD
S258	0.140016	Truth_Sequence_abundance	mOTUs2	Gut3	Gut	rJSD
S259	0.17518	Truth_Sequence_abundance	mOTUs2	Gut4	Gut	rJSD
S260	0.167977	Truth_Sequence_abundance	mOTUs2	Gut5	Gut	rJSD
S261	0.12391	Truth_Sequence_abundance	mOTUs2	Oral1	Oral	rJSD
S262	0.12441	Truth_Sequence_abundance	mOTUs2	Oral2	Oral	rJSD
S263	0.145457	Truth_Sequence_abundance	mOTUs2	Oral3	Oral	rJSD
S264	0.152963	Truth_Sequence_abundance	mOTUs2	Oral4	Oral	rJSD
S265	0.175216	Truth_Sequence_abundance	mOTUs2	Oral5	Oral	rJSD
S266	0.137592	Truth_Sequence_abundance	mOTUs2	Skin1	Skin	rJSD
S267	0.200498	Truth_Sequence_abundance	mOTUs2	Skin2	Skin	rJSD
S268	0.192333	Truth_Sequence_abundance	mOTUs2	Skin3	Skin	rJSD
S269	0.126424	Truth_Sequence_abundance	mOTUs2	Skin4	Skin	rJSD
S270	0.116508	Truth_Sequence_abundance	mOTUs2	Skin5	Skin	rJSD
S271	0.124507	Truth_Sequence_abundance	mOTUs2	Vaginal1	Vaginal	rJSD
S272	0.151643	Truth_Sequence_abundance	mOTUs2	Vaginal2	Vaginal	rJSD
S273	0.167494	Truth_Sequence_abundance	mOTUs2	Vaginal3	Vaginal	rJSD
S274	0.113676	Truth_Sequence_abundance	mOTUs2	Vaginal4	Vaginal	rJSD
S275	0.16639	Truth_Sequence_abundance	mOTUs2	Vaginal5	Vaginal	rJSD
S276	0.170924	Truth_Sequence_abundance	MPA2	Building1	Building	rJSD
S277	0.112575	Truth_Sequence_abundance	MPA2	Building2	Building	rJSD
S278	0.113349	Truth_Sequence_abundance	MPA2	Building3	Building	rJSD
S279	0.115078	Truth_Sequence_abundance	MPA2	Building4	Building	rJSD
S280	0.138094	Truth_Sequence_abundance	MPA2	Building5	Building	rJSD
S281	0.13505	Truth_Sequence_abundance	MPA2	Gut1	Gut	rJSD
S282	0.171137	Truth_Sequence_abundance	MPA2	Gut2	Gut	rJSD
S283	0.169891	Truth_Sequence_abundance	MPA2	Gut3	Gut	rJSD
S284	0.145935	Truth_Sequence_abundance	MPA2	Gut4	Gut	rJSD
S285	0.144951	Truth_Sequence_abundance	MPA2	Gut5	Gut	rJSD
S286	0.129209	Truth_Sequence_abundance	MPA2	Oral1	Oral	rJSD
S287	0.121842	Truth_Sequence_abundance	MPA2	Oral2	Oral	rJSD
S288	0.128982	Truth_Sequence_abundance	MPA2	Oral3	Oral	rJSD
S289	0.116572	Truth_Sequence_abundance	MPA2	Oral4	Oral	rJSD
S290	0.121472	Truth_Sequence_abundance	MPA2	Oral5	Oral	rJSD
S291	0.13549	Truth_Sequence_abundance	MPA2	Skin1	Skin	rJSD
S292	0.184525	Truth_Sequence_abundance	MPA2	Skin2	Skin	rJSD
S293	0.114171	Truth_Sequence_abundance	MPA2	Skin3	Skin	rJSD
S294	0.146206	Truth_Sequence_abundance	MPA2	Skin4	Skin	rJSD
S295	0.100486	Truth_Sequence_abundance	MPA2	Skin5	Skin	rJSD
S296	0.0981352	Truth_Sequence_abundance	MPA2	Vaginal1	Vaginal	rJSD
S297	0.135588	Truth_Sequence_abundance	MPA2	Vaginal2	Vaginal	rJSD
S298	0.133931	Truth_Sequence_abundance	MPA2	Vaginal3	Vaginal	rJSD
S299	0.0949297	Truth_Sequence_abundance	MPA2	Vaginal4	Vaginal	rJSD
S300	0.226099	Truth_Sequence_abundance	MPA2	Vaginal5	Vaginal	rJSD
S301	0.139279	Truth_Taxonomic_abundance	Bracken	Building1	Building	rJSD
S302	0.143541	Truth_Taxonomic_abundance	Bracken	Building2	Building	rJSD
S303	0.127986	Truth_Taxonomic_abundance	Bracken	Building3	Building	rJSD
S304	0.123117	Truth_Taxonomic_abundance	Bracken	Building4	Building	rJSD
S305	0.157467	Truth_Taxonomic_abundance	Bracken	Building5	Building	rJSD
S306	0.153143	Truth_Taxonomic_abundance	Bracken	Gut1	Gut	rJSD
S307	0.17918	Truth_Taxonomic_abundance	Bracken	Gut2	Gut	rJSD
S308	0.167243	Truth_Taxonomic_abundance	Bracken	Gut3	Gut	rJSD
S309	0.169441	Truth_Taxonomic_abundance	Bracken	Gut4	Gut	rJSD
S310	0.139215	Truth_Taxonomic_abundance	Bracken	Gut5	Gut	rJSD
S311	0.115882	Truth_Taxonomic_abundance	Bracken	Oral1	Oral	rJSD
S312	0.115463	Truth_Taxonomic_abundance	Bracken	Oral2	Oral	rJSD
S313	0.18389	Truth_Taxonomic_abundance	Bracken	Oral3	Oral	rJSD
S314	0.118404	Truth_Taxonomic_abundance	Bracken	Oral4	Oral	rJSD
S315	0.139455	Truth_Taxonomic_abundance	Bracken	Oral5	Oral	rJSD
S316	0.108424	Truth_Taxonomic_abundance	Bracken	Skin1	Skin	rJSD
S317	0.0984688	Truth_Taxonomic_abundance	Bracken	Skin2	Skin	rJSD
S318	0.0847639	Truth_Taxonomic_abundance	Bracken	Skin3	Skin	rJSD
S319	0.13187	Truth_Taxonomic_abundance	Bracken	Skin4	Skin	rJSD
S320	0.102497	Truth_Taxonomic_abundance	Bracken	Skin5	Skin	rJSD
S321	0.10377	Truth_Taxonomic_abundance	Bracken	Vaginal1	Vaginal	rJSD
S322	0.149141	Truth_Taxonomic_abundance	Bracken	Vaginal2	Vaginal	rJSD
S323	0.146358	Truth_Taxonomic_abundance	Bracken	Vaginal3	Vaginal	rJSD
S324	0.0910133	Truth_Taxonomic_abundance	Bracken	Vaginal4	Vaginal	rJSD
S325	0.172284	Truth_Taxonomic_abundance	Bracken	Vaginal5	Vaginal	rJSD
S326	0.144736	Truth_Taxonomic_abundance	Kraken2	Building1	Building	rJSD
S327	0.146733	Truth_Taxonomic_abundance	Kraken2	Building2	Building	rJSD
S328	0.138623	Truth_Taxonomic_abundance	Kraken2	Building3	Building	rJSD
S329	0.142214	Truth_Taxonomic_abundance	Kraken2	Building4	Building	rJSD
S330	0.1686	Truth_Taxonomic_abundance	Kraken2	Building5	Building	rJSD
S331	0.162964	Truth_Taxonomic_abundance	Kraken2	Gut1	Gut	rJSD
S332	0.181786	Truth_Taxonomic_abundance	Kraken2	Gut2	Gut	rJSD
S333	0.172915	Truth_Taxonomic_abundance	Kraken2	Gut3	Gut	rJSD
S334	0.165822	Truth_Taxonomic_abundance	Kraken2	Gut4	Gut	rJSD
S335	0.136827	Truth_Taxonomic_abundance	Kraken2	Gut5	Gut	rJSD
S336	0.11508	Truth_Taxonomic_abundance	Kraken2	Oral1	Oral	rJSD
S337	0.123682	Truth_Taxonomic_abundance	Kraken2	Oral2	Oral	rJSD
S338	0.188576	Truth_Taxonomic_abundance	Kraken2	Oral3	Oral	rJSD
S339	0.130045	Truth_Taxonomic_abundance	Kraken2	Oral4	Oral	rJSD
