	S001	S002	S003	S004	S005	S006	S007	S008	S009	S010	S011	S012	S013	S014	S015	S016	S017	S018	S019	S020	S021	S022	S023	S024	S025	S026	S027	S028	S029	S030	S031	S032	S033	S034	S035	S036	S037	S038	S039	S040	S041	S042	S043	S044	S045	S046	S047	S048	S049	S050	S051	S052	S053	S054	S055	S056	S057	S058	S059	S060	S061	S062	S063	S064	S065	S066	S067	S068	S069	S070	S071	S072	S073	S074	S075	S076	S077	S078	S079	S080	S081	S082	S083	S084	S085	S086	S087	S088	S089	S090	S091	S092	S093	S094	S095	S096	S097	S098	S099	S100
S011	0.372586	0.332159	0.33235	0.402616	0.40486	0.296895	0.452307	0.285989	0.332762	0.331275	0	0.423648	0.345501	0.333508	0.337727	0.271736	0.345066	0.435679	0.323029	0.425736	0.337084	0.451114	0.330215	0.384107	0.349823	0.354284	0.308172	0.324379	0.256318	0.440921	0.416872	0.25765	0.443965	0.293489	0.403084	0.319446	0.474895	0.338721	0.345996	0.446868	0.30246	0.387571	0.303503	0.321687	0.315163	0.297492	0.327652	0.370198	0.3123	0.390768	0.324657	0.32285	0.357919	0.319159	0.410927	0.401288	0.364429	0.352538	0.496142	0.279178	0.316183	0.466711	0.43926	0.365272	0.369777	0.263477	0.351509	0.309319	0.422589	0.355352	0.279349	0.36369	0.544176	0.283565	0.309286	0.311356	0.311495	0.307721	0.264757	0.317548	0.484038	0.303076	0.326402	0.32664	0.302465	0.285957	0.411195	0.541472	0.339053	0.329	0.367205	0.571045	0.413506	0.35101	0.3137	0.365538	0.330634	0.373379	0.30992	0.368945
S012	0.487975	0.484743	0.471326	0.518272	0.548119	0.455589	0.554196	0.373709	0.448896	0.475536	0.423648	0	0.477208	0.461369	0.472302	0.441988	0.49164	0.547118	0.424467	0.534585	0.490016	0.41878	0.468769	0.528104	0.455792	0.298551	0.428303	0.47025	0.417802	0.546145	0.536038	0.431078	0.432625	0.458805	0.527738	0.471219	0.588128	0.298945	0.472438	0.575815	0.450117	0.508776	0.459272	0.466674	0.460273	0.346482	0.469119	0.511549	0.460719	0.505166	0.480271	0.451123	0.475961	0.45982	0.535389	0.520304	0.510932	0.467949	0.593574	0.458257	0.447449	0.581697	0.505706	0.488218	0.49885	0.425743	0.491757	0.455958	0.541515	0.478297	0.446851	0.497758	0.641439	0.450406	0.482951	0.448978	0.454968	0.459035	0.441494	0.401417	0.608785	0.458126	0.470298	0.429247	0.445697	0.46717	0.547835	0.598654	0.482432	0.475375	0.503362	0.661149	0.545371	0.444423	0.386239	0.494243	0.502331	0.496009	0.445112	0.498613
S013	0.389385	0.384265	0.362071	0.399846	0.455899	0.327069	0.445628	0.31438	0.299659	0.298623	0.345501	0.477208	0	0.359605	0.359688	0.301216	0.374602	0.437714	0.337261	0.443599	0.36049	0.461485	0.331984	0.420068	0.353742	0.355386	0.309166	0.317801	0.304635	0.441592	0.430954	0.297746	0.454478	0.333048	0.368865	0.329009	0.495361	0.348933	0.420404	0.477915	0.322937	0.378946	0.298927	0.361894	0.317943	0.32134	0.358788	0.367097	0.308031	0.390505	0.351697	0.323277	0.373734	0.298005	0.415681	0.340609	0.377401	0.366175	0.485411	0.342028	0.358392	0.484341	0.445254	0.32665	0.357426	0.320737	0.343439	0.33372	0.415799	0.370673	0.314892	0.364411	0.568474	0.293607	0.36734	0.308723	0.311604	0.305458	0.293338	0.308435	0.525538	0.310259	0.349484	0.323419	0.311019	0.336903	0.446135	0.545748	0.365061	0.351599	0.390216	0.577331	0.436168	0.33705	0.305674	0.330731	0.391642	0.38739	0.32568	0.417303
S014	0.374427	0.377526	0.357616	0.349204	0.466553	0.307708	0.468816	0.332768	0.334254	0.34849	0.333508	0.461369	0.359605	0	0.341622	0.316288	0.368184	0.437398	0.352803	0.446302	0.362236	0.459866	0.340636	0.441711	0.374643	0.37749	0.33816	0.35207	0.298871	0.439321	0.431597	0.304498	0.453273	0.331506	0.414363	0.359236	0.498568	0.362304	0.433197	0.489938	0.306246	0.390335	0.338113	0.361988	0.342268	0.327339	0.363119	0.400018	0.339863	0.379711	0.356785	0.343315	0.35062	0.354454	0.397887	0.394363	0.412807	0.375561	0.513305	0.350248	0.329458	0.49241	0.453172	0.37813	0.375044	0.319126	0.365446	0.339234	0.449522	0.364393	0.327038	0.382688	0.570698	0.316268	0.371055	0.326953	0.328493	0.33718	0.287607	0.327383	0.533091	0.325061	0.355885	0.369866	0.331497	0.332309	0.434428	0.546583	0.365329	0.36099	0.405759	0.586709	0.438419	0.36667	0.331959	0.364831	0.40374	0.391457	0.347159	0.384152
S015	0.395187	0.372412	0.309022	0.418282	0.461151	0.305785	0.393171	0.325332	0.353621	0.356239	0.337727	0.472302	0.359688	0.341622	0	0.291011	0.355372	0.448769	0.306976	0.444407	0.351598	0.461337	0.349337	0.438098	0.353187	0.376673	0.321783	0.31904	0.297052	0.376044	0.401382	0.298612	0.456259	0.335228	0.416275	0.347524	0.475177	0.341853	0.424803	0.475829	0.304319	0.391947	0.332924	0.362938	0.281067	0.297728	0.350009	0.408124	0.329226	0.407014	0.340575	0.340264	0.352671	0.338361	0.416181	0.406678	0.41853	0.380568	0.494839	0.349749	0.355264	0.478282	0.454558	0.385705	0.388432	0.30632	0.376174	0.321148	0.356495	0.368665	0.31167	0.385582	0.541496	0.317402	0.375358	0.320828	0.306209	0.33252	0.31714	0.333461	0.530824	0.318504	0.318765	0.331092	0.305388	0.345159	0.403814	0.525332	0.316781	0.336395	0.396145	0.529153	0.449278	0.344666	0.306216	0.348724	0.401211	0.356665	0.335824	0.40333
S016	0.342138	0.335564	0.328721	0.375655	0.417938	0.277509	0.414728	0.265252	0.298383	0.307133	0.271736	0.441988	0.301216	0.316288	0.291011	0	0.323171	0.4036	0.298159	0.399904	0.328147	0.425584	0.294073	0.391849	0.306623	0.320263	0.266349	0.265421	0.237671	0.416771	0.356853	0.231458	0.407628	0.287698	0.38515	0.301967	0.458762	0.310353	0.385614	0.402609	0.266009	0.352274	0.239056	0.317927	0.287876	0.26155	0.309915	0.358397	0.286737	0.36955	0.306277	0.298765	0.318927	0.260336	0.37632	0.365998	0.359623	0.323946	0.468659	0.291874	0.300558	0.441753	0.412927	0.338815	0.333214	0.217335	0.312572	0.268777	0.390657	0.324304	0.233345	0.30873	0.531798	0.250807	0.282697	0.271225	0.271543	0.276738	0.235216	0.269785	0.496549	0.268029	0.296929	0.259636	0.270096	0.279017	0.408186	0.490419	0.31239	0.306013	0.352642	0.546186	0.391203	0.313275	0.27437	0.329711	0.347599	0.337005	0.268684	0.356803
S017	0.405446	0.381726	0.375791	0.395253	0.457033	0.352866	0.477902	0.338647	0.369044	0.364937	0.345066	0.49164	0.374602	0.368184	0.355372	0.323171	0	0.456333	0.345214	0.441682	0.370842	0.460456	0.368453	0.448152	0.371358	0.384409	0.331618	0.367653	0.32785	0.468086	0.412725	0.311238	0.468308	0.333351	0.434892	0.366983	0.503139	0.379327	0.433018	0.495103	0.320369	0.409195	0.350483	0.370229	0.3512	0.325513	0.36632	0.408724	0.359878	0.421053	0.37002	0.366277	0.378833	0.346076	0.447628	0.416639	0.42266	0.328394	0.518433	0.355583	0.377001	0.497343	0.457437	0.402606	0.401311	0.336824	0.393784	0.33925	0.450279	0.376511	0.285629	0.388701	0.580438	0.34007	0.380538	0.336099	0.334888	0.323071	0.334932	0.35175	0.537664	0.318205	0.315137	0.363535	0.343877	0.357982	0.452564	0.559875	0.370577	0.359265	0.399616	0.533306	0.445535	0.354644	0.331463	0.395122	0.398681	0.362399	0.337765	0.432281
S018	0.305934	0.463648	0.463825	0.492188	0.511198	0.406024	0.513793	0.406262	0.432646	0.445859	0.435679	0.547118	0.437714	0.437398	0.448769	0.4036	0.456333	0	0.434679	0.519151	0.453402	0.532855	0.354162	0.509001	0.436025	0.459893	0.422013	0.406218	0.384793	0.520036	0.50474	0.405477	0.523055	0.42079	0.499777	0.434337	0.526877	0.44002	0.496504	0.550585	0.415569	0.474857	0.429296	0.452363	0.428886	0.354429	0.440841	0.462884	0.429548	0.466829	0.430016	0.440414	0.419428	0.437338	0.50948	0.471026	0.472615	0.468137	0.571478	0.425407	0.421785	0.47983	0.415099	0.455434	0.455784	0.424335	0.449809	0.425939	0.516389	0.457089	0.408982	0.408368	0.59765	0.414071	0.44074	0.419615	0.414649	0.412836	0.373973	0.420854	0.569217	0.421542	0.438935	0.447777	0.396664	0.416944	0.522613	0.60975	0.421754	0.420163	0.460258	0.634227	0.519035	0.450896	0.428727	0.466588	0.47836	0.471238	0.413283	0.479876
S019	0.371915	0.359799	0.356837	0.378665	0.436828	0.30946	0.384693	0.297649	0.33288	0.333023	0.323029	0.424467	0.337261	0.352803	0.306976	0.298159	0.345214	0.434679	0	0.363678	0.357192	0.440249	0.321389	0.379187	0.296598	0.347153	0.265146	0.310766	0.262858	0.378596	0.421851	0.265277	0.432294	0.318822	0.368024	0.338047	0.476551	0.322897	0.404078	0.472633	0.283347	0.384893	0.323624	0.350193	0.26527	0.250067	0.307482	0.375237	0.318755	0.369728	0.335574	0.313576	0.338953	0.31219	0.421616	0.399905	0.376796	0.334716	0.490988	0.323466	0.302969	0.468632	0.433606	0.337292	0.370503	0.293654	0.358337	0.326552	0.344925	0.357783	0.275164	0.372926	0.536417	0.298323	0.353785	0.244469	0.285161	0.299175	0.284	0.265963	0.517361	0.293592	0.304444	0.334331	0.283034	0.332267	0.413255	0.488449	0.279055	0.327349	0.389072	0.56515	0.417959	0.281682	0.290027	0.331211	0.378985	0.358322	0.311915	0.402901
S020	0.467053	0.460865	0.463139	0.449119	0.511653	0.417918	0.535862	0.405692	0.438741	0.435982	0.425736	0.534585	0.443599	0.446302	0.444407	0.399904	0.441682	0.519151	0.363678	0	0.440043	0.499835	0.419252	0.31517	0.421825	0.455907	0.318518	0.425182	0.394281	0.515217	0.490372	0.37537	0.520299	0.433003	0.457366	0.436563	0.555481	0.446065	0.500775	0.541133	0.41584	0.463369	0.42412	0.451934	0.4302	0.419772	0.429351	0.46525	0.431175	0.478969	0.440221	0.421309	0.451668	0.43142	0.500257	0.483286	0.466897	0.463825	0.568575	0.414612	0.438885	0.553874	0.51512	0.366092	0.461934	0.371256	0.430633	0.412595	0.511553	0.460908	0.404591	0.459832	0.628277	0.41043	0.438248	0.408084	0.420714	0.408789	0.393639	0.41296	0.590583	0.399473	0.438063	0.435605	0.418903	0.432203	0.422775	0.573332	0.431554	0.440777	0.475552	0.63852	0.506128	0.302624	0.413067	0.45735	0.471543	0.434024	0.424431	0.49101
S021	0.387106	0.381155	0.380147	0.419481	0.455205	0.350341	0.458457	0.346212	0.355224	0.339936	0.337084	0.490016	0.36049	0.362236	0.351598	0.328147	0.370842	0.453402	0.357192	0.440043	0	0.458026	0.32092	0.446851	0.378292	0.393373	0.320931	0.349145	0.310005	0.466447	0.435171	0.31586	0.466934	0.336671	0.399625	0.371783	0.508175	0.342412	0.423871	0.487411	0.334468	0.380911	0.348996	0.378017	0.330034	0.329056	0.341612	0.409547	0.352066	0.419375	0.281457	0.367022	0.362166	0.325883	0.393948	0.393667	0.402071	0.390703	0.458899	0.357686	0.37212	0.50109	0.463426	0.398601	0.378367	0.333246	0.341914	0.342624	0.438335	0.388964	0.290865	0.38042	0.581492	0.336506	0.38615	0.332128	0.343854	0.320324	0.295879	0.337935	0.533427	0.27197	0.34263	0.366061	0.314315	0.335766	0.337919	0.558919	0.365417	0.350378	0.390576	0.556249	0.371821	0.371179	0.346277	0.388055	0.40836	0.392538	0.344655	0.40991
S022	0.48665	0.446198	0.473577	0.505216	0.541242	0.441267	0.5327	0.404814	0.445252	0.460917	0.451114	0.41878	0.461485	0.459866	0.461337	0.425584	0.460456	0.532855	0.440249	0.499835	0.458026	0	0.454969	0.52174	0.461685	0.38026	0.423405	0.455037	0.423376	0.494381	0.50228	0.424073	0.4763	0.446808	0.508059	0.453392	0.57477	0.378432	0.485114	0.561524	0.42825	0.487617	0.444844	0.456984	0.432088	0.402314	0.452694	0.491707	0.446039	0.491116	0.465823	0.441923	0.477415	0.444251	0.505894	0.47399	0.495146	0.481882	0.582024	0.433053	0.447216	0.567909	0.503744	0.481264	0.463212	0.433871	0.477639	0.435387	0.523974	0.47236	0.41526	0.470524	0.636073	0.433408	0.469545	0.441666	0.407958	0.429967	0.429607	0.413626	0.584795	0.429281	0.450221	0.43447	0.439279	0.431934	0.53611	0.619704	0.462613	0.443747	0.490016	0.648617	0.531162	0.431413	0.386895	0.468843	0.458262	0.447254	0.435697	0.494054
S023	0.302799	0.373489	0.364952	0.404046	0.448876	0.303231	0.453836	0.30277	0.335057	0.333962	0.330215	0.468769	0.331984	0.340636	0.349337	0.294073	0.368453	0.354162	0.321389	0.419252	0.32092	0.454969	0	0.42051	0.351791	0.363039	0.312829	0.295244	0.294197	0.444609	0.414981	0.275326	0.449502	0.329532	0.341866	0.346874	0.491725	0.355034	0.420699	0.468132	0.309965	0.339496	0.322109	0.353475	0.327814	0.289611	0.275409	0.393993	0.333277	0.399493	0.346356	0.328328	0.341421	0.339484	0.404754	0.408172	0.410246	0.369424	0.498306	0.342224	0.353187	0.43567	0.398306	0.34022	0.384377	0.293282	0.341782	0.324296	0.423134	0.364673	0.283486	0.351596	0.567317	0.298158	0.340484	0.316882	0.311193	0.296635	0.273934	0.297258	0.521426	0.306415	0.325778	0.32766	0.317773	0.322619	0.43254	0.512735	0.352551	0.335697	0.387079	0.576173	0.438243	0.345297	0.325426	0.371911	0.389758	0.383239	0.2973	0.408666
S024	0.455425	0.45987	0.452654	0.459448	0.470885	0.409413	0.518324	0.391504	0.428242	0.431796	0.384107	0.528104	0.420068	0.441711	0.438098	0.391849	0.448152	0.509001	0.379187	0.31517	0.446851	0.52174	0.42051	0	0.420532	0.430337	0.351089	0.415314	0.388242	0.514973	0.497563	0.373698	0.51354	0.418152	0.468818	0.409959	0.54887	0.438908	0.486547	0.532318	0.398064	0.469709	0.408876	0.44343	0.416125	0.411644	0.435872	0.427828	0.398999	0.474528	0.44179	0.358092	0.439793	0.416177	0.494409	0.480883	0.35703	0.452516	0.560987	0.366065	0.433746	0.536256	0.513767	0.403815	0.449016	0.373796	0.442689	0.398838	0.497827	0.448076	0.399631	0.45291	0.620009	0.393424	0.428703	0.401152	0.403137	0.401266	0.381081	0.379003	0.56867	0.411245	0.42686	0.407229	0.409804	0.419059	0.466535	0.572115	0.381609	0.429775	0.445672	0.628854	0.498101	0.363631	0.385482	0.453853	0.436054	0.454088	0.415543	0.474581
S025	0.381429	0.382362	0.382702	0.411039	0.455468	0.335189	0.446658	0.325736	0.329778	0.352942	0.349823	0.455792	0.353742	0.374643	0.353187	0.306623	0.371358	0.436025	0.296598	0.421825	0.378292	0.461685	0.351791	0.420532	0	0.379145	0.321701	0.348057	0.285982	0.442418	0.430551	0.305634	0.44275	0.334913	0.420111	0.359067	0.468269	0.363682	0.423726	0.448831	0.320413	0.387264	0.337025	0.372613	0.323028	0.26814	0.34768	0.397523	0.340549	0.398659	0.365045	0.356333	0.365843	0.347712	0.430105	0.417368	0.397845	0.281679	0.508736	0.335547	0.360268	0.492465	0.365557	0.369147	0.392723	0.309066	0.383906	0.322483	0.413353	0.377016	0.32067	0.390799	0.464593	0.304535	0.368341	0.321874	0.284744	0.31897	0.310822	0.332595	0.530891	0.332235	0.348028	0.360759	0.28836	0.341102	0.443224	0.427373	0.341808	0.344739	0.383373	0.564363	0.443024	0.354322	0.322787	0.37041	0.40072	0.37561	0.29592	0.346829
S026	0.401809	0.400549	0.393069	0.4063	0.465316	0.358241	0.47947	0.27569	0.341889	0.356251	0.354284	0.298551	0.355386	0.37749	0.376673	0.320263	0.384409	0.459893	0.347153	0.455907	0.393373	0.38026	0.363039	0.430337	0.379145	0	0.330517	0.363697	0.318304	0.464245	0.444791	0.318884	0.379569	0.347815	0.407734	0.369021	0.507905	0.259111	0.401848	0.492861	0.318431	0.411045	0.348946	0.338466	0.355945	0.29133	0.377109	0.412885	0.35171	0.416188	0.348713	0.314034	0.394588	0.36449	0.429022	0.415806	0.406938	0.395118	0.51465	0.349498	0.355159	0.502178	0.433619	0.386221	0.404282	0.327517	0.387092	0.316783	0.45151	0.374976	0.324446	0.394349	0.580317	0.31836	0.387781	0.342577	0.346635	0.350491	0.326481	0.312236	0.539787	0.344471	0.366281	0.336882	0.342089	0.343158	0.450293	0.562913	0.376577	0.364528	0.415118	0.581944	0.46054	0.334591	0.303303	0.373398	0.410744	0.398874	0.344214	0.396923
