	S001	S002	S003	S004	S005	S006	S007	S008	S009	S010	S011	S012	S013	S014	S015	S016	S017	S018	S019	S020	S021	S022	S023	S024	S025	S026	S027	S028	S029	S030	S031	S032	S033	S034	S035	S036	S037	S038	S039	S040	S041	S042	S043	S044	S045	S046	S047	S048	S049	S050	S051	S052	S053	S054	S055	S056	S057	S058	S059	S060	S061	S062	S063	S064	S065	S066	S067	S068	S069	S070	S071	S072	S073	S074	S075	S076	S077	S078	S079	S080	S081	S082	S083	S084	S085	S086	S087	S088	S089	S090	S091	S092	S093	S094	S095	S096	S097	S098	S099	S100
S011	0.186194	0.135262	0.153168	0.170859	0.164381	0.160186	0.134691	0.165777	0.167953	0.155768	0	0.150166	0.137605	0.147129	0.145313	0.149808	0.1599	0.243151	0.139971	0.15975	0.155761	0.164992	0.155608	0.161037	0.159671	0.147114	0.156735	0.177619	0.152097	0.147569	0.156723	0.154572	0.140093	0.153971	0.167526	0.158989	0.148953	0.164392	0.179945	0.162512	0.180169	0.147482	0.207923	0.168412	0.151009	0.161501	0.153769	0.165966	0.151641	0.149185	0.1549	0.136639	0.145375	0.162541	0.164834	0.156158	0.158857	0.166165	0.144144	0.149268	0.152521	0.149015	0.157369	0.153506	0.162477	0.152937	0.14848	0.178692	0.153334	0.154156	0.150787	0.154842	0.174292	0.13826	0.14901	0.222388	0.156521	0.148647	0.152939	0.156038	0.204601	0.154609	0.1545	0.155496	0.175987	0.167251	0.154185	0.14625	0.150512	0.142583	0.164286	0.136454	0.162551	0.148647	0.155822	0.151023	0.234734	0.167083	0.155129	0.159617
S012	0.181823	0.134718	0.146827	0.166904	0.161511	0.14319	0.139505	0.160675	0.160752	0.142311	0.150166	0	0.140548	0.142729	0.140947	0.14906	0.151046	0.246971	0.144603	0.153127	0.161155	0.148888	0.128518	0.158704	0.172694	0.14016	0.149631	0.174475	0.144081	0.140174	0.143542	0.148377	0.133408	0.1434	0.167039	0.151955	0.143393	0.154585	0.17521	0.162623	0.167079	0.141841	0.198947	0.17125	0.13695	0.148211	0.155927	0.160659	0.140435	0.143084	0.150087	0.128738	0.137218	0.157229	0.152704	0.15838	0.157122	0.154602	0.140797	0.149675	0.150692	0.143437	0.152641	0.147731	0.146775	0.152857	0.153489	0.167127	0.164811	0.154486	0.144355	0.149505	0.169251	0.132298	0.139484	0.219377	0.143871	0.141146	0.143489	0.139263	0.197977	0.152201	0.142337	0.147994	0.172367	0.155086	0.147765	0.141647	0.147498	0.160095	0.154646	0.145055	0.154898	0.142194	0.148131	0.137854	0.234058	0.157273	0.143711	0.14555
S013	0.169412	0.135733	0.147622	0.161233	0.15232	0.14186	0.141271	0.1616	0.164479	0.14546	0.137605	0.140548	0	0.136385	0.143401	0.146476	0.146776	0.249308	0.142792	0.156915	0.157515	0.160322	0.146569	0.156146	0.172093	0.142957	0.150258	0.176782	0.147554	0.141032	0.146033	0.14753	0.13829	0.134569	0.154069	0.148987	0.142173	0.159201	0.171887	0.167359	0.167556	0.143976	0.197704	0.167115	0.143094	0.152756	0.156067	0.155989	0.142685	0.137887	0.151998	0.136935	0.136555	0.161396	0.15594	0.156356	0.156408	0.162376	0.141456	0.149075	0.150861	0.142041	0.13507	0.148764	0.152672	0.143048	0.149671	0.167487	0.146219	0.152073	0.142446	0.154786	0.168018	0.135879	0.142054	0.226046	0.143985	0.145013	0.146373	0.147257	0.19688	0.147796	0.146526	0.150707	0.158417	0.154346	0.148455	0.137791	0.148072	0.146061	0.158065	0.140943	0.148163	0.13939	0.151162	0.142281	0.229557	0.160476	0.145725	0.149895
S014	0.179204	0.131968	0.148917	0.167446	0.15058	0.146233	0.141519	0.157856	0.162507	0.148537	0.147129	0.142729	0.136385	0	0.145725	0.143381	0.155047	0.249588	0.147501	0.156834	0.161158	0.155204	0.148833	0.154158	0.173659	0.144749	0.143402	0.175079	0.146164	0.145217	0.146877	0.147761	0.138284	0.142901	0.157076	0.152364	0.149059	0.161575	0.170436	0.162339	0.168606	0.141101	0.198723	0.169538	0.141994	0.158469	0.160047	0.159202	0.146249	0.141695	0.155774	0.134637	0.137923	0.161985	0.157681	0.160026	0.15323	0.15676	0.136569	0.151935	0.146574	0.140158	0.145617	0.154241	0.154008	0.13861	0.15029	0.166126	0.16112	0.156092	0.1459	0.151113	0.16905	0.139234	0.142174	0.227538	0.147765	0.146701	0.142843	0.148552	0.195649	0.141891	0.147711	0.144594	0.171921	0.151735	0.146707	0.133614	0.146186	0.153334	0.143492	0.14771	0.152347	0.145356	0.149931	0.142989	0.225802	0.157624	0.153635	0.155393
S015	0.184071	0.136283	0.149836	0.167023	0.159343	0.150661	0.14795	0.158792	0.15416	0.147975	0.145313	0.140947	0.143401	0.145725	0	0.137686	0.159943	0.238243	0.14072	0.146364	0.162178	0.151462	0.136771	0.157098	0.176673	0.145877	0.154976	0.174998	0.136031	0.137201	0.148933	0.1505	0.13646	0.144779	0.157558	0.159531	0.152267	0.160693	0.176303	0.166987	0.177032	0.134675	0.204175	0.171178	0.13978	0.144706	0.162012	0.162417	0.14186	0.144534	0.144604	0.130866	0.138364	0.157823	0.157374	0.15494	0.15432	0.162857	0.139973	0.150041	0.149275	0.146086	0.14601	0.149857	0.157189	0.152557	0.147792	0.162967	0.157598	0.157782	0.136852	0.149854	0.158062	0.130634	0.126873	0.222913	0.147371	0.145058	0.149814	0.148419	0.20044	0.156684	0.143956	0.153012	0.166396	0.162545	0.156027	0.133278	0.140585	0.156298	0.160316	0.139163	0.152585	0.147835	0.155165	0.139212	0.226723	0.155904	0.14485	0.15098
S016	0.179154	0.141634	0.149972	0.165974	0.159063	0.153409	0.145472	0.15906	0.160334	0.152401	0.149808	0.14906	0.146476	0.143381	0.137686	0	0.157503	0.249472	0.150775	0.154092	0.160898	0.161144	0.146392	0.149564	0.175359	0.147985	0.155075	0.17504	0.133096	0.141897	0.146822	0.153953	0.135703	0.144321	0.168943	0.154448	0.143896	0.163159	0.171015	0.169932	0.168316	0.142467	0.205306	0.168133	0.141962	0.155849	0.16008	0.158568	0.143335	0.14873	0.145829	0.140983	0.145418	0.166324	0.158523	0.165972	0.157768	0.165373	0.150871	0.140267	0.153533	0.149033	0.155217	0.156841	0.155044	0.148539	0.143646	0.159673	0.166755	0.160423	0.145253	0.149739	0.16785	0.135882	0.129721	0.228685	0.147982	0.14844	0.147738	0.147655	0.200843	0.154573	0.143009	0.15273	0.170207	0.159724	0.147874	0.146651	0.143433	0.160627	0.164061	0.150008	0.162812	0.142271	0.157821	0.146605	0.235844	0.162643	0.149646	0.154019
S017	0.177487	0.151719	0.16341	0.169172	0.154307	0.157731	0.154448	0.172874	0.168362	0.16206	0.1599	0.151046	0.146776	0.155047	0.159943	0.157503	0	0.252987	0.157335	0.168713	0.169572	0.167464	0.153518	0.170995	0.179581	0.156516	0.16816	0.168587	0.15847	0.157375	0.154846	0.157743	0.149721	0.152449	0.175069	0.169781	0.157797	0.170436	0.177177	0.174642	0.175844	0.153151	0.207615	0.14117	0.15883	0.166722	0.173083	0.163906	0.149774	0.153624	0.166159	0.147236	0.145869	0.174848	0.173228	0.167775	0.162311	0.172096	0.15565	0.160254	0.163406	0.141138	0.156407	0.147116	0.161051	0.154023	0.160029	0.180933	0.168969	0.167986	0.15982	0.161415	0.18047	0.145453	0.144983	0.221934	0.161918	0.161309	0.158902	0.157924	0.207692	0.16004	0.162064	0.155317	0.180895	0.16844	0.163337	0.147347	0.159218	0.168297	0.172105	0.159413	0.169836	0.146136	0.168827	0.153043	0.234863	0.169753	0.160739	0.153543
S018	0.269463	0.23626	0.253763	0.262503	0.257407	0.242955	0.248542	0.253792	0.256982	0.248995	0.243151	0.246971	0.249308	0.249588	0.238243	0.249472	0.252987	0	0.249878	0.255257	0.252759	0.249244	0.24648	0.25347	0.267479	0.218292	0.255446	0.268946	0.249255	0.243884	0.247196	0.249069	0.239318	0.24796	0.261833	0.251188	0.249511	0.254067	0.268452	0.242216	0.265233	0.246991	0.282743	0.263664	0.242872	0.239458	0.2542	0.250515	0.23641	0.244196	0.253691	0.243985	0.237839	0.23802	0.253164	0.258235	0.244317	0.256503	0.238256	0.254862	0.248158	0.230311	0.2488	0.251993	0.252687	0.25133	0.252614	0.259327	0.254537	0.223762	0.247416	0.2516	0.258064	0.242336	0.238132	0.295193	0.248773	0.24313	0.250671	0.24961	0.282383	0.251839	0.251827	0.246409	0.265085	0.255854	0.25499	0.249143	0.249825	0.244742	0.244301	0.244406	0.258441	0.246718	0.249652	0.238904	0.293554	0.255243	0.248959	0.25167
S019	0.183809	0.135899	0.151965	0.162982	0.168932	0.153228	0.145693	0.1599	0.158768	0.149623	0.139971	0.144603	0.142792	0.147501	0.14072	0.150775	0.157335	0.249878	0	0.151425	0.159728	0.15945	0.15067	0.164209	0.168205	0.145358	0.149398	0.162029	0.147175	0.139066	0.149201	0.147257	0.135229	0.146179	0.169256	0.153542	0.147033	0.158344	0.178141	0.16135	0.174296	0.14676	0.203262	0.172887	0.146644	0.156626	0.154902	0.158348	0.148507	0.143852	0.150386	0.131322	0.133303	0.164368	0.15759	0.153182	0.158949	0.159447	0.135787	0.144318	0.150297	0.142641	0.155994	0.157174	0.154318	0.153587	0.142252	0.166519	0.164753	0.162599	0.138332	0.156018	0.17123	0.135996	0.142054	0.230959	0.133329	0.149657	0.147395	0.150791	0.199238	0.148372	0.148706	0.155142	0.176005	0.165573	0.145222	0.146911	0.142517	0.161683	0.161808	0.134492	0.165868	0.143945	0.159924	0.148207	0.236295	0.156494	0.148869	0.156518
S020	0.189164	0.148217	0.163763	0.174849	0.170629	0.162214	0.156751	0.164795	0.170594	0.157724	0.15975	0.153127	0.156915	0.156834	0.146364	0.154092	0.168713	0.255257	0.151425	0	0.175835	0.170495	0.160426	0.172395	0.180354	0.156996	0.157556	0.177534	0.15406	0.154748	0.156948	0.1596	0.147236	0.159974	0.172074	0.163019	0.162049	0.172475	0.185174	0.175953	0.182039	0.151738	0.211364	0.181598	0.154484	0.168045	0.170311	0.169393	0.149647	0.160163	0.158458	0.137744	0.148678	0.173022	0.170788	0.168947	0.170207	0.169909	0.14939	0.155801	0.152777	0.156055	0.161818	0.166936	0.161117	0.163267	0.158449	0.181967	0.171599	0.169229	0.153068	0.155921	0.17886	0.149601	0.156625	0.227103	0.145379	0.151789	0.152272	0.154233	0.209049	0.157895	0.161982	0.157531	0.175732	0.174405	0.161353	0.153909	0.159614	0.163974	0.172537	0.150567	0.168108	0.153587	0.161489	0.150714	0.240455	0.176343	0.163366	0.165825
S021	0.191298	0.14931	0.163327	0.181322	0.175774	0.158435	0.157874	0.173665	0.175698	0.167248	0.155761	0.161155	0.157515	0.161158	0.162178	0.160898	0.169572	0.252759	0.159728	0.175835	0	0.170914	0.162903	0.174717	0.186704	0.153374	0.158743	0.171601	0.15835	0.161899	0.160469	0.165252	0.159255	0.153895	0.181322	0.167118	0.157015	0.173987	0.176125	0.179593	0.188352	0.160768	0.195135	0.172647	0.157646	0.173254	0.162519	0.176345	0.162368	0.155702	0.168158	0.152777	0.149221	0.173813	0.172931	0.168804	0.169042	0.166834	0.161905	0.163977	0.162072	0.156856	0.170345	0.15096	0.170916	0.165905	0.161414	0.179756	0.173047	0.161076	0.160557	0.169806	0.178966	0.14673	0.15178	0.235598	0.158652	0.16147	0.154264	0.1618	0.211577	0.165258	0.166413	0.16736	0.187721	0.174048	0.161696	0.158761	0.160543	0.156955	0.173651	0.161799	0.172866	0.156253	0.160426	0.153295	0.238531	0.168066	0.161834	0.165909
S022	0.175298	0.144141	0.163164	0.17024	0.173282	0.159996	0.154853	0.170465	0.17272	0.158446	0.164992	0.148888	0.160322	0.155204	0.151462	0.161144	0.167464	0.249244	0.15945	0.170495	0.170914	0	0.146623	0.171875	0.184709	0.144669	0.164271	0.188547	0.156655	0.151089	0.151274	0.164465	0.151771	0.14983	0.164559	0.160694	0.157823	0.169251	0.187545	0.172225	0.181323	0.153081	0.204308	0.178322	0.153025	0.167237	0.167874	0.173626	0.157714	0.158543	0.152277	0.143544	0.146137	0.171119	0.158461	0.173814	0.16296	0.174354	0.155244	0.164198	0.161053	0.151081	0.162435	0.158778	0.161996	0.155147	0.164093	0.175662	0.169345	0.164818	0.162035	0.160652	0.17402	0.14685	0.154982	0.231029	0.159165	0.157388	0.151981	0.160938	0.210173	0.163032	0.15203	0.16136	0.176511	0.175972	0.165028	0.15174	0.158223	0.163997	0.169714	0.16105	0.172508	0.155913	0.163588	0.150691	0.243705	0.167267	0.160083	0.167145
S023	0.18018	0.139359	0.152622	0.168334	0.162686	0.14462	0.144853	0.163849	0.154086	0.1446	0.155608	0.128518	0.146569	0.148833	0.136771	0.146392	0.153518	0.24648	0.15067	0.160426	0.162903	0.146623	0	0.152756	0.176822	0.148911	0.156131	0.164524	0.143612	0.145305	0.148137	0.150212	0.136208	0.14283	0.165328	0.156427	0.152386	0.156729	0.175931	0.168991	0.171027	0.14148	0.205117	0.168236	0.14143	0.155398	0.163039	0.162869	0.147318	0.140809	0.14946	0.12551	0.138444	0.163152	0.151522	0.162495	0.154351	0.160477	0.145647	0.144353	0.150622	0.145278	0.156404	0.147813	0.156394	0.15523	0.153342	0.165268	0.160122	0.149548	0.143258	0.147282	0.165498	0.134545	0.129204	0.226976	0.145338	0.140604	0.145876	0.149129	0.184883	0.154494	0.140941	0.149101	0.163698	0.161307	0.153267	0.136213	0.144238	0.160296	0.152928	0.153409	0.155902	0.14515	0.15867	0.136132	0.230212	0.161923	0.1427	0.145983
S024	0.196846	0.150044	0.166149	0.182538	0.161917	0.161843	0.158614	0.170809	0.175913	0.162995	0.161037	0.158704	0.156146	0.154158	0.157098	0.149564	0.170995	0.25347	0.164209	0.172395	0.174717	0.171875	0.152756	0	0.186148	0.160654	0.165077	0.190189	0.161451	0.156496	0.164128	0.161347	0.152545	0.16404	0.175039	0.167386	0.160641	0.176053	0.190403	0.17681	0.186921	0.160338	0.212301	0.18144	0.146819	0.163073	0.168795	0.163596	0.157839	0.156707	0.168816	0.147189	0.15518	0.17465	0.175777	0.17518	0.171222	0.167945	0.157649	0.170376	0.163306	0.159085	0.166956	0.156056	0.168271	0.165766	0.165545	0.172295	0.17429	0.166221	0.157034	0.169177	0.177214	0.150137	0.152609	0.235521	0.161586	0.158578	0.163206	0.16093	0.212523	0.168225	0.162213	0.171943	0.183502	0.176736	0.170224	0.155842	0.161245	0.16726	0.169285	0.164766	0.172756	0.157137	0.157184	0.14783	0.244785	0.176379	0.154502	0.164816
S025	0.204597	0.162111	0.176804	0.193084	0.186411	0.174774	0.165291	0.186034	0.187116	0.176692	0.159671	0.172694	0.172093	0.173659	0.176673	0.175359	0.179581	0.267479	0.168205	0.180354	0.186704	0.184709	0.176822	0.186148	0	0.177233	0.177396	0.190451	0.174465	0.167633	0.17615	0.167037	0.165548	0.177423	0.191488	0.183371	0.178395	0.185867	0.20012	0.183191	0.202023	0.16733	0.215395	0.194732	0.171153	0.185344	0.176659	0.189803	0.171445	0.175858	0.17818	0.160345	0.165306	0.184199	0.186295	0.182814	0.149761	0.186304	0.169298	0.173557	0.167103	0.174176	0.183309	0.181741	0.184269	0.178503	0.167496	0.194176	0.191543	0.181495	0.174313	0.174566	0.183529	0.168108	0.172174	0.246251	0.174992	0.173909	0.172327	0.178485	0.221883	0.171002	0.169648	0.176199	0.174284	0.179814	0.180122	0.161244	0.173845	0.181563	0.187989	0.167919	0.177939	0.168019	0.180788	0.174827	0.251876	0.187276	0.179357	0.175133
S026	0.178029	0.140095	0.150175	0.160059	0.155995	0.152072	0.14418	0.16392	0.164886	0.149849	0.147114	0.14016	0.142957	0.144749	0.145877	0.147985	0.156516	0.218292	0.145358	0.156996	0.153374	0.144669	0.148911	0.160654	0.177233	0	0.156272	0.179964	0.138482	0.143749	0.147214	0.149918	0.137589	0.145233	0.152301	0.151486	0.148541	0.159135	0.17923	0.165632	0.171322	0.147721	0.199201	0.17171	0.142374	0.155513	0.156447	0.164651	0.143548	0.144539	0.15268	0.13489	0.137793	0.151565	0.151922	0.161764	0.146235	0.166881	0.13894	0.153663	0.146686	0.136792	0.154472	0.147393	0.140199	0.151659	0.150094	0.158811	0.163965	0.143303	0.145652	0.146273	0.174021	0.136224	0.142444	0.226838	0.146313	0.141783	0.151429	0.146915	0.199823	0.154945	0.14994	0.152816	0.17241	0.166933	0.155818	0.144913	0.148516	0.15115	0.164302	0.145658	0.166591	0.142166	0.150069	0.143117	0.225541	0.15814	0.149269	0.154978
