	S001	S002	S003	S004	S005	S006	S007	S008	S009	S010	S011	S012	S013	S014	S015	S016	S017	S018	S019	S020	S021	S022	S023	S024	S025	S026	S027	S028	S029	S030	S031	S032	S033	S034	S035	S036	S037	S038	S039	S040	S041	S042	S043	S044	S045	S046	S047	S048	S049	S050	S051	S052	S053	S054	S055	S056	S057	S058	S059	S060	S061	S062	S063	S064	S065	S066	S067	S068	S069	S070	S071	S072	S073	S074	S075	S076	S077	S078	S079	S080	S081	S082	S083	S084	S085	S086	S087	S088	S089	S090	S091	S092	S093	S094	S095	S096	S097	S098	S099	S100
S011	0.195513	0.203466	0.220926	0.258136	0.252656	0.236492	0.200519	0.244104	0.248671	0.231366	0	0.24301	0.255957	0.21417	0.205744	0.235427	0.237681	0.236985	0.21223	0.21035	0.199753	0.238794	0.215546	0.208288	0.252297	0.208594	0.233483	0.238665	0.229379	0.210241	0.290976	0.189998	0.262632	0.256386	0.250641	0.234101	0.235853	0.228712	0.251398	0.207477	0.276937	0.235825	0.227077	0.195848	0.242657	0.240572	0.337015	0.23272	0.217369	0.215478	0.2242	0.21784	0.193761	0.250472	0.222546	0.231119	0.267178	0.20494	0.201633	0.2063	0.269004	0.23237	0.248835	0.212029	0.230448	0.214238	0.239003	0.246357	0.258505	0.249188	0.24223	0.251915	0.235954	0.232628	0.218538	0.277683	0.285136	0.228158	0.190676	0.232806	0.201018	0.24033	0.234886	0.281996	0.22872	0.231449	0.213283	0.213606	0.217703	0.297333	0.221363	0.236491	0.223218	0.221282	0.214903	0.227467	0.251613	0.239766	0.288926	0.220877
S012	0.241496	0.253721	0.260432	0.295017	0.286351	0.272619	0.242956	0.283131	0.266766	0.263211	0.24301	0	0.281348	0.238193	0.250803	0.23823	0.285546	0.239261	0.249665	0.246781	0.246587	0.272901	0.255768	0.253736	0.292609	0.237045	0.286895	0.265446	0.260444	0.249193	0.3282	0.247002	0.297514	0.312572	0.294829	0.263948	0.267311	0.257342	0.275318	0.24918	0.300432	0.270099	0.258764	0.240797	0.181007	0.27034	0.363762	0.273592	0.262771	0.26704	0.258298	0.265784	0.241803	0.282334	0.260281	0.262357	0.289065	0.253352	0.227036	0.25031	0.306769	0.267846	0.270113	0.233801	0.257719	0.254502	0.287299	0.275933	0.292498	0.273871	0.289253	0.278477	0.279421	0.265082	0.255352	0.317043	0.301813	0.272784	0.260859	0.269153	0.247183	0.27846	0.273512	0.313038	0.278363	0.267673	0.247155	0.245581	0.243131	0.301221	0.26568	0.268931	0.261676	0.241693	0.252304	0.271303	0.28722	0.288186	0.307162	0.257962
S013	0.238629	0.229818	0.25476	0.293377	0.291563	0.273034	0.243096	0.262091	0.286769	0.267252	0.255957	0.281348	0	0.26504	0.236627	0.286271	0.291692	0.242693	0.248962	0.25074	0.248898	0.219093	0.243261	0.24693	0.287872	0.243833	0.254529	0.278422	0.258433	0.257558	0.321509	0.253033	0.294795	0.303498	0.295753	0.267525	0.269553	0.260124	0.291644	0.247191	0.294685	0.278246	0.267899	0.230532	0.268372	0.245228	0.371687	0.268062	0.251064	0.266918	0.237057	0.253671	0.251111	0.278456	0.255153	0.25761	0.284354	0.256049	0.248013	0.234174	0.290639	0.240909	0.281497	0.254954	0.259562	0.206538	0.268876	0.280949	0.292163	0.278219	0.283988	0.284376	0.284144	0.246877	0.264505	0.257219	0.305014	0.272552	0.268964	0.275084	0.227075	0.2699	0.269863	0.307599	0.283876	0.273588	0.253858	0.257813	0.25108	0.31872	0.256765	0.281172	0.259863	0.211048	0.250724	0.268883	0.271256	0.286565	0.251341	0.253624
S014	0.216488	0.221105	0.231608	0.264155	0.260866	0.245687	0.212756	0.248877	0.253822	0.223499	0.21417	0.238193	0.26504	0	0.213931	0.220718	0.267901	0.235282	0.193839	0.223693	0.217879	0.250258	0.218674	0.226291	0.264122	0.21375	0.257211	0.240309	0.238956	0.220865	0.274806	0.233311	0.268119	0.277506	0.264879	0.242144	0.244328	0.233703	0.260687	0.199116	0.276518	0.258219	0.227471	0.210657	0.241453	0.23332	0.3505	0.212281	0.239247	0.246516	0.231635	0.232627	0.225108	0.248519	0.241517	0.234915	0.277253	0.22054	0.21597	0.21033	0.279377	0.235885	0.242799	0.213959	0.239346	0.218118	0.261227	0.251478	0.256422	0.245297	0.260557	0.2634	0.253148	0.228638	0.239422	0.292891	0.282684	0.245821	0.239823	0.24679	0.215587	0.252045	0.254412	0.291711	0.266331	0.241635	0.212981	0.217204	0.222227	0.306671	0.224707	0.249475	0.232607	0.223501	0.226942	0.246178	0.264347	0.263271	0.291834	0.235879
S015	0.197532	0.18464	0.207147	0.250414	0.242742	0.232267	0.181898	0.235624	0.236603	0.221611	0.205744	0.250803	0.236627	0.213931	0	0.234263	0.254525	0.239056	0.191772	0.200311	0.190548	0.228391	0.201946	0.212114	0.2529	0.209772	0.236533	0.234017	0.217146	0.210257	0.290306	0.205975	0.230265	0.275058	0.251699	0.21922	0.232441	0.190214	0.252505	0.184805	0.258245	0.236609	0.214998	0.190579	0.231696	0.201939	0.330997	0.221762	0.21741	0.215996	0.210791	0.212214	0.187022	0.250549	0.222112	0.213755	0.225006	0.194315	0.202203	0.180916	0.256469	0.229511	0.24899	0.191787	0.204843	0.188844	0.239799	0.231341	0.253345	0.239767	0.239381	0.246624	0.234323	0.224686	0.206821	0.251803	0.268041	0.230847	0.223237	0.233668	0.19873	0.233198	0.218347	0.277419	0.248307	0.224072	0.204585	0.207621	0.204737	0.287679	0.21027	0.229884	0.214628	0.199939	0.204685	0.22241	0.243596	0.239999	0.262041	0.196648
S016	0.233862	0.24411	0.250279	0.285186	0.284001	0.250202	0.227333	0.269336	0.263731	0.25395	0.235427	0.23823	0.286271	0.220718	0.234263	0	0.28083	0.260863	0.229802	0.235849	0.233662	0.26246	0.246255	0.240026	0.29053	0.240446	0.272576	0.260533	0.262956	0.249042	0.311344	0.249186	0.283934	0.291798	0.288054	0.263837	0.263235	0.256792	0.280722	0.235492	0.288518	0.274026	0.225154	0.234401	0.257561	0.25646	0.36388	0.261319	0.260231	0.256469	0.248448	0.25456	0.239745	0.278317	0.237985	0.246297	0.289542	0.231794	0.23664	0.241461	0.294315	0.268371	0.283144	0.22873	0.2617	0.243068	0.273116	0.253697	0.282122	0.265533	0.276592	0.262636	0.269743	0.263187	0.253961	0.310167	0.294369	0.263892	0.25678	0.268852	0.232949	0.260838	0.272064	0.306044	0.282377	0.261564	0.214126	0.242301	0.248824	0.310819	0.253619	0.264846	0.252038	0.235667	0.241017	0.261022	0.278661	0.274784	0.312585	0.250156
S017	0.252305	0.259797	0.255911	0.293106	0.264704	0.266325	0.239933	0.279629	0.277688	0.250238	0.237681	0.285546	0.291692	0.267901	0.254525	0.28083	0	0.236756	0.246915	0.25209	0.241677	0.277273	0.261658	0.238389	0.281296	0.242619	0.287	0.260978	0.262385	0.246118	0.329366	0.25328	0.30126	0.216221	0.29795	0.257044	0.272854	0.26681	0.288043	0.236128	0.312579	0.282587	0.269569	0.240007	0.266406	0.270595	0.371146	0.27082	0.258491	0.268338	0.247596	0.268078	0.235728	0.283296	0.264575	0.264506	0.294482	0.247765	0.252678	0.256174	0.298814	0.273738	0.28085	0.246385	0.269657	0.249615	0.286635	0.277769	0.294365	0.25256	0.266302	0.277681	0.258866	0.268327	0.242452	0.311113	0.305999	0.259462	0.267025	0.256022	0.241757	0.263109	0.276024	0.316323	0.295092	0.268735	0.259408	0.249642	0.255473	0.322718	0.276838	0.269506	0.258711	0.263478	0.251291	0.254237	0.266976	0.221773	0.322432	0.252364
S018	0.234032	0.236006	0.24248	0.29364	0.2746	0.263386	0.224721	0.269969	0.258388	0.258622	0.236985	0.239261	0.242693	0.235282	0.239056	0.260863	0.236756	0	0.235609	0.243303	0.246819	0.25829	0.255083	0.256146	0.29127	0.24245	0.264446	0.251682	0.263236	0.246089	0.325341	0.251953	0.293095	0.241271	0.293077	0.262556	0.262374	0.261591	0.273554	0.239466	0.306192	0.278701	0.255069	0.239323	0.223414	0.262971	0.365981	0.252255	0.251284	0.253684	0.240562	0.236694	0.238521	0.283862	0.267403	0.254259	0.278303	0.245187	0.235435	0.249246	0.296463	0.259063	0.266288	0.237853	0.259574	0.236698	0.280466	0.272925	0.286907	0.273708	0.269417	0.269428	0.265007	0.252863	0.262029	0.281365	0.300363	0.268047	0.258076	0.26246	0.239333	0.267765	0.272038	0.308028	0.288134	0.266244	0.237125	0.242604	0.241515	0.32435	0.261415	0.2699	0.254045	0.253122	0.244958	0.231792	0.282831	0.239536	0.299957	0.242259
S019	0.196299	0.204691	0.20821	0.255615	0.257383	0.203401	0.196658	0.231481	0.227464	0.215111	0.21223	0.249665	0.248962	0.193839	0.191772	0.229802	0.246915	0.235609	0	0.207714	0.198856	0.233697	0.212743	0.205755	0.255221	0.207822	0.243349	0.238761	0.221984	0.203205	0.287416	0.200486	0.255966	0.271677	0.254004	0.226519	0.228298	0.219047	0.242098	0.185057	0.267795	0.240092	0.215978	0.186195	0.227655	0.214125	0.295922	0.20022	0.215737	0.230869	0.213329	0.215457	0.203197	0.236434	0.228756	0.21959	0.237396	0.197062	0.200401	0.194884	0.266347	0.229481	0.220702	0.203095	0.229979	0.203114	0.247869	0.222728	0.24808	0.237115	0.239697	0.243278	0.236876	0.224944	0.215344	0.263431	0.272893	0.227391	0.216758	0.2196	0.206536	0.229347	0.233924	0.278297	0.238062	0.224529	0.207638	0.211432	0.207654	0.279307	0.231116	0.240332	0.208913	0.207492	0.199235	0.232111	0.236185	0.250999	0.278952	0.219868
S020	0.195771	0.205454	0.212793	0.259538	0.25857	0.229769	0.162246	0.245142	0.214532	0.217923	0.21035	0.246781	0.25074	0.223693	0.200311	0.235849	0.25209	0.243303	0.207714	0	0.181227	0.232495	0.21183	0.221252	0.256717	0.214229	0.2496	0.240667	0.230252	0.213269	0.268073	0.216854	0.259264	0.273095	0.261537	0.232748	0.231373	0.230993	0.243687	0.198095	0.271837	0.235159	0.226413	0.198099	0.228502	0.223422	0.339598	0.230829	0.210288	0.219097	0.226423	0.210923	0.207192	0.238976	0.208035	0.215325	0.264647	0.199407	0.187683	0.211273	0.270204	0.234792	0.224855	0.19496	0.202621	0.19986	0.247181	0.233822	0.247381	0.239854	0.25279	0.246983	0.241844	0.21533	0.204442	0.283045	0.272384	0.232745	0.207581	0.229049	0.197356	0.213482	0.233388	0.280084	0.253458	0.229247	0.205407	0.197694	0.21055	0.283399	0.239682	0.237014	0.218761	0.203942	0.210369	0.235358	0.25142	0.2463	0.295571	0.200772
S021	0.189997	0.191675	0.205217	0.25081	0.244942	0.216573	0.165228	0.229142	0.240903	0.219037	0.199753	0.246587	0.248898	0.217879	0.190548	0.233662	0.241677	0.246819	0.198856	0.181227	0	0.2255	0.206307	0.197774	0.246305	0.190516	0.232635	0.228327	0.218817	0.199781	0.271091	0.200101	0.250458	0.263906	0.252517	0.225711	0.222584	0.208989	0.246277	0.192803	0.273029	0.232165	0.211338	0.18134	0.231641	0.224586	0.324285	0.215842	0.213644	0.214953	0.214898	0.216959	0.202483	0.242484	0.207476	0.209892	0.258284	0.198596	0.183235	0.197388	0.251549	0.234122	0.239057	0.195509	0.21177	0.200225	0.243178	0.229296	0.240293	0.239087	0.247256	0.230716	0.238147	0.216771	0.216513	0.276617	0.248816	0.215701	0.208014	0.220298	0.188232	0.225999	0.227572	0.274538	0.245428	0.213797	0.198114	0.204939	0.206877	0.287148	0.228332	0.231344	0.207939	0.206154	0.198847	0.235201	0.24134	0.246618	0.28998	0.210032
S022	0.230085	0.218008	0.234116	0.279918	0.261617	0.25573	0.226842	0.263597	0.267747	0.250719	0.238794	0.272901	0.219093	0.250258	0.228391	0.26246	0.277273	0.25829	0.233697	0.232495	0.2255	0	0.229784	0.245546	0.287488	0.2269	0.255346	0.255453	0.257446	0.226291	0.321118	0.242783	0.286555	0.289648	0.279614	0.250368	0.243484	0.251461	0.270431	0.232385	0.282074	0.261593	0.246137	0.221343	0.256259	0.23497	0.328864	0.241302	0.245633	0.247757	0.235565	0.241025	0.243673	0.272061	0.246211	0.242967	0.274833	0.230547	0.233651	0.226781	0.287041	0.247433	0.269837	0.238502	0.245514	0.229078	0.266684	0.260856	0.280771	0.260078	0.263242	0.241823	0.260076	0.241772	0.253483	0.252148	0.298803	0.257861	0.254777	0.256404	0.208632	0.257315	0.246906	0.300972	0.267524	0.25741	0.226758	0.231358	0.232412	0.305986	0.246618	0.264634	0.233766	0.204849	0.238003	0.261997	0.267432	0.27237	0.312281	0.237732
S023	0.205516	0.217879	0.224201	0.254848	0.257706	0.228562	0.197515	0.246378	0.24747	0.228782	0.215546	0.255768	0.243261	0.218674	0.201946	0.246255	0.261658	0.255083	0.212743	0.21183	0.206307	0.229784	0	0.223642	0.251869	0.216704	0.254485	0.241603	0.224947	0.22448	0.292778	0.211269	0.254012	0.279536	0.255668	0.230901	0.243885	0.230344	0.257835	0.208157	0.271871	0.241409	0.229494	0.188872	0.237608	0.226993	0.340177	0.227002	0.226172	0.224365	0.219857	0.23083	0.208529	0.240321	0.230291	0.213193	0.270767	0.218315	0.204609	0.208663	0.268137	0.236904	0.244633	0.217103	0.230088	0.215737	0.251087	0.238607	0.263532	0.249023	0.255906	0.257151	0.248614	0.23206	0.223395	0.281527	0.279745	0.231643	0.235539	0.240129	0.201568	0.243739	0.24675	0.27793	0.265017	0.235469	0.209939	0.210049	0.213214	0.291634	0.233873	0.246501	0.223997	0.20161	0.218075	0.238561	0.248235	0.259009	0.289977	0.225505
S024	0.204782	0.208638	0.220399	0.270504	0.261631	0.239637	0.207218	0.229811	0.251165	0.219196	0.208288	0.253736	0.24693	0.226291	0.212114	0.240026	0.238389	0.256146	0.205755	0.221252	0.197774	0.245546	0.223642	0	0.267887	0.177638	0.243387	0.247216	0.199129	0.222974	0.29358	0.204945	0.250354	0.279752	0.235432	0.214627	0.23128	0.230814	0.249046	0.198849	0.271271	0.249353	0.228685	0.197019	0.239175	0.24054	0.341546	0.223155	0.210044	0.231351	0.210204	0.230436	0.186344	0.253	0.234286	0.22375	0.258666	0.20339	0.214189	0.220929	0.258919	0.22869	0.259468	0.197545	0.231434	0.212764	0.235888	0.229887	0.255881	0.256531	0.256884	0.247974	0.245945	0.227134	0.210181	0.28745	0.277625	0.234776	0.220542	0.241994	0.203555	0.247836	0.240997	0.273538	0.249826	0.23469	0.218255	0.214729	0.216208	0.293613	0.234568	0.244309	0.230215	0.213933	0.215157	0.241465	0.256748	0.218932	0.291576	0.208107
S025	0.247201	0.254698	0.263064	0.301365	0.29919	0.271843	0.243771	0.287741	0.290281	0.265246	0.252297	0.292609	0.287872	0.264122	0.2529	0.29053	0.281296	0.29127	0.255221	0.256717	0.246305	0.287488	0.251869	0.267887	0	0.243137	0.292502	0.274934	0.26985	0.256766	0.336039	0.258812	0.308353	0.308919	0.297102	0.279919	0.283384	0.271691	0.300321	0.256933	0.316127	0.287134	0.269804	0.247704	0.277108	0.272649	0.375821	0.266174	0.254838	0.277642	0.264971	0.268679	0.24333	0.209524	0.262575	0.262338	0.303113	0.253537	0.256807	0.247453	0.300376	0.281123	0.287026	0.252589	0.265856	0.252938	0.288392	0.28734	0.297999	0.284118	0.279362	0.292081	0.284175	0.276454	0.275298	0.315262	0.300993	0.272746	0.274611	0.274675	0.239705	0.276849	0.282653	0.317734	0.304115	0.27786	0.250759	0.256646	0.246502	0.334718	0.281247	0.275262	0.26917	0.265545	0.265715	0.284482	0.282939	0.291302	0.330157	0.267785
S026	0.202886	0.205518	0.219502	0.261762	0.248771	0.233509	0.196047	0.230884	0.245396	0.226818	0.208594	0.237045	0.243833	0.21375	0.209772	0.240446	0.242619	0.24245	0.207822	0.214229	0.190516	0.2269	0.216704	0.177638	0.243137	0	0.249481	0.235665	0.220623	0.212929	0.275674	0.21491	0.26067	0.263186	0.236768	0.230098	0.236769	0.211954	0.24801	0.19578	0.24567	0.241188	0.225604	0.199334	0.221047	0.224371	0.338161	0.2262	0.211471	0.221197	0.210125	0.222159	0.198905	0.229311	0.22442	0.21733	0.267829	0.204207	0.203257	0.200521	0.272669	0.235148	0.242375	0.201097	0.22851	0.195293	0.240805	0.244652	0.25851	0.241827	0.253683	0.239834	0.243441	0.230222	0.204862	0.27366	0.271551	0.230094	0.216753	0.228007	0.196268	0.232538	0.239339	0.276466	0.249318	0.22867	0.188942	0.206026	0.211976	0.285843	0.235007	0.240083	0.218024	0.208939	0.20587	0.233817	0.247129	0.244484	0.288109	0.206309
