	S001	S002	S003	S004	S005	S006	S007	S008	S009	S010	S011	S012	S013	S014	S015	S016	S017	S018	S019	S020	S021	S022	S023	S024	S025	S026	S027	S028	S029	S030	S031	S032	S033	S034	S035	S036	S037	S038	S039	S040	S041	S042	S043	S044	S045	S046	S047	S048	S049	S050	S051	S052	S053	S054	S055	S056	S057	S058	S059	S060	S061	S062	S063	S064	S065	S066	S067	S068	S069	S070	S071	S072	S073	S074	S075	S076	S077	S078	S079	S080	S081	S082	S083	S084	S085	S086	S087	S088	S089	S090	S091	S092	S093	S094	S095	S096	S097	S098	S099	S100
S011	0.368538	0.321306	0.349946	0.425909	0.441518	0.326264	0.404658	0.298515	0.384467	0.348333	0	0.291808	0.353442	0.40891	0.365102	0.298454	0.370095	0.432184	0.337277	0.365297	0.352573	0.512434	0.320982	0.381723	0.35615	0.345789	0.310161	0.324012	0.270169	0.440954	0.425361	0.269535	0.441109	0.311273	0.392692	0.346486	0.435031	0.328659	0.339942	0.450961	0.31355	0.406637	0.321368	0.315369	0.317643	0.298794	0.32273	0.416963	0.332509	0.387979	0.329586	0.326067	0.354141	0.350423	0.429195	0.405274	0.375711	0.358934	0.531747	0.369942	0.36168	0.621396	0.400398	0.362553	0.377915	0.30564	0.348942	0.33594	0.363361	0.365048	0.29239	0.356292	0.446843	0.294279	0.342318	0.332123	0.320409	0.332208	0.296369	0.332499	0.42033	0.30658	0.320982	0.329405	0.357492	0.306332	0.424058	0.491294	0.333072	0.325991	0.414018	0.502679	0.484146	0.361853	0.341046	0.366167	0.345709	0.345048	0.320374	0.364977
S012	0.38855	0.373949	0.391669	0.449621	0.484675	0.371629	0.424216	0.323444	0.409369	0.388134	0.291808	0	0.382595	0.415159	0.394232	0.35858	0.441153	0.461236	0.339606	0.395266	0.395264	0.495789	0.36421	0.430332	0.363422	0.335773	0.351497	0.375091	0.30968	0.444901	0.455508	0.340544	0.430868	0.368015	0.437223	0.384382	0.472519	0.311326	0.376658	0.502079	0.346337	0.43338	0.372821	0.346547	0.348548	0.292896	0.382502	0.454145	0.365004	0.407985	0.367629	0.362341	0.375634	0.380375	0.466839	0.433798	0.422887	0.398327	0.552054	0.414926	0.390785	0.647151	0.417205	0.384933	0.413283	0.358583	0.387457	0.371386	0.407888	0.388671	0.359161	0.393413	0.473055	0.350137	0.395664	0.355799	0.354336	0.378072	0.340322	0.349466	0.4608	0.354152	0.369939	0.363879	0.391273	0.359561	0.464067	0.483201	0.379814	0.371326	0.437806	0.531618	0.515108	0.377936	0.350881	0.397032	0.406917	0.377589	0.358385	0.398067
S013	0.367911	0.359463	0.333104	0.3955	0.448983	0.312273	0.380101	0.303083	0.341223	0.312027	0.353442	0.382595	0	0.385264	0.356334	0.294235	0.39898	0.411717	0.32606	0.355973	0.34003	0.502978	0.288071	0.375668	0.326086	0.325175	0.269795	0.29945	0.305617	0.419734	0.411283	0.29515	0.427793	0.312176	0.351217	0.322649	0.433552	0.290318	0.339859	0.462283	0.297853	0.375776	0.315794	0.371192	0.274942	0.303629	0.334817	0.371223	0.270437	0.362168	0.303873	0.294755	0.343483	0.309268	0.418353	0.331018	0.359875	0.365528	0.509695	0.372992	0.349354	0.607672	0.384568	0.314349	0.34423	0.303877	0.315073	0.319016	0.314141	0.365844	0.300203	0.331985	0.456769	0.288496	0.347499	0.304172	0.282208	0.303028	0.275962	0.289254	0.420984	0.272965	0.32368	0.310492	0.349176	0.300709	0.423473	0.476027	0.328	0.314874	0.403379	0.492845	0.470967	0.335864	0.303007	0.319193	0.363027	0.333505	0.308724	0.37141
S014	0.415906	0.403002	0.40986	0.322061	0.501721	0.347801	0.448903	0.370355	0.414085	0.384256	0.40891	0.415159	0.385264	0	0.396565	0.370461	0.43427	0.462395	0.391494	0.402159	0.399421	0.540312	0.369747	0.44501	0.403583	0.40041	0.369455	0.372234	0.372111	0.433236	0.459764	0.370075	0.461586	0.369043	0.435925	0.400094	0.479051	0.372672	0.409651	0.514129	0.344202	0.43261	0.380161	0.428669	0.362451	0.367852	0.399039	0.464675	0.377808	0.407545	0.376733	0.371057	0.387046	0.405222	0.440948	0.43309	0.437221	0.414653	0.565245	0.434505	0.360265	0.656137	0.444324	0.389982	0.400861	0.386501	0.390687	0.387876	0.422952	0.419055	0.372441	0.401735	0.508909	0.334391	0.410581	0.38222	0.368648	0.386782	0.336169	0.362327	0.474855	0.333441	0.387909	0.393909	0.413515	0.35758	0.456521	0.516215	0.372383	0.373329	0.470442	0.540855	0.51978	0.395962	0.374448	0.404981	0.425978	0.391464	0.382725	0.377798
S015	0.388534	0.35584	0.335431	0.432562	0.468496	0.314928	0.387619	0.320371	0.387434	0.356467	0.365102	0.394232	0.356334	0.396565	0	0.305927	0.39545	0.43437	0.316384	0.369477	0.331106	0.508649	0.331938	0.411825	0.345701	0.35337	0.323779	0.325367	0.316523	0.407993	0.392463	0.318606	0.446595	0.342214	0.406507	0.349759	0.435985	0.304711	0.361453	0.469983	0.298962	0.402701	0.34307	0.386361	0.298734	0.272899	0.339657	0.432606	0.331652	0.390507	0.296504	0.322588	0.351984	0.36276	0.421582	0.401525	0.413507	0.400263	0.522685	0.400992	0.374788	0.627791	0.408554	0.372986	0.384418	0.32863	0.360751	0.323818	0.346931	0.381447	0.327285	0.369981	0.460679	0.317308	0.373246	0.335889	0.303064	0.34362	0.312531	0.334575	0.449942	0.311352	0.308045	0.325847	0.364868	0.326295	0.334193	0.479135	0.331307	0.299271	0.425343	0.474494	0.496585	0.355379	0.327317	0.359786	0.389742	0.319414	0.33177	0.380485
S016	0.336563	0.312778	0.323574	0.390202	0.41708	0.29102	0.351452	0.262521	0.338741	0.31135	0.298454	0.35858	0.294235	0.370461	0.305927	0	0.360321	0.392935	0.303894	0.320934	0.313264	0.480813	0.264738	0.356185	0.295732	0.295004	0.258619	0.262654	0.262646	0.405766	0.358033	0.261988	0.382628	0.290875	0.368378	0.304463	0.400432	0.271051	0.31022	0.394012	0.258299	0.362672	0.238924	0.346126	0.267616	0.264062	0.307406	0.386085	0.287013	0.350872	0.263322	0.277042	0.305863	0.259302	0.389642	0.353302	0.357607	0.344405	0.497279	0.346305	0.320705	0.599545	0.359318	0.325364	0.336195	0.203447	0.29881	0.270904	0.325886	0.337045	0.233989	0.297535	0.425848	0.24841	0.273607	0.277043	0.259377	0.283428	0.228709	0.267	0.405746	0.225759	0.287993	0.234028	0.32117	0.258221	0.382469	0.429561	0.284878	0.276647	0.391356	0.47284	0.437944	0.31488	0.288172	0.317907	0.334529	0.286734	0.258491	0.317813
S017	0.42542	0.381419	0.382572	0.443573	0.495634	0.389904	0.448867	0.369204	0.426002	0.385207	0.370095	0.441153	0.39898	0.43427	0.39545	0.360321	0	0.466325	0.384137	0.393795	0.386608	0.541346	0.376896	0.447336	0.391077	0.392624	0.351668	0.389398	0.365679	0.480633	0.454603	0.336642	0.478165	0.37048	0.446051	0.401932	0.472197	0.380701	0.394569	0.512654	0.348893	0.439941	0.389429	0.424933	0.365254	0.334667	0.397019	0.449312	0.387426	0.430794	0.378584	0.381822	0.39579	0.398042	0.478191	0.439145	0.44125	0.300078	0.564115	0.430795	0.414976	0.65333	0.44056	0.41663	0.415703	0.374024	0.403026	0.380409	0.410007	0.402613	0.346057	0.394768	0.506906	0.37285	0.406896	0.380342	0.364194	0.379921	0.364645	0.376947	0.47812	0.346051	0.324641	0.381573	0.410878	0.370467	0.448317	0.523858	0.373185	0.370645	0.454886	0.51108	0.523726	0.39037	0.38463	0.412519	0.411312	0.363612	0.362255	0.42849
S018	0.390639	0.433803	0.423949	0.483814	0.500663	0.389387	0.45658	0.388175	0.429158	0.42464	0.432184	0.461236	0.411717	0.462395	0.43437	0.392935	0.466325	0	0.415203	0.429034	0.423165	0.561152	0.373034	0.459466	0.416523	0.420065	0.395212	0.390895	0.377247	0.494055	0.483411	0.392764	0.493153	0.391189	0.466887	0.417816	0.429154	0.395453	0.42479	0.529042	0.385559	0.460039	0.411781	0.444881	0.394736	0.368167	0.40781	0.462219	0.402448	0.403723	0.401562	0.398807	0.406095	0.425414	0.493954	0.449339	0.447281	0.462296	0.578842	0.416774	0.414833	0.596663	0.410149	0.426209	0.43127	0.40926	0.404136	0.410704	0.442809	0.445911	0.389637	0.404956	0.436293	0.393295	0.42077	0.395289	0.391467	0.40402	0.378666	0.396674	0.472069	0.379269	0.402968	0.414134	0.418812	0.3931	0.483685	0.540599	0.391547	0.379692	0.461364	0.553805	0.541221	0.425398	0.414361	0.43642	0.446418	0.42021	0.39206	0.442384
S019	0.356522	0.34529	0.346079	0.401152	0.444037	0.317577	0.358742	0.291211	0.363328	0.331098	0.337277	0.339606	0.32606	0.391494	0.316384	0.303894	0.384137	0.415203	0	0.309846	0.333808	0.498212	0.296527	0.365989	0.306767	0.329305	0.27812	0.309189	0.27818	0.391506	0.412279	0.269604	0.422993	0.30589	0.361299	0.332107	0.428872	0.288841	0.335685	0.463831	0.274438	0.384723	0.323979	0.366243	0.26046	0.239002	0.309412	0.395145	0.31186	0.357187	0.293916	0.292035	0.324992	0.319306	0.4253	0.384171	0.364775	0.362209	0.517668	0.374502	0.335532	0.61488	0.381618	0.331604	0.359067	0.308938	0.334201	0.325898	0.315701	0.359963	0.288986	0.34539	0.444575	0.298269	0.343594	0.237248	0.281722	0.312098	0.270649	0.284498	0.421121	0.285004	0.300948	0.315353	0.337279	0.306994	0.383329	0.435639	0.283281	0.298786	0.414522	0.486998	0.471375	0.306192	0.301228	0.322256	0.358206	0.317908	0.306529	0.365952
S020	0.382293	0.369156	0.37437	0.403207	0.4534	0.3361	0.416945	0.325528	0.388525	0.358051	0.365297	0.395266	0.355973	0.402159	0.369477	0.320934	0.393795	0.429034	0.309846	0	0.361245	0.445571	0.325586	0.328719	0.340739	0.3562	0.295317	0.336322	0.324149	0.408908	0.419099	0.31425	0.436201	0.349512	0.38668	0.358548	0.442473	0.331874	0.365003	0.469432	0.316601	0.383276	0.342145	0.39237	0.325461	0.331199	0.352819	0.424991	0.344925	0.373634	0.343734	0.319707	0.361249	0.359474	0.434621	0.387341	0.390822	0.401002	0.532983	0.378843	0.367391	0.631657	0.402045	0.334494	0.370636	0.316499	0.338562	0.325044	0.378046	0.392143	0.317451	0.368003	0.470517	0.316082	0.355239	0.319708	0.329306	0.336631	0.304011	0.329687	0.448677	0.304198	0.34387	0.339803	0.375498	0.320733	0.402302	0.48245	0.330845	0.335229	0.434398	0.512849	0.491541	0.302665	0.34122	0.362791	0.369137	0.326143	0.330715	0.38409
S021	0.332223	0.317517	0.349331	0.413369	0.43238	0.335027	0.378879	0.320833	0.372935	0.317373	0.352573	0.395264	0.34003	0.399421	0.331106	0.313264	0.386608	0.423165	0.333808	0.361245	0	0.488075	0.30543	0.400598	0.350623	0.352761	0.271272	0.311101	0.270653	0.439592	0.41996	0.312464	0.437813	0.31255	0.387281	0.353426	0.444285	0.318772	0.323605	0.46568	0.301387	0.391711	0.331982	0.382722	0.308777	0.292732	0.334065	0.42374	0.335173	0.382189	0.301506	0.32562	0.347759	0.302901	0.37847	0.379285	0.372382	0.382354	0.46832	0.386042	0.367628	0.626251	0.399381	0.365104	0.368799	0.324862	0.327435	0.326289	0.337284	0.381359	0.278001	0.349854	0.473537	0.314739	0.365748	0.326501	0.308309	0.300361	0.291036	0.313075	0.431673	0.28353	0.29373	0.328605	0.329833	0.270225	0.372304	0.488193	0.314791	0.292361	0.424452	0.472492	0.424749	0.35143	0.338904	0.358664	0.375379	0.335891	0.317172	0.351423
S022	0.523562	0.47176	0.513319	0.55621	0.584592	0.494236	0.515362	0.469884	0.523225	0.506552	0.512434	0.495789	0.502978	0.540312	0.508649	0.480813	0.541346	0.561152	0.498212	0.445571	0.488075	0	0.486784	0.54024	0.467246	0.473662	0.472925	0.492387	0.47985	0.460921	0.549101	0.478782	0.549676	0.494202	0.537323	0.503304	0.572769	0.459813	0.498336	0.595275	0.472989	0.527158	0.495619	0.520731	0.464245	0.478382	0.502035	0.551432	0.492036	0.517329	0.494778	0.47742	0.511952	0.49584	0.554573	0.482611	0.536948	0.537354	0.639941	0.50916	0.499923	0.722083	0.530134	0.511802	0.479312	0.492352	0.507687	0.489206	0.51371	0.525107	0.475196	0.49167	0.583044	0.480497	0.503001	0.490091	0.446326	0.490293	0.471222	0.476691	0.535798	0.473889	0.489399	0.491724	0.516249	0.450355	0.562862	0.605631	0.495054	0.485343	0.52807	0.620328	0.607335	0.482099	0.476645	0.506133	0.461202	0.475837	0.480582	0.509563
S023	0.314331	0.332938	0.325819	0.390399	0.43329	0.290225	0.375959	0.267071	0.345276	0.30669	0.320982	0.36421	0.288071	0.369747	0.331938	0.264738	0.376896	0.373034	0.296527	0.325586	0.30543	0.486784	0	0.363616	0.30501	0.303823	0.270572	0.263478	0.274988	0.407369	0.38157	0.261236	0.408443	0.298026	0.32043	0.314822	0.414985	0.279184	0.325155	0.438794	0.266841	0.334198	0.288287	0.352236	0.267505	0.270534	0.279738	0.397061	0.296117	0.353583	0.296267	0.273136	0.307345	0.325858	0.383606	0.374768	0.376068	0.358264	0.502417	0.36518	0.332009	0.595649	0.343051	0.295614	0.350143	0.27499	0.310655	0.294906	0.32861	0.345198	0.261691	0.30227	0.449512	0.261569	0.29819	0.283561	0.267711	0.265917	0.248361	0.268775	0.412164	0.257464	0.285892	0.288077	0.318862	0.272325	0.371424	0.442947	0.293381	0.27657	0.397229	0.479656	0.455487	0.316269	0.302789	0.331175	0.345344	0.31246	0.254295	0.350853
S024	0.409367	0.412091	0.406204	0.454474	0.437069	0.373638	0.430828	0.356429	0.419667	0.393289	0.381723	0.430332	0.375668	0.44501	0.411825	0.356185	0.447336	0.459466	0.365989	0.328719	0.400598	0.54024	0.363616	0	0.381579	0.378957	0.343477	0.368514	0.36246	0.474139	0.462072	0.351439	0.469958	0.378884	0.426869	0.361352	0.474317	0.372948	0.39816	0.502892	0.348194	0.442315	0.365267	0.424629	0.347038	0.37001	0.398244	0.411619	0.35053	0.421374	0.385144	0.328167	0.389901	0.394748	0.466666	0.442312	0.351106	0.429752	0.558497	0.399966	0.397646	0.638455	0.438413	0.395544	0.404717	0.367743	0.392666	0.360454	0.399636	0.420683	0.36576	0.400434	0.502087	0.348532	0.400064	0.334283	0.353831	0.372908	0.342524	0.316124	0.470335	0.352216	0.383016	0.358464	0.410334	0.36332	0.455864	0.480481	0.32963	0.37225	0.421302	0.532936	0.509261	0.377654	0.342379	0.409182	0.368889	0.381226	0.37127	0.39375
S025	0.359504	0.361197	0.357024	0.412846	0.444497	0.327174	0.393284	0.289633	0.34614	0.338803	0.35615	0.363422	0.326086	0.403583	0.345701	0.295732	0.391077	0.416523	0.306767	0.340739	0.350623	0.467246	0.30501	0.381579	0	0.323118	0.297813	0.323382	0.285679	0.426834	0.414789	0.301713	0.415617	0.310768	0.39425	0.34448	0.416599	0.311802	0.343842	0.430226	0.294469	0.372703	0.326718	0.379571	0.300527	0.278965	0.337773	0.407393	0.32079	0.37116	0.316652	0.322085	0.346583	0.343593	0.424354	0.391713	0.382572	0.34617	0.523507	0.372729	0.354889	0.621757	0.346406	0.34988	0.372692	0.307418	0.349242	0.306797	0.346728	0.370536	0.30173	0.352988	0.42024	0.289108	0.328788	0.314731	0.289363	0.307598	0.286353	0.304517	0.428862	0.297227	0.327099	0.320963	0.324119	0.304062	0.40754	0.394356	0.318147	0.309323	0.368357	0.486409	0.471657	0.344762	0.323766	0.347512	0.371805	0.307554	0.290263	0.336725
S026	0.365732	0.360066	0.355813	0.397608	0.44204	0.332625	0.397859	0.27352	0.355063	0.330523	0.345789	0.335773	0.325175	0.40041	0.35337	0.295004	0.392624	0.420065	0.329305	0.3562	0.352761	0.473662	0.303823	0.378957	0.323118	0	0.30146	0.320495	0.298357	0.428147	0.412966	0.300026	0.397633	0.322168	0.361852	0.3409	0.432809	0.286417	0.333234	0.463964	0.274572	0.391259	0.324325	0.340104	0.303654	0.297039	0.344101	0.411743	0.319508	0.369645	0.269941	0.290682	0.351142	0.349317	0.413979	0.38731	0.372761	0.381558	0.520405	0.376649	0.3493	0.620958	0.377515	0.34794	0.371149	0.307187	0.334347	0.295512	0.356548	0.366953	0.296434	0.342281	0.462933	0.276488	0.351824	0.314832	0.307553	0.32346	0.291844	0.30646	0.433449	0.297406	0.328046	0.315163	0.357134	0.292195	0.410044	0.483878	0.324749	0.312107	0.405175	0.492123	0.482952	0.307378	0.321605	0.32888	0.367659	0.324275	0.311194	0.333669
