SampleID	vaginal_1	vaginal_2	vaginal_3	vaginal_4	vaginal_5	vaginal_6	vaginal_7	vaginal_8	vaginal_9	vaginal_10	vaginal_11	vaginal_12	vaginal_13	vaginal_14	vaginal_15	vaginal_16	vaginal_17	vaginal_18	vaginal_19	vaginal_20	vaginal_21	vaginal_22	vaginal_23	vaginal_24	vaginal_25	vaginal_26	vaginal_27	vaginal_28	vaginal_29	vaginal_30	vaginal_31	vaginal_32	vaginal_33	vaginal_34	vaginal_35	vaginal_36	vaginal_37	vaginal_38	vaginal_39	vaginal_40	vaginal_41	vaginal_42	vaginal_43	vaginal_44	vaginal_45	vaginal_46	vaginal_47	vaginal_48	vaginal_49	vaginal_50	vaginal_51	vaginal_52	vaginal_53	vaginal_54	vaginal_55	vaginal_56	vaginal_57	vaginal_58	vaginal_59	vaginal_60	vaginal_61	vaginal_62	vaginal_63	vaginal_64	vaginal_65	vaginal_66	vaginal_67	vaginal_68	vaginal_69	vaginal_70	vaginal_71	vaginal_72	vaginal_73	vaginal_74	vaginal_75	vaginal_76	vaginal_77	vaginal_78	vaginal_79	vaginal_80	vaginal_81	vaginal_82	vaginal_83	vaginal_84	vaginal_85	vaginal_86	vaginal_87	vaginal_88	vaginal_89	vaginal_90	vaginal_91	vaginal_92	vaginal_93	vaginal_94	vaginal_95	vaginal_96	vaginal_97	vaginal_98	vaginal_99	vaginal_100
vaginal_11	0.946348	0.813072	0.842732	0.988985	0.86572	0.835431	0.963225	0.855985	0.96147	0.870585	0	0.775014	0.984108	0.869685	0.947033	0.826151	0.914382	0.97867	0.900786	0.903835	0.873182	1	0.897706	0.841321	0.967351	0.905118	0.906921	0.888119	0.828837	0.98944	0.988081	0.798131	0.990082	0.861263	0.896849	0.854977	0.924603	0.921777	0.850301	0.866154	0.93638	0.979306	0.849319	0.877351	0.881296	0.866912	0.866908	0.859216	0.860109	0.971952	0.898725	0.896266	0.879488	0.908976	0.928922	0.991174	0.883105	0.919164	1	0.700143	0.797252	0.925706	0.955975	0.920586	0.926983	0.740095	0.914649	0.906291	0.9018	0.90632	0.857011	0.915055	0.881156	0.860191	0.789718	0.893928	0.929875	0.872698	0.796061	0.949453	0.754186	0.893092	0.867597	0.871526	0.888244	0.833145	0.888129	0.985945	0.90185	0.940415	0.89052	0.976558	0.895402	0.975756	0.942789	0.957461	0.870588	0.936314	0.882066	0.856956
vaginal_12	0.904815	0.875283	0.87562	0.959617	0.976886	0.908584	0.94133	0.773484	0.891509	0.970821	0.775014	0	0.968401	0.823546	0.929069	0.951912	0.986986	0.976106	0.803722	0.928712	0.974158	0.799923	0.93286	0.958701	0.894973	0.750396	0.879177	0.949795	0.793949	0.951786	0.990193	0.889558	0.762093	0.951266	0.971222	0.915267	0.994866	0.715312	0.856076	0.989525	0.919594	0.95698	0.936311	0.88655	0.878176	0.678593	0.90962	0.961452	0.927424	0.943783	0.9558	0.925064	0.917018	0.876215	0.972667	0.991128	0.923393	0.871041	0.957686	0.875397	0.849057	0.978958	0.902727	0.873734	0.927463	0.830529	0.947147	0.913265	0.960872	0.877728	0.945366	0.959835	0.907843	0.946294	0.950054	0.911253	0.921693	0.955075	0.881186	0.864676	0.939141	0.948611	0.943072	0.870022	0.836577	0.966653	0.966367	0.915909	0.974279	0.980138	0.960745	0.993371	0.983995	0.865937	0.82559	0.972896	0.971113	0.926994	0.918189	0.881805
vaginal_13	0.97392	0.970427	0.893414	0.947655	0.970247	0.924196	0.903712	0.894191	0.745209	0.80415	0.984108	0.968401	0	0.933068	0.977962	0.896524	0.971718	0.944912	0.940984	0.952816	0.929195	1	0.848323	0.9147	0.899161	0.87712	0.831739	0.844686	0.912324	0.929026	0.965207	0.906564	0.976901	0.928433	0.871844	0.858323	0.972009	0.877766	0.956812	0.946748	0.962308	0.892153	0.840819	0.947784	0.840168	0.9267	0.963517	0.916974	0.816373	0.909345	0.881505	0.87769	0.932588	0.805893	0.880078	0.818833	0.856887	0.895131	0.866367	0.964764	0.921335	0.992675	0.931519	0.77952	0.858759	0.91827	0.848694	0.940095	0.788827	0.959075	0.945805	0.91998	0.946176	0.856895	0.952187	0.869624	0.881245	0.882946	0.858868	0.858601	0.958951	0.850532	0.944894	0.861687	0.880192	0.934118	0.961799	0.956784	0.957548	0.967673	0.935218	0.950764	0.938838	0.881486	0.88114	0.756678	0.951879	0.9758	0.919897	0.993895
vaginal_14	0.912469	0.860075	0.860641	0.792558	1	0.831274	0.941184	0.913737	0.809199	0.87985	0.869685	0.823546	0.933068	0	0.879769	0.921473	0.897956	0.902955	0.924738	0.890895	0.891627	0.951873	0.890732	0.978613	0.982069	0.924345	0.91616	0.936772	0.817557	0.90206	0.923629	0.882932	0.909566	0.852612	0.917297	0.962722	0.95141	0.900522	0.9536	1	0.827673	0.891217	0.926736	0.90162	0.888139	0.872915	0.917944	0.879979	0.888684	0.872052	0.871449	0.910024	0.892676	0.955712	0.902809	0.880699	0.932277	0.913161	1	0.898133	0.802359	0.972093	0.950239	0.9055	0.816825	0.859454	0.906974	0.906829	0.968493	0.865906	0.937386	0.890714	0.939809	0.906757	0.950817	0.860721	0.909587	0.958974	0.808542	0.849355	0.961672	0.888096	0.939013	0.979177	0.85787	0.883581	0.905481	0.941386	0.884233	0.94814	0.974149	0.973503	0.912169	0.939271	0.93318	0.91099	0.969093	0.944712	0.909969	0.826721
vaginal_15	0.984622	0.848308	0.727531	1	1	0.791524	0.899286	0.899205	0.944423	0.965388	0.947033	0.929069	0.977962	0.879769	0	0.818453	0.876181	0.991621	0.839871	0.950962	0.890838	0.945881	0.889198	1	0.91152	0.94423	0.910168	0.844845	0.839664	0.79903	0.817293	0.880831	0.972222	0.940495	0.919075	0.923617	0.947536	0.842564	0.925793	0.946521	0.845602	0.921176	0.913989	0.913827	0.809523	0.85668	0.936864	0.997057	0.890146	0.930763	0.876618	0.841737	0.808962	0.92062	0.93212	0.900993	1	0.924879	0.94047	0.972956	0.920505	0.949289	0.976098	0.95658	0.963518	0.840297	0.92699	0.859329	0.831671	0.862235	0.930548	0.930811	0.820127	0.883491	0.994009	0.898957	0.833284	0.921989	0.923146	0.930672	1	0.893588	0.860324	0.858854	0.881941	0.938477	0.778109	0.917947	0.874453	0.925489	0.936607	0.924397	1	0.848835	0.843024	0.87641	1	0.809661	0.939234	0.905698
vaginal_16	0.92574	0.866491	0.897913	0.984511	0.955709	0.883829	0.900127	0.867314	0.902066	0.921717	0.826151	0.951912	0.896524	0.921473	0.818453	0	0.912028	0.937116	0.955934	0.888985	0.923136	0.979098	0.822211	0.957647	0.852276	0.861382	0.870882	0.80056	0.811782	0.991534	0.904091	0.827667	0.915311	0.930867	0.952689	0.869128	0.929521	0.882157	0.897321	0.86649	0.903668	0.921557	0.656726	0.926201	0.869696	0.838027	0.910782	0.909369	0.879241	0.961587	0.864234	0.879263	0.849307	0.831125	0.843824	0.936904	0.909794	0.833416	0.960872	0.910296	0.859188	0.941591	0.925331	0.930504	0.882487	0.703815	0.881166	0.828935	0.877426	0.872275	0.813668	0.869214	0.894154	0.806926	0.819633	0.874383	0.884909	0.879456	0.79934	0.858615	0.967752	0.844846	0.898376	0.760085	0.90033	0.833858	0.910767	0.87971	0.894524	0.911374	0.950116	0.950386	0.922494	0.936748	0.865124	0.916169	0.925415	0.890873	0.81176	0.887579
vaginal_17	0.973246	0.853235	0.878323	0.840463	0.935048	0.953021	0.973754	0.932907	0.957256	0.918624	0.914382	0.986986	0.971718	0.897956	0.876181	0.912028	0	0.958292	0.849645	0.874559	0.879129	0.896722	0.924549	0.990619	0.924215	0.925624	0.891421	0.945772	0.938608	1	0.858038	0.906266	0.975313	0.827697	0.95091	0.925385	0.933148	0.943341	0.901629	0.991911	0.864547	0.933435	0.903259	0.907733	0.891046	0.875471	0.880738	0.949082	0.979146	0.942893	0.881038	0.93234	0.912953	0.886491	0.957349	0.914474	0.946422	0.748006	1	0.930794	0.943855	0.97535	0.918534	0.981001	0.964772	0.919166	0.963319	0.905372	0.966338	0.880219	0.762699	0.917744	0.962388	0.950515	0.937082	0.894859	0.859739	0.800969	0.913966	0.979871	0.974539	0.81406	0.75589	0.897286	0.936535	0.962618	0.92821	0.963476	0.888847	0.886968	0.923821	0.914687	0.926832	0.835032	0.832551	0.959064	0.929139	0.905155	0.914773	0.980528
vaginal_18	0.648314	0.974797	0.973736	0.995936	0.942439	0.909984	0.924974	0.928506	0.88095	0.96685	0.97867	0.976106	0.944912	0.902955	0.991621	0.937116	0.958292	0	0.952932	0.988909	0.933757	1	0.849569	0.981761	0.905751	0.985633	0.939011	0.841139	0.888929	0.967037	0.964463	0.971326	0.955456	0.904609	0.983168	0.940868	0.868219	0.908716	0.935607	1	0.917317	0.938212	0.982734	0.952217	0.943317	0.778023	0.896337	0.888115	0.951205	0.880078	0.935705	0.947711	0.855162	0.969929	0.985017	0.948173	0.917827	0.985155	1	0.91608	0.877997	0.853733	0.786398	0.909754	0.91183	0.974578	0.913595	0.937884	0.98054	0.965827	0.975763	0.817477	0.891663	0.943715	0.94331	0.927668	0.929238	0.912654	0.882661	0.898342	0.910852	0.912765	0.944209	0.990943	0.866701	0.950232	0.982397	0.969351	0.804552	0.918803	0.903195	0.956247	0.98411	0.97901	0.989527	1	0.997979	0.980197	0.870505	0.966648
vaginal_19	0.910886	0.902175	0.911961	0.851893	0.940673	0.906224	0.905911	0.873205	0.91018	0.932923	0.900786	0.803722	0.940984	0.924738	0.839871	0.955934	0.849645	0.952932	0	0.806313	0.948568	0.963293	0.868091	0.898725	0.838624	0.886888	0.717716	0.855825	0.80344	0.822102	0.987504	0.815736	0.904176	0.936528	0.812229	0.938683	0.905907	0.867833	0.897562	0.982807	0.837977	0.976301	0.937221	0.920153	0.792383	0.707945	0.801133	0.899428	0.885306	0.89852	0.818979	0.796408	0.808912	0.880357	0.979459	0.969753	0.88084	0.868201	0.953739	0.891366	0.8135	0.916405	0.872422	0.83822	0.944907	0.835756	0.923431	0.966581	0.810945	0.902783	0.846872	0.940116	0.877716	0.885851	0.960234	0.7314	0.784397	0.849444	0.874765	0.7669	0.961314	0.895597	0.799973	0.870932	0.814772	0.955931	0.882296	0.855289	0.76571	0.916995	0.990277	0.972347	0.900176	0.728594	0.836066	0.856088	0.964484	0.892946	0.864497	0.958233
vaginal_20	0.945475	0.922871	0.956163	0.910174	0.937087	0.895311	0.996982	0.952731	0.9325	0.886467	0.903835	0.928712	0.952816	0.890895	0.950962	0.888985	0.874559	0.988909	0.806313	0	0.908107	0.871278	0.90853	0.712523	0.871675	0.931357	0.821452	0.886173	0.903299	0.9383	0.913712	0.87115	0.916249	0.98843	0.877976	0.945397	0.933092	0.94234	0.942228	0.930639	0.923681	0.914332	0.903372	0.943375	0.920424	0.914792	0.851457	0.883088	0.929965	0.910003	0.90609	0.883317	0.875247	0.932705	0.900791	0.92236	0.925283	0.956605	0.974532	0.784589	0.89898	0.981254	0.913441	0.823342	0.86442	0.830718	0.810039	0.893658	0.928911	0.970032	0.851458	0.910797	0.966595	0.888552	0.920641	0.837107	0.94095	0.868248	0.811339	0.89425	0.995366	0.818053	0.934664	0.870945	0.917023	0.927206	0.821224	0.933389	0.841111	0.915721	0.969595	0.997475	0.93014	0.729796	0.86136	0.910532	0.95336	0.881981	0.887618	0.919371
vaginal_21	0.913966	0.878353	0.897085	0.946829	0.957434	0.938289	0.87163	0.966319	0.922434	0.859333	0.873182	0.974158	0.929195	0.891627	0.890838	0.923136	0.879129	0.933757	0.948568	0.908107	0	0.919456	0.821066	0.98444	0.956643	0.975432	0.823662	0.863687	0.86416	0.99041	0.942391	0.921728	0.973605	0.849393	0.848429	0.970464	0.9884	0.846939	0.88025	0.931775	0.907025	0.885166	0.912128	0.922738	0.874222	0.862782	0.862437	0.953298	0.944686	0.962732	0.766754	0.941307	0.841799	0.760654	0.85284	0.91364	0.884658	0.941745	0.910674	0.91759	0.935408	0.994462	0.968073	0.964934	0.898315	0.905577	0.804138	0.914671	0.851128	0.94308	0.813302	0.868522	0.989362	0.95041	0.979876	0.925458	0.919662	0.839253	0.845903	0.897431	0.935941	0.739837	0.820641	0.941215	0.843648	0.848441	0.754856	0.978575	0.873452	0.850674	0.926483	0.91433	0.756395	0.898927	0.912436	0.93596	0.954075	0.916237	0.899629	0.898369
vaginal_22	1	0.876533	0.971228	1	1	0.965233	0.952992	0.902219	0.946498	1	1	0.799923	1	0.951873	0.945881	0.979098	0.896722	1	0.963293	0.871278	0.919456	0	0.966429	1	0.95953	0.748849	0.956801	0.995642	0.955757	0.908867	0.909277	0.994154	0.819092	0.979722	0.926834	0.950793	1	0.775096	0.889567	1	0.931231	0.986243	0.989253	0.880407	0.91503	0.909469	0.917606	0.957307	0.958208	0.938119	0.97505	0.938985	1	0.953137	0.936571	0.888749	0.94071	1	1	0.94944	0.94603	1	0.859819	0.992693	0.955979	0.984496	0.99211	0.942602	0.958837	0.97596	0.908478	0.944451	0.990012	0.97076	0.989157	0.996676	0.875345	0.909833	0.962748	0.899486	0.943286	0.928014	0.9462	0.911044	1	0.913513	0.975098	0.976774	0.956389	0.937527	0.961553	1	1	0.871991	0.80561	0.942896	0.936252	0.896142	0.964858	0.927599
vaginal_23	0.757513	0.896431	0.922055	0.96573	0.981809	0.836648	0.951306	0.818444	0.893586	0.897906	0.897706	0.93286	0.848323	0.890732	0.889198	0.822211	0.924549	0.849569	0.868091	0.90853	0.821066	0.966429	0	0.947674	0.881777	0.87829	0.874412	0.742111	0.84026	0.956864	0.924734	0.792536	0.954948	0.899883	0.726727	0.900143	0.937354	0.885069	0.919829	0.917409	0.89298	0.783146	0.850096	0.910656	0.835055	0.848717	0.749247	0.956418	0.89313	0.915488	0.896033	0.834044	0.84719	0.917461	0.894702	0.970645	0.967998	0.850558	0.967161	0.964348	0.907039	0.821921	0.781858	0.846592	0.969223	0.803471	0.853137	0.868112	0.866656	0.905634	0.84195	0.843367	0.964296	0.787562	0.832137	0.896463	0.848263	0.789595	0.790875	0.809251	0.965467	0.854375	0.867912	0.867698	0.91973	0.843524	0.872175	0.923501	0.914412	0.868223	0.927558	0.956853	0.957756	0.910419	0.928024	0.950764	0.925364	0.945993	0.822175	0.968895
vaginal_24	0.93397	0.997701	0.97554	0.947222	0.841368	0.929648	0.950562	0.90376	0.971596	0.96221	0.841321	0.958701	0.9147	0.978613	1	0.957647	0.990619	0.981761	0.898725	0.712523	0.98444	1	0.947674	0	0.885387	0.948986	0.836013	0.900988	0.947582	1	0.997241	0.915472	0.954272	0.965141	0.919563	0.850156	0.967372	0.981346	0.953014	0.982807	0.936132	1	0.953129	0.98851	0.917819	0.985796	0.988523	0.853754	0.821952	0.974875	0.98653	0.870012	0.93935	0.939582	0.949908	0.997241	0.72865	0.956188	0.998054	0.781894	0.975765	0.926771	0.983776	0.877778	0.912968	0.882452	0.932847	0.882205	0.934345	0.96977	0.970901	0.959669	0.990366	0.872917	0.911003	0.892703	0.928165	0.910583	0.91959	0.874018	0.92578	0.977172	0.956791	0.903803	0.987539	0.965108	0.874331	0.876972	0.841157	0.975577	0.918947	0.988056	0.923391	0.815899	0.858163	1	0.890074	0.928558	0.939895	0.955174
vaginal_25	0.890888	0.968468	0.930928	0.962195	0.983575	0.92373	0.967272	0.88573	0.896595	0.909249	0.967351	0.894973	0.899161	0.982069	0.91152	0.852276	0.924215	0.905751	0.838624	0.871675	0.956643	0.95953	0.881777	0.885387	0	0.927012	0.89006	0.891261	0.823617	0.950813	0.954061	0.912235	0.899046	0.880471	0.897012	0.967415	0.888876	0.922899	0.910128	0.920301	0.90289	0.914899	0.929949	0.981045	0.881349	0.844745	0.902482	0.893773	0.901344	0.911143	0.914133	0.936083	0.930823	0.935082	0.904294	0.982427	0.941167	0.714905	0.990469	0.864656	0.923361	0.988024	0.822208	0.892199	0.968927	0.859871	0.963111	0.894106	0.861566	0.92706	0.94457	0.976238	0.811384	0.8101	0.940091	0.909429	0.79859	0.847504	0.904915	0.91265	0.984374	0.91706	0.906435	0.928714	0.815869	0.921191	0.924083	0.747514	0.846304	0.890619	0.885669	0.871197	0.960249	0.900467	0.902318	0.928016	0.975319	0.871321	0.779098	0.86204
