SampleID	vaginal_1	vaginal_2	vaginal_3	vaginal_4	vaginal_5	vaginal_6	vaginal_7	vaginal_8	vaginal_9	vaginal_10	vaginal_11	vaginal_12	vaginal_13	vaginal_14	vaginal_15	vaginal_16	vaginal_17	vaginal_18	vaginal_19	vaginal_20	vaginal_21	vaginal_22	vaginal_23	vaginal_24	vaginal_25	vaginal_26	vaginal_27	vaginal_28	vaginal_29	vaginal_30	vaginal_31	vaginal_32	vaginal_33	vaginal_34	vaginal_35	vaginal_36	vaginal_37	vaginal_38	vaginal_39	vaginal_40	vaginal_41	vaginal_42	vaginal_43	vaginal_44	vaginal_45	vaginal_46	vaginal_47	vaginal_48	vaginal_49	vaginal_50	vaginal_51	vaginal_52	vaginal_53	vaginal_54	vaginal_55	vaginal_56	vaginal_57	vaginal_58	vaginal_59	vaginal_60	vaginal_61	vaginal_62	vaginal_63	vaginal_64	vaginal_65	vaginal_66	vaginal_67	vaginal_68	vaginal_69	vaginal_70	vaginal_71	vaginal_72	vaginal_73	vaginal_74	vaginal_75	vaginal_76	vaginal_77	vaginal_78	vaginal_79	vaginal_80	vaginal_81	vaginal_82	vaginal_83	vaginal_84	vaginal_85	vaginal_86	vaginal_87	vaginal_88	vaginal_89	vaginal_90	vaginal_91	vaginal_92	vaginal_93	vaginal_94	vaginal_95	vaginal_96	vaginal_97	vaginal_98	vaginal_99	vaginal_100
vaginal_11	0.930831	0.802625	0.853607	0.983089	0.883981	0.849677	0.955085	0.857557	0.978666	0.896062	0	0.740156	0.982297	0.934379	0.964436	0.822888	0.88509	0.97796	0.892846	0.918723	0.885879	1	0.886957	0.875436	0.971715	0.916635	0.876788	0.869031	0.825665	0.992566	0.990599	0.766457	0.987531	0.860093	0.886346	0.883167	0.926706	0.949303	0.904575	0.867157	0.940432	0.983136	0.841579	0.824318	0.903638	0.838855	0.845231	0.899977	0.892807	0.977847	0.925792	0.913967	0.856251	0.917989	0.929229	0.98923	0.893502	0.887501	1	0.761418	0.850735	0.928455	0.941473	0.918459	0.934456	0.792085	0.920402	0.923408	0.884869	0.883774	0.843352	0.918639	0.88152	0.852471	0.84273	0.909856	0.924358	0.877834	0.835969	0.964238	0.80318	0.901692	0.844824	0.880064	0.885052	0.857111	0.909192	0.979688	0.903478	0.943326	0.916072	0.96115	0.924611	0.975826	0.941749	0.954896	0.876503	0.927807	0.87982	0.902362
vaginal_12	0.895169	0.868769	0.897099	0.949038	0.97916	0.891151	0.919657	0.799646	0.923288	0.964244	0.740156	0	0.947627	0.84129	0.924346	0.960619	0.987618	0.985092	0.803513	0.919682	0.960702	0.887606	0.944364	0.967372	0.87983	0.850349	0.893725	0.956215	0.807579	0.91123	0.982401	0.881084	0.816945	0.940833	0.97701	0.90964	0.991903	0.79952	0.886268	0.986273	0.903978	0.955616	0.928363	0.83075	0.853882	0.697578	0.911671	0.960398	0.924397	0.925608	0.947766	0.932104	0.905833	0.8504	0.972611	0.980365	0.918406	0.838117	0.951081	0.865063	0.873934	0.978337	0.926161	0.840069	0.934761	0.88294	0.932904	0.926053	0.954384	0.865608	0.944873	0.933681	0.895584	0.937501	0.931353	0.898231	0.911793	0.962349	0.862002	0.887213	0.923102	0.945431	0.922102	0.899055	0.852878	0.953777	0.978254	0.923535	0.980692	0.983308	0.933161	0.986811	0.976993	0.866245	0.835277	0.954911	0.95884	0.905838	0.912869	0.895641
vaginal_13	0.971381	0.975974	0.884389	0.938666	0.958705	0.904726	0.916825	0.910611	0.770652	0.844428	0.982297	0.947627	0	0.908263	0.976168	0.890301	0.966431	0.940341	0.922023	0.928146	0.935789	1	0.82085	0.909514	0.872603	0.880698	0.779898	0.847129	0.915068	0.936702	0.952243	0.891088	0.949369	0.902466	0.878345	0.867384	0.96366	0.841231	0.941068	0.943913	0.948256	0.896981	0.880271	0.942296	0.804033	0.91759	0.931598	0.906208	0.778032	0.923023	0.834995	0.878609	0.910812	0.825995	0.891364	0.810947	0.854634	0.883083	0.905486	0.953884	0.880597	0.98556	0.922381	0.777065	0.857242	0.887824	0.84688	0.923067	0.734018	0.958743	0.919043	0.917744	0.917615	0.872047	0.926642	0.868738	0.858456	0.88212	0.840739	0.8458	0.92613	0.827778	0.92461	0.888695	0.89536	0.919296	0.970545	0.944083	0.949194	0.956147	0.915901	0.948335	0.934385	0.906349	0.879914	0.779743	0.950733	0.964785	0.92131	0.988722
vaginal_14	0.940861	0.887556	0.916153	0.702034	1	0.806749	0.954716	0.92518	0.851862	0.890274	0.934379	0.84129	0.908263	0	0.899588	0.933861	0.877329	0.906433	0.908104	0.903652	0.909602	0.957037	0.902551	0.968293	0.966396	0.942553	0.891649	0.931615	0.873567	0.845974	0.929347	0.9231	0.867908	0.832817	0.911439	0.96774	0.940881	0.918195	0.961937	1	0.850164	0.899473	0.925883	0.936521	0.882138	0.894694	0.916364	0.939474	0.898621	0.878483	0.880006	0.913083	0.919999	0.950915	0.906572	0.901132	0.91874	0.89489	1	0.915501	0.816736	0.985667	0.967284	0.876715	0.829113	0.923829	0.923338	0.928699	0.963452	0.896145	0.942108	0.885758	0.944218	0.880959	0.947528	0.916005	0.919977	0.954804	0.83624	0.832173	0.939555	0.869894	0.936339	0.973032	0.880204	0.914247	0.906365	0.93638	0.869796	0.943799	0.98982	0.961505	0.930885	0.925933	0.920535	0.944821	0.969021	0.948167	0.923332	0.849227
vaginal_15	0.977206	0.841769	0.7985	1	1	0.797914	0.943108	0.872838	0.940054	0.959283	0.964436	0.924346	0.976168	0.899588	0	0.828524	0.889831	0.988291	0.850608	0.930665	0.884378	0.933792	0.897192	1	0.907198	0.922921	0.927056	0.858751	0.868599	0.858398	0.815201	0.88947	0.979589	0.954375	0.916759	0.915183	0.95208	0.813962	0.910545	0.934205	0.847993	0.937112	0.924696	0.92586	0.849347	0.82868	0.923495	0.988012	0.898358	0.925282	0.844061	0.833382	0.828991	0.936556	0.923055	0.897124	1	0.932811	0.941406	0.974003	0.937273	0.963904	0.969869	0.956375	0.958619	0.863056	0.931622	0.859543	0.880406	0.85865	0.950599	0.934495	0.873032	0.864908	0.976755	0.925253	0.820046	0.918857	0.910536	0.926189	1	0.908384	0.864102	0.865664	0.914232	0.927211	0.720096	0.925164	0.919345	0.901853	0.925574	0.934929	1	0.877087	0.860815	0.916104	1	0.796339	0.923445	0.900249
vaginal_16	0.920961	0.853987	0.906372	0.987392	0.936608	0.900659	0.888508	0.86592	0.911657	0.933487	0.822888	0.960619	0.890301	0.933861	0.828524	0	0.905123	0.944167	0.959986	0.886046	0.911175	0.979904	0.812054	0.946078	0.842526	0.873203	0.861524	0.809561	0.83607	0.993526	0.910043	0.867504	0.888083	0.936527	0.95285	0.867465	0.911526	0.870271	0.86001	0.8495	0.909332	0.931998	0.642017	0.944755	0.883349	0.851173	0.912179	0.920792	0.887032	0.966492	0.837773	0.873079	0.846507	0.818098	0.861727	0.923167	0.920288	0.849608	0.961931	0.894946	0.874483	0.951267	0.903661	0.930771	0.903002	0.667459	0.879059	0.838894	0.888	0.871343	0.805344	0.880646	0.872559	0.79619	0.805731	0.879576	0.859792	0.867157	0.786088	0.856105	0.965054	0.794535	0.901563	0.72511	0.91135	0.822651	0.90361	0.8558	0.887278	0.880329	0.965205	0.951882	0.924749	0.931951	0.858121	0.922616	0.93164	0.87208	0.797187	0.874785
vaginal_17	0.972579	0.841728	0.89375	0.870457	0.964093	0.954703	0.970918	0.934012	0.948276	0.910073	0.88509	0.987618	0.966431	0.877329	0.889831	0.905123	0	0.948363	0.859311	0.868675	0.876131	0.933204	0.927923	0.994918	0.910656	0.923638	0.884242	0.953863	0.920132	1	0.916066	0.897434	0.961288	0.845697	0.949202	0.938952	0.910032	0.943172	0.887686	0.990908	0.878542	0.93595	0.921241	0.92169	0.899106	0.843889	0.894138	0.942595	0.981448	0.945661	0.885613	0.935582	0.923185	0.921426	0.959067	0.918878	0.950289	0.679372	1	0.933759	0.941871	0.98139	0.935008	0.971842	0.955954	0.915206	0.960486	0.918047	0.953008	0.880448	0.825095	0.901322	0.942966	0.959329	0.940479	0.928024	0.876095	0.856798	0.92367	0.969936	0.96843	0.842328	0.763186	0.895505	0.944586	0.961319	0.919958	0.958609	0.86762	0.891075	0.927159	0.932131	0.964444	0.865305	0.87145	0.967849	0.927518	0.909997	0.90771	0.978582
vaginal_18	0.769929	0.974578	0.946079	0.995905	0.948876	0.907227	0.939905	0.938514	0.858454	0.962601	0.97796	0.985092	0.940341	0.906433	0.988291	0.944167	0.948363	0	0.952236	0.97516	0.927007	1	0.895994	0.965532	0.929839	0.982833	0.934977	0.873478	0.898189	0.97459	0.971004	0.970123	0.952035	0.891685	0.984204	0.949376	0.783001	0.925405	0.937787	1	0.918374	0.936354	0.981817	0.95379	0.950882	0.826211	0.890469	0.866924	0.952249	0.840627	0.939977	0.935352	0.895922	0.956329	0.970764	0.950686	0.914875	0.987913	1	0.896105	0.894909	0.879908	0.829261	0.91297	0.913781	0.979031	0.873992	0.950938	0.975295	0.957168	0.971	0.867783	0.764733	0.956275	0.948898	0.930194	0.935533	0.928201	0.9206	0.897553	0.902061	0.887551	0.93254	0.987447	0.901019	0.961663	0.973597	0.964445	0.822332	0.916741	0.875965	0.963923	0.973649	0.967704	0.981847	1	0.997145	0.988198	0.881433	0.978488
vaginal_19	0.900922	0.901749	0.927936	0.90364	0.962521	0.906962	0.930839	0.875644	0.918323	0.941087	0.892846	0.803513	0.922023	0.908104	0.850608	0.959986	0.859311	0.952236	0	0.832244	0.926793	0.978657	0.87739	0.915507	0.857973	0.896758	0.76347	0.892133	0.830423	0.853084	0.986622	0.817934	0.908116	0.904244	0.850575	0.936807	0.9346	0.868483	0.904529	0.988936	0.854469	0.971056	0.938319	0.928005	0.792187	0.70712	0.797045	0.9165	0.889081	0.917079	0.795521	0.810199	0.818837	0.870483	0.980675	0.947548	0.87982	0.875204	0.965994	0.897122	0.852437	0.954594	0.886259	0.846175	0.946663	0.881647	0.929326	0.966869	0.854737	0.902346	0.872076	0.926916	0.89413	0.905792	0.937115	0.746386	0.802188	0.880051	0.874806	0.816489	0.936869	0.918746	0.839141	0.869531	0.859605	0.958575	0.883	0.882524	0.807685	0.908276	0.982869	0.963229	0.914938	0.792696	0.853912	0.85828	0.956454	0.90192	0.882117	0.957242
vaginal_20	0.944084	0.908792	0.947011	0.913502	0.933294	0.885951	0.995542	0.954317	0.931375	0.894309	0.918723	0.919682	0.928146	0.903652	0.930665	0.886046	0.868675	0.97516	0.832244	0	0.927883	0.84803	0.911597	0.805976	0.866391	0.929587	0.877557	0.863356	0.905054	0.888165	0.918946	0.883038	0.889807	0.967891	0.896286	0.955123	0.911922	0.929759	0.914801	0.90949	0.904106	0.889208	0.882884	0.929325	0.906192	0.917465	0.858554	0.910074	0.921513	0.861945	0.905268	0.867356	0.863516	0.916491	0.882936	0.873004	0.924541	0.947928	0.963983	0.782383	0.882526	0.987206	0.922061	0.847309	0.853133	0.842877	0.812799	0.86705	0.915697	0.969058	0.852365	0.922479	0.931128	0.865483	0.895986	0.827384	0.944104	0.886081	0.817424	0.910352	0.988723	0.829193	0.904769	0.859049	0.921984	0.888194	0.869696	0.962907	0.851925	0.885198	0.980077	0.993813	0.944335	0.786997	0.867356	0.883934	0.911085	0.87044	0.882866	0.903644
vaginal_21	0.877086	0.831398	0.900687	0.936671	0.941976	0.927249	0.852851	0.956617	0.933755	0.855604	0.885879	0.960702	0.935789	0.909602	0.884378	0.911175	0.876131	0.927007	0.926793	0.927883	0	0.907642	0.857075	0.977939	0.948252	0.972241	0.790313	0.838228	0.814334	0.988408	0.957044	0.91671	0.962771	0.837338	0.891169	0.969336	0.982904	0.890641	0.827633	0.926846	0.889486	0.926879	0.902441	0.935257	0.891263	0.84509	0.882563	0.970202	0.953397	0.96009	0.833364	0.917036	0.869411	0.732385	0.843713	0.930251	0.869692	0.917507	0.907117	0.900079	0.940275	0.990511	0.964274	0.959506	0.917803	0.913865	0.838745	0.913822	0.798137	0.951148	0.814745	0.871469	0.982904	0.94633	0.977022	0.94507	0.891066	0.827936	0.865854	0.887725	0.926744	0.806473	0.772743	0.930447	0.830972	0.798158	0.826737	0.979139	0.837605	0.80413	0.969375	0.902137	0.813848	0.898659	0.914323	0.926888	0.949295	0.909374	0.881932	0.884533
vaginal_22	1	0.869675	0.981183	1	1	0.969048	0.928157	0.920437	0.964817	1	1	0.887606	1	0.957037	0.933792	0.979904	0.933204	1	0.978657	0.84803	0.907642	0	0.971914	1	0.867958	0.843376	0.965893	0.993321	0.956668	0.841041	0.941028	0.983296	0.911234	0.973724	0.921594	0.960711	1	0.878146	0.924459	1	0.941396	0.977939	0.989226	0.903194	0.911908	0.958362	0.937434	0.955477	0.964332	0.93628	0.971713	0.943635	1	0.940229	0.94155	0.867352	0.947915	1	1	0.936513	0.950825	1	0.92178	0.989531	0.932041	0.993652	0.989581	0.954485	0.953415	0.981181	0.924159	0.930458	0.980661	0.972317	0.960226	0.99466	0.862943	0.930747	0.951549	0.923123	0.911018	0.956077	0.94237	0.950901	1	0.899266	0.977965	0.979071	0.965126	0.960732	0.873543	1	1	0.894212	0.880981	0.954148	0.911085	0.895857	0.964684	0.917573
vaginal_23	0.810059	0.913165	0.920998	0.964518	0.982468	0.86511	0.958122	0.822376	0.901865	0.877473	0.886957	0.944364	0.82085	0.902551	0.897192	0.812054	0.927923	0.895994	0.87739	0.911597	0.857075	0.971914	0	0.938635	0.845707	0.874703	0.851587	0.751619	0.85348	0.957562	0.916451	0.813735	0.935591	0.894103	0.763236	0.888243	0.914757	0.841664	0.906702	0.909366	0.895127	0.813318	0.826472	0.930495	0.818628	0.883106	0.783843	0.969487	0.889257	0.91333	0.905154	0.810264	0.846788	0.922957	0.884282	0.967267	0.957635	0.846641	0.955394	0.956649	0.882806	0.882334	0.829545	0.850731	0.956876	0.786199	0.885887	0.864173	0.859999	0.902887	0.849061	0.836328	0.968677	0.76539	0.807245	0.88729	0.83231	0.769502	0.798936	0.817894	0.960673	0.834631	0.846853	0.880446	0.899612	0.83517	0.84241	0.932288	0.895006	0.838376	0.94061	0.946053	0.931414	0.914916	0.920557	0.93981	0.916298	0.932799	0.806672	0.972651
vaginal_24	0.92339	0.99625	0.959424	0.971959	0.82105	0.920402	0.938671	0.903831	0.966995	0.948463	0.875436	0.967372	0.909514	0.968293	1	0.946078	0.994918	0.965532	0.915507	0.805976	0.977939	1	0.938635	0	0.874075	0.949704	0.874103	0.889576	0.950811	1	0.995564	0.916052	0.946459	0.946246	0.909767	0.835833	0.963798	0.97403	0.953486	0.988936	0.916403	1	0.937796	0.976257	0.876769	0.983599	0.983984	0.846703	0.791658	0.954632	0.982596	0.882496	0.920609	0.943648	0.936876	0.995564	0.755749	0.949437	0.998411	0.821262	0.960654	0.914211	0.978971	0.933692	0.891824	0.919541	0.936648	0.870462	0.914071	0.964358	0.973301	0.956207	0.984562	0.865598	0.931959	0.812878	0.907959	0.914371	0.925463	0.828195	0.95558	0.967891	0.948178	0.892286	0.987885	0.955573	0.925837	0.853893	0.812334	0.967703	0.893583	0.98229	0.9115	0.878047	0.837985	1	0.851615	0.90823	0.933387	0.925363
vaginal_25	0.891022	0.979367	0.940371	0.977181	0.979882	0.92687	0.983386	0.861732	0.879579	0.905627	0.971715	0.87983	0.872603	0.966396	0.907198	0.842526	0.910656	0.929839	0.857973	0.866391	0.948252	0.867958	0.845707	0.874075	0	0.890886	0.865432	0.904092	0.81068	0.96688	0.962084	0.926296	0.882006	0.845418	0.929956	0.961542	0.897153	0.906014	0.887603	0.917425	0.894205	0.905787	0.932116	0.978134	0.881695	0.861655	0.904752	0.894646	0.905757	0.920095	0.887587	0.937482	0.952585	0.922835	0.906002	0.95906	0.947961	0.788367	0.982217	0.862846	0.905656	0.988837	0.84229	0.906425	0.960033	0.853591	0.958371	0.887297	0.865582	0.92646	0.91465	0.960433	0.876143	0.823056	0.884067	0.914907	0.857476	0.840027	0.884167	0.891834	0.962726	0.897227	0.927389	0.898749	0.835551	0.902801	0.923451	0.795315	0.870571	0.872593	0.817686	0.904056	0.948883	0.928392	0.916949	0.929509	0.972498	0.840346	0.798989	0.894924
