SampleID	building_1	building_2	building_3	building_4	building_5	building_6	building_7	building_8	building_9	building_10	building_11	building_12	building_13	building_14	building_15	building_16	building_17	building_18	building_19	building_20	building_21	building_22	building_23	building_24	building_25	building_26	building_27	building_28	building_29	building_30	building_31	building_32	building_33	building_34	building_35	building_36	building_37	building_38	building_39	building_40	building_41	building_42	building_43	building_44	building_45	building_46	building_47	building_48	building_49	building_50	building_51	building_52	building_53	building_54	building_55	building_56	building_57	building_58	building_59	building_60	building_61	building_62	building_63	building_64	building_65	building_66	building_67	building_68	building_69	building_70	building_71	building_72	building_73	building_74	building_75	building_76	building_77	building_78	building_79	building_80	building_81	building_82	building_83	building_84	building_85	building_86	building_87	building_88	building_89	building_90	building_91	building_92	building_93	building_94	building_95	building_96	building_97	building_98	building_99	building_100
building_11	0.695755	0.686001	0.702679	0.692258	0.737853	0.663445	0.703881	0.701123	0.678079	0.696636	0	0.661785	0.682842	0.734552	0.644481	0.676566	0.675531	0.696556	0.664233	0.68101	0.687124	0.658227	0.698431	0.66544	0.687741	0.670386	0.71223	0.713471	0.684933	0.669257	0.648961	0.6895	0.701012	0.675053	0.68571	0.751159	0.745198	0.677478	0.712541	0.641346	0.639994	0.706618	0.67659	0.679735	0.665924	0.69915	0.700723	0.675587	0.685437	0.732348	0.648202	0.682653	0.652196	0.739409	0.700286	0.663832	0.717479	0.721547	0.634867	0.697709	0.686979	0.64782	0.707342	0.647143	0.633005	0.712129	0.676593	0.678015	0.703143	0.683799	0.642433	0.694423	0.704896	0.657783	0.678318	0.693082	0.700845	0.664279	0.709425	0.735524	0.696082	0.699015	0.692433	0.71079	0.687883	0.669155	0.704585	0.677899	0.71654	0.666089	0.636163	0.681389	0.682985	0.701918	0.661316	0.693841	0.682792	0.655904	0.676279	0.683755
building_12	0.602016	0.667062	0.62797	0.649544	0.664989	0.624431	0.623085	0.595115	0.616508	0.63856	0.661785	0	0.616326	0.66329	0.60479	0.613321	0.666774	0.657349	0.609753	0.629196	0.66638	0.632822	0.639255	0.653504	0.649883	0.622465	0.654513	0.643765	0.650927	0.595245	0.643173	0.625611	0.678599	0.656809	0.614275	0.694903	0.649818	0.632237	0.713525	0.634213	0.606734	0.617421	0.607068	0.632724	0.651737	0.675001	0.610453	0.671199	0.616288	0.647357	0.635623	0.645229	0.605584	0.722623	0.648738	0.591626	0.640056	0.642395	0.656561	0.63917	0.597151	0.661627	0.637769	0.612302	0.643911	0.624453	0.587129	0.634506	0.68764	0.591702	0.632309	0.618407	0.697165	0.611071	0.596919	0.66072	0.627167	0.650213	0.691773	0.689581	0.637088	0.609395	0.642938	0.639349	0.642171	0.598995	0.637565	0.635224	0.617442	0.641879	0.648791	0.625069	0.647523	0.657867	0.638123	0.636006	0.594802	0.624565	0.606092	0.643302
building_13	0.644337	0.633857	0.665198	0.670982	0.663951	0.577172	0.623104	0.591443	0.657439	0.644078	0.682842	0.616326	0	0.741656	0.605154	0.614349	0.656576	0.667889	0.638152	0.629436	0.649661	0.634815	0.617906	0.622925	0.619098	0.611338	0.628477	0.636642	0.665726	0.682464	0.624841	0.647687	0.663368	0.656406	0.584666	0.680335	0.688811	0.648594	0.644553	0.629681	0.563925	0.663091	0.649014	0.648047	0.632793	0.672519	0.615252	0.631242	0.620769	0.64421	0.672204	0.647281	0.609744	0.705592	0.675238	0.605105	0.668819	0.65397	0.685648	0.638418	0.62571	0.632219	0.6257	0.581697	0.592712	0.639846	0.607865	0.5745	0.621575	0.6212	0.571741	0.5959	0.690731	0.58934	0.64627	0.669167	0.593014	0.641516	0.654016	0.666302	0.618093	0.643417	0.634215	0.702247	0.632547	0.598402	0.658336	0.62624	0.622282	0.615345	0.6238	0.643708	0.62181	0.657088	0.601296	0.649393	0.600223	0.611705	0.615069	0.664376
building_14	0.689655	0.689864	0.715833	0.783582	0.729399	0.69395	0.682022	0.672483	0.691009	0.707337	0.734552	0.66329	0.741656	0	0.671587	0.670755	0.692326	0.741543	0.719971	0.674536	0.717087	0.682329	0.726663	0.738058	0.714435	0.647834	0.702915	0.731164	0.71049	0.652004	0.697386	0.695407	0.719145	0.703136	0.699307	0.725257	0.767312	0.742317	0.736719	0.671129	0.672125	0.709909	0.741875	0.708611	0.736467	0.72385	0.682537	0.736232	0.693755	0.687444	0.710121	0.72893	0.66922	0.713474	0.698629	0.650482	0.716335	0.722432	0.689243	0.737295	0.697543	0.729568	0.688486	0.66361	0.734329	0.705433	0.640917	0.696675	0.729628	0.684834	0.703207	0.704311	0.734643	0.722225	0.688769	0.720939	0.68396	0.669612	0.724761	0.748093	0.704268	0.638295	0.727751	0.716599	0.717027	0.694545	0.706388	0.694758	0.660901	0.710323	0.722279	0.722335	0.683491	0.735811	0.691147	0.691364	0.65109	0.722438	0.718213	0.693544
building_15	0.635346	0.606062	0.628889	0.653874	0.679621	0.613993	0.609999	0.622498	0.621405	0.622961	0.644481	0.60479	0.605154	0.671587	0	0.605425	0.674431	0.62201	0.604711	0.577145	0.651191	0.6154	0.618198	0.636202	0.633884	0.609285	0.588721	0.642906	0.691411	0.625185	0.590014	0.64352	0.659297	0.649087	0.581764	0.646348	0.688006	0.627201	0.632242	0.594211	0.590045	0.647945	0.60693	0.622941	0.631612	0.644584	0.627294	0.664996	0.587626	0.598487	0.614989	0.611752	0.584802	0.691342	0.663339	0.608725	0.653551	0.649649	0.594528	0.657343	0.594401	0.622353	0.65055	0.605498	0.583966	0.652652	0.622741	0.617952	0.614901	0.589759	0.595018	0.623936	0.669738	0.620512	0.607714	0.652211	0.600297	0.635827	0.611535	0.683892	0.60762	0.615518	0.653902	0.654453	0.596117	0.57996	0.691913	0.565994	0.642239	0.600045	0.650739	0.61019	0.617638	0.640163	0.598653	0.606088	0.6111	0.642528	0.62524	0.625819
building_16	0.644104	0.610909	0.60415	0.665484	0.66725	0.608007	0.629665	0.625901	0.615649	0.627663	0.676566	0.613321	0.614349	0.670755	0.605425	0	0.705102	0.63298	0.631131	0.586604	0.642753	0.629633	0.633098	0.641285	0.638683	0.629588	0.62729	0.652725	0.675609	0.593147	0.649939	0.642228	0.695761	0.640276	0.564338	0.664913	0.668033	0.654755	0.654304	0.604896	0.598213	0.644187	0.639309	0.624818	0.64713	0.6406	0.594092	0.636732	0.638062	0.625516	0.564631	0.612091	0.576992	0.694372	0.639705	0.575756	0.655496	0.639136	0.601033	0.646601	0.627569	0.599243	0.670526	0.589685	0.630666	0.713179	0.594002	0.659039	0.651366	0.569879	0.61072	0.623126	0.689197	0.624745	0.595624	0.65744	0.593773	0.626519	0.627333	0.716291	0.618721	0.60077	0.681718	0.621468	0.631649	0.591042	0.623233	0.625109	0.659498	0.62201	0.650925	0.609276	0.624388	0.699582	0.60644	0.622608	0.570743	0.629671	0.606185	0.640301
building_17	0.674634	0.683984	0.729468	0.720662	0.688239	0.655614	0.665852	0.676517	0.680218	0.712435	0.675531	0.666774	0.656576	0.692326	0.674431	0.705102	0	0.723966	0.684117	0.671746	0.688718	0.654581	0.715415	0.725284	0.656915	0.641809	0.664347	0.702632	0.627587	0.670276	0.688202	0.690505	0.753468	0.715832	0.63932	0.72702	0.732548	0.722893	0.740592	0.671441	0.63242	0.732685	0.719147	0.689202	0.682761	0.712063	0.68955	0.733681	0.667748	0.712428	0.665671	0.680216	0.674994	0.749333	0.651097	0.717441	0.696377	0.730916	0.669385	0.679901	0.692707	0.674674	0.68151	0.661139	0.687738	0.733603	0.681866	0.68382	0.720937	0.693787	0.669607	0.694173	0.71304	0.668395	0.706016	0.722207	0.650918	0.723741	0.696381	0.718051	0.697486	0.668148	0.689547	0.710312	0.755651	0.658148	0.653501	0.681312	0.70405	0.687315	0.671357	0.636827	0.692297	0.695068	0.709814	0.664563	0.663572	0.676841	0.653976	0.705332
building_18	0.653054	0.648487	0.727109	0.654447	0.70164	0.637995	0.670547	0.653864	0.690735	0.640386	0.696556	0.657349	0.667889	0.741543	0.62201	0.63298	0.723966	0	0.656059	0.67933	0.708106	0.678982	0.682772	0.69222	0.697218	0.652044	0.671256	0.688107	0.686453	0.634617	0.669664	0.700321	0.71931	0.707885	0.649482	0.692652	0.701195	0.680218	0.685712	0.653384	0.624454	0.685034	0.717553	0.67201	0.692999	0.704692	0.69022	0.612451	0.673686	0.684928	0.66103	0.63909	0.660329	0.706632	0.720651	0.6513	0.701411	0.670728	0.652362	0.709268	0.658149	0.632664	0.7002	0.668324	0.612245	0.728031	0.633591	0.659839	0.697913	0.645995	0.627154	0.677821	0.708432	0.671731	0.643537	0.666747	0.65706	0.677527	0.721573	0.731365	0.668963	0.655718	0.707112	0.690659	0.706853	0.660405	0.728299	0.628686	0.687887	0.65778	0.654954	0.683224	0.66524	0.705237	0.658463	0.683125	0.662247	0.673748	0.675421	0.670083
building_19	0.654802	0.626574	0.649206	0.635445	0.691978	0.64599	0.624594	0.611383	0.633153	0.587099	0.664233	0.609753	0.638152	0.719971	0.604711	0.631131	0.684117	0.656059	0	0.632264	0.638567	0.616208	0.668089	0.648328	0.644286	0.577709	0.634448	0.662387	0.630326	0.644358	0.646732	0.638368	0.643473	0.636244	0.621577	0.670568	0.672879	0.647023	0.659334	0.66885	0.620248	0.654177	0.640247	0.65125	0.638531	0.678957	0.654222	0.637262	0.626045	0.646457	0.58767	0.621858	0.626955	0.681356	0.671169	0.612108	0.710285	0.656804	0.627297	0.63414	0.678492	0.63887	0.65053	0.644288	0.62306	0.685025	0.597084	0.631918	0.690104	0.627862	0.637486	0.627306	0.641904	0.635765	0.691193	0.694341	0.658071	0.641185	0.635628	0.615122	0.65864	0.590866	0.675165	0.640361	0.647512	0.634418	0.638781	0.617273	0.67365	0.601279	0.640407	0.631961	0.676779	0.71026	0.594201	0.673475	0.593788	0.65064	0.612812	0.604415
building_20	0.595241	0.608728	0.611826	0.667318	0.683554	0.555997	0.624621	0.577086	0.640632	0.628246	0.68101	0.629196	0.629436	0.674536	0.577145	0.586604	0.671746	0.67933	0.632264	0	0.633049	0.614171	0.644083	0.658464	0.5889	0.640465	0.618883	0.664569	0.673772	0.606343	0.623068	0.608615	0.646278	0.656686	0.610445	0.633547	0.685941	0.642211	0.663785	0.649341	0.586772	0.623896	0.661799	0.639381	0.649598	0.638634	0.593774	0.665701	0.589066	0.620883	0.621885	0.593587	0.591567	0.685177	0.640563	0.610728	0.625099	0.651165	0.589459	0.66326	0.60572	0.670183	0.638263	0.614967	0.62915	0.62009	0.625206	0.587555	0.653053	0.578494	0.620234	0.614913	0.660034	0.655303	0.636088	0.669567	0.617783	0.601703	0.642025	0.677552	0.632624	0.593979	0.685855	0.631651	0.621272	0.584354	0.639694	0.591455	0.606412	0.62349	0.638849	0.602527	0.626814	0.688211	0.577606	0.651667	0.609883	0.661107	0.635649	0.642222
building_21	0.641547	0.623094	0.682051	0.716725	0.68418	0.665721	0.685038	0.652865	0.700008	0.668876	0.687124	0.66638	0.649661	0.717087	0.651191	0.642753	0.688718	0.708106	0.638567	0.633049	0	0.62855	0.621525	0.667292	0.704389	0.642287	0.685344	0.677589	0.707398	0.6718	0.6666	0.685141	0.704818	0.682285	0.631596	0.740654	0.689158	0.708883	0.720326	0.653168	0.649502	0.679066	0.668546	0.656663	0.643729	0.70095	0.660268	0.735983	0.67059	0.678258	0.667629	0.699072	0.638098	0.699081	0.675552	0.607148	0.696695	0.654841	0.656955	0.673853	0.666353	0.634317	0.660675	0.644365	0.635024	0.688313	0.647728	0.653337	0.644444	0.620803	0.640238	0.650678	0.695895	0.642254	0.673279	0.697942	0.624844	0.671011	0.628124	0.629147	0.650378	0.682776	0.690869	0.690053	0.652517	0.6222	0.672509	0.640306	0.682805	0.61223	0.650983	0.67323	0.618056	0.726104	0.647958	0.66327	0.662412	0.65853	0.614507	0.643452
building_22	0.631342	0.602937	0.663623	0.64496	0.671129	0.618061	0.635533	0.596739	0.657906	0.610422	0.658227	0.632822	0.634815	0.682329	0.6154	0.629633	0.654581	0.678982	0.616208	0.614171	0.62855	0	0.609822	0.672189	0.641002	0.641955	0.628615	0.69077	0.666246	0.631617	0.636267	0.671882	0.638867	0.65632	0.637288	0.693859	0.680342	0.648451	0.658848	0.652363	0.607607	0.659582	0.639146	0.635083	0.62575	0.609414	0.622781	0.668846	0.63373	0.662586	0.64364	0.645672	0.601763	0.696217	0.66568	0.57616	0.647007	0.642838	0.678467	0.633433	0.66456	0.612127	0.639998	0.593052	0.608474	0.685073	0.614602	0.632173	0.684819	0.637632	0.603822	0.609388	0.700355	0.65386	0.65869	0.659316	0.619801	0.658738	0.587337	0.64308	0.617871	0.603509	0.677742	0.684397	0.661292	0.574855	0.642448	0.621915	0.615695	0.594949	0.663165	0.618685	0.661996	0.649062	0.65713	0.629836	0.631032	0.650651	0.613226	0.662096
building_23	0.666542	0.65102	0.664017	0.721708	0.716429	0.647376	0.638033	0.669055	0.67101	0.685391	0.698431	0.639255	0.617906	0.726663	0.618198	0.633098	0.715415	0.682772	0.668089	0.644083	0.621525	0.609822	0	0.655319	0.666137	0.646545	0.698653	0.685451	0.742526	0.634259	0.635266	0.676757	0.684131	0.656949	0.613314	0.686195	0.703463	0.692448	0.701425	0.66935	0.666749	0.646655	0.669284	0.626909	0.691002	0.697274	0.652602	0.663461	0.657896	0.668901	0.704005	0.689066	0.609612	0.706922	0.668711	0.647691	0.636825	0.682113	0.665339	0.686338	0.632113	0.664818	0.673321	0.630353	0.641655	0.663974	0.641069	0.640831	0.691405	0.670098	0.613527	0.638489	0.687898	0.623452	0.632993	0.673805	0.640758	0.671995	0.655448	0.682113	0.639487	0.600703	0.695704	0.67468	0.670759	0.595336	0.711598	0.605334	0.610593	0.655759	0.633485	0.611442	0.623634	0.664954	0.671727	0.686368	0.620585	0.661653	0.665197	0.681549
building_24	0.674974	0.649296	0.698997	0.72737	0.694466	0.682984	0.689957	0.648967	0.664245	0.64607	0.66544	0.653504	0.622925	0.738058	0.636202	0.641285	0.725284	0.69222	0.648328	0.658464	0.667292	0.672189	0.655319	0	0.66848	0.664052	0.703435	0.649546	0.70137	0.690583	0.659818	0.701262	0.686237	0.653336	0.653232	0.747442	0.669403	0.731842	0.659287	0.650875	0.628572	0.682704	0.69722	0.697876	0.657631	0.682971	0.697434	0.682748	0.682653	0.72634	0.672465	0.676194	0.648325	0.708245	0.73035	0.65573	0.68018	0.689327	0.698241	0.657429	0.675708	0.622347	0.693279	0.629102	0.653092	0.697832	0.678585	0.667638	0.636805	0.690519	0.652227	0.6573	0.690662	0.676692	0.651402	0.639754	0.6669	0.684365	0.660728	0.723839	0.675672	0.652062	0.678879	0.667817	0.706917	0.639929	0.678738	0.625003	0.650998	0.67025	0.713842	0.642958	0.658629	0.725296	0.643947	0.673072	0.653544	0.669546	0.666209	0.679244
building_25	0.59406	0.618275	0.653221	0.680325	0.660775	0.624584	0.612395	0.589638	0.643593	0.634012	0.687741	0.649883	0.619098	0.714435	0.633884	0.638683	0.656915	0.697218	0.644286	0.5889	0.704389	0.641002	0.666137	0.66848	0	0.602556	0.634875	0.66126	0.657329	0.64124	0.678244	0.653107	0.681438	0.66295	0.593618	0.676379	0.666653	0.678012	0.650021	0.664521	0.613704	0.683953	0.642838	0.660459	0.671311	0.69053	0.636898	0.670612	0.658544	0.677968	0.600032	0.658388	0.626458	0.704393	0.677742	0.617247	0.681973	0.689596	0.647443	0.651181	0.645262	0.699259	0.634652	0.628054	0.635709	0.636534	0.652606	0.629414	0.684155	0.664351	0.606505	0.655098	0.680922	0.637039	0.675966	0.71726	0.56661	0.649955	0.655373	0.727089	0.603204	0.588133	0.680924	0.659992	0.643446	0.629783	0.647111	0.621717	0.619497	0.613751	0.665839	0.657931	0.603226	0.65541	0.616569	0.662106	0.616617	0.634958	0.634271	0.622951
building_26	0.607871	0.605995	0.643958	0.69034	0.635884	0.606893	0.625129	0.608069	0.644364	0.608044	0.670386	0.622465	0.611338	0.647834	0.609285	0.629588	0.641809	0.652044	0.577709	0.640465	0.642287	0.641955	0.646545	0.664052	0.602556	0	0.64571	0.602807	0.634491	0.650182	0.633469	0.585945	0.657684	0.673046	0.608723	0.639048	0.664129	0.654178	0.683976	0.66081	0.577627	0.667243	0.671794	0.608659	0.680839	0.656142	0.59352	0.667772	0.644771	0.63896	0.650304	0.623346	0.625075	0.680947	0.677025	0.620196	0.685669	0.647615	0.632345	0.67989	0.633151	0.658574	0.65045	0.617688	0.622043	0.66038	0.606505	0.626531	0.658192	0.626081	0.620374	0.609135	0.689712	0.60365	0.626397	0.671372	0.605519	0.66065	0.65078	0.656298	0.620124	0.594665	0.642099	0.647067	0.657757	0.601114	0.650972	0.611352	0.620043	0.610417	0.620829	0.621409	0.618203	0.654118	0.622595	0.63412	0.599673	0.599189	0.627874	0.63684
