SampleID	oral_1	oral_2	oral_3	oral_4	oral_5	oral_6	oral_7	oral_8	oral_9	oral_10	oral_11	oral_12	oral_13	oral_14	oral_15	oral_16	oral_17	oral_18	oral_19	oral_20	oral_21	oral_22	oral_23	oral_24	oral_25	oral_26	oral_27	oral_28	oral_29	oral_30	oral_31	oral_32	oral_33	oral_34	oral_35	oral_36	oral_37	oral_38	oral_39	oral_40	oral_41	oral_42	oral_43	oral_44	oral_45	oral_46	oral_47	oral_48	oral_49	oral_50	oral_51	oral_52	oral_53	oral_54	oral_55	oral_56	oral_57	oral_58	oral_59	oral_60	oral_61	oral_62	oral_63	oral_64	oral_65	oral_66	oral_67	oral_68	oral_69	oral_70	oral_71	oral_72	oral_73	oral_74	oral_75	oral_76	oral_77	oral_78	oral_79	oral_80	oral_81	oral_82	oral_83	oral_84	oral_85	oral_86	oral_87	oral_88	oral_89	oral_90	oral_91	oral_92	oral_93	oral_94	oral_95	oral_96	oral_97	oral_98	oral_99	oral_100
oral_11	0.829643	0.755149	0.794018	0.832619	0.8142	0.86199	0.738945	0.827661	0.814114	0.772154	0	0.835122	0.741824	0.777667	0.772815	0.774114	0.783508	0.822326	0.76909	0.801358	0.823236	0.841159	0.822031	0.735813	0.767025	0.791717	0.779105	0.81287	0.814502	0.798426	0.837636	0.812451	0.763163	0.818627	0.786929	0.817331	0.77927	0.803384	0.7834	0.756207	0.819257	0.801733	0.823607	0.752727	0.819988	0.786977	0.796378	0.811893	0.815863	0.806458	0.802212	0.760708	0.824132	0.799018	0.807895	0.778687	0.820535	0.806628	0.769197	0.767811	0.774213	0.791821	0.811862	0.785502	0.830171	0.788732	0.814534	0.850254	0.798203	0.786335	0.780364	0.767935	0.788939	0.803828	0.797813	0.789478	0.851118	0.782786	0.841729	0.841621	0.822922	0.800672	0.824534	0.78045	0.835094	0.83363	0.80574	0.791846	0.79973	0.790038	0.822364	0.754223	0.81295	0.79428	0.786856	0.800046	0.776449	0.828382	0.793896	0.831014
oral_12	0.836978	0.793387	0.80914	0.839774	0.846599	0.781046	0.804039	0.839055	0.812588	0.729505	0.835122	0	0.787089	0.800371	0.807609	0.816168	0.792129	0.828265	0.778345	0.806083	0.85903	0.800952	0.724229	0.827697	0.805392	0.771204	0.776292	0.831195	0.792619	0.801057	0.801791	0.812754	0.764291	0.81122	0.808272	0.808477	0.804306	0.778048	0.811444	0.79955	0.819268	0.798984	0.802948	0.822806	0.795066	0.769108	0.808608	0.822373	0.811429	0.805626	0.783538	0.750911	0.802325	0.80826	0.809826	0.829706	0.822056	0.811006	0.793264	0.790316	0.842127	0.818709	0.828562	0.820793	0.768603	0.853031	0.83357	0.824777	0.849147	0.829474	0.812247	0.816	0.821296	0.792341	0.796333	0.85149	0.803109	0.791351	0.807633	0.768902	0.847275	0.846601	0.764803	0.815953	0.866124	0.784794	0.804469	0.798853	0.829856	0.836718	0.80507	0.814107	0.775445	0.800364	0.796616	0.784907	0.83911	0.82899	0.773277	0.784193
oral_13	0.784995	0.807683	0.800775	0.790515	0.785892	0.777376	0.789342	0.816792	0.820082	0.789384	0.741824	0.787089	0	0.739958	0.789159	0.79918	0.762648	0.833375	0.802348	0.836547	0.808711	0.871613	0.821117	0.772397	0.805589	0.777893	0.766568	0.823627	0.800839	0.786773	0.775068	0.805923	0.779336	0.768863	0.724898	0.783848	0.796729	0.788203	0.780824	0.820369	0.769747	0.824395	0.789629	0.785438	0.817508	0.777268	0.779834	0.805317	0.788912	0.776036	0.836297	0.80364	0.793623	0.803327	0.84429	0.798907	0.834683	0.828187	0.797685	0.768695	0.806133	0.796183	0.725975	0.772903	0.8103	0.798304	0.811513	0.835724	0.77113	0.795889	0.766085	0.833447	0.856679	0.771946	0.791008	0.826088	0.789765	0.804705	0.825595	0.833266	0.795558	0.826361	0.811003	0.806214	0.779798	0.729613	0.824277	0.768889	0.820912	0.786486	0.814187	0.783129	0.776284	0.774523	0.821066	0.79275	0.795454	0.848581	0.778668	0.781974
oral_14	0.845637	0.769972	0.794097	0.82103	0.780926	0.783202	0.770519	0.792435	0.792997	0.779228	0.777667	0.800371	0.739958	0	0.818345	0.783675	0.803573	0.868838	0.819369	0.808282	0.823912	0.80916	0.849733	0.749857	0.772418	0.79217	0.749728	0.816627	0.793848	0.799559	0.786912	0.821999	0.787706	0.790653	0.786769	0.80275	0.824182	0.833672	0.750813	0.819401	0.793828	0.844056	0.828089	0.781516	0.798755	0.816325	0.795884	0.806116	0.822111	0.777254	0.839009	0.808383	0.817631	0.822074	0.814905	0.832498	0.806634	0.822257	0.788542	0.79692	0.80368	0.751785	0.771105	0.803522	0.823176	0.76481	0.806604	0.776281	0.812984	0.810217	0.806261	0.818766	0.804172	0.801871	0.805482	0.86091	0.808589	0.802018	0.804743	0.803721	0.827935	0.772989	0.793584	0.77308	0.845413	0.803317	0.79093	0.76006	0.797181	0.782524	0.80587	0.781982	0.788877	0.812228	0.780111	0.805595	0.805285	0.781093	0.829914	0.827031
oral_15	0.831677	0.79289	0.818343	0.830351	0.818148	0.847796	0.825508	0.804555	0.758459	0.789955	0.772815	0.807609	0.789159	0.818345	0	0.769472	0.798946	0.814332	0.804439	0.782402	0.821506	0.790153	0.736863	0.791854	0.844279	0.783325	0.787329	0.823603	0.773264	0.775196	0.828885	0.822005	0.786092	0.808317	0.788272	0.851165	0.823663	0.810465	0.826559	0.834462	0.836787	0.7557	0.866887	0.795854	0.821472	0.742296	0.845072	0.820745	0.77852	0.780534	0.776593	0.749047	0.808714	0.7952	0.827425	0.789974	0.821749	0.830609	0.757525	0.757604	0.79561	0.826948	0.758281	0.770897	0.82517	0.829388	0.793286	0.829286	0.761739	0.848769	0.746318	0.80494	0.760754	0.771231	0.719765	0.786736	0.829376	0.800954	0.838922	0.808075	0.81456	0.866053	0.79515	0.812493	0.794637	0.824976	0.825493	0.753962	0.77782	0.810914	0.837699	0.765547	0.756339	0.824059	0.816618	0.783972	0.837647	0.801231	0.781724	0.809773
oral_16	0.820504	0.786824	0.799572	0.784232	0.809454	0.822578	0.7828	0.775584	0.786182	0.807945	0.774114	0.816168	0.79918	0.783675	0.769472	0	0.807309	0.825102	0.835764	0.789252	0.784327	0.848897	0.810566	0.744438	0.80004	0.786394	0.799721	0.831876	0.712829	0.773097	0.772767	0.835526	0.736558	0.783597	0.807489	0.808422	0.784108	0.810827	0.777315	0.821177	0.811428	0.77882	0.865088	0.791924	0.792107	0.793783	0.782934	0.790287	0.779567	0.818539	0.766444	0.826447	0.816161	0.814475	0.827641	0.826591	0.801884	0.81696	0.818927	0.757843	0.791226	0.819502	0.797793	0.817265	0.804551	0.794183	0.761435	0.756839	0.821923	0.846802	0.811776	0.766634	0.806559	0.786336	0.723271	0.861256	0.783813	0.80775	0.813027	0.787751	0.807522	0.830313	0.774128	0.802578	0.820697	0.770407	0.786529	0.813988	0.764631	0.820269	0.831551	0.786923	0.828465	0.748881	0.799553	0.801664	0.850559	0.824934	0.820396	0.774805
oral_17	0.804176	0.807116	0.841769	0.823218	0.785453	0.810727	0.798391	0.830443	0.800566	0.796355	0.783508	0.792129	0.762648	0.803573	0.798946	0.807309	0	0.840514	0.815147	0.830714	0.847873	0.819156	0.783369	0.800458	0.789573	0.792441	0.827083	0.763066	0.812885	0.814828	0.758605	0.805189	0.786968	0.7898	0.807743	0.835564	0.801597	0.828759	0.768732	0.822131	0.783575	0.809734	0.821508	0.757777	0.845818	0.834392	0.828793	0.782697	0.78105	0.780269	0.832844	0.795395	0.746548	0.839744	0.84272	0.809057	0.801312	0.833098	0.761721	0.808418	0.833552	0.794193	0.77328	0.76228	0.786921	0.778426	0.807506	0.833954	0.798042	0.840469	0.804438	0.795395	0.811366	0.78721	0.762138	0.815076	0.837954	0.813726	0.848312	0.819218	0.811503	0.812642	0.826188	0.777676	0.806235	0.788385	0.834949	0.780026	0.812244	0.828232	0.824893	0.800336	0.833779	0.789959	0.843372	0.774307	0.782942	0.826439	0.80895	0.768158
oral_18	0.820422	0.785538	0.878228	0.861312	0.833297	0.863553	0.845987	0.802038	0.843277	0.8458	0.822326	0.828265	0.833375	0.868838	0.814332	0.825102	0.840514	0	0.826666	0.876603	0.864681	0.833034	0.826805	0.815965	0.873108	0.761247	0.846283	0.878003	0.82536	0.847192	0.819689	0.843403	0.826362	0.837827	0.81618	0.81186	0.81149	0.824087	0.820976	0.817785	0.824508	0.822629	0.872463	0.836424	0.847692	0.813436	0.809097	0.805755	0.789543	0.863157	0.847598	0.854052	0.78033	0.820845	0.848339	0.876656	0.837842	0.869808	0.810016	0.851249	0.845064	0.843244	0.831196	0.830356	0.883084	0.829309	0.852806	0.852311	0.818283	0.793139	0.837433	0.842494	0.823683	0.815128	0.837409	0.838927	0.852327	0.832083	0.868447	0.835751	0.862429	0.861462	0.85453	0.827023	0.836543	0.840929	0.861004	0.834746	0.837373	0.851265	0.843663	0.854938	0.850086	0.808436	0.831575	0.807917	0.862055	0.860422	0.842774	0.828801
oral_19	0.834109	0.770431	0.806993	0.798121	0.877605	0.823137	0.821468	0.809506	0.758523	0.768021	0.76909	0.778345	0.802348	0.819369	0.804439	0.835764	0.815147	0.826666	0	0.81209	0.870243	0.840062	0.82418	0.818869	0.79493	0.77707	0.798783	0.769045	0.814549	0.797066	0.800378	0.827865	0.775256	0.803665	0.812861	0.799422	0.797686	0.814535	0.821648	0.825802	0.823554	0.811909	0.818853	0.805956	0.834671	0.813555	0.77543	0.789336	0.824202	0.807657	0.803189	0.762769	0.781131	0.832886	0.806601	0.792272	0.855717	0.811257	0.765886	0.770842	0.815241	0.785912	0.831064	0.823822	0.802427	0.831398	0.787529	0.793855	0.837018	0.868908	0.754305	0.860653	0.810922	0.780328	0.812128	0.899762	0.749144	0.827205	0.84539	0.824876	0.82139	0.821991	0.797982	0.834507	0.864736	0.833054	0.789739	0.81649	0.766105	0.823447	0.827629	0.753886	0.873662	0.804951	0.841055	0.838355	0.862321	0.803762	0.802043	0.840229
oral_20	0.866871	0.798241	0.84144	0.860373	0.847316	0.843837	0.812152	0.807642	0.812359	0.794626	0.801358	0.806083	0.836547	0.808282	0.782402	0.789252	0.830714	0.876603	0.81209	0	0.864446	0.86417	0.833158	0.825199	0.810693	0.824475	0.811101	0.803556	0.792312	0.826474	0.82261	0.816924	0.805111	0.862448	0.824869	0.810282	0.849466	0.839913	0.824268	0.829074	0.834943	0.820832	0.862438	0.832068	0.839275	0.831509	0.865084	0.808563	0.767619	0.86024	0.813265	0.758045	0.801835	0.859357	0.871356	0.825006	0.873819	0.814706	0.807059	0.77474	0.783285	0.824916	0.804892	0.839159	0.826449	0.869158	0.824395	0.84943	0.835048	0.859452	0.820992	0.77349	0.828361	0.827614	0.833044	0.839833	0.769661	0.803585	0.816435	0.833784	0.839375	0.806307	0.834606	0.788387	0.840046	0.863029	0.827074	0.813952	0.845166	0.802843	0.86306	0.765772	0.821445	0.808608	0.814506	0.808636	0.817137	0.883984	0.848621	0.810829
oral_21	0.802785	0.807848	0.79543	0.8357	0.861661	0.807124	0.797592	0.813435	0.825113	0.85201	0.823236	0.85903	0.808711	0.823912	0.821506	0.784327	0.847873	0.864681	0.870243	0.864446	0	0.842258	0.846458	0.823198	0.831966	0.773004	0.773045	0.814288	0.82422	0.837843	0.835394	0.821241	0.836464	0.814923	0.842157	0.812234	0.786821	0.829701	0.805803	0.85579	0.845207	0.831467	0.797006	0.799796	0.820655	0.829892	0.766446	0.822122	0.828457	0.79482	0.853256	0.839171	0.816675	0.829444	0.846842	0.827716	0.842731	0.800449	0.844234	0.797736	0.791674	0.80981	0.830176	0.749698	0.846059	0.833737	0.815927	0.837142	0.83147	0.810649	0.818632	0.838477	0.814736	0.75626	0.790637	0.850293	0.858916	0.824763	0.831255	0.8047	0.838873	0.815978	0.858871	0.824527	0.865661	0.827158	0.802915	0.813165	0.842021	0.775415	0.835237	0.835785	0.807567	0.788872	0.782622	0.778882	0.828263	0.812715	0.813635	0.803408
oral_22	0.777869	0.800607	0.863015	0.828127	0.870147	0.836801	0.790797	0.805521	0.852035	0.793238	0.841159	0.800952	0.871613	0.80916	0.790153	0.848897	0.819156	0.833034	0.840062	0.86417	0.842258	0	0.745163	0.814696	0.833495	0.778642	0.81833	0.843396	0.81226	0.810173	0.771311	0.863914	0.827454	0.790068	0.782568	0.793857	0.786641	0.826824	0.839589	0.832219	0.819129	0.811488	0.799216	0.804596	0.811537	0.85462	0.820432	0.837969	0.840094	0.831751	0.779523	0.795149	0.769927	0.838848	0.792784	0.880054	0.800972	0.846514	0.832484	0.807416	0.82185	0.77761	0.827102	0.800082	0.79531	0.766916	0.837193	0.800954	0.806148	0.848958	0.834404	0.833388	0.813141	0.801482	0.822817	0.821598	0.841197	0.834966	0.830082	0.855314	0.857176	0.832778	0.759342	0.836591	0.821766	0.883267	0.857146	0.779715	0.83324	0.796806	0.826482	0.830244	0.862125	0.815174	0.805064	0.802927	0.888813	0.821803	0.8073	0.849022
oral_23	0.792143	0.794379	0.818198	0.840063	0.83252	0.775507	0.781332	0.826175	0.761578	0.758386	0.822031	0.724229	0.821117	0.849733	0.736863	0.810566	0.783369	0.826805	0.82418	0.833158	0.846458	0.745163	0	0.794505	0.828483	0.799589	0.799813	0.750559	0.782633	0.807278	0.81163	0.816134	0.747838	0.782099	0.788174	0.826089	0.831175	0.796247	0.806259	0.816239	0.790193	0.761835	0.84952	0.804619	0.817506	0.787394	0.827408	0.808552	0.823965	0.779133	0.781203	0.726819	0.797726	0.811637	0.800871	0.823059	0.82607	0.81163	0.798282	0.742021	0.812988	0.832016	0.815947	0.762719	0.810496	0.836253	0.816246	0.802529	0.795448	0.784465	0.746261	0.793239	0.802686	0.776896	0.720031	0.837888	0.783636	0.7632	0.804572	0.835093	0.800186	0.844183	0.76424	0.763378	0.810237	0.786107	0.825708	0.721131	0.789353	0.801083	0.777233	0.82804	0.772594	0.771675	0.821683	0.752298	0.839341	0.821978	0.7678	0.760125
oral_24	0.818377	0.762389	0.819447	0.832752	0.756852	0.820636	0.784257	0.794454	0.813899	0.807284	0.735813	0.827697	0.772397	0.749857	0.791854	0.744438	0.800458	0.815965	0.818869	0.825199	0.823198	0.814696	0.794505	0	0.818088	0.800146	0.785034	0.823355	0.772201	0.810768	0.81811	0.796181	0.755554	0.819877	0.797283	0.83294	0.766603	0.81143	0.793331	0.804827	0.808625	0.817594	0.834981	0.770829	0.773962	0.759724	0.812751	0.785663	0.780824	0.797582	0.823545	0.774189	0.801657	0.804929	0.845853	0.830551	0.828473	0.791472	0.770288	0.818337	0.815128	0.789262	0.779365	0.745827	0.802194	0.824239	0.810869	0.784425	0.803219	0.794529	0.77854	0.824773	0.772075	0.785033	0.778052	0.849746	0.839403	0.793159	0.842329	0.808714	0.825087	0.844553	0.802522	0.848527	0.812034	0.819249	0.845276	0.76714	0.798205	0.811258	0.810166	0.807397	0.782269	0.777383	0.769387	0.749689	0.8285	0.844794	0.748549	0.817026
oral_25	0.833063	0.808892	0.82593	0.835376	0.803623	0.794556	0.792006	0.803067	0.827186	0.827034	0.767025	0.805392	0.805589	0.772418	0.844279	0.80004	0.789573	0.873108	0.79493	0.810693	0.831966	0.833495	0.828483	0.818088	0	0.826353	0.822074	0.799634	0.82297	0.760631	0.811232	0.782101	0.77362	0.864654	0.818492	0.834564	0.810847	0.819769	0.815824	0.779942	0.857918	0.811114	0.795569	0.7951	0.8221	0.849751	0.746849	0.858292	0.795177	0.835346	0.80834	0.808199	0.812688	0.807161	0.838139	0.818331	0.761658	0.832287	0.803276	0.754668	0.763352	0.805096	0.837669	0.808195	0.84179	0.848515	0.761767	0.858565	0.836836	0.833796	0.778568	0.815026	0.842347	0.810207	0.819368	0.867702	0.826619	0.822892	0.831109	0.843047	0.836632	0.817299	0.806795	0.801996	0.805307	0.812042	0.81192	0.753569	0.833422	0.819934	0.829132	0.772702	0.809527	0.78798	0.796845	0.847276	0.827151	0.838917	0.848411	0.795956
