SampleID	gut_1	gut_2	gut_3	gut_4	gut_5	gut_6	gut_7	gut_8	gut_9	gut_10	gut_11	gut_12	gut_13	gut_14	gut_15	gut_16	gut_17	gut_18	gut_19	gut_20	gut_21	gut_22	gut_23	gut_24	gut_25	gut_26	gut_27	gut_28	gut_29	gut_30	gut_31	gut_32	gut_33	gut_34	gut_35	gut_36	gut_37	gut_38	gut_39	gut_40	gut_41	gut_42	gut_43	gut_44	gut_45	gut_46	gut_47	gut_48	gut_49	gut_50	gut_51	gut_52	gut_53	gut_54	gut_55	gut_56	gut_57	gut_58	gut_59	gut_60	gut_61	gut_62	gut_63	gut_64	gut_65	gut_66	gut_67	gut_68	gut_69	gut_70	gut_71	gut_72	gut_73	gut_74	gut_75	gut_76	gut_77	gut_78	gut_79	gut_80	gut_81	gut_82	gut_83	gut_84	gut_85	gut_86	gut_87	gut_88	gut_89	gut_90	gut_91	gut_92	gut_93	gut_94	gut_95	gut_96	gut_97	gut_98	gut_99	gut_100
gut_11	0.90385	0.893804	0.925125	0.891328	0.868437	0.873998	0.87036	0.852185	0.847862	0.90052	0	0.836519	0.88598	0.834024	0.827102	0.875818	0.877009	0.836745	0.86644	0.86292	0.861467	0.891651	0.840652	0.808073	0.885759	0.901409	0.871604	0.839074	0.871715	0.869996	0.884664	0.846153	0.867819	0.875503	0.879405	0.904875	0.809597	0.8899	0.856001	0.822508	0.819031	0.909921	0.878487	0.868433	0.876222	0.890887	0.885295	0.885696	0.873746	0.855267	0.853284	0.919991	0.861398	0.857073	0.853408	0.895842	0.884147	0.923105	0.879354	0.879082	0.871036	0.873	0.862971	0.835565	0.88267	0.83596	0.845718	0.889146	0.849735	0.845988	0.836161	0.856371	0.813396	0.826248	0.881903	0.865426	0.85344	0.889416	0.81646	0.833289	0.814114	0.878652	0.849953	0.917265	0.83089	0.864634	0.888243	0.865475	0.831408	0.831572	0.793286	0.860038	0.889441	0.868283	0.85384	0.853305	0.896823	0.907238	0.833118	0.840964
gut_12	0.830868	0.808391	0.859258	0.869385	0.877636	0.837385	0.87106	0.841489	0.80458	0.850931	0.836519	0	0.890619	0.862737	0.839666	0.862867	0.842693	0.86437	0.864848	0.818744	0.879189	0.854465	0.848552	0.815955	0.84812	0.846497	0.853676	0.804207	0.894755	0.866461	0.817777	0.867975	0.817976	0.841317	0.828878	0.843169	0.859219	0.864848	0.820828	0.812681	0.836089	0.822904	0.79931	0.8041	0.899488	0.867085	0.844323	0.843123	0.806873	0.815733	0.802038	0.824641	0.861482	0.802242	0.874398	0.872217	0.799892	0.878145	0.803471	0.846727	0.895758	0.838938	0.843928	0.849523	0.841005	0.794482	0.870822	0.844324	0.87221	0.824552	0.848615	0.878996	0.847684	0.798751	0.835801	0.865383	0.828525	0.845437	0.812492	0.788231	0.883954	0.824911	0.79913	0.841046	0.835366	0.825458	0.842597	0.804942	0.795912	0.820753	0.822954	0.837991	0.831615	0.827568	0.826842	0.82024	0.814046	0.848821	0.808301	0.856347
gut_13	0.862572	0.939498	0.897106	0.915985	0.84968	0.848566	0.860132	0.864561	0.845634	0.870829	0.88598	0.890619	0	0.8723	0.874053	0.883839	0.921002	0.853846	0.901547	0.880058	0.872666	0.898353	0.862877	0.876369	0.86405	0.847722	0.876315	0.879279	0.851292	0.878221	0.847602	0.848841	0.850388	0.818705	0.897464	0.924789	0.870586	0.856903	0.844739	0.846958	0.835547	0.891313	0.904228	0.918993	0.905632	0.848173	0.861771	0.882748	0.830274	0.841706	0.855011	0.871462	0.902292	0.848848	0.85793	0.903281	0.83426	0.917975	0.892846	0.819764	0.876063	0.859544	0.7781	0.89434	0.900669	0.896966	0.903686	0.889679	0.898017	0.900922	0.829552	0.86062	0.866752	0.926251	0.873657	0.866702	0.819796	0.855293	0.857604	0.83237	0.877498	0.926068	0.859921	0.89669	0.864279	0.883557	0.875533	0.872818	0.847433	0.932607	0.860789	0.852525	0.873126	0.837614	0.877116	0.847727	0.88225	0.886678	0.884223	0.873036
gut_14	0.868637	0.863923	0.886837	0.851075	0.926474	0.880616	0.879143	0.840282	0.806309	0.934971	0.834024	0.862737	0.8723	0	0.860596	0.867437	0.835066	0.886765	0.868565	0.854907	0.838539	0.843157	0.84156	0.895626	0.888013	0.829177	0.853401	0.865161	0.861915	0.789133	0.860274	0.890206	0.842955	0.874076	0.914666	0.901839	0.853084	0.849283	0.840059	0.797353	0.885948	0.856103	0.898852	0.880324	0.878298	0.885858	0.867863	0.891796	0.859158	0.910042	0.855449	0.834626	0.917269	0.830194	0.873111	0.885449	0.828783	0.882257	0.821214	0.870302	0.881368	0.791442	0.933619	0.811299	0.844003	0.808831	0.885965	0.893816	0.877602	0.848509	0.859079	0.86222	0.874715	0.810157	0.845214	0.824277	0.884361	0.907851	0.846756	0.851311	0.883288	0.871444	0.830692	0.856692	0.882537	0.855217	0.913565	0.869547	0.891233	0.883829	0.791683	0.865831	0.85292	0.876821	0.8648	0.824062	0.825542	0.820809	0.798984	0.892674
gut_15	0.830504	0.881908	0.856397	0.896518	0.792979	0.90162	0.875293	0.840733	0.850148	0.813284	0.827102	0.839666	0.874053	0.860596	0	0.843692	0.808751	0.87081	0.815022	0.776521	0.862024	0.868427	0.866203	0.786847	0.877831	0.871951	0.825189	0.777247	0.886843	0.868697	0.885961	0.85494	0.833068	0.860856	0.852014	0.815934	0.747424	0.83925	0.846121	0.866413	0.857814	0.824538	0.854259	0.841063	0.892288	0.882192	0.884847	0.840571	0.823082	0.80283	0.845579	0.841381	0.855965	0.836203	0.87639	0.874671	0.84768	0.903585	0.774603	0.767943	0.869713	0.805586	0.833913	0.822671	0.88184	0.850401	0.814593	0.845661	0.810942	0.825975	0.851218	0.882904	0.902216	0.834719	0.834567	0.818026	0.891954	0.854139	0.856396	0.802131	0.837741	0.881843	0.789389	0.899966	0.887461	0.855859	0.816986	0.839195	0.769915	0.858845	0.789149	0.8492	0.865569	0.802936	0.842216	0.773458	0.866343	0.876224	0.839221	0.864739
gut_16	0.852401	0.868971	0.888757	0.903952	0.822361	0.875771	0.880271	0.835792	0.804017	0.860454	0.875818	0.862867	0.883839	0.867437	0.843692	0	0.875267	0.840127	0.89045	0.826447	0.836417	0.860465	0.891759	0.825728	0.819036	0.864108	0.837655	0.875067	0.826424	0.874347	0.835972	0.820345	0.878081	0.824619	0.875115	0.892073	0.870368	0.864928	0.850335	0.826417	0.844137	0.887219	0.808126	0.845847	0.894136	0.856411	0.79647	0.877876	0.815245	0.866135	0.777481	0.834188	0.904536	0.87139	0.819196	0.868324	0.843825	0.8183	0.859797	0.812943	0.88873	0.834087	0.822799	0.757332	0.844881	0.8853	0.816587	0.87559	0.880798	0.81299	0.864172	0.817591	0.855278	0.856867	0.869502	0.813175	0.859129	0.844699	0.846254	0.836451	0.803002	0.795386	0.885361	0.846094	0.797082	0.880306	0.875338	0.799522	0.876722	0.870734	0.872413	0.787124	0.830584	0.865464	0.849439	0.830263	0.842812	0.820091	0.836753	0.868989
gut_17	0.892864	0.915734	0.873526	0.907295	0.897315	0.87139	0.890401	0.878975	0.814864	0.87284	0.877009	0.842693	0.921002	0.835066	0.808751	0.875267	0	0.81634	0.90895	0.805028	0.916796	0.875162	0.891616	0.848039	0.859367	0.860935	0.877601	0.869594	0.893329	0.9216	0.880709	0.872184	0.885064	0.894154	0.876562	0.900851	0.869924	0.865219	0.875	0.849884	0.839723	0.886418	0.864242	0.857237	0.912722	0.856565	0.857386	0.897078	0.858823	0.847568	0.875046	0.90378	0.873266	0.81047	0.849345	0.878149	0.839261	0.857221	0.845885	0.815509	0.813528	0.818439	0.903366	0.865713	0.883802	0.841753	0.811765	0.859123	0.801116	0.864212	0.889907	0.851175	0.868529	0.839551	0.839087	0.844312	0.881788	0.872224	0.879417	0.8918	0.892634	0.838041	0.818256	0.880951	0.83637	0.876308	0.887113	0.864869	0.855585	0.896911	0.877519	0.851378	0.808734	0.862342	0.837816	0.822773	0.871571	0.870336	0.845669	0.872381
gut_18	0.898438	0.876892	0.910916	0.873574	0.91103	0.879127	0.919016	0.847879	0.807689	0.905023	0.836745	0.86437	0.853846	0.886765	0.87081	0.840127	0.81634	0	0.901932	0.836232	0.887007	0.855314	0.903741	0.889637	0.853252	0.885504	0.880535	0.867752	0.89907	0.873697	0.832007	0.863771	0.891405	0.886913	0.888045	0.900946	0.883374	0.905	0.921549	0.907179	0.875326	0.855412	0.911536	0.880926	0.94202	0.865896	0.855278	0.823513	0.904065	0.882988	0.856844	0.880057	0.870975	0.853119	0.785482	0.858639	0.90281	0.891328	0.873032	0.871223	0.851369	0.881117	0.877082	0.852096	0.863158	0.866207	0.843185	0.876942	0.88391	0.848961	0.939971	0.860206	0.863895	0.886512	0.886234	0.860581	0.88746	0.810181	0.86533	0.807867	0.875681	0.849277	0.87328	0.887796	0.82578	0.886467	0.883416	0.869606	0.831539	0.905612	0.876461	0.823724	0.864659	0.868635	0.856307	0.839687	0.898829	0.898052	0.880287	0.880296
gut_19	0.848337	0.93573	0.897154	0.940422	0.811874	0.887377	0.867418	0.892571	0.822447	0.901388	0.86644	0.864848	0.901547	0.868565	0.815022	0.89045	0.90895	0.901932	0	0.88434	0.893228	0.857391	0.885598	0.868172	0.864905	0.803738	0.835693	0.88084	0.898655	0.909242	0.869612	0.83763	0.877808	0.844413	0.864748	0.883791	0.792595	0.820683	0.861502	0.829518	0.859574	0.815955	0.850337	0.88281	0.927022	0.881618	0.905071	0.88108	0.859586	0.868109	0.82793	0.8938	0.907821	0.803184	0.869285	0.915479	0.848921	0.837821	0.888292	0.847568	0.894071	0.870436	0.885799	0.771402	0.905871	0.86089	0.90199	0.732493	0.884868	0.868367	0.927005	0.848097	0.852058	0.838712	0.837626	0.916283	0.840457	0.895798	0.909836	0.854224	0.885315	0.870887	0.823533	0.897551	0.865802	0.85608	0.847931	0.835479	0.814493	0.925662	0.920352	0.878827	0.845594	0.892157	0.847574	0.836385	0.869215	0.818798	0.846702	0.907524
gut_20	0.881877	0.845118	0.869682	0.820396	0.810952	0.852884	0.853992	0.888324	0.88565	0.809371	0.86292	0.818744	0.880058	0.854907	0.776521	0.826447	0.805028	0.836232	0.88434	0	0.820481	0.831712	0.840276	0.803735	0.846474	0.837746	0.876934	0.850898	0.875031	0.871368	0.852169	0.811613	0.890793	0.811546	0.813304	0.854589	0.811948	0.846686	0.89988	0.85448	0.846614	0.838337	0.834228	0.839759	0.868305	0.853346	0.869531	0.881503	0.823624	0.852539	0.843578	0.882401	0.839481	0.826994	0.849279	0.854842	0.812715	0.887475	0.858763	0.816401	0.898322	0.825424	0.814501	0.827207	0.864825	0.812715	0.901843	0.859199	0.80951	0.852021	0.862467	0.896807	0.842982	0.819401	0.834442	0.849933	0.851682	0.882468	0.860996	0.788987	0.837725	0.824051	0.839943	0.88284	0.78366	0.842679	0.823784	0.864778	0.831194	0.839598	0.861322	0.867883	0.823047	0.810237	0.891777	0.886244	0.876609	0.883861	0.766616	0.780811
gut_21	0.841147	0.883313	0.848541	0.870688	0.859001	0.859514	0.85519	0.859247	0.833683	0.856805	0.861467	0.879189	0.872666	0.838539	0.862024	0.836417	0.916796	0.887007	0.893228	0.820481	0	0.820044	0.87299	0.840411	0.861175	0.869392	0.863742	0.838144	0.829653	0.829528	0.833775	0.84493	0.837853	0.807922	0.84861	0.881869	0.7856	0.793313	0.876911	0.803385	0.879321	0.827469	0.8366	0.850309	0.879382	0.863481	0.799273	0.824173	0.830927	0.806817	0.786852	0.843557	0.862443	0.798703	0.823829	0.837933	0.836728	0.845189	0.839294	0.841854	0.862284	0.837434	0.804635	0.822663	0.78135	0.860078	0.828186	0.873852	0.845913	0.873298	0.830497	0.830581	0.887226	0.834421	0.80745	0.877786	0.877247	0.860186	0.864983	0.790814	0.862527	0.837404	0.890603	0.822712	0.816695	0.831077	0.892568	0.824564	0.845543	0.821516	0.854611	0.88835	0.889491	0.86264	0.821889	0.829544	0.87533	0.825474	0.818341	0.882487
gut_22	0.823262	0.839484	0.897362	0.854457	0.821565	0.861571	0.87648	0.837771	0.809071	0.834667	0.891651	0.854465	0.898353	0.843157	0.868427	0.860465	0.875162	0.855314	0.857391	0.831712	0.820044	0	0.837379	0.90188	0.7676	0.827526	0.875422	0.850705	0.88998	0.870767	0.835069	0.852666	0.878463	0.888506	0.868943	0.89761	0.835591	0.894889	0.805972	0.881953	0.89091	0.874104	0.882987	0.900508	0.872323	0.836898	0.831643	0.82904	0.830952	0.844135	0.819259	0.857519	0.848338	0.82587	0.883361	0.793329	0.865357	0.880512	0.904687	0.893537	0.898644	0.847687	0.862617	0.868395	0.877665	0.865882	0.854611	0.85556	0.849266	0.854161	0.862605	0.89684	0.868701	0.828972	0.823336	0.805126	0.897737	0.891529	0.858113	0.764139	0.859451	0.827566	0.86349	0.874061	0.830443	0.848564	0.868186	0.877666	0.822591	0.886469	0.840757	0.857423	0.819206	0.795591	0.8924	0.826972	0.854094	0.878243	0.818653	0.892222
gut_23	0.899509	0.832852	0.890836	0.852416	0.870618	0.860079	0.852416	0.883034	0.803611	0.884519	0.840652	0.848552	0.862877	0.84156	0.866203	0.891759	0.891616	0.903741	0.885598	0.840276	0.87299	0.837379	0	0.850501	0.851095	0.854757	0.868392	0.849088	0.836069	0.859256	0.837659	0.841937	0.846397	0.811356	0.913173	0.825365	0.852092	0.880402	0.857876	0.881032	0.830384	0.854027	0.864632	0.81409	0.830887	0.823431	0.82412	0.813896	0.884105	0.876231	0.825632	0.846523	0.873359	0.842467	0.864794	0.847026	0.856322	0.907939	0.847968	0.836088	0.894029	0.840513	0.890985	0.863689	0.87368	0.85433	0.834547	0.84434	0.88034	0.873714	0.903156	0.838593	0.832337	0.855178	0.845156	0.853194	0.817316	0.83884	0.81351	0.837257	0.891755	0.881507	0.851523	0.835295	0.797272	0.870567	0.920046	0.855885	0.829698	0.844836	0.856632	0.861374	0.837501	0.826595	0.893225	0.8549	0.810988	0.881797	0.834542	0.890036
gut_24	0.85457	0.840966	0.87248	0.877631	0.832366	0.819649	0.868758	0.867714	0.837416	0.870269	0.808073	0.815955	0.876369	0.895626	0.786847	0.825728	0.848039	0.889637	0.868172	0.803735	0.840411	0.90188	0.850501	0	0.870234	0.828343	0.880682	0.860543	0.830618	0.830795	0.849467	0.802956	0.86918	0.882912	0.867062	0.800759	0.753471	0.85422	0.842954	0.845803	0.852862	0.807488	0.832355	0.872561	0.870761	0.850194	0.801923	0.809298	0.864181	0.844902	0.803634	0.875882	0.880343	0.792167	0.857266	0.90687	0.777035	0.917	0.869619	0.886952	0.851523	0.791815	0.814402	0.808512	0.870801	0.836944	0.860644	0.858205	0.852097	0.852497	0.837375	0.867467	0.836369	0.843481	0.803299	0.800988	0.862582	0.803786	0.851633	0.825218	0.827771	0.856202	0.834569	0.846266	0.824206	0.864177	0.802562	0.813445	0.829136	0.852252	0.836572	0.841112	0.865242	0.829934	0.888381	0.793322	0.863411	0.876617	0.846264	0.788664
gut_25	0.880541	0.784984	0.878542	0.885302	0.858811	0.840538	0.865033	0.888256	0.856735	0.845714	0.885759	0.84812	0.86405	0.888013	0.877831	0.819036	0.859367	0.853252	0.864905	0.846474	0.861175	0.7676	0.851095	0.870234	0	0.909721	0.830114	0.86366	0.859344	0.867177	0.834996	0.808858	0.863057	0.806828	0.857629	0.853657	0.82935	0.879904	0.876637	0.875715	0.796285	0.838692	0.86619	0.891671	0.862369	0.84146	0.826465	0.874474	0.798515	0.828968	0.780029	0.833201	0.875249	0.830889	0.893081	0.86631	0.822925	0.872884	0.880401	0.861369	0.883723	0.834309	0.832088	0.790826	0.856722	0.822783	0.824952	0.870908	0.84118	0.88838	0.87243	0.879935	0.845717	0.861132	0.863584	0.840498	0.865101	0.844589	0.818034	0.814473	0.781368	0.805406	0.828187	0.833179	0.807714	0.857939	0.826701	0.835924	0.845206	0.882083	0.852861	0.82489	0.823212	0.825824	0.87116	0.831313	0.893679	0.835716	0.833902	0.894972
