SampleID	gut_1	gut_2	gut_3	gut_4	gut_5	gut_6	gut_7	gut_8	gut_9	gut_10	gut_11	gut_12	gut_13	gut_14	gut_15	gut_16	gut_17	gut_18	gut_19	gut_20	gut_21	gut_22	gut_23	gut_24	gut_25	gut_26	gut_27	gut_28	gut_29	gut_30	gut_31	gut_32	gut_33	gut_34	gut_35	gut_36	gut_37	gut_38	gut_39	gut_40	gut_41	gut_42	gut_43	gut_44	gut_45	gut_46	gut_47	gut_48	gut_49	gut_50	gut_51	gut_52	gut_53	gut_54	gut_55	gut_56	gut_57	gut_58	gut_59	gut_60	gut_61	gut_62	gut_63	gut_64	gut_65	gut_66	gut_67	gut_68	gut_69	gut_70	gut_71	gut_72	gut_73	gut_74	gut_75	gut_76	gut_77	gut_78	gut_79	gut_80	gut_81	gut_82	gut_83	gut_84	gut_85	gut_86	gut_87	gut_88	gut_89	gut_90	gut_91	gut_92	gut_93	gut_94	gut_95	gut_96	gut_97	gut_98	gut_99	gut_100
gut_11	0.896936	0.891589	0.923337	0.892987	0.870222	0.8782	0.87463	0.871683	0.84815	0.897946	0	0.848522	0.895346	0.836064	0.838867	0.875101	0.877391	0.856018	0.8772	0.866897	0.877139	0.889691	0.853994	0.812296	0.881964	0.894479	0.864293	0.842799	0.872137	0.890142	0.879356	0.843919	0.879716	0.894706	0.871386	0.900625	0.805354	0.881598	0.862367	0.840585	0.821514	0.902632	0.889955	0.869558	0.887881	0.8857	0.885757	0.889683	0.870092	0.874863	0.850781	0.918042	0.871909	0.864831	0.87264	0.899468	0.900449	0.917421	0.884221	0.882301	0.873883	0.879734	0.872446	0.848377	0.882205	0.853255	0.856117	0.900439	0.841224	0.868088	0.837444	0.884122	0.827204	0.836775	0.86931	0.856126	0.850693	0.897717	0.819786	0.852477	0.846415	0.880615	0.85842	0.923679	0.839374	0.859931	0.882162	0.869922	0.857582	0.855347	0.815394	0.868125	0.888341	0.87838	0.853341	0.860631	0.898783	0.914239	0.854183	0.839034
gut_12	0.835586	0.804527	0.864782	0.861316	0.867856	0.858154	0.856894	0.838563	0.833051	0.856349	0.848522	0	0.894168	0.874284	0.83398	0.85945	0.858931	0.867273	0.8579	0.824305	0.868767	0.844341	0.840634	0.816536	0.855304	0.835673	0.844834	0.807718	0.88635	0.872945	0.799324	0.862544	0.825382	0.859737	0.829246	0.847385	0.858445	0.86182	0.827093	0.831078	0.85947	0.820675	0.798475	0.800527	0.89983	0.86853	0.840573	0.82976	0.804746	0.825284	0.8186	0.851231	0.866657	0.820128	0.885174	0.881246	0.806997	0.876574	0.815693	0.857407	0.893574	0.835075	0.838674	0.84173	0.843199	0.802664	0.861431	0.866205	0.878383	0.844269	0.861152	0.882412	0.847942	0.803349	0.853149	0.850646	0.817357	0.84782	0.813129	0.786493	0.892092	0.826697	0.824135	0.854116	0.830534	0.842652	0.846494	0.798564	0.80135	0.84057	0.823498	0.851123	0.82749	0.832584	0.836696	0.807091	0.804413	0.847475	0.838835	0.860313
gut_13	0.859277	0.937365	0.890491	0.903454	0.838817	0.86948	0.861426	0.866311	0.843598	0.861262	0.895346	0.894168	0	0.865921	0.873241	0.88178	0.920722	0.8616	0.888483	0.866369	0.877221	0.9003	0.856717	0.871285	0.86753	0.834891	0.887607	0.885427	0.859567	0.872796	0.853403	0.849	0.855535	0.835888	0.889121	0.916292	0.869844	0.855952	0.844427	0.850412	0.841116	0.887675	0.890693	0.912098	0.905015	0.84958	0.859025	0.874323	0.838687	0.851424	0.843058	0.871611	0.903568	0.859293	0.860224	0.905302	0.825463	0.906227	0.897386	0.84045	0.872845	0.874584	0.810922	0.888599	0.903392	0.882565	0.921038	0.871855	0.894713	0.903642	0.858511	0.866622	0.856938	0.920259	0.883681	0.861732	0.820302	0.864648	0.870738	0.828403	0.868184	0.917287	0.854247	0.904266	0.867425	0.886827	0.866879	0.853813	0.859856	0.92903	0.874788	0.834515	0.878403	0.863769	0.883724	0.847558	0.886603	0.881652	0.893584	0.898105
gut_14	0.886749	0.87741	0.879087	0.853581	0.922022	0.888765	0.876128	0.827233	0.80731	0.939988	0.836064	0.874284	0.865921	0	0.857766	0.85555	0.824699	0.886924	0.874228	0.845823	0.84886	0.840604	0.845883	0.890308	0.89266	0.837164	0.862064	0.864987	0.859668	0.795409	0.852098	0.889098	0.857252	0.858638	0.907939	0.909898	0.846211	0.852116	0.82924	0.804365	0.885976	0.861218	0.895727	0.867553	0.898134	0.873514	0.885607	0.887475	0.851645	0.906915	0.872494	0.838692	0.908801	0.839087	0.878574	0.887408	0.830758	0.868119	0.847959	0.878394	0.866871	0.78404	0.936618	0.803502	0.851762	0.819002	0.882534	0.90191	0.87574	0.848278	0.856295	0.864176	0.870901	0.830585	0.838748	0.81814	0.871057	0.906447	0.848498	0.840152	0.882357	0.860767	0.832282	0.863397	0.901193	0.845215	0.907374	0.861334	0.890939	0.877312	0.83278	0.86192	0.867276	0.877031	0.860839	0.839087	0.815272	0.820535	0.796789	0.8844
gut_15	0.8297	0.867981	0.826168	0.890339	0.774588	0.895268	0.877287	0.83819	0.842359	0.825242	0.838867	0.83398	0.873241	0.857766	0	0.849835	0.801304	0.877208	0.813689	0.785361	0.857063	0.857977	0.854321	0.789545	0.870152	0.852706	0.82428	0.777602	0.884584	0.877603	0.880993	0.870544	0.8343	0.862972	0.846446	0.825937	0.754351	0.813004	0.860982	0.867647	0.873709	0.811789	0.852577	0.846214	0.893346	0.867546	0.879487	0.846202	0.821924	0.814055	0.856941	0.831257	0.858959	0.839455	0.883664	0.866984	0.837984	0.896095	0.786417	0.779795	0.852436	0.801148	0.849219	0.834474	0.885677	0.842652	0.813375	0.854018	0.818723	0.831313	0.850383	0.896646	0.901689	0.830812	0.84204	0.79737	0.88042	0.854012	0.861564	0.811238	0.863241	0.874866	0.793095	0.901947	0.889405	0.862542	0.799946	0.845052	0.777954	0.863868	0.808425	0.844149	0.854545	0.81255	0.850903	0.791867	0.865181	0.88045	0.832034	0.874469
gut_16	0.859018	0.874636	0.883822	0.884965	0.817487	0.875106	0.881728	0.823614	0.790719	0.861424	0.875101	0.85945	0.88178	0.85555	0.849835	0	0.875726	0.862444	0.88606	0.825877	0.842144	0.867415	0.890153	0.823849	0.827276	0.848314	0.844406	0.873796	0.836548	0.887722	0.850894	0.842391	0.870196	0.83221	0.86332	0.890565	0.863936	0.867034	0.838625	0.810049	0.842238	0.888682	0.825115	0.839708	0.903928	0.877086	0.80028	0.866985	0.817946	0.862693	0.787155	0.834784	0.898534	0.870419	0.823731	0.861384	0.833022	0.806087	0.851306	0.833079	0.86867	0.835421	0.829398	0.785832	0.843606	0.885189	0.8118	0.864753	0.882555	0.806937	0.857246	0.833789	0.833949	0.85037	0.863194	0.819727	0.857872	0.85891	0.858985	0.825003	0.816855	0.793917	0.878072	0.839023	0.800645	0.877357	0.867953	0.822385	0.854667	0.871752	0.884209	0.808377	0.833272	0.865998	0.846182	0.830828	0.840355	0.813307	0.825448	0.87222
gut_17	0.893297	0.909703	0.862495	0.903195	0.88602	0.87483	0.895339	0.871265	0.810956	0.873715	0.877391	0.858931	0.920722	0.824699	0.801304	0.875726	0	0.81246	0.904675	0.793401	0.90818	0.859076	0.883613	0.846806	0.852204	0.84281	0.881825	0.863809	0.876985	0.918975	0.879108	0.878041	0.873161	0.877397	0.881997	0.896277	0.856952	0.873791	0.852776	0.852875	0.837716	0.885709	0.856676	0.841635	0.910157	0.863003	0.854843	0.884769	0.870643	0.858068	0.885101	0.889983	0.876213	0.811006	0.851726	0.87868	0.846648	0.857203	0.864579	0.830538	0.818107	0.807849	0.905404	0.853938	0.873471	0.85286	0.798404	0.869943	0.81317	0.862855	0.898727	0.840819	0.872963	0.857784	0.839338	0.821951	0.899762	0.860525	0.882519	0.888582	0.893619	0.851003	0.824997	0.879921	0.82781	0.86517	0.893409	0.859807	0.863676	0.895729	0.875521	0.881086	0.798074	0.853409	0.829906	0.827597	0.8609	0.861535	0.840954	0.86836
gut_18	0.888156	0.887659	0.904608	0.880172	0.902217	0.879044	0.917134	0.861059	0.827462	0.927479	0.856018	0.867273	0.8616	0.886924	0.877208	0.862444	0.81246	0	0.904214	0.849826	0.884111	0.851961	0.90762	0.876462	0.846142	0.886153	0.878478	0.874484	0.894613	0.884596	0.85921	0.861711	0.883424	0.866926	0.889447	0.90073	0.888434	0.900524	0.913337	0.913187	0.867062	0.841229	0.906279	0.88644	0.940227	0.870827	0.881563	0.826061	0.897961	0.899337	0.875926	0.888864	0.88652	0.857223	0.800576	0.880617	0.90107	0.881323	0.881784	0.862356	0.87075	0.884288	0.882789	0.878038	0.885705	0.859274	0.858354	0.889291	0.869529	0.866526	0.918825	0.864759	0.869238	0.885696	0.883322	0.858391	0.870476	0.830503	0.873643	0.806535	0.884008	0.860258	0.883265	0.893175	0.825997	0.892119	0.897287	0.878517	0.824857	0.916728	0.88765	0.839592	0.856916	0.880145	0.870148	0.863232	0.895932	0.911235	0.885742	0.893021
gut_19	0.842499	0.931357	0.877234	0.934595	0.80463	0.88456	0.848785	0.886043	0.810505	0.898249	0.8772	0.8579	0.888483	0.874228	0.813689	0.88606	0.904675	0.904214	0	0.884607	0.892297	0.854242	0.891422	0.861568	0.851253	0.835279	0.825455	0.874408	0.876625	0.910978	0.863155	0.852512	0.878087	0.854774	0.889449	0.881467	0.812096	0.853201	0.861435	0.847439	0.877513	0.847105	0.840041	0.88147	0.937284	0.879746	0.894394	0.885746	0.867574	0.879492	0.820652	0.896013	0.912755	0.819665	0.88258	0.902513	0.835693	0.874298	0.888919	0.846177	0.890627	0.860348	0.88232	0.766092	0.903307	0.864278	0.899986	0.750985	0.868057	0.875185	0.915111	0.864505	0.866644	0.864112	0.846079	0.912006	0.831085	0.886134	0.898708	0.850886	0.896329	0.855655	0.832751	0.887946	0.883437	0.881768	0.828984	0.829868	0.811521	0.932904	0.910724	0.87578	0.841814	0.880512	0.849263	0.846073	0.869023	0.830373	0.855097	0.906952
gut_20	0.868143	0.856035	0.86486	0.83754	0.812062	0.851597	0.840448	0.879605	0.882455	0.829959	0.866897	0.824305	0.866369	0.845823	0.785361	0.825877	0.793401	0.849826	0.884607	0	0.807809	0.822973	0.844914	0.786565	0.824613	0.84333	0.863462	0.853638	0.866047	0.871844	0.847571	0.833137	0.876438	0.813499	0.811435	0.853649	0.817093	0.857206	0.887631	0.846553	0.84058	0.837002	0.826508	0.843912	0.861922	0.842236	0.858956	0.8799	0.827416	0.841779	0.851764	0.886056	0.840987	0.82427	0.837193	0.868822	0.791145	0.890705	0.856689	0.84452	0.887658	0.825815	0.808525	0.836304	0.857791	0.818266	0.898123	0.84756	0.816172	0.840441	0.854273	0.88821	0.828815	0.834827	0.814294	0.842859	0.841874	0.876896	0.855215	0.773428	0.84713	0.821184	0.848535	0.871605	0.802013	0.836968	0.812557	0.854434	0.827738	0.853525	0.861744	0.86375	0.828842	0.813842	0.886805	0.870535	0.866241	0.870205	0.776166	0.809744
gut_21	0.837661	0.883548	0.824572	0.852341	0.867145	0.865114	0.850465	0.852247	0.830948	0.849768	0.877139	0.868767	0.877221	0.84886	0.857063	0.842144	0.90818	0.884111	0.892297	0.807809	0	0.792181	0.860398	0.828856	0.853038	0.858558	0.854364	0.847037	0.819657	0.838116	0.840071	0.854965	0.819117	0.832451	0.843958	0.868091	0.794715	0.806769	0.873786	0.810649	0.882774	0.832193	0.834051	0.846185	0.887204	0.874521	0.775312	0.815941	0.842068	0.796679	0.768615	0.84408	0.844554	0.798945	0.827473	0.837929	0.824126	0.850727	0.821138	0.846995	0.849907	0.835878	0.826603	0.837106	0.777151	0.865696	0.844066	0.860364	0.834695	0.861061	0.817024	0.842745	0.886741	0.832895	0.799955	0.868856	0.875829	0.865699	0.855538	0.78806	0.848912	0.82823	0.895237	0.818254	0.815215	0.83449	0.885143	0.846822	0.835757	0.821076	0.856471	0.877955	0.891664	0.861787	0.811468	0.836804	0.878067	0.831109	0.817531	0.86318
gut_22	0.841518	0.86371	0.89089	0.859671	0.843063	0.864485	0.865916	0.834943	0.812227	0.843382	0.889691	0.844341	0.9003	0.840604	0.857977	0.867415	0.859076	0.851961	0.854242	0.822973	0.792181	0	0.849355	0.885064	0.778222	0.815656	0.88987	0.856031	0.856124	0.874193	0.838779	0.863595	0.872261	0.897343	0.858193	0.893851	0.84024	0.87965	0.807804	0.877942	0.905127	0.862497	0.866022	0.896468	0.885817	0.853638	0.841614	0.846307	0.837541	0.830979	0.83822	0.882074	0.839853	0.831149	0.889487	0.819248	0.862296	0.891477	0.89743	0.890726	0.894411	0.83431	0.857402	0.868802	0.868754	0.863202	0.863478	0.855633	0.849844	0.855976	0.85189	0.90116	0.876089	0.825875	0.824025	0.812475	0.886978	0.876467	0.86895	0.75837	0.869196	0.820337	0.859725	0.850574	0.854967	0.84107	0.861893	0.868383	0.816829	0.878787	0.818168	0.861166	0.84166	0.797743	0.89385	0.833463	0.855413	0.870476	0.82625	0.874297
gut_23	0.900881	0.843951	0.882621	0.859746	0.878345	0.868459	0.857935	0.881309	0.808231	0.885461	0.853994	0.840634	0.856717	0.845883	0.854321	0.890153	0.883613	0.90762	0.891422	0.844914	0.860398	0.849355	0	0.849255	0.846543	0.858987	0.876102	0.84141	0.847407	0.854984	0.831422	0.839682	0.828765	0.835082	0.910383	0.837993	0.853753	0.874065	0.855579	0.892427	0.845787	0.84921	0.863544	0.823767	0.846766	0.83747	0.844772	0.831571	0.882772	0.876045	0.819569	0.85399	0.883305	0.851526	0.871485	0.858267	0.85275	0.906739	0.850112	0.844322	0.891282	0.84061	0.881196	0.856769	0.869628	0.860268	0.859486	0.841901	0.888042	0.880269	0.899914	0.839492	0.841587	0.853471	0.850863	0.849595	0.82611	0.841677	0.806683	0.83079	0.890259	0.873067	0.861212	0.850014	0.834067	0.874671	0.912188	0.857546	0.822593	0.852436	0.852725	0.850954	0.849407	0.837586	0.891	0.853825	0.827269	0.873014	0.846362	0.893183
gut_24	0.838387	0.834002	0.860335	0.876765	0.828075	0.817761	0.858657	0.865175	0.817956	0.86154	0.812296	0.816536	0.871285	0.890308	0.789545	0.823849	0.846806	0.876462	0.861568	0.786565	0.828856	0.885064	0.849255	0	0.859828	0.82415	0.877389	0.857346	0.829441	0.846643	0.854495	0.796299	0.861764	0.866786	0.854485	0.798329	0.750247	0.850585	0.845621	0.851839	0.843208	0.795751	0.82163	0.86483	0.876306	0.830831	0.797356	0.815501	0.857114	0.845625	0.794126	0.875234	0.881613	0.780322	0.854628	0.904796	0.762587	0.903939	0.861686	0.873937	0.853891	0.791195	0.824335	0.804438	0.882407	0.828152	0.858537	0.857179	0.853505	0.855286	0.836021	0.860081	0.836212	0.835431	0.794631	0.794827	0.844256	0.811025	0.839856	0.812288	0.830438	0.836805	0.846064	0.849266	0.815998	0.852118	0.802803	0.826269	0.83049	0.863397	0.855303	0.829865	0.854719	0.837939	0.876192	0.784771	0.848163	0.870543	0.83411	0.770498
gut_25	0.876657	0.796878	0.890035	0.878669	0.848199	0.850621	0.857155	0.875795	0.847679	0.85279	0.881964	0.855304	0.86753	0.89266	0.870152	0.827276	0.852204	0.846142	0.851253	0.824613	0.853038	0.778222	0.846543	0.859828	0	0.891577	0.827122	0.857542	0.847268	0.877406	0.83719	0.818083	0.858007	0.826855	0.849753	0.863779	0.82248	0.858382	0.873321	0.888405	0.798423	0.828214	0.857376	0.888513	0.87382	0.84337	0.834505	0.879896	0.796884	0.830454	0.788374	0.865838	0.868664	0.833645	0.896043	0.859289	0.820171	0.873088	0.871269	0.855276	0.857522	0.844252	0.829396	0.776001	0.853933	0.822285	0.839181	0.883502	0.841122	0.872246	0.878565	0.882211	0.845278	0.856612	0.851198	0.852734	0.855989	0.813726	0.843601	0.833951	0.799179	0.794055	0.841376	0.835901	0.816598	0.870171	0.821185	0.837185	0.838689	0.879661	0.83986	0.839935	0.819608	0.821497	0.870696	0.832183	0.880137	0.827932	0.82958	0.895373
