SampleID	oral_1	oral_2	oral_3	oral_4	oral_5	oral_6	oral_7	oral_8	oral_9	oral_10	oral_11	oral_12	oral_13	oral_14	oral_15	oral_16	oral_17	oral_18	oral_19	oral_20	oral_21	oral_22	oral_23	oral_24	oral_25	oral_26	oral_27	oral_28	oral_29	oral_30	oral_31	oral_32	oral_33	oral_34	oral_35	oral_36	oral_37	oral_38	oral_39	oral_40	oral_41	oral_42	oral_43	oral_44	oral_45	oral_46	oral_47	oral_48	oral_49	oral_50	oral_51	oral_52	oral_53	oral_54	oral_55	oral_56	oral_57	oral_58	oral_59	oral_60	oral_61	oral_62	oral_63	oral_64	oral_65	oral_66	oral_67	oral_68	oral_69	oral_70	oral_71	oral_72	oral_73	oral_74	oral_75	oral_76	oral_77	oral_78	oral_79	oral_80	oral_81	oral_82	oral_83	oral_84	oral_85	oral_86	oral_87	oral_88	oral_89	oral_90	oral_91	oral_92	oral_93	oral_94	oral_95	oral_96	oral_97	oral_98	oral_99	oral_100
oral_11	0.821455	0.7682	0.799066	0.839212	0.805371	0.855785	0.747854	0.829272	0.812098	0.76763	0	0.826101	0.763717	0.79245	0.778334	0.763572	0.783014	0.816461	0.769912	0.809378	0.824743	0.819461	0.82045	0.742045	0.785141	0.783918	0.767688	0.810542	0.811084	0.81555	0.84132	0.814778	0.771452	0.823493	0.772398	0.819623	0.774091	0.803519	0.779539	0.765992	0.822986	0.806122	0.82439	0.755004	0.821445	0.783262	0.792311	0.81139	0.813726	0.809677	0.801139	0.766489	0.823982	0.804412	0.784735	0.782873	0.826167	0.819448	0.766613	0.785126	0.775914	0.784231	0.825833	0.781695	0.818647	0.792711	0.829687	0.839482	0.794473	0.778483	0.793421	0.76482	0.782117	0.816671	0.797111	0.776354	0.839816	0.788132	0.840814	0.835414	0.803892	0.813108	0.825702	0.784938	0.821229	0.841511	0.813814	0.792621	0.794217	0.815326	0.83024	0.779202	0.810534	0.804806	0.79469	0.797838	0.775234	0.824338	0.800211	0.831638
oral_12	0.839554	0.789161	0.821304	0.833031	0.85165	0.769107	0.802269	0.825244	0.808985	0.729346	0.826101	0	0.793246	0.801875	0.809889	0.817138	0.789379	0.806453	0.76466	0.801999	0.857749	0.794284	0.741064	0.817401	0.799539	0.768624	0.778112	0.818144	0.788787	0.792634	0.801484	0.809298	0.770399	0.808719	0.7987	0.808509	0.802825	0.771322	0.802111	0.798741	0.826332	0.802499	0.796272	0.81664	0.793816	0.781148	0.798142	0.82222	0.809362	0.805341	0.779024	0.752396	0.796548	0.819544	0.811907	0.831713	0.804139	0.815611	0.777694	0.783901	0.834721	0.812816	0.826846	0.815579	0.779634	0.848847	0.820342	0.81495	0.843593	0.835537	0.807037	0.812169	0.812302	0.796786	0.801572	0.853714	0.814391	0.791927	0.80158	0.781847	0.844493	0.839794	0.756506	0.820777	0.863899	0.786393	0.807977	0.797913	0.823468	0.815474	0.800857	0.812958	0.774054	0.804729	0.800238	0.781791	0.83575	0.838393	0.780916	0.772823
oral_13	0.806999	0.816294	0.810152	0.794706	0.801354	0.773376	0.795528	0.810224	0.835867	0.7837	0.763717	0.793246	0	0.764414	0.794826	0.811837	0.774967	0.828077	0.810361	0.832666	0.813264	0.86821	0.828995	0.784747	0.815623	0.790978	0.772991	0.818319	0.797355	0.791287	0.785166	0.814231	0.79018	0.788773	0.727108	0.785783	0.805151	0.800514	0.781659	0.800303	0.779547	0.824201	0.79301	0.79685	0.829883	0.789067	0.798018	0.808538	0.804008	0.798991	0.843996	0.800343	0.807119	0.826126	0.843873	0.817111	0.845527	0.831496	0.797908	0.787226	0.815547	0.793244	0.764672	0.774974	0.817771	0.824042	0.817436	0.839833	0.755927	0.796773	0.780668	0.839923	0.863663	0.804108	0.794568	0.826251	0.793748	0.812009	0.834086	0.838071	0.813163	0.8327	0.8175	0.81947	0.801145	0.727655	0.852322	0.778132	0.826715	0.814561	0.812892	0.805505	0.812008	0.788038	0.846339	0.80443	0.800166	0.850963	0.776304	0.791812
oral_14	0.840984	0.769849	0.802335	0.820028	0.779375	0.779319	0.766944	0.788968	0.782937	0.777657	0.79245	0.801875	0.764414	0	0.805519	0.777874	0.804174	0.853252	0.819196	0.800605	0.806315	0.798331	0.850924	0.752534	0.770226	0.801246	0.753332	0.799883	0.796096	0.804461	0.789017	0.816545	0.780638	0.809033	0.782257	0.790707	0.829997	0.826684	0.746228	0.832296	0.802658	0.839936	0.828332	0.778118	0.804222	0.813727	0.777691	0.795051	0.814391	0.781486	0.828482	0.798345	0.815	0.821655	0.821259	0.848763	0.8041	0.807412	0.797379	0.809929	0.803552	0.7529	0.804082	0.799066	0.819574	0.787345	0.810941	0.777644	0.809621	0.795913	0.807233	0.806156	0.80011	0.810861	0.803481	0.853037	0.795522	0.812664	0.797996	0.801815	0.839685	0.766144	0.795929	0.77046	0.844185	0.803059	0.813117	0.777202	0.795996	0.784443	0.808419	0.769504	0.782693	0.820728	0.790955	0.799129	0.792819	0.783843	0.828979	0.818921
oral_15	0.822793	0.78985	0.81565	0.83156	0.806531	0.839606	0.817845	0.791319	0.757695	0.797512	0.778334	0.809889	0.794826	0.805519	0	0.781983	0.778783	0.816028	0.795309	0.781091	0.807755	0.787184	0.747023	0.800216	0.843979	0.783306	0.782382	0.816508	0.753654	0.785228	0.820563	0.810782	0.797723	0.815937	0.801314	0.85092	0.810056	0.79473	0.813703	0.835981	0.83164	0.774405	0.867316	0.787031	0.829338	0.741279	0.845946	0.814097	0.779019	0.762347	0.792422	0.755231	0.804314	0.814237	0.832894	0.795533	0.823928	0.816873	0.752728	0.755729	0.796784	0.808183	0.758375	0.765182	0.817897	0.817742	0.787683	0.84691	0.760861	0.847208	0.760364	0.79874	0.760781	0.783823	0.72936	0.784086	0.828124	0.811706	0.834907	0.805138	0.796491	0.856652	0.796166	0.807302	0.788034	0.831633	0.812794	0.772586	0.789762	0.815565	0.837077	0.778872	0.777752	0.822298	0.81288	0.802811	0.83689	0.795994	0.781881	0.798559
oral_16	0.821256	0.780293	0.783916	0.790899	0.80639	0.822323	0.778726	0.77687	0.777985	0.798125	0.763572	0.817138	0.811837	0.777874	0.781983	0	0.79803	0.824702	0.83041	0.790479	0.783351	0.848648	0.816539	0.756241	0.79219	0.78879	0.788373	0.830693	0.71433	0.783255	0.772641	0.836035	0.750195	0.783719	0.805342	0.813242	0.786909	0.807077	0.778969	0.823642	0.82109	0.787247	0.859405	0.799289	0.789137	0.795743	0.773258	0.794927	0.787836	0.809891	0.765292	0.82606	0.819237	0.802459	0.831197	0.832135	0.81135	0.810428	0.808605	0.777645	0.785099	0.818069	0.801559	0.816947	0.801643	0.799574	0.770358	0.768353	0.813031	0.842473	0.808497	0.762683	0.806591	0.804953	0.735073	0.862087	0.777411	0.816565	0.812606	0.785204	0.800063	0.838083	0.779593	0.799639	0.827525	0.768713	0.799426	0.804605	0.777382	0.820127	0.820836	0.778649	0.818887	0.776755	0.808059	0.803577	0.856423	0.819247	0.828696	0.770599
oral_17	0.820552	0.810023	0.841168	0.834569	0.79743	0.804761	0.791351	0.818961	0.796542	0.797753	0.783014	0.789379	0.774967	0.804174	0.778783	0.79803	0	0.829583	0.812844	0.819827	0.840067	0.808037	0.765352	0.79317	0.782685	0.781022	0.82289	0.752789	0.804161	0.810006	0.764557	0.801613	0.777909	0.795753	0.798535	0.825029	0.792234	0.819686	0.773313	0.816945	0.787351	0.814217	0.81232	0.793016	0.837835	0.838718	0.813592	0.786178	0.76638	0.786537	0.831232	0.779285	0.763099	0.840875	0.836055	0.801815	0.811032	0.841506	0.750691	0.810557	0.820344	0.815293	0.781828	0.782278	0.797553	0.787066	0.793652	0.824752	0.787627	0.829464	0.790049	0.786482	0.812327	0.797576	0.772532	0.805078	0.819392	0.809938	0.856944	0.815346	0.800033	0.806501	0.819903	0.790704	0.787962	0.773823	0.847671	0.781124	0.800245	0.82009	0.817742	0.798986	0.831213	0.819491	0.851527	0.774876	0.799804	0.815155	0.806791	0.762575
oral_18	0.803853	0.783855	0.865808	0.847091	0.814494	0.857012	0.830302	0.805371	0.826164	0.830965	0.816461	0.806453	0.828077	0.853252	0.816028	0.824702	0.829583	0	0.811524	0.86189	0.866787	0.826871	0.815715	0.807875	0.855993	0.765527	0.84493	0.860425	0.806269	0.845725	0.819844	0.830806	0.818815	0.813483	0.797937	0.808047	0.79402	0.810488	0.795212	0.818409	0.80551	0.81689	0.869373	0.818944	0.839853	0.807692	0.787907	0.806467	0.790385	0.862065	0.837241	0.837107	0.77203	0.834616	0.851542	0.866883	0.83434	0.849461	0.799995	0.843161	0.833386	0.831265	0.832612	0.82351	0.880348	0.814398	0.838837	0.842811	0.804933	0.790351	0.83047	0.835448	0.816244	0.813578	0.83531	0.824298	0.832907	0.833627	0.859482	0.827338	0.846415	0.84977	0.849874	0.825404	0.830005	0.833082	0.856687	0.815113	0.817398	0.847421	0.843285	0.844992	0.841014	0.787722	0.826227	0.794566	0.856037	0.855086	0.833852	0.820105
oral_19	0.831199	0.771234	0.802896	0.803237	0.865624	0.815288	0.827098	0.806006	0.747095	0.757746	0.769912	0.76466	0.810361	0.819196	0.795309	0.83041	0.812844	0.811524	0	0.824056	0.881004	0.827773	0.812745	0.817666	0.797933	0.775691	0.795397	0.77577	0.806413	0.804127	0.801682	0.825582	0.779595	0.807828	0.793786	0.797426	0.807074	0.816826	0.809878	0.83552	0.816878	0.805818	0.819909	0.804756	0.84198	0.804636	0.774673	0.78233	0.814726	0.810991	0.797264	0.747829	0.786776	0.836089	0.805667	0.797734	0.849385	0.819268	0.755517	0.786725	0.80711	0.781263	0.83564	0.80182	0.797108	0.833432	0.805378	0.786975	0.828683	0.854994	0.772046	0.859025	0.799087	0.796433	0.817207	0.893318	0.757724	0.826191	0.845673	0.825864	0.809027	0.833799	0.793063	0.83155	0.856538	0.828438	0.812636	0.809693	0.771614	0.810756	0.827243	0.769745	0.869085	0.813495	0.840038	0.8211	0.862442	0.798662	0.799492	0.833243
oral_20	0.862469	0.790452	0.832268	0.865362	0.841227	0.82827	0.798452	0.795896	0.807043	0.807802	0.809378	0.801999	0.832666	0.800605	0.781091	0.790479	0.819827	0.86189	0.824056	0	0.858275	0.845706	0.822331	0.810581	0.817946	0.821539	0.81154	0.80189	0.790456	0.832789	0.815064	0.7936	0.805632	0.862222	0.821992	0.813254	0.833257	0.828128	0.814031	0.822895	0.822205	0.820384	0.857075	0.817304	0.840191	0.825787	0.856845	0.796663	0.759345	0.861733	0.822717	0.761279	0.794641	0.863889	0.867945	0.834415	0.868016	0.810002	0.80678	0.78227	0.781129	0.810004	0.812277	0.814931	0.815236	0.873098	0.816241	0.83783	0.825758	0.850984	0.819865	0.763277	0.829951	0.816276	0.823503	0.840216	0.765093	0.79891	0.823364	0.82735	0.820553	0.810523	0.826013	0.77429	0.833086	0.856163	0.830645	0.816263	0.844079	0.782024	0.861825	0.768104	0.828454	0.805892	0.798949	0.814412	0.822227	0.87704	0.846649	0.792533
oral_21	0.800411	0.806171	0.790005	0.839652	0.859527	0.811696	0.799726	0.810089	0.817357	0.826743	0.824743	0.857749	0.813264	0.806315	0.807755	0.783351	0.840067	0.866787	0.881004	0.858275	0	0.831458	0.850618	0.827807	0.847693	0.783959	0.778131	0.823407	0.823	0.836217	0.824618	0.829013	0.824281	0.825969	0.846523	0.814795	0.801227	0.821228	0.807316	0.857217	0.830676	0.835059	0.800497	0.807096	0.81574	0.821256	0.792248	0.820558	0.824521	0.780043	0.837247	0.834121	0.820077	0.829096	0.862688	0.835674	0.846849	0.79182	0.828442	0.800525	0.79188	0.808312	0.829518	0.763055	0.846083	0.830057	0.821481	0.831294	0.831042	0.822535	0.805978	0.822535	0.808053	0.767673	0.783052	0.840225	0.861434	0.828099	0.829348	0.807219	0.838682	0.808684	0.864637	0.827125	0.845764	0.833337	0.798668	0.813144	0.845278	0.791224	0.823478	0.832263	0.796617	0.811592	0.797303	0.773119	0.841189	0.812181	0.818488	0.804436
oral_22	0.791963	0.803649	0.858425	0.825056	0.856043	0.834474	0.792036	0.788928	0.834656	0.787396	0.819461	0.794284	0.86821	0.798331	0.787184	0.848648	0.808037	0.826871	0.827773	0.845706	0.831458	0	0.771429	0.815018	0.824652	0.793834	0.824918	0.829147	0.805157	0.808703	0.777174	0.852458	0.820647	0.799743	0.784531	0.801528	0.769028	0.823711	0.826577	0.833213	0.816636	0.810113	0.800773	0.786082	0.810025	0.859715	0.804119	0.823661	0.831413	0.827429	0.783691	0.779383	0.75923	0.84013	0.803215	0.870279	0.814129	0.825276	0.836194	0.787731	0.825642	0.75865	0.830934	0.810752	0.795019	0.768171	0.833715	0.797526	0.813437	0.846396	0.83003	0.82808	0.814444	0.802169	0.823762	0.805779	0.826558	0.838442	0.83186	0.853896	0.847469	0.817988	0.764377	0.832893	0.831703	0.87628	0.866043	0.781419	0.822749	0.799946	0.821549	0.810796	0.83552	0.815485	0.803548	0.804667	0.877383	0.819038	0.808927	0.841851
oral_23	0.798891	0.79465	0.824014	0.841281	0.836205	0.786418	0.785501	0.835362	0.75784	0.775866	0.82045	0.741064	0.828995	0.850924	0.747023	0.816539	0.765352	0.815715	0.812745	0.822331	0.850618	0.771429	0	0.803676	0.827868	0.791478	0.809494	0.763241	0.784907	0.811833	0.814035	0.814267	0.749286	0.783381	0.805017	0.838904	0.833203	0.806576	0.80824	0.814707	0.794196	0.77547	0.850229	0.807561	0.826389	0.812035	0.822703	0.804169	0.821306	0.776345	0.784275	0.732923	0.793812	0.815811	0.814384	0.827394	0.817857	0.811144	0.800583	0.72676	0.809876	0.837871	0.816154	0.772126	0.803654	0.832282	0.811982	0.808706	0.811214	0.798568	0.742355	0.795607	0.812385	0.800286	0.725806	0.844179	0.779609	0.776628	0.808188	0.84213	0.797061	0.843621	0.764475	0.783784	0.823668	0.806973	0.830534	0.72646	0.792165	0.802462	0.786442	0.823707	0.780429	0.78953	0.816829	0.757553	0.83876	0.821751	0.766618	0.766348
oral_24	0.81365	0.776535	0.817805	0.8349	0.762003	0.829024	0.793677	0.793895	0.823219	0.813722	0.742045	0.817401	0.784747	0.752534	0.800216	0.756241	0.79317	0.807875	0.817666	0.810581	0.827807	0.815018	0.803676	0	0.811634	0.809197	0.776369	0.819751	0.768979	0.821477	0.81278	0.798565	0.76143	0.823048	0.806201	0.857666	0.772548	0.805708	0.798034	0.811436	0.824584	0.827131	0.84044	0.775054	0.786518	0.778899	0.812574	0.787994	0.779897	0.807491	0.829356	0.783403	0.810816	0.819147	0.834699	0.836778	0.837881	0.795503	0.779494	0.821046	0.81665	0.789527	0.789025	0.76862	0.796321	0.828911	0.815819	0.808667	0.812595	0.801017	0.798194	0.82948	0.797131	0.796336	0.791888	0.845343	0.828292	0.795769	0.850981	0.798309	0.807161	0.853887	0.807998	0.842353	0.818552	0.821487	0.85794	0.773078	0.800509	0.826242	0.834121	0.816371	0.780919	0.7853	0.796873	0.768872	0.822642	0.844692	0.770454	0.828725
oral_25	0.83185	0.809347	0.815896	0.831166	0.782618	0.783194	0.805637	0.803274	0.827172	0.825455	0.785141	0.799539	0.815623	0.770226	0.843979	0.79219	0.782685	0.855993	0.797933	0.817946	0.847693	0.824652	0.827868	0.811634	0	0.833746	0.827942	0.798176	0.818459	0.776581	0.795259	0.758541	0.769731	0.862703	0.800517	0.83827	0.798461	0.819892	0.804191	0.778112	0.857336	0.797638	0.799307	0.779169	0.810347	0.840058	0.754326	0.853132	0.794664	0.833484	0.806964	0.806543	0.813731	0.812997	0.822898	0.821115	0.773625	0.833375	0.804237	0.777691	0.766568	0.800806	0.823837	0.804597	0.827812	0.838523	0.775732	0.849702	0.836436	0.830255	0.78608	0.826258	0.856749	0.813782	0.82419	0.849987	0.807256	0.826244	0.821741	0.823557	0.825663	0.827376	0.809001	0.817362	0.797003	0.816679	0.79963	0.770091	0.823513	0.815299	0.830389	0.783851	0.817633	0.792657	0.78487	0.824273	0.835331	0.843818	0.849329	0.800833
