SpeciesID	sample_1	sample_2	sample_3	sample_4	sample_5	sample_6	sample_7	sample_8	sample_9	sample_10	sample_11	sample_12	sample_13	sample_14	sample_15	sample_16	sample_17	sample_18	sample_19	sample_20	sample_21	sample_22	sample_23	sample_24	sample_25	sample_26	sample_27	sample_28	sample_29	sample_30	sample_31	sample_32	sample_33	sample_34	sample_35	sample_36	sample_37	sample_38	sample_39	sample_40	sample_41	sample_42	sample_43	sample_44	sample_45	sample_46	sample_47	sample_48	sample_49	sample_50	sample_51	sample_52	sample_53	sample_54	sample_55	sample_56	sample_57	sample_58	sample_59	sample_60	sample_61	sample_62	sample_63	sample_64	sample_65	sample_66	sample_67	sample_68	sample_69	sample_70	sample_71	sample_72	sample_73	sample_74	sample_75	sample_76	sample_77	sample_78	sample_79	sample_80	sample_81	sample_82	sample_83	sample_84	sample_85	sample_86	sample_87	sample_88	sample_89	sample_90	sample_91	sample_92	sample_93	sample_94	sample_95	sample_96	sample_97	sample_98	sample_99	sample_100
Deinococcus_radiodurans	0	0	0	0	0	0	0	0	0.001765244	0.001524949	0	0	0.010378512	0.00194338	0.005745127	0	0.005862735	0	0	0	0	0	0.000706966	0	0	0.014523141	0	0	0.003988727	0.001991411	0	0	0	0.001329406	0	0	0	0	0	0	0	0.009396929	0	0.00150128	0.002735199	0.001041337	0.013210615	0	0	0.003756216	0	0	0	0	0	0.000790358	0	0	0	0	0	0.01215867	0.003750207	0	0	0	0	0.005285134	0	0	0.001434413	0	0	0.003176992	0	0	0	0.011780913	0.002528496	0.003673141	0.000417685	0	0	0.017222243	0.001761514	0	0	0.008476791	0.000558503	0	0	0	0.000571068	0.013065237	0.001367472	0	0.006624173	0	0	0
Neisseria_meningitidis	0	0	0.002245413	0	0	0.005899869	0	0	0.006249522	0	0	0	0.002311439	0.005036578	0	0	0	0.002235483	0.009124062	0	0	0	0	0	0.001301843	0	0	0	0	0.003805024	0	0	0	0.007249126	0	0.000996502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015780584	0	0.004997356	0	0.003385982	0	0	0	0	0	0	0	0	0.002072704	0	0	0	0	0.003767051	0.02263947	0.001256899	0.001947867	0	0	0	0	0	0	0.011598012	0.001356152	0.001981953	0.014794645	0	0.002845217	0.005964446	0	0.001522005	0	0.012490662	0	0.002185732	0	0
Bifidobacterium_adolescentis	0	0	0	0	0	0	0.000683313	0.007264982	0.005302113	0	0	0	0	0	0	0	0.00215971	0.001072681	0.001467135	0	0	0	0	0	0	0.000382116	0	0.002313615	0.00217616	0.002752568	0	0.001502298	0.002496718	0	0.000390503	0	0	0	0	0	0.001680301	0	0	0	0.003530208	0	0	0	0.001625557	0	0	0.00065368	0.009486179	0	0	0	0.007289485	0	0.003406694	0	0.005808345	0.002077882	0.008928411	0	0	0	0	0	0	0.005508376	0	0.016940226	0	0	0.005525496	0	0.002626335	0	0	0.000961399	0	0.000992004	0.005035762	0	0.001981672	0	0.003649779	0.009232376	0	0	0.003883468	0.002036152	0	0.031692302	0	0.003201733	0.003311717	0	0	0
Porphyromonas_gingivalis	0	0	0.001178475	0	0.002622067	0.007543564	0.008274275	0.003146055	0	0.024019235	0	0.001973919	0.003572457	0	0	0	0	0.002024041	0	0	0.003395529	0.003401946	0	0.002117909	0.001750312	0.000996687	0	0	0	0	0.003592036	0	0	0.024869755	0.011441597	0	0.006402662	0.003334726	0.008275316	0.009322644	0	0.009423898	0.00045463	0.000690773	0	0	0	0	0.002258898	0.003573735	0.002785852	0	0.002270656	0	0	0.001075226	0	0.006972802	0	0	0	0	0	0.005284395	0.000877822	0.005512999	0	0.004345866	0.002896115	0	0	0.003647573	0	0	0.001787004	0.000849524	0.001960082	0	0	0.014531342	0	0.00137864	0	0	0	0	0	0.007081749	0	0.000824377	0.013684006	0	0.004018061	0.004778183	0.001784012	0	0.001398583	0	0	0
Rothia_mucilaginosa	0	0.001031985	0	0	0	0	0	0.000819372	0	0	0	0	0	0	0	0.004308673	0	0	0	0	0	0	0	0	0.004270682	0	0.000393818	0	0.018659774	0.003121246	0	0.001731773	0	0	0	0	0.003762189	0	0.003736711	0	0.000560874	0.003349847	0	0	0.002103693	0.000656836	0.008248268	0.011901114	0.001760886	0.000700864	0.009127725	0	0.00617364	0.001892537	0	0	0.001895152	0.012184001	0.001632768	0	0.001411028	0.007245518	0	0	0	0	0	0	0.007249998	0	0	0	0	0.001354335	0.001304296	0	0.002898503	0	0	0	0.001168809	0.000687399	0.001071434	0.002457317	0.00266007	0.002114403	0	0	0.001731155	0.021189577	0	0.00328428	0.001661788	0.001845668	0	0.001067212	0	0	0	0.007002987
Parabacteroides_distasonis	0.016001463	0	0.008673036	0	0.041740163	0.012312268	0	0	0.012645232	0	0.003990452	0	0.008632941	0	0.005746931	0	0.002545094	0	0	0	0	0	0.001909455	0.009896063	0	0	0	0	0.002174584	0	0	0.022552862	0.011580691	0	0	0	0	0.004105269	0	0	0	0	0.000331276	0	0	0.008115838	0.000443033	0	0.032824485	0	0	0	0	0.000738284	0	0	0	0	0.004362646	0.001741963	0	0	0	0	0	0	0.001131822	0	0	0	0.005444322	0	0	0.004093001	0	0.013120748	0.007260377	0.001883923	0.007089384	0	0	0	0	0.002900583	0	0.005167033	0	0	0.008258145	0	0	0.01353667	0.00769758	0	0	0	0.003948934	0	0	0
Synechococcus_sp_JA_2_3B_a_2_13	0.011200348	0	0	0	0.001364756	0.002619474	0	0.011815122	0	0	0.036965122	0	0.000731467	0.001310317	0.000929389	0	0.00783836	0.000784	0	0	0.000844324	0	0	0	0.009495376	0	0	0	0	0	0.003963185	0	0.005046476	0	0	0	0	0.002750816	0	0	0	0	0	0.006099245	0	0	0	0.00300768	0	0.007303152	0.000887788	0	0.003880149	0	0	0.00788694	0	0	0.005494968	0	0	0	0	0.011908797	0	0	0	0	0	0.021137754	0.001579684	0	0.002788942	0.019938614	0	0.028841257	0	0	0	0	0.002115503	0	0	0.0021692	0.000771077	0.001679656	0.004961122	0	0	0	0.002591422	0.007117504	0	0.002870457	0.015386164	0.004267136	0.002348366	0.001740595	0	0.004131099
Staphylococcus_aureus	0	0	0.002233112	0.003864984	0	0.005440547	0.00064658	0.009381555	0	0.005653671	0	0	0	0.003838067	0	0	0.001890472	0	0	0	0.007074143	0.004176737	0	0	0	0.016676055	0	0	0	0.003310069	0.004275126	0	0	0.014059293	0.010205347	0	0	0	0.003066402	0	0.004846416	0	0.001512149	0	0	0	0.002534909	0.003255157	0.00110554	0	0	0	0.001436742	0	0.002350168	0.004013496	0	0	0	0	0	0.003085645	0.007399573	0	0.000917243	0.001889822	0	0.022466352	0	0	0.001204702	0	0	0	0	0.002246074	0	0.000408414	0	0.011682359	0	0.003115173	0	0	0	0.001319826	0	0	0	0	0	0.000552097	0	0	0.004738398	0	0	0	0	0.001860267
Streptococcus_sanguinis	0.010507772	0	0.002825124	0	0	0.002220904	0	0	0	0.000916708	0	0.007286536	0	0	0	0	0	0.003030278	0	0	0	0	0.000441119	0	0	0.003239691	0.006248537	0	0.00077773	0	0.005130975	0.008200562	0	0	0.002723373	0.028021544	0	0.004933312	0	0.008153213	0	0	0	0	0.00073084	0	0.004656723	0.001007964	0	0	0.006393184	0	0.007259527	0	0	0	0.001837136	0	0	0.001319086	0.010962943	0.001833397	0	0	0.006752874	0	0	0	0	0.006306173	0.010662474	0	0.011139905	0	0	0	0	0	0.003961164	0.025166733	0	0	0.031329144	0	0	0	0	0	0	0	0	0	0.001243557	0	0.005525194	0	0.001406194	0.004013671	0	0
Roseiflexus_sp_RS_1	0.000887234	0	0	0.011409947	0	0.015657176	0	0.015599053	0	0.004346231	0	0	0	0.007220389	0	0	0	0	0	0	0	0	0.023024333	0	0	0	0	0.020472629	0	0	0.010483546	0	0	0	0	0.001427577	0	0	0	0	0	0	0	0	0	0	0	0.007968298	0	0	0	0.02022095	0	0	0.039128534	0.008182066	0	0	0	0.002484058	0	0.010722965	0.007421072	0	0	0	0.00723611	0	0.011003	0	0	0	0	0.005266873	0.003396041	0.007330036	0.005249737	0	0	0.010576266	0.140315513	0.003151638	0	0.004964856	0.024576453	0.015806441	0	0.009707297	0.005784422	0.003194176	0.025139326	0	0	0	0.002565464	0	0.004347208	0.005734912	0.003417803	0
Streptococcus_gordonii	0	0	0	0	0	0.011152988	0.041890517	0.002976885	0	0	0	0.015143038	0.004016449	0.003111006	0	0	0.000364975	0.002547541	0.008358796	0	0	0.003924196	0.000549101	0.001964604	0.001532207	0	0.001260738	0	0	0	0.00330517	0.001530165	0	0.002728186	0.00106034	0	0	0	0	0	0	0.004369272	0	0.005962764	0.020462999	0	0.00600289	0	0.000682885	0.003216251	0	0	0.006495657	0	0	0.003523544	0	0	0	0	0.005610785	0	0	0.002838082	0	0	0.00364465	0	0	0	0	0	0	0	0	0	0	0.007820607	0	0	0	0.012885193	0	0	0	0.005597893	0	0	0	0.009307454	0	0	0	0.00247566	0.009829853	0	0.001308934	0	0.001268957	0.003273305
Campylobacter_curvus	0.001140957	0.007527742	0.020560326	0	0.001183097	0	0	0.005507248	0.005419073	0	0	0	0	0.002291101	0.006705752	0.001436275	0	0.001183044	0	0	0.002755401	0.006651062	0	0	0	0.000492609	0	0	0.004476465	0.007082284	0	0.010125493	0.000395631	0	0	0	0.001278083	0	0	0	0	0	0	0	0	0.002062373	0.001735685	0.002806097	0	0.00620635	0	0	0.001037565	0.004485144	0	0.000433124	0	0	0	0.001353857	0	0	0	0.001860901	0.0028866	0	0	0	0	0	0	0	0.000897023	0	0	0	0	0	0	0.001376232	0	0.000913348	0	0	0	0	0	0	0	0.001035037	0	0.003323985	0.006390215	0	0.000774325	0	0	0	0	0.008540014
Serratia_proteamaculans	0	0.001968627	0	0	0	0	0.003751153	0.003354309	0	0.010657177	0	0.013808411	0.003982632	0.00187978	0.033575473	0.00881265	0	0	0.002824653	0.022420949	0	0	0	0	0	0	0	0.004058678	0.00304865	0.004050341	0	0	0.012993582	0	0.017695615	0	0	0	0	0	0	0	0	0.009784938	0.002422691	0.005317701	0.004072785	0	0	0	0.003102515	0.006627227	0	0.005240126	0	0.012709579	0	0.002456907	0	0	0	0	0	0	0.004261801	0	0.002066803	0.007290007	0	0	0	0	0.010780315	0.008238676	0	0.007585221	0.011970295	0	0.001290511	0.00090897	0	0	0	0.001802556	0.009566745	0	0	0.023650036	0	0.003530293	0.003734319	0.028076504	0.02375874	0	0	0.022594321	0.002863243	0.002820536	0.01252906	0
Akkermansia_muciniphila	0	0.009093444	0.00372463	0.018123505	0	0	0	0	0	0	0.001109538	0	0	0	0.009123404	0.000270621	0	0.00265187	0	0	0	0	0.003132178	0	0.002955509	0.003849744	0.009645002	0.000802466	0	0.002029355	0.002626835	0.015023106	0.001098284	0	0	0	0	0	0.001126201	0	0.009534841	0	0	0.002930586	0	0.001644713	0	0	0	0	0.001079902	0	0.007586067	0	0	0.002508428	0	0	0.016352801	0	0	0	0	0.003041549	0	0	0.007801282	0	0	0	0	0.007201229	0.007666917	0	0	0.001959422	0.001280278	0.007889129	0	0	0.001318405	0.003982087	0.000804919	0.002091088	0.006202529	0	0.006774437	0	0.002562973	0.012708943	0.00270601	0.000914573	0.002920013	0	0.004098556	0	0.003237663	0	0.001414893	0
Eubacterium_rectale	0	0.000965515	0	0	0	0	0.02998399	0.002659756	0	0	0	0.003149623	0	0	0	0	0.003419952	0	0.002563781	0.002260455	0.005038337	0	0	0.004003197	0.004639058	0	0	0.029705641	0.010569565	0	0	0	0	0	0	0.013107488	0.000648111	0	0	0	0	0.006730138	0	0.006629936	0	0.023226874	0	0.012275751	0.009081756	0	0	0	0	0	0.009499065	0	0	0.003872366	0	0	0.000848631	0	0.000922103	0	0	0	0	0	0.000190503	0.001972591	0	0.002355713	0	0	0	0	0.019897157	0	0	0.002019312	0.001318593	0.001750277	0	0	0	0	0	0.012732503	0	0	0.002038731	0	0.00309062	0	0	0.004188775	0.004926419	0	0.026526977	0
Acidovorax_ebreus	0.001771115	0.018556783	0	0	0	0.01477705	0	0.001754137	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002970725	0	0.002622942	0	0	0.00098516	0	0	0.0119351	0	0.011887935	0	0.010406636	0.005851144	0	0	0	0.001718453	0.017553738	0.000893817	0	0	0	0.006861861	0.000479953	0	0.003287613	0.00578603	0.007547459	0.001382332	0	0.007479704	0.003570312	0.002726771	0	0.029423717	0	0.001539528	0.002222435	0.002065799	0.00328952	0.00420233	0	0.002220717	0.002421146	0	0.001833058	0	0	0	0	0.002127722	0.00802177	0	0	0	0.000972501	0	0	0.012573461	0	0.025133611	0.00110968	0	0	0	0.004396703	0.01689301	0	0	0	0	0	0.005337882	0	0	0	0.001904594	0
Corynebacterium_aurimucosum	0	0	0.000404895	0	0	0	0	0	0	0	0	0	0	0	0	0.004102598	0	0	0	0.001906436	0	0	0	0.004199979	0	0.006755993	0	0	0.004362712	0	0	0.001665995	0	0	0	0	0	0.008365964	0.001140256	0.008737261	0	0	0.004287112	0	0.002933782	0.001291355	0	0.003565324	0.003230601	0.005565991	0.005903608	0	0	0	0.000389092	0.002279413	0.00143905	0	0	0	0	0	0	0	0	0.000543521	0	0.001269229	0	0.028368587	0	0.01626463	0.00237843	0	0	0.004252673	0.004677312	0	0	0	0.000356733	0	0	0	0	0	0.008744603	0.001083515	0.043954527	0	0.003148216	0.002356394	0	0.027829126	0	0.010271801	0	0.002027235	0	0
Aggregatibacter_aphrophilus	0	0.002265205	0	0	0.000540609	0	0	0	0.007305069	0	0.014672973	0	0	0	0	0	0	0	0	0	0.01981599	0.003304227	0.003534935	0.000977141	0	0	0.002399173	0	0	0	0	0	0.012249647	0	0.000327298	0	0.015313774	0	0	0	0.000732183	0	0	0	0	0	0	0	0	0.008916795	0	0	0.002709655	0.005135487	0	0	0.003105367	0.01020172	0	0.006093765	0	0	0.001407819	0.002479957	0	0	0.005288677	0	0.003700126	0.003455843	0	0	0.002569878	0.008385327	0.003417255	0.008504182	0.003198856	0.008639794	0	0	0.004060465	0	0	0.003586592	0	0.001664313	0.019007074	0	0.00320641	0	0.005501408	0	0	0	0	0.00497877	0.00809642	0	0	0
Corynebacterium_kroppenstedtii	0	0	0	0	0.014631541	0	0.003109733	0.001322323	0	0.001122197	0	0.001498124	0.001362741	0.000452349	0.000497108	0	0	0	0.001067825	0	0	0	0	0	0.003547969	0.003164726	0	0.001209067	0	0	0.003597235	0	0	0	0	0.009778472	0	0.005851105	0	0	0.001295029	0.003934055	0.004441226	0	0	0	0.016865594	0	0	0.005741023	0.000479669	0	0	0	0.011851946	0	0	0.003453292	0	0	0.001407819	0.001275519	0	0.001830332	0.031641682	0.006236959	0	0.004849749	0	0	0	0	0.000307402	0.001327521	0	0.001903755	0	0.000443443	0.008514827	0.004410421	0.000646522	0.003037124	0	0.003335686	0	0.003003551	0.000704053	0	0.005622837	0	0	0	0	0.006783673	0.002927946	0.003749717	0	0	0	0
Capnocytophaga_ochracea	0	0.002549983	0	0	0	0.000942	0	0	0.002519602	0	0	0.000489532	0	0.006118679	0	0.00148275	0	0	0.001716492	0	0.005659847	0.028164142	0	0	0.005459331	0	0.00348872	0	0	0.00405645	0	0.006548714	0	0.012401893	0	0	0	0.000919126	0.002718631	0	0	0	0	0.010256338	0.001568553	0	0.003087261	0	0.001076738	0.001189608	0.002227428	0	0	0	0	0	0	0.000418193	0	0.011365655	0	0.003297382	0.002393294	0	0	0.012530688	0.001629808	0	0	0	0	0	0.001470807	0	0	0.023129013	0.002026565	0	0.01872774	0.003952767	0	0.010871253	0	0	0	0	0.002094328	0	0	0	0.009420215	0	0.005066127	0	0.007075929	0	0	0.003833057	0	0
Cryptobacterium_curtum	0	0.001164689	0.004059487	0.000488134	0.004341896	0	0	0	0	0.002491093	0.001513545	0	0	0.002387966	0	0.000985921	0	0.001238467	0.001049031	0	0	0.002615737	0.000853718	0.0059303	0.006605573	0	0.001435436	0.001247011	0	0	0.003765223	0	0.001762027	0	0.002662372	0.001461458	0.001939877	0	0.001957205	0	0	0	0	0	0	0	0.001154368	0	0.003221802	0	0	0.005136653	0.000591159	0.001874865	0.003537323	0	0	0	0.000456388	0	0.019104509	0.002273638	0	0	0.005871218	0	0	0	0.002558591	0.002538549	0	0	0	0	0	0	0	0	0	0.007297212	0	0	0.001701874	0	0	0	0	0	0.010085072	0	0	0	0.025580905	0	0	0.001789846	0.000808272	0.001253268	0	0.001082323
Leptotrichia_buccalis	0	0.001317708	0	0	0.002469279	0.00397258	0	0.005292382	0.00030625	0	0	0	0.001536835	0	0.000704707	0.002363766	0	0	0	0	0	0	0	0	0.001895524	0.000294873	0.013118323	0.004129137	0.001374698	0	0	0	0.020584236	0.003817643	0	0	0	0.001958357	0	0	0.001526264	0.00450733	0	0.000788842	0.000922	0	0	0	0.001319424	0.004250843	0	0	0.004026242	0	0	0.010811766	0	0.001835484	0	0.001216366	0.000403671	0.001917428	0	0.001327832	0	0	0	0	0	0.004679663	0.001973749	0.000443291	0	0.002106333	0	0.005360777	0	0	0	0	0.001724703	0	0	0.004195017	0.001172191	0	0	0.008182227	0	0	0	0.001047772	0	0	0	0.005021519	0	0	0	0
Atopobium_parvulum	0	0	0.001325536	0	0.001762495	0.004173235	0.002947542	0	0.00123916	0.00186605	0.001160819	0	0	0	0	0.006545883	0	0	0	0	0.000746052	0.000215291	0	0.00081743	0.006640782	0.000474426	0.005556609	0	0.000565743	0.001660064	0.02189526	0.001051713	0.00081731	0.001281706	0	0	0	0	0	0	0.002299594	0	0.001591723	0.001847514	0	0	0	0	0	0.008058568	0.004982379	0	0.001493417	0	0	0	0.005914856	0	0.010209275	0	0.001907988	0	0.002380609	0	0.009337052	0	0.002139849	0.002810626	0	0	0.001522549	0.000564224	0	0	0	0.001959201	0	0	0.008128926	0.019974883	0	0	0	0	0	0	0	0	0	0	0	0.001692048	0.000956607	0	0	0.012875526	0	0	0	0.000579486
Veillonella_parvula	0.001442886	0	0.004918798	0.024893577	0	0	0.002133216	0.001049818	0.022602585	0.006847719	0	0	0	0	0	0.01364924	0.001731686	0	0.007226327	0	0.003904388	0	0	0.001848613	0	0	0.033603138	0	0	0	0	0	0.000943181	0.007700717	0.002601871	0.008348626	0.001561003	0	0	0	0.000668764	0	0	0	0	0.003601365	0	0.002393455	0	0	0	0	0	0	0.000691957	0	0	0.000967298	0.001573922	0	0	0	0	0	0	0	0	0.001894443	0.000783938	0.005465777	0	0	0	0	0	0	0.003382251	0	0.007609452	0	0.007355117	0	0	0.003906108	0	0.001830569	0.001928747	0.002507529	0	0	0	0	0.002744187	0	0.003721558	0.001149256	0	0.012836584	0.004308291	0
