ID	Tax	Seq	Index	Habitats
Sample0481	4.541811118	4.343478122	Shannon	Oral
Sample0482	4.540874235	4.53046929	Shannon	Oral
Sample0483	4.738571504	4.716079674	Shannon	Oral
Sample0484	4.647507175	4.654617334	Shannon	Oral
Sample0485	4.482486811	4.336451375	Shannon	Oral
Sample0486	4.681814004	4.644665697	Shannon	Oral
Sample0487	4.570134276	4.552173548	Shannon	Oral
Sample0488	4.932579621	4.826891244	Shannon	Oral
Sample0489	4.738514407	4.712049746	Shannon	Oral
Sample0490	4.65419674	4.568761728	Shannon	Oral
Sample0491	4.508402994	4.523792713	Shannon	Oral
Sample0492	4.749572225	4.630440761	Shannon	Oral
Sample0493	4.5733364	4.483628785	Shannon	Oral
Sample0494	4.697234209	4.699533665	Shannon	Oral
Sample0495	4.587669003	4.586672025	Shannon	Oral
Sample0496	4.90274436	4.836650455	Shannon	Oral
Sample0497	4.201275606	4.169249014	Shannon	Oral
Sample0498	4.593104554	4.595119454	Shannon	Oral
Sample0499	4.68886342	4.637427209	Shannon	Oral
Sample0500	4.779261957	4.698906595	Shannon	Oral
Sample0601	4.172875901	4.122583339	Shannon	Skin
Sample0602	4.147822923	4.076967178	Shannon	Skin
Sample0603	3.862185715	3.872994759	Shannon	Skin
Sample0604	3.617859316	3.57541804	Shannon	Skin
Sample0605	3.486882262	3.517009896	Shannon	Skin
Sample0606	3.976092235	3.900599952	Shannon	Skin
Sample0607	4.241057021	4.241269317	Shannon	Skin
Sample0608	3.776067518	3.800770214	Shannon	Skin
Sample0609	3.607130105	3.525864017	Shannon	Skin
Sample0610	4.039003525	3.961896801	Shannon	Skin
Sample0611	4.078268843	4.060872857	Shannon	Skin
Sample0612	3.829034556	3.701145364	Shannon	Skin
Sample0613	3.856475485	3.667256225	Shannon	Skin
Sample0614	3.869546622	3.828246792	Shannon	Skin
Sample0615	4.032259389	3.970454384	Shannon	Skin
Sample0616	3.891708288	3.85761905	Shannon	Skin
Sample0617	3.79323593	3.640509068	Shannon	Skin
Sample0618	3.591556056	3.52054876	Shannon	Skin
Sample0619	3.982893058	4.013728156	Shannon	Skin
Sample0620	4.053545367	4.06352684	Shannon	Skin
Sample0621	4.153297301	4.156345301	Shannon	Skin
Sample0622	3.801803376	3.715174409	Shannon	Skin
Sample0623	3.888219487	3.962103282	Shannon	Skin
Sample0624	4.03451989	3.950779059	Shannon	Skin
Sample0625	3.651104486	3.531671328	Shannon	Skin
Sample0626	4.033738156	3.973360747	Shannon	Skin
Sample0627	3.892415223	3.718849806	Shannon	Skin
Sample0628	3.936887222	3.805315702	Shannon	Skin
Sample0629	3.926283651	3.816961075	Shannon	Skin
Sample0630	3.878538427	3.965694747	Shannon	Skin
Sample0631	3.425639126	3.285114313	Shannon	Skin
Sample0632	3.96090353	3.96735081	Shannon	Skin
Sample0633	3.663670421	3.596531418	Shannon	Skin
Sample0634	3.557274058	3.456582006	Shannon	Skin
Sample0635	3.52667401	3.43974094	Shannon	Skin
Sample0636	3.975571236	3.87772022	Shannon	Skin
Sample0637	3.65357623	3.633153636	Shannon	Skin
Sample0638	3.760479649	3.7263529	Shannon	Skin
Sample0639	3.702549357	3.655371253	Shannon	Skin
Sample0640	4.186111491	4.126015225	Shannon	Skin
Sample0641	3.516172189	3.441272948	Shannon	Skin
Sample0642	3.825455388	3.869812416	Shannon	Skin
Sample0643	3.679258969	3.682711306	Shannon	Skin
Sample0644	4.164829124	4.158018887	Shannon	Skin
Sample0645	4.146534774	3.946737323	Shannon	Skin
Sample0646	3.808004914	3.727341267	Shannon	Skin
Sample0647	3.729293789	3.344230167	Shannon	Skin
Sample0648	3.840316093	3.86977965	Shannon	Skin
Sample0649	3.912660682	3.835366469	Shannon	Skin
Sample0650	3.897554887	3.849980605	Shannon	Skin
Sample0651	3.863579394	3.82329752	Shannon	Skin
Sample0652	3.836055688	3.864456306	Shannon	Skin
Sample0653	4.181159896	4.075989577	Shannon	Skin
Sample0654	3.861264402	3.708954058	Shannon	Skin
Sample0655	3.967358125	3.905363583	Shannon	Skin
Sample0656	3.89326512	3.862084745	Shannon	Skin
Sample0657	3.556770112	3.48530835	Shannon	Skin
Sample0658	4.065596607	4.040979549	Shannon	Skin
Sample0659	3.992320695	3.974700729	Shannon	Skin
Sample0660	3.934871138	3.888294634	Shannon	Skin
Sample0661	3.597119885	3.438163454	Shannon	Skin
Sample0662	3.970691968	3.98075283	Shannon	Skin
Sample0663	3.612622423	3.564741994	Shannon	Skin
Sample0664	4.145938134	4.083771167	Shannon	Skin
Sample0665	4.040308814	3.904356845	Shannon	Skin
Sample0666	3.959169089	3.994637291	Shannon	Skin
Sample0667	3.446567011	3.527135196	Shannon	Skin
Sample0668	3.679450156	3.640552772	Shannon	Skin
Sample0669	3.582406216	3.51381624	Shannon	Skin
Sample0670	3.767251159	3.781977808	Shannon	Skin
Sample0671	3.364513467	3.475623337	Shannon	Skin
Sample0672	3.846714713	3.773582892	Shannon	Skin
Sample0673	4.021410433	3.827281025	Shannon	Skin
Sample0674	3.993427198	3.918382511	Shannon	Skin
Sample0675	3.792700244	3.760079409	Shannon	Skin
Sample0676	3.862349839	3.620587906	Shannon	Skin
Sample0677	3.52433567	3.444455738	Shannon	Skin
Sample0678	3.660398389	3.676764824	Shannon	Skin
Sample0679	3.643987814	3.669859725	Shannon	Skin
Sample0680	3.891963065	3.809126534	Shannon	Skin
Sample0681	4.017783779	3.985649872	Shannon	Skin
Sample0682	3.728132308	3.636293406	Shannon	Skin
Sample0683	3.725313706	3.622359198	Shannon	Skin
Sample0684	3.498748147	3.431036102	Shannon	Skin
Sample0685	3.528497286	3.574101248	Shannon	Skin
Sample0686	4.003737676	3.898018759	Shannon	Skin
Sample0687	4.126692895	4.033496795	Shannon	Skin
Sample0688	3.961407017	3.934815574	Shannon	Skin
Sample0689	4.137531738	4.105609294	Shannon	Skin
Sample0690	3.371919387	3.255621749	Shannon	Skin
Sample0691	3.720870697	3.697119427	Shannon	Skin
Sample0692	3.791369303	3.833047739	Shannon	Skin
Sample0693	3.89121207	3.881793413	Shannon	Skin
Sample0694	4.152983908	4.092787341	Shannon	Skin
Sample0695	3.898394165	3.921485443	Shannon	Skin
Sample0696	3.678560592	3.694255434	Shannon	Skin
Sample0697	3.990888746	3.787723181	Shannon	Skin
Sample0698	3.772746249	3.593594392	Shannon	Skin
Sample0699	3.347910816	3.179657823	Shannon	Skin
Sample0700	4.005186968	3.969023628	Shannon	Skin
Sample0801	2.716757906	2.641420345	Shannon	Vaginal
Sample0802	2.861166078	2.808304423	Shannon	Vaginal
Sample0803	2.945418313	2.827304457	Shannon	Vaginal
Sample0804	2.342065471	2.376313208	Shannon	Vaginal
Sample0805	2.061911233	2.067700289	Shannon	Vaginal
Sample0806	3.161699688	3.173176055	Shannon	Vaginal
Sample0807	2.481587983	2.280547901	Shannon	Vaginal
Sample0808	3.493862052	3.398303698	Shannon	Vaginal
Sample0809	3.007156176	3.141259422	Shannon	Vaginal
Sample0810	3.149531153	3.119888756	Shannon	Vaginal
Sample0811	2.999820439	3.082232759	Shannon	Vaginal
Sample0812	2.801931809	2.483999572	Shannon	Vaginal
Sample0813	3.026964707	2.929897504	Shannon	Vaginal
Sample0814	2.687855294	2.897692059	Shannon	Vaginal
Sample0815	2.867565954	2.873661467	Shannon	Vaginal
Sample0816	3.504134111	3.535849633	Shannon	Vaginal
Sample0817	2.655335232	2.798638636	Shannon	Vaginal
Sample0818	2.431529356	2.358233459	Shannon	Vaginal
Sample0819	3.155284253	3.107599124	Shannon	Vaginal
Sample0820	3.039029611	2.729956932	Shannon	Vaginal
Sample0821	2.916246005	2.835799609	Shannon	Vaginal
Sample0822	1.957609556	2.109386628	Shannon	Vaginal
Sample0823	3.388572488	3.206987452	Shannon	Vaginal
Sample0824	2.553735539	2.402948047	Shannon	Vaginal
Sample0825	3.09566878	3.055584107	Shannon	Vaginal
Sample0826	3.189275535	3.012894169	Shannon	Vaginal
Sample0827	3.463933184	3.371374918	Shannon	Vaginal
Sample0828	3.218634607	3.138036761	Shannon	Vaginal
Sample0829	3.517418162	3.525366582	Shannon	Vaginal
Sample0830	2.164093654	2.113105579	Shannon	Vaginal
Sample0831	2.255334958	2.216781713	Shannon	Vaginal
Sample0832	3.500532278	3.588284083	Shannon	Vaginal
Sample0833	2.524719668	2.425970425	Shannon	Vaginal
Sample0834	3.17171155	3.142349234	Shannon	Vaginal
Sample0835	2.85542443	2.694115322	Shannon	Vaginal
Sample0836	3.190494086	3.165031853	Shannon	Vaginal
Sample0837	2.316706865	2.102579887	Shannon	Vaginal
Sample0838	3.404940612	3.168839225	Shannon	Vaginal
Sample0839	3.26377778	2.927984958	Shannon	Vaginal
Sample0840	2.187625891	2.174754902	Shannon	Vaginal
Sample0841	3.564874252	3.433438668	Shannon	Vaginal
Sample0842	2.685955351	2.679348833	Shannon	Vaginal
Sample0843	3.351876675	3.355394476	Shannon	Vaginal
Sample0844	2.813780945	2.864713178	Shannon	Vaginal
Sample0845	3.491612519	3.370677863	Shannon	Vaginal
Sample0846	3.470690462	3.377234095	Shannon	Vaginal
Sample0847	3.233861171	3.170019565	Shannon	Vaginal
Sample0848	2.696085829	2.77908434	Shannon	Vaginal
Sample0849	3.429761776	3.384043838	Shannon	Vaginal
Sample0850	2.795708093	2.693492803	Shannon	Vaginal
Sample0851	3.19442632	3.062205381	Shannon	Vaginal
Sample0852	3.297394109	3.167110542	Shannon	Vaginal
Sample0853	3.127541693	2.989405395	Shannon	Vaginal
Sample0854	3.158316386	3.185321263	Shannon	Vaginal
Sample0855	2.494391136	2.474229389	Shannon	Vaginal
Sample0856	2.504776425	2.464811352	Shannon	Vaginal
Sample0857	2.579721099	2.520089327	Shannon	Vaginal
Sample0858	2.681025071	2.75844592	Shannon	Vaginal
Sample0859	1.843214024	1.926607402	Shannon	Vaginal
Sample0860	2.960865684	3.134151438	Shannon	Vaginal
Sample0861	3.200711056	3.134669715	Shannon	Vaginal
Sample0862	1.660145526	2.030424215	Shannon	Vaginal
Sample0863	2.955891156	2.667769974	Shannon	Vaginal
Sample0864	3.009734237	2.852323638	Shannon	Vaginal
Sample0865	2.837217224	2.813486856	Shannon	Vaginal
Sample0866	3.3614743	3.385112943	Shannon	Vaginal
Sample0867	3.105461493	2.976650448	Shannon	Vaginal
Sample0868	3.279619969	3.274949397	Shannon	Vaginal
Sample0869	2.985199202	2.754074171	Shannon	Vaginal
Sample0870	3.059294927	3.03269079	Shannon	Vaginal
Sample0871	3.479359658	3.482338605	Shannon	Vaginal
Sample0872	2.983417862	2.843423409	Shannon	Vaginal
Sample0873	2.294899847	1.931024361	Shannon	Vaginal
Sample0874	3.49338991	3.435912109	Shannon	Vaginal
Sample0875	2.959385425	2.901491228	Shannon	Vaginal
Sample0876	3.311138706	3.275042587	Shannon	Vaginal
Sample0877	3.552437554	3.449361677	Shannon	Vaginal
Sample0878	3.317016738	3.347718159	Shannon	Vaginal
Sample0879	3.566481523	3.478994318	Shannon	Vaginal
Sample0880	3.251665804	3.203961031	Shannon	Vaginal
Sample0881	2.324728137	2.056922997	Shannon	Vaginal
Sample0882	3.495073787	3.324773338	Shannon	Vaginal
Sample0883	3.211258776	3.176454763	Shannon	Vaginal
Sample0884	3.235817933	3.088408888	Shannon	Vaginal
Sample0885	3.307208725	3.473910722	Shannon	Vaginal
Sample0886	3.458889494	3.316416156	Shannon	Vaginal
Sample0887	2.358789045	2.279940958	Shannon	Vaginal
Sample0888	2.003978233	1.785761593	Shannon	Vaginal
Sample0889	3.194854861	3.028593201	Shannon	Vaginal
Sample0890	3.304361433	3.132185426	Shannon	Vaginal
Sample0891	2.376274648	2.495668691	Shannon	Vaginal
Sample0892	2.13121887	1.839982846	Shannon	Vaginal
Sample0893	2.153908835	2.267046878	Shannon	Vaginal
Sample0894	3.235391453	3.133411564	Shannon	Vaginal
Sample0895	3.201393686	3.250617682	Shannon	Vaginal
Sample0896	2.768864085	2.679634869	Shannon	Vaginal
Sample0897	2.759448446	2.711791137	Shannon	Vaginal
Sample0898	3.174729723	2.966814618	Shannon	Vaginal
Sample0899	3.461737067	3.383374239	Shannon	Vaginal
Sample0900	2.719699685	2.557648209	Shannon	Vaginal
Sample1001	0.989750525	0.988683612	Simpson	Building
Sample1002	0.992121288	0.989844162	Simpson	Building
Sample1003	0.989541626	0.987593285	Simpson	Building
Sample1004	0.984996203	0.980595723	Simpson	Building
Sample1005	0.989980788	0.989141565	Simpson	Building
Sample1006	0.990885971	0.990464768	Simpson	Building
Sample1007	0.989836345	0.989118469	Simpson	Building
Sample1008	0.991867737	0.990164158	Simpson	Building
Sample1009	0.985546866	0.98673667	Simpson	Building
Sample1010	0.981107984	0.970475994	Simpson	Building
Sample1011	0.989704324	0.987005981	Simpson	Building
Sample1012	0.991765377	0.989532699	Simpson	Building
Sample1013	0.990987377	0.988072562	Simpson	Building
