	S001	S002	S003	S004	S005	S006	S007	S008	S009	S010	S011	S012	S013	S014	S015	S016	S017	S018	S019	S020	S021	S022	S023	S024	S025	S026	S027	S028	S029	S030	S031	S032	S033	S034	S035	S036	S037	S038	S039	S040	S041	S042	S043	S044	S045	S046	S047	S048	S049	S050	S051	S052	S053	S054	S055	S056	S057	S058	S059	S060	S061	S062	S063	S064	S065	S066	S067	S068	S069	S070	S071	S072	S073	S074	S075	S076	S077	S078	S079	S080	S081	S082	S083	S084	S085	S086	S087	S088	S089	S090	S091	S092	S093	S094	S095	S096	S097	S098	S099	S100
S011	1.685497655	1.600442182	1.71609925	1.722776922	1.71427144	1.777623301	1.664922175	1.787578139	1.729014612	1.72857401	0	1.702322346	1.72220442	1.573278689	1.652914931	1.690112489	1.660555447	1.69191966	1.704495914	1.627302746	1.650418257	1.719413368	1.629148741	1.611713418	1.77672729	1.719587407	1.628209166	1.735007914	1.635855222	1.71869865	1.760837783	1.604815652	1.685810733	1.730835917	1.721884755	1.694809826	1.730524277	1.768621758	1.662240203	1.691754461	1.673055812	1.587801656	1.777408709	1.630361586	1.787214916	1.805055141	1.718628742	1.686648178	1.689810742	1.675020495	1.744237152	1.733736398	1.501977869	1.731835253	1.577272767	1.820995601	1.756372134	1.686568333	1.682496618	1.664065353	1.723700276	1.664810441	1.821100391	1.724522326	1.653733617	1.678379789	1.579124794	1.735310379	1.818915708	1.683612583	1.717175692	1.741818286	1.601350857	1.701927735	1.711576279	1.664113186	1.892914848	1.659376624	1.546444572	1.679503515	1.635365738	1.772326664	1.716153678	1.736355665	1.631210003	1.684587861	1.772174034	1.725447227	1.701399326	1.816127086	1.605086396	1.64919336	1.751374724	1.650651555	1.68015858	1.622506677	1.641669342	1.683024431	1.8053538	1.774122811
S012	1.590541233	1.701264402	1.772613164	1.799373294	1.78443433	1.704145751	1.681546673	1.878180637	1.795916872	1.668202766	1.702322346	0	1.751710836	1.668282893	1.807563053	1.654164777	1.750244947	1.74897566	1.755557768	1.68818055	1.730292929	1.80172559	1.738461889	1.719747936	1.795731412	1.688450117	1.82701152	1.68076833	1.727595684	1.707874148	1.794450707	1.697771266	1.707589275	1.883267235	1.808295587	1.678417238	1.659200673	1.678976864	1.712081221	1.680853765	1.747329882	1.626789998	1.784280541	1.626305748	1.552415824	1.695828921	1.821369554	1.831461806	1.665814274	1.747751303	1.779863498	1.795947526	1.659902179	1.787793139	1.724647589	1.767626063	1.721918558	1.747438409	1.620970846	1.619425585	1.776640426	1.754430951	1.879845687	1.607212794	1.699678387	1.790381657	1.85380098	1.709285329	1.819238712	1.714869749	1.811075472	1.776641316	1.647643933	1.722332969	1.744375067	1.794295686	1.699841634	1.871032254	1.729154704	1.727150393	1.78746215	1.851536264	1.781768354	1.893864539	1.786470087	1.633863645	1.680448898	1.664768421	1.749836214	1.66955908	1.744765346	1.714466018	1.801438516	1.663209065	1.685089636	1.776475369	1.768826814	1.829563157	1.761461802	1.738134079
S013	1.747266167	1.623982328	1.744759686	1.77370015	1.815344882	1.781000215	1.758439513	1.692751679	1.853372652	1.797830554	1.72220442	1.751710836	0	1.726975175	1.826358389	1.797285329	1.790138095	1.579591102	1.812489466	1.780446146	1.731920655	1.575616936	1.671831089	1.610895008	1.82216315	1.717244473	1.697549578	1.72035415	1.698364624	1.840763558	1.796016075	1.7851261	1.764885805	1.739990541	1.821813479	1.673228084	1.754029507	1.721990094	1.721594893	1.682738043	1.730582924	1.70845139	1.808321555	1.722314774	1.739039014	1.751371833	1.809919312	1.6828596	1.66668794	1.807371637	1.635598562	1.77622967	1.630893281	1.756762903	1.722735999	1.643922941	1.788444652	1.702773969	1.64424183	1.674087421	1.641415384	1.528797457	1.784423613	1.801438282	1.675987799	1.584412691	1.713019884	1.731253431	1.775374246	1.734441607	1.871835026	1.756929888	1.729731171	1.612995419	1.787846493	1.634411296	1.716266484	1.875888058	1.77024063	1.790344375	1.554971	1.787238416	1.696317572	1.682778173	1.676109045	1.827377431	1.70996779	1.833223839	1.696216802	1.73597027	1.660899666	1.79674232	1.748271274	1.564700693	1.71699818	1.668336215	1.702095306	1.748581955	1.634746936	1.733630029
S014	1.784895612	1.661575555	1.761339227	1.723945881	1.768516271	1.763838522	1.72364341	1.786229034	1.799110181	1.620364353	1.573278689	1.668282893	1.726975175	0	1.659264544	1.639062186	1.799237598	1.668092773	1.526892929	1.746441859	1.7461791	1.689361823	1.61008208	1.795963449	1.761560527	1.700362828	1.704050335	1.634517949	1.786184337	1.741753699	1.682966272	1.788766981	1.717753938	1.789434632	1.81224137	1.676881093	1.829087376	1.723874591	1.741049248	1.49852934	1.782267607	1.782602953	1.790271344	1.756221303	1.745984349	1.706981188	1.813569375	1.582418209	1.876707221	1.84675003	1.709383805	1.762077143	1.78356791	1.776236686	1.799503664	1.778505976	1.841738227	1.70847916	1.746656855	1.618862052	1.772695797	1.597753894	1.640342168	1.627997587	1.814600272	1.652292966	1.762122597	1.808433214	1.712709925	1.576608716	1.801915537	1.807959757	1.631646522	1.740089594	1.893952626	1.807325589	1.809952749	1.770061589	1.792830253	1.757625686	1.708410837	1.799198815	1.854105223	1.848045386	1.807032678	1.6724152	1.563057437	1.674886672	1.703980385	1.907871471	1.635143109	1.735028971	1.768264965	1.570804778	1.721886819	1.708372882	1.709167417	1.75716196	1.751909849	1.779030124
S015	1.6623061	1.578189187	1.685213685	1.726617377	1.732945357	1.79137337	1.570017986	1.720010332	1.818458123	1.675087811	1.652914931	1.807563053	1.826358389	1.659264544	0	1.617377024	1.80091677	1.743059793	1.603403411	1.686076189	1.661497988	1.695681765	1.625508264	1.709089535	1.651906393	1.754002514	1.717892727	1.668984287	1.694628927	1.722086835	1.778566766	1.706314345	1.682330872	1.756438392	1.697388008	1.632481719	1.75948275	1.581669443	1.766301196	1.696141024	1.718772313	1.775195859	1.671217834	1.615223673	1.707868561	1.577513196	1.585358171	1.727651621	1.760249251	1.701733264	1.667980469	1.684562267	1.666229082	1.808686004	1.735047036	1.717669228	1.719220489	1.71901044	1.743769271	1.590413616	1.695584407	1.714465252	1.87759763	1.683394867	1.662793508	1.62563556	1.679263997	1.71241808	1.713175511	1.732235178	1.756753667	1.784757423	1.627605136	1.728060972	1.713358252	1.625230779	1.699790343	1.775592517	1.825783283	1.751042046	1.739740785	1.749854725	1.649980581	1.768690584	1.73446767	1.629041522	1.684275471	1.726508566	1.639018787	1.845849819	1.602218377	1.698197155	1.677041049	1.608221384	1.641904761	1.69439499	1.711289693	1.71106628	1.716026965	1.563720898
S016	1.621485128	1.644385249	1.752918607	1.758885453	1.813918957	1.62827241	1.623901882	1.755076212	1.685224337	1.689995631	1.690112489	1.654164777	1.797285329	1.639062186	1.617377024	0	1.782258066	1.685380659	1.645941265	1.645757401	1.66865554	1.644776543	1.613145232	1.677798487	1.828045903	1.698778288	1.749737295	1.781825211	1.814479907	1.809750357	1.811999168	1.769989899	1.736157766	1.771749012	1.829144412	1.781142181	1.793390382	1.713706251	1.756570736	1.740849868	1.684901789	1.720675565	1.724929188	1.658988903	1.636382447	1.708784984	1.754462877	1.770116247	1.784431961	1.741311876	1.650393293	1.753312039	1.617938792	1.757777544	1.661461406	1.672995602	1.813625387	1.587825422	1.688817375	1.618796432	1.830910357	1.724244932	1.900637984	1.602014393	1.727505272	1.728931248	1.788877499	1.623986318	1.721178027	1.61709691	1.825419799	1.546332097	1.63161492	1.820002608	1.740104846	1.724645075	1.770576193	1.763267947	1.774803823	1.767341812	1.622907231	1.748451185	1.774744661	1.770678208	1.748584208	1.752481832	1.475174069	1.764431884	1.703407731	1.762254565	1.733153289	1.654247827	1.758554181	1.652178372	1.730393619	1.664388464	1.626485737	1.783360512	1.844905187	1.748877948
S017	1.811186884	1.822243415	1.709892133	1.824190807	1.660520055	1.729661408	1.753403662	1.798836332	1.681182063	1.663559333	1.660555447	1.750244947	1.790138095	1.799237598	1.80091677	1.782258066	0	1.660262283	1.686736283	1.708576637	1.624243628	1.740484993	1.735581584	1.602355967	1.717959375	1.702437948	1.786355449	1.765389559	1.770970755	1.652449845	1.791261458	1.671751083	1.824799118	1.647604024	1.9059661	1.758524799	1.77522281	1.828861879	1.753063848	1.643775914	1.822388191	1.775711695	1.872200864	1.702827697	1.689322275	1.683983902	1.836212609	1.776038791	1.729693395	1.75997464	1.701327927	1.841118481	1.667963448	1.791868506	1.690213974	1.836305668	1.764517349	1.669559454	1.730975307	1.807987238	1.734713953	1.73832174	1.747773102	1.755373587	1.764260122	1.768607522	1.826182801	1.788655814	1.836714353	1.675901116	1.776712589	1.647738197	1.622958236	1.680437334	1.658370216	1.757083419	1.842181841	1.651705085	1.793861023	1.588035844	1.713674419	1.682505307	1.763309287	1.846523364	1.839585798	1.73385338	1.826373991	1.72605177	1.760699337	1.818808981	1.844028029	1.718943551	1.759302615	1.810851308	1.748645481	1.801989066	1.706033001	1.471599802	1.775046947	1.709259194
S018	1.780847117	1.807061494	1.665619834	1.87620279	1.72452254	1.801897957	1.677033541	1.741545145	1.608143384	1.784640208	1.69191966	1.74897566	1.579591102	1.668092773	1.743059793	1.685380659	1.660262283	0	1.749100604	1.779103672	1.838611493	1.696964286	1.778759365	1.797575666	1.893130428	1.764097113	1.794179146	1.668804944	1.789800718	1.7901317	1.787905123	1.77885894	1.849301991	1.666702393	1.880058647	1.85541922	1.720721483	1.819199212	1.731520511	1.811958385	1.841014248	1.81587911	1.763634387	1.79156358	1.719983658	1.731858507	1.830373938	1.742116498	1.724030142	1.751386165	1.742634216	1.669870438	1.772421833	1.881017817	1.861235885	1.787079045	1.695253404	1.702848291	1.701184404	1.880414773	1.794007076	1.786283619	1.723065013	1.764749292	1.687764337	1.758700153	1.807318428	1.774087359	1.81904529	1.693497359	1.788259124	1.700872084	1.792699227	1.764366675	1.881083807	1.749069016	1.758849126	1.842613638	1.789692542	1.788512895	1.741846468	1.79116115	1.874311044	1.819741469	1.812216363	1.817322433	1.673422882	1.762613317	1.735025542	1.893728144	1.738388094	1.799412328	1.83105728	1.775511021	1.713516574	1.593370203	1.81951961	1.600628195	1.84759468	1.622805551
S019	1.649161691	1.572643662	1.759441218	1.749899452	1.871666978	1.539006479	1.737906711	1.683646609	1.824411208	1.678190944	1.704495914	1.755557768	1.812489466	1.526892929	1.603403411	1.645941265	1.686736283	1.749100604	0	1.750671104	1.678120559	1.74191401	1.712229213	1.609858812	1.72841632	1.751624795	1.69606656	1.725957306	1.673767556	1.687271184	1.727724287	1.662131296	1.673167579	1.755460625	1.795773951	1.693886882	1.774132931	1.76270018	1.626598965	1.517970019	1.705318306	1.728310004	1.725460781	1.539893622	1.724276362	1.700263163	1.698524406	1.576517834	1.65298189	1.832030505	1.718115482	1.69057349	1.699256003	1.763520635	1.803894795	1.769711151	1.7123303	1.676166133	1.696623692	1.616389541	1.792684432	1.653724413	1.647259241	1.715111558	1.765855141	1.726416305	1.817713956	1.725038145	1.73764911	1.677539773	1.814069452	1.713237312	1.666747697	1.696588399	1.729852731	1.693955906	1.771234462	1.784185706	1.702274664	1.644073457	1.752501528	1.824483674	1.85591321	1.762863367	1.740833245	1.685641925	1.780567772	1.779772143	1.704787382	1.84769665	1.773738792	1.824541312	1.671369352	1.530180725	1.699945068	1.775415383	1.601331326	1.796706075	1.709624804	1.781916323
S020	1.756989265	1.631371442	1.719042594	1.766094746	1.819734928	1.718661111	1.462922371	1.819819473	1.579961672	1.624453932	1.627302746	1.68818055	1.780446146	1.746441859	1.686076189	1.645757401	1.708576637	1.779103672	1.750671104	0	1.645314765	1.72858619	1.663724965	1.77383183	1.729674204	1.763778759	1.732642004	1.74027405	1.722022934	1.742541316	1.631087111	1.776693242	1.826320441	1.805593613	1.843298685	1.738100176	1.738277673	1.839638796	1.771285473	1.713110717	1.76963982	1.607666076	1.801443547	1.67471274	1.6651702	1.692292923	1.823043472	1.765379228	1.647576198	1.628890763	1.826451212	1.594106384	1.731344301	1.601991795	1.645716685	1.615657049	1.813562208	1.674095657	1.571385408	1.814490369	1.835755184	1.668057515	1.720879147	1.70021786	1.495748009	1.574186063	1.76669457	1.707338637	1.662720132	1.724835169	1.845773858	1.775166484	1.648262659	1.636780965	1.629691809	1.737434128	1.772702436	1.7674038	1.683709322	1.671792511	1.69947591	1.56244444	1.705145812	1.792553601	1.806780915	1.707632201	1.690388574	1.628613831	1.662317296	1.808091234	1.827008178	1.683551184	1.75254643	1.627267019	1.691449358	1.677760337	1.676591486	1.766474253	1.887814508	1.573763953
S021	1.67886566	1.570304909	1.695488697	1.714736319	1.760508661	1.640081308	1.544285772	1.640973076	1.821148627	1.716591459	1.650418257	1.730292929	1.731920655	1.7461791	1.661497988	1.66865554	1.624243628	1.838611493	1.678120559	1.645314765	0	1.654582043	1.625302846	1.513684975	1.629317643	1.534981634	1.563760769	1.630588479	1.647308623	1.623088323	1.63328612	1.657966487	1.648203492	1.723584766	1.806420376	1.768156287	1.80913062	1.742016805	1.723803138	1.69045272	1.854927085	1.682265897	1.69926464	1.502706311	1.748021751	1.73805186	1.495565427	1.641113265	1.691141541	1.694629866	1.806496125	1.735131057	1.698202664	1.755094082	1.599599956	1.698895068	1.721884995	1.65729847	1.578225365	1.63888076	1.763740803	1.81631212	1.763652902	1.674186887	1.648888686	1.705533788	1.792486985	1.672306264	1.707891453	1.727521118	1.862066763	1.684669511	1.741773472	1.66531396	1.76454803	1.694413887	1.773444197	1.703105935	1.689108811	1.687126736	1.593716043	1.744615781	1.714113379	1.78679727	1.73356701	1.597058504	1.657215941	1.789978296	1.656342171	1.773624805	1.788398801	1.700306913	1.642204393	1.65150056	1.637166723	1.85032822	1.697054819	1.754734698	1.897321703	1.77157232
S022	1.762404643	1.672252412	1.630712272	1.787462458	1.578198058	1.769117875	1.760526617	1.833160349	1.765467514	1.766235486	1.719413368	1.80172559	1.575616936	1.689361823	1.695681765	1.644776543	1.740484993	1.696964286	1.74191401	1.72858619	1.654582043	0	1.625047103	1.772543064	1.83128895	1.713739597	1.62083088	1.707210694	1.767212642	1.682468694	1.883564313	1.736073648	1.816159483	1.779978655	1.812341169	1.713356082	1.636940445	1.810279616	1.645607137	1.671302655	1.758308594	1.77477697	1.790370501	1.71487628	1.666667578	1.678934287	1.764767498	1.644170086	1.74820966	1.761987637	1.648104298	1.665869664	1.797901781	1.787277369	1.760957689	1.726752131	1.706421142	1.736001697	1.675347764	1.748629509	1.868424186	1.659738409	1.834592793	1.728684428	1.660869575	1.655943149	1.800175798	1.738928617	1.811093176	1.632931143	1.755566814	1.68036901	1.681177201	1.751380713	1.829040747	1.643237542	1.84139979	1.85501147	1.847048142	1.684686753	1.609794498	1.734484214	1.666623164	1.772326371	1.722372185	1.789286315	1.651400404	1.757555463	1.696374164	1.74070686	1.712260944	1.75579392	1.735879034	1.643413167	1.689522274	1.774682907	1.636184004	1.781881053	1.788176304	1.744623341
