	S001	S002	S003	S004	S005	S006	S007	S008	S009	S010	S011	S012	S013	S014	S015	S016	S017	S018	S019	S020	S021	S022	S023	S024	S025	S026	S027	S028	S029	S030	S031	S032	S033	S034	S035	S036	S037	S038	S039	S040	S041	S042	S043	S044	S045	S046	S047	S048	S049	S050	S051	S052	S053	S054	S055	S056	S057	S058	S059	S060	S061	S062	S063	S064	S065	S066	S067	S068	S069	S070	S071	S072	S073	S074	S075	S076	S077	S078	S079	S080	S081	S082	S083	S084	S085	S086	S087	S088	S089	S090	S091	S092	S093	S094	S095	S096	S097	S098	S099	S100
S011	1.807700363	1.787607833	1.850249431	1.782655078	1.736874385	1.74799565	1.740720672	1.704369459	1.695724235	1.801039859	0	1.673037348	1.771959788	1.668049048	1.654203727	1.751635281	1.75401771	1.673489475	1.732880249	1.7258398	1.722933994	1.783301577	1.681303869	1.616145933	1.771518561	1.802817667	1.743207996	1.678147317	1.743430604	1.739992004	1.769328253	1.69230591	1.735638242	1.751006415	1.758811114	1.809748964	1.619193639	1.77980003	1.712002274	1.645016702	1.638063173	1.819842526	1.756973489	1.736866439	1.752445183	1.781774419	1.770590822	1.77139233	1.747491648	1.710533356	1.706568721	1.839983159	1.722795617	1.71414576	1.706815517	1.791683746	1.768293467	1.846210224	1.758707223	1.758163683	1.742071888	1.74600002	1.725942133	1.671130768	1.765340271	1.671919389	1.691436618	1.778292159	1.699468855	1.691975903	1.672321758	1.712742521	1.626792255	1.652494957	1.763805358	1.730852721	1.706880527	1.778832024	1.632920199	1.666577416	1.628227859	1.757304431	1.699906185	1.83453061	1.661779525	1.729268235	1.776486817	1.730949548	1.662815608	1.663144676	1.586571776	1.720076168	1.778882171	1.736566841	1.707680639	1.706609623	1.793647149	1.814476779	1.666236685	1.681927549
S012	1.661736141	1.616781531	1.718516917	1.73876997	1.755271779	1.674771022	1.742119762	1.682977301	1.609160315	1.701861433	1.673037348	0	1.781237594	1.725473352	1.679332665	1.725734715	1.68538535	1.728740937	1.729694663	1.637488446	1.758376832	1.708929327	1.697104001	1.631909405	1.696239567	1.692993915	1.707351942	1.608412947	1.789510092	1.732921464	1.635553879	1.735949214	1.635952502	1.682634077	1.65775494	1.6863369	1.718437941	1.729695198	1.641656294	1.625361132	1.672177383	1.6458082	1.598619531	1.608200511	1.798975793	1.734170895	1.688646194	1.686247312	1.613744908	1.631465718	1.604075401	1.649281337	1.722963281	1.60448298	1.748794699	1.744433374	1.599783361	1.75628894	1.606941009	1.693453541	1.791515134	1.677875484	1.687856337	1.69904459	1.682009513	1.588964845	1.741643066	1.688648683	1.744418869	1.649103941	1.697229464	1.757992749	1.695368463	1.597502403	1.67160226	1.730767087	1.657050749	1.690873362	1.624983869	1.576461838	1.767907685	1.649820863	1.598260277	1.682092474	1.670731167	1.650916247	1.685194089	1.60988262	1.59182428	1.641505588	1.645907676	1.67598221	1.663229707	1.655136791	1.653684069	1.640479919	1.628092059	1.697642729	1.616601491	1.712694949
S013	1.725143927	1.878995097	1.794212279	1.83197031	1.699360625	1.697132616	1.720263452	1.729121409	1.691268529	1.741658239	1.771959788	1.781237594	0	1.744600624	1.748105847	1.767678077	1.842004956	1.707691513	1.803093883	1.760115678	1.745331756	1.796705525	1.725754347	1.752738565	1.728100089	1.695443135	1.752629158	1.758558533	1.702583584	1.756442642	1.695203743	1.697682004	1.70077678	1.637409967	1.794928636	1.849578508	1.741171285	1.713806816	1.689478354	1.693916552	1.671094419	1.782625852	1.808456563	1.837986535	1.811263677	1.696346269	1.723541156	1.765495132	1.660547828	1.683412936	1.710022715	1.742924821	1.804582739	1.697695328	1.715858745	1.806562014	1.668520073	1.83594898	1.785691705	1.639528193	1.752126532	1.719088596	1.556199427	1.78867927	1.801338429	1.793931223	1.807371296	1.779357947	1.796033783	1.801843823	1.659103098	1.721239889	1.733504633	1.852502035	1.747315006	1.733404081	1.639592337	1.710586554	1.715206903	1.66473991	1.754996251	1.852137077	1.719841849	1.79337921	1.728558551	1.767113889	1.751066033	1.745636358	1.694865678	1.865213692	1.721578542	1.705049708	1.746251225	1.675229051	1.754233179	1.695454301	1.764499065	1.773355207	1.768445229	1.746072469
S014	1.737273287	1.727845253	1.773674155	1.702150292	1.852948893	1.76123097	1.758285154	1.680563567	1.612616821	1.869941099	1.668049048	1.725473352	1.744600624	0	1.721192947	1.734875141	1.670131686	1.773531001	1.737129581	1.7098134	1.67707717	1.686313135	1.683118969	1.791251519	1.776025829	1.658355203	1.706801546	1.730322941	1.723830042	1.578266038	1.720548777	1.780412664	1.685909466	1.748151441	1.829331446	1.803677352	1.706167507	1.698566172	1.680117952	1.594705188	1.771896167	1.71220523	1.797703059	1.760647745	1.756596087	1.771715491	1.735726398	1.783591442	1.71831576	1.820084194	1.710897563	1.669252335	1.834537349	1.660388064	1.746222037	1.77089889	1.657565267	1.76451416	1.642427585	1.740604589	1.762736458	1.582884084	1.867237953	1.62259831	1.688006163	1.617661591	1.771929514	1.787632415	1.755204765	1.697018469	1.718157936	1.724439481	1.749429773	1.620313483	1.690427732	1.648554009	1.768722707	1.815701624	1.693511695	1.702622086	1.766576029	1.742887149	1.661383661	1.71338483	1.765074445	1.710434535	1.827129987	1.739094842	1.782464852	1.767658036	1.583365844	1.731661806	1.705839617	1.753643221	1.729599697	1.648123373	1.651083345	1.641617889	1.597968435	1.785347949
S015	1.661007262	1.763815988	1.712794244	1.793037219	1.585957632	1.803240191	1.750584863	1.681467534	1.700297086	1.626567256	1.654203727	1.679332665	1.748105847	1.721192947	0	1.687384802	1.617502449	1.741619514	1.6300436	1.553042041	1.724048697	1.736853242	1.732406436	1.573693096	1.755662938	1.743902682	1.650378587	1.55449467	1.773685721	1.737393747	1.771921308	1.709879887	1.666135303	1.721711318	1.704027823	1.631867441	1.494848202	1.678500473	1.692241825	1.732825169	1.71562827	1.649075567	1.708518428	1.682125706	1.78457542	1.764383142	1.769694495	1.681141419	1.646164645	1.605659505	1.69115861	1.682761814	1.711930556	1.672404793	1.752780748	1.749341977	1.69535903	1.807170679	1.549205492	1.53588569	1.739426171	1.611171027	1.667826324	1.645341017	1.763679052	1.700801368	1.629185865	1.69132251	1.621883786	1.651950102	1.702436311	1.765808602	1.80443174	1.669437242	1.669133737	1.63605204	1.783907822	1.708276633	1.71279259	1.604262345	1.675482586	1.763685872	1.578777144	1.799931479	1.774922348	1.711717218	1.633972806	1.678390919	1.539830921	1.717690669	1.578298431	1.698399889	1.731137078	1.60587254	1.68443067	1.546916614	1.732686296	1.752447658	1.67844148	1.729476804
S016	1.704802906	1.73794276	1.777515292	1.807904939	1.644721428	1.751542695	1.760541813	1.671584102	1.60803481	1.720907154	1.751635281	1.725734715	1.767678077	1.734875141	1.687384802	0	1.750533895	1.680253334	1.780899752	1.652894075	1.672834061	1.72092945	1.783518152	1.651454706	1.638072184	1.728216332	1.675308989	1.750134772	1.652848311	1.748694403	1.671944956	1.640690687	1.756161401	1.649237406	1.750229275	1.784146777	1.74073697	1.729855467	1.700670583	1.652835007	1.688273818	1.774437415	1.61625202	1.691694706	1.78827109	1.712821772	1.592939719	1.755751437	1.630489261	1.732270963	1.554962574	1.668375786	1.809073182	1.742780757	1.638391104	1.736647741	1.687650098	1.636599517	1.719595088	1.62588651	1.777460603	1.668174909	1.645597682	1.514664279	1.689762998	1.770600532	1.633174657	1.751179836	1.761596174	1.625979982	1.728344109	1.635182224	1.710556024	1.713733296	1.739004961	1.626349914	1.718258996	1.689397501	1.692508126	1.672901125	1.606004356	1.590772726	1.770722398	1.692187109	1.594165222	1.760611072	1.750675646	1.599043695	1.753444643	1.741468753	1.744826671	1.574247721	1.66116765	1.730927826	1.698877468	1.660527106	1.685624092	1.640182538	1.673505258	1.737978044
S017	1.785728641	1.831467377	1.747052611	1.814589884	1.794630291	1.7427803	1.780802228	1.757949531	1.629726813	1.745680325	1.75401771	1.68538535	1.842004956	1.670131686	1.617502449	1.750533895	0	1.632679543	1.817900315	1.610055508	1.833591954	1.750323817	1.783231659	1.696077447	1.718735317	1.721869167	1.755202418	1.739187565	1.786658054	1.843200584	1.761417441	1.744366846	1.770128156	1.788307587	1.753122748	1.801701132	1.739847707	1.730437538	1.750000836	1.699767184	1.679446973	1.77283529	1.728484463	1.714474251	1.825443885	1.713130441	1.714773288	1.79415514	1.717645856	1.695136762	1.750091053	1.807559571	1.746530971	1.620940368	1.698689621	1.756298024	1.678520943	1.714441836	1.691769849	1.631018531	1.627056554	1.636877308	1.806732797	1.731425414	1.767603347	1.683506665	1.62353018	1.718245567	1.602231805	1.728424085	1.779814066	1.702350473	1.737058989	1.679101849	1.678173464	1.688623657	1.763575561	1.74444692	1.758833283	1.783599612	1.785268021	1.676083017	1.636513185	1.761901338	1.672739853	1.752615953	1.774225765	1.72973882	1.711170816	1.793821926	1.75503763	1.702755476	1.617467105	1.724683971	1.675632131	1.645546573	1.743140967	1.740670787	1.691336713	1.744762875
S018	1.796876274	1.753783162	1.821830996	1.747147941	1.822059436	1.758254911	1.838032637	1.69575856	1.615378882	1.810046138	1.673489475	1.728740937	1.707691513	1.773531001	1.741619514	1.680253334	1.632679543	0	1.803862876	1.672463713	1.774013877	1.710628628	1.807482596	1.779273856	1.7065032	1.771007054	1.761069879	1.735503974	1.798139561	1.747393585	1.664014252	1.727541017	1.782811105	1.773826976	1.776089235	1.801892503	1.766749008	1.809999771	1.843098657	1.814358911	1.750651002	1.710824671	1.823071738	1.761852656	1.884039406	1.731791344	1.710556125	1.647026053	1.808131337	1.765975995	1.713688918	1.76011282	1.741950296	1.706238043	1.570964584	1.717278795	1.805620754	1.782656431	1.746063416	1.74244532	1.702738393	1.762234885	1.754163136	1.704191383	1.726315516	1.732414974	1.686369685	1.753883246	1.767821318	1.697921006	1.879941497	1.720413124	1.727790214	1.773023338	1.772468219	1.721160698	1.774919966	1.620361725	1.730659846	1.615734595	1.751362868	1.698554706	1.74656081	1.775592305	1.651559426	1.772935206	1.766832608	1.739210737	1.663078269	1.811223501	1.752921925	1.647447445	1.729317948	1.737270078	1.712614836	1.679373946	1.797657498	1.796103008	1.760574148	1.760592344
S019	1.696673456	1.871459808	1.79430839	1.880845131	1.623746836	1.774753287	1.734836987	1.78514235	1.644893932	1.80277581	1.732880249	1.729694663	1.803093883	1.737129581	1.6300436	1.780899752	1.817900315	1.803862876	0	1.768679325	1.786456449	1.714780806	1.77119502	1.736343018	1.729810304	1.607476648	1.671386223	1.76168	1.797309873	1.818483345	1.73922356	1.675260527	1.755614995	1.688825978	1.729496913	1.767582329	1.585190232	1.641365095	1.723002851	1.659035971	1.71914765	1.631909807	1.70067449	1.765618944	1.854044198	1.763235568	1.810142145	1.762160747	1.719171095	1.736216825	1.655860754	1.787598538	1.815641266	1.606366755	1.73856901	1.830958081	1.697841958	1.675642915	1.776584384	1.695135514	1.788141117	1.740872291	1.771599172	1.542804051	1.811742858	1.721780576	1.803979257	1.464985334	1.769735994	1.736733428	1.854010709	1.69619491	1.704115792	1.677424398	1.675252839	1.832564644	1.68091421	1.791595967	1.819671774	1.708447595	1.770629908	1.741775044	1.647066676	1.795102061	1.731603176	1.712159298	1.695862318	1.670957397	1.628987273	1.851323315	1.840704355	1.757654121	1.691188018	1.784314312	1.69514653	1.672768944	1.738430778	1.637595308	1.6934034	1.815046996
S020	1.763753983	1.690235363	1.739364401	1.640792464	1.621903329	1.705768196	1.70798398	1.776647541	1.771299451	1.618741615	1.7258398	1.637488446	1.760115678	1.7098134	1.553042041	1.652894075	1.610055508	1.672463713	1.768679325	0	1.640961726	1.663423541	1.680551451	1.607469987	1.692947289	1.675492071	1.753867744	1.701796385	1.750062454	1.742735922	1.704337493	1.623225416	1.781586216	1.623092729	1.62660844	1.709178252	1.623895301	1.693372384	1.799759722	1.708960032	1.693228075	1.676672672	1.668456717	1.679518011	1.736610139	1.706692703	1.739061864	1.763006096	1.647248288	1.705077406	1.687156595	1.764802749	1.678962235	1.653988402	1.698558477	1.709684628	1.625431153	1.774949234	1.717525431	1.632801647	1.796643086	1.650847324	1.629001561	1.654413594	1.729649449	1.625429313	1.803686294	1.718398339	1.619019589	1.704042229	1.724934478	1.793614269	1.685964443	1.638802417	1.668883968	1.699865403	1.703364483	1.764936074	1.721992533	1.57797363	1.675449629	1.648100879	1.679885963	1.765679672	1.567320497	1.685358881	1.647567301	1.72955585	1.662388296	1.679196406	1.722643276	1.735766084	1.646095037	1.620473453	1.783553175	1.772486671	1.753218907	1.767721825	1.533232831	1.561621509
S021	1.682293163	1.766626267	1.697082057	1.741375632	1.718001387	1.719028146	1.710380856	1.718494349	1.667365809	1.713609007	1.722933994	1.758376832	1.745331756	1.67707717	1.724048697	1.672834061	1.833591954	1.774013877	1.786456449	1.640961726	0	1.640087635	1.745980149	1.680821601	1.722349669	1.738783305	1.727483888	1.676288603	1.65930548	1.659054834	1.667550383	1.689858814	1.675704964	1.615844955	1.697220474	1.763737514	1.571199765	1.586626146	1.753821916	1.60676922	1.758640807	1.654937826	1.673200475	1.700618687	1.758763965	1.726960735	1.598545824	1.648346644	1.6618541	1.613633266	1.573704067	1.687114847	1.724885403	1.597405594	1.647658433	1.675865446	1.673455267	1.690379164	1.678587189	1.683707881	1.724568314	1.674868102	1.609270899	1.645325292	1.562699939	1.720155245	1.656372502	1.747703781	1.691825045	1.746595087	1.660994506	1.661161539	1.774452343	1.668841607	1.614900352	1.755570945	1.754493315	1.720371208	1.729965877	1.581628238	1.725053403	1.674808089	1.781205135	1.645423986	1.633390101	1.662153765	1.785135475	1.64912822	1.691085202	1.643032126	1.709220902	1.776700986	1.778981637	1.725278767	1.643777063	1.659087349	1.750660037	1.650947635	1.636681175	1.764973209
S022	1.646524212	1.678967502	1.794722966	1.708914487	1.64313019	1.723141173	1.752960351	1.675543034	1.618141248	1.669334498	1.783301577	1.708929327	1.796705525	1.686313135	1.736853242	1.72092945	1.750323817	1.710628628	1.714780806	1.663423541	1.640087635	0	1.674757744	1.80376033	1.535199886	1.655051276	1.750843593	1.701410196	1.779959647	1.741533411	1.670138998	1.705332145	1.756926401	1.777012216	1.737885995	1.795220517	1.671182578	1.789779411	1.611944103	1.763905495	1.781819166	1.748208913	1.765973104	1.801016246	1.74464547	1.673796624	1.663286853	1.658079753	1.661904281	1.688270489	1.638517408	1.715038922	1.696675878	1.651739639	1.766720842	1.586658041	1.730713548	1.761023783	1.80937332	1.787074274	1.797287643	1.695373371	1.725233668	1.736790121	1.755329968	1.731764998	1.709221819	1.71111894	1.698532532	1.708323094	1.725209063	1.793680044	1.737402396	1.6579445	1.646671825	1.61025205	1.795475034	1.783057173	1.716226862	1.528276965	1.718903248	1.65513297	1.726979058	1.748121589	1.660885708	1.697129256	1.736372296	1.755332441	1.645181497	1.772938609	1.681514863	1.714845429	1.638412618	1.591182642	1.784799588	1.65394434	1.708187236	1.756485972	1.637305992	1.784443544
