	S001	S002	S003	S004	S005	S006	S007	S008	S009	S010	S011	S012	S013	S014	S015	S016	S017	S018	S019	S020	S021	S022	S023	S024	S025	S026	S027	S028	S029	S030	S031	S032	S033	S034	S035	S036	S037	S038	S039	S040	S041	S042	S043	S044	S045	S046	S047	S048	S049	S050	S051	S052	S053	S054	S055	S056	S057	S058	S059	S060	S061	S062	S063	S064	S065	S066	S067	S068	S069	S070	S071	S072	S073	S074	S075	S076	S077	S078	S079	S080	S081	S082	S083	S084	S085	S086	S087	S088	S089	S090	S091	S092	S093	S094	S095	S096	S097	S098	S099	S100
S011	1.892695879	1.626144493	1.685464597	1.977970002	1.73144051	1.670862705	1.926450257	1.711969289	1.922939796	1.741169652	0	1.550027194	1.968216107	1.739370432	1.894066463	1.652302106	1.828764482	1.957340113	1.801571818	1.807669896	1.746362986	2.000000002	1.795411094	1.682641269	1.934701316	1.810236607	1.813842612	1.776238409	1.65767436	1.978879179	1.976161192	1.596262687	1.980163987	1.722525832	1.793697677	1.709954386	1.849204957	1.843554278	1.700602471	1.732308701	1.872761063	1.958611809	1.698638695	1.754702249	1.762592219	1.733823268	1.733816737	1.718432617	1.720218399	1.943904924	1.797449757	1.79253219	1.75897534	1.817952495	1.857844808	1.9823473	1.766209133	1.838328381	2.000000003	1.400286335	1.594503579	1.851412407	1.911949706	1.841172122	1.853966461	1.480190149	1.829297596	1.812581006	1.803600348	1.812639714	1.714022632	1.830109828	1.762312266	1.720381535	1.57943713	1.787855354	1.859749783	1.745395438	1.592120912	1.898905185	1.508371557	1.786183351	1.735194566	1.743051857	1.776487105	1.666290852	1.776257468	1.971889492	1.803699513	1.880829622	1.781040705	1.9531167	1.790804156	1.951510937	1.885577353	1.914921374	1.741176936	1.872627386	1.76413151	1.713912199
S012	1.809630867	1.750565267	1.751240839	1.91923368	1.953771714	1.817166955	1.882660091	1.546968765	1.783018676	1.941642988	1.550027194	0	1.936802195	1.647091688	1.858138229	1.903824496	1.97397311	1.952211179	1.607444284	1.857423906	1.948316618	1.59984535	1.865720548	1.917401349	1.789945926	1.500791961	1.758353646	1.899588983	1.587898414	1.903571699	1.980386458	1.779115961	1.524187181	1.902532796	1.942444859	1.8305337	1.989732113	1.430624108	1.712152293	1.979050767	1.839188245	1.913960675	1.872622349	1.773099897	1.756352747	1.357186302	1.819240317	1.922903215	1.854848707	1.887565248	1.911599249	1.850127172	1.834036474	1.752430777	1.945334506	1.982255602	1.846786809	1.742082361	1.915372159	1.750793565	1.698114261	1.957916109	1.805454088	1.747467476	1.854925027	1.661058667	1.894293764	1.826529752	1.92174374	1.755455326	1.890731	1.919670394	1.815685472	1.892588579	1.900108264	1.82250546	1.843385429	1.910151278	1.762370952	1.729353113	1.878282685	1.897221221	1.886144916	1.740043413	1.673154891	1.933305418	1.932733812	1.83181863	1.948557637	1.960275666	1.921490897	1.986742964	1.967989538	1.731874771	1.651180759	1.945791876	1.942226602	1.85398801	1.836377944	1.763609525
S013	1.94784065	1.940853346	1.786827884	1.895310443	1.940493425	1.848391884	1.807424828	1.788382066	1.490417019	1.608300367	1.968216107	1.936802195	0	1.866135137	1.95592482	1.793048177	1.943435421	1.889824848	1.881968123	1.905632063	1.858390887	2.000000001	1.696646451	1.829399436	1.798321431	1.754240536	1.663478363	1.689371436	1.824648441	1.858052072	1.930413645	1.813128478	1.953802712	1.856865965	1.74368733	1.716645715	1.944018998	1.755531785	1.913623522	1.893495908	1.924616478	1.784306812	1.681638264	1.895568314	1.680336404	1.853398863	1.92703426	1.833948954	1.632745558	1.818690619	1.763010288	1.755379265	1.865175439	1.61178505	1.760155801	1.637665347	1.713773512	1.790261526	1.732733574	1.929528758	1.842670988	1.985350084	1.863036997	1.559039531	1.717518934	1.836540608	1.697388313	1.880190443	1.577654155	1.918150131	1.891610655	1.839960665	1.892351145	1.713790796	1.904373757	1.739248495	1.762489664	1.765890977	1.717735141	1.717202478	1.917901632	1.701063376	1.889787935	1.72337352	1.760384938	1.868236203	1.923597221	1.913568947	1.91509504	1.935345413	1.870435848	1.901528931	1.877676663	1.762971368	1.762278908	1.513356115	1.903757483	1.951599873	1.839794621	1.98778917
S014	1.824938949	1.720149707	1.721282689	1.585116464	1.999999998	1.662547601	1.882368889	1.827473641	1.61839806	1.759700342	1.739370432	1.647091688	1.866135137	0	1.759537579	1.842946588	1.79591109	1.805909939	1.849476674	1.781789362	1.783253394	1.903745072	1.781463284	1.957225369	1.96413843	1.848688827	1.83232039	1.873545057	1.635113776	1.804120263	1.847258454	1.765863205	1.819131357	1.705222878	1.834594415	1.925443624	1.902819793	1.801044502	1.907200441	1.999999997	1.655346769	1.782433171	1.853472459	1.803240553	1.776279075	1.745830664	1.835888677	1.759957521	1.777368095	1.744104564	1.742896909	1.82004812	1.785352422	1.911425015	1.805617236	1.761398028	1.864554617	1.826322703	1.999999999	1.796265303	1.604717361	1.944186571	1.900477934	1.81100067	1.633648855	1.718909001	1.813948164	1.813658554	1.936986478	1.731812596	1.87477265	1.781428106	1.879617474	1.813513303	1.901635086	1.72144236	1.819174267	1.917948792	1.617085076	1.698709893	1.923343457	1.776192589	1.87802613	1.958353899	1.715739737	1.76716125	1.810961066	1.882771852	1.768466545	1.896279784	1.948298645	1.947005448	1.824338836	1.878542011	1.866359221	1.821979438	1.938186338	1.889423726	1.819937736	1.653440807
S015	1.969243182	1.696616624	1.455062816	2.000000003	2.000000003	1.583048688	1.79857239	1.79840993	1.888846073	1.930775929	1.894066463	1.858138229	1.95592482	1.759537579	0	1.636906467	1.752362763	1.983241662	1.679741143	1.901924195	1.781676855	1.891762721	1.778396605	2.000000004	1.823041163	1.888459638	1.820336561	1.689689056	1.679327049	1.5980597	1.634586275	1.761661872	1.94444339	1.880989627	1.838150344	1.847233309	1.895071594	1.685127973	1.851585966	1.893040882	1.691203976	1.842352696	1.827978944	1.827654842	1.619045314	1.713359177	1.873728048	1.99411435	1.780291342	1.861525743	1.753235564	1.683473849	1.617923531	1.841240456	1.864240845	1.801984957	2.000000004	1.849757472	1.88093911	1.945911274	1.841009454	1.898578562	1.952197111	1.913159675	1.927035872	1.680595002	1.853979091	1.718658941	1.663342759	1.724470225	1.861096159	1.861621253	1.640254421	1.76698223	1.988017647	1.797913841	1.666568188	1.843977419	1.846291905	1.861343582	2.000000002	1.787175044	1.720647641	1.717707598	1.76388283	1.876953735	1.556217423	1.835894401	1.748906144	1.850978355	1.873213384	1.848794677	2.000000003	1.697670062	1.686048554	1.752820871	2.000000003	1.619321251	1.878467149	1.811396306
S016	1.851479119	1.732981117	1.795826027	1.969022442	1.911418198	1.767657471	1.800254715	1.734628911	1.80413236	1.843434102	1.652302106	1.903824496	1.793048177	1.842946588	1.636906467	0	1.824056044	1.874231267	1.911867898	1.777969282	1.846271466	1.958196336	1.64442158	1.915293385	1.70455119	1.722764891	1.741764214	1.601120859	1.623564886	1.983068753	1.808182802	1.655333427	1.830621163	1.861733992	1.905376947	1.73825496	1.859041069	1.764314508	1.794640957	1.732979619	1.807336727	1.843113857	1.313451333	1.852402649	1.739391173	1.6760541	1.821564491	1.818737045	1.758481037	1.923174734	1.728468387	1.758525642	1.698614624	1.662249093	1.687648138	1.873808162	1.819588635	1.666831709	1.921743307	1.820592119	1.718375275	1.883182519	1.850661608	1.861007568	1.764973227	1.407630043	1.762331436	1.657869134	1.75485196	1.744549834	1.627335502	1.73842858	1.788308436	1.613852719	1.639265214	1.74876511	1.769818711	1.75891143	1.598680946	1.717230277	1.935504245	1.689691207	1.796751596	1.520169225	1.800659347	1.667715418	1.821534218	1.759419706	1.789048703	1.822747882	1.900231127	1.900772576	1.844989056	1.873495003	1.730248027	1.83233805	1.850829242	1.78174626	1.623521046	1.775157417
S017	1.946492213	1.706469391	1.756646001	1.680925714	1.870096924	1.906041349	1.947508191	1.865814785	1.914512916	1.837247358	1.828764482	1.97397311	1.943435421	1.79591109	1.752362763	1.824056044	0	1.916583217	1.699289708	1.749117878	1.758257482	1.793443316	1.8490975	1.981237797	1.848430394	1.851247747	1.782842146	1.891544083	1.877215804	1.999999999	1.716075658	1.812532161	1.950626173	1.655392852	1.901819527	1.850770776	1.866295805	1.886681178	1.803258787	1.983821765	1.729094317	1.866870267	1.806517211	1.815465729	1.782092415	1.750941698	1.761475285	1.898163099	1.958292179	1.885786138	1.762075193	1.864680918	1.825905064	1.772980977	1.914698388	1.828947776	1.892843265	1.496011981	2.000000001	1.861588115	1.887709955	1.950699227	1.837067508	1.962001382	1.929544455	1.838331185	1.926638756	1.810744026	1.932675006	1.76043733	1.525398818	1.835488548	1.924775814	1.901030053	1.874163424	1.789717366	1.719477719	1.601938054	1.827932558	1.959742665	1.949078199	1.628120049	1.511779666	1.794572103	1.873069223	1.925236778	1.85642006	1.926951052	1.777694403	1.773936624	1.847642931	1.829373202	1.853664762	1.670064749	1.665102615	1.918127176	1.858278248	1.81031096	1.829546528	1.961056879
S018	1.2966283	1.949593004	1.947471178	1.991871247	1.884877335	1.819968868	1.849947506	1.857012718	1.761900105	1.933700347	1.957340113	1.952211179	1.889824848	1.805909939	1.983241662	1.874231267	1.916583217	0	1.905864491	1.977817771	1.867514887	1.999999999	1.699138175	1.963521494	1.811502085	1.971265478	1.878020963	1.6822789	1.777857565	1.934073022	1.928925105	1.942651856	1.910911964	1.809217809	1.96633691	1.881736447	1.736437902	1.817431453	1.871214354	1.999999998	1.834633884	1.876423694	1.965467662	1.904433484	1.886633262	1.556046781	1.792674218	1.776230292	1.902410248	1.760155991	1.871409778	1.895422423	1.710325047	1.939858654	1.970034961	1.896346011	1.835654366	1.970310348	2	1.832159828	1.755994496	1.707466926	1.572795015	1.819506895	1.823660414	1.94915505	1.827190283	1.875768289	1.961080293	1.931653491	1.951525865	1.634953573	1.783325459	1.887430778	1.886620149	1.855335545	1.858476316	1.825306873	1.765321221	1.796683856	1.821704812	1.825530708	1.888418337	1.981885184	1.73340273	1.900464051	1.964794541	1.938701931	1.609104882	1.837605159	1.806389476	1.912494351	1.968219133	1.958019608	1.979053796	1.999999999	1.995957859	1.960393749	1.741010213	1.93329483
S019	1.821772415	1.804349389	1.823921399	1.703784886	1.881345032	1.812447625	1.811822055	1.746409395	1.82035998	1.865845228	1.801571818	1.607444284	1.881968123	1.849476674	1.679741143	1.911867898	1.699289708	1.905864491	0	1.61262627	1.897136148	1.926585194	1.736181138	1.797449199	1.677248782	1.773776535	1.435432264	1.711650365	1.606880496	1.644204699	1.975008512	1.631471905	1.808352537	1.873055352	1.624457449	1.877366058	1.811814401	1.73566646	1.795124555	1.965612999	1.675954223	1.952602795	1.874440961	1.840306295	1.584765839	1.415890592	1.602266407	1.798856101	1.770611023	1.797040626	1.637957275	1.592816076	1.617823454	1.760713057	1.958917352	1.939505532	1.761679381	1.736400987	1.907478383	1.782732651	1.627000837	1.832810707	1.744844688	1.676438892	1.889814817	1.671512675	1.846861056	1.93316132	1.62188969	1.805566184	1.693743574	1.880231912	1.7554326	1.771702087	1.920468498	1.462799756	1.568794039	1.698888462	1.74953101	1.533800659	1.922627673	1.791193633	1.5999453	1.741864043	1.629544763	1.911861114	1.764592164	1.71057863	1.531419245	1.833990606	1.980553725	1.94469424	1.800351564	1.457186977	1.672131949	1.712175654	1.928968472	1.785892036	1.728994004	1.916465793
S020	1.890950683	1.845741877	1.912326543	1.820347638	1.87417416	1.790622471	1.993964579	1.905462053	1.864999382	1.77293497	1.807669896	1.857423906	1.905632063	1.781789362	1.901924195	1.777969282	1.749117878	1.977817771	1.61262627	0	1.816214632	1.742555098	1.817060088	1.425045485	1.74334997	1.862713897	1.642903078	1.772346497	1.806597238	1.876600215	1.827423934	1.742299683	1.832497903	1.976860604	1.755951953	1.890793434	1.866184563	1.884680018	1.884456075	1.861278363	1.847361773	1.828664563	1.806743079	1.886750283	1.840848499	1.829583578	1.702914743	1.766175311	1.859929061	1.820006646	1.812180793	1.766633874	1.750494018	1.865410247	1.80158166	1.844719752	1.850565097	1.913209781	1.949064797	1.569177755	1.797959301	1.962508835	1.826882572	1.646684242	1.728840815	1.661435725	1.620078804	1.78731485	1.857822582	1.940063232	1.702915128	1.821593238	1.933189808	1.777103795	1.841282654	1.67421325	1.881900059	1.736495594	1.62267841	1.788499741	1.990731409	1.636105481	1.869327448	1.741890483	1.834046879	1.854412452	1.642448744	1.866778568	1.682222261	1.831441206	1.939190567	1.994950452	1.860280924	1.459591265	1.722719623	1.821064866	1.90671999	1.763961442	1.775235528	1.838741435
S021	1.827932913	1.756706169	1.794170115	1.893657616	1.914867174	1.876577919	1.743260387	1.932637489	1.844867956	1.718665108	1.746362986	1.948316618	1.858390887	1.783253394	1.781676855	1.846271466	1.758257482	1.867514887	1.897136148	1.816214632	0	1.838911578	1.642131676	1.968880441	1.91328644	1.950864949	1.647323556	1.727373205	1.728320058	1.980820363	1.884782352	1.843455743	1.947210205	1.698786534	1.696857407	1.940927162	1.976800981	1.693878598	1.760499155	1.863549415	1.814049947	1.770332833	1.824255945	1.845476599	1.748444257	1.725564158	1.724873185	1.906596645	1.889371035	1.925465088	1.533508293	1.882614642	1.683597982	1.521307229	1.705679566	1.82727999	1.769316719	1.883489701	1.821348509	1.835179393	1.870816901	1.988924355	1.936145662	1.929867078	1.796630201	1.811153947	1.608276134	1.829342008	1.702255162	1.886160496	1.626603224	1.737042996	1.978724504	1.900819619	1.959751644	1.850916908	1.839323853	1.678506236	1.691807058	1.794862901	1.871881605	1.479674487	1.641282422	1.882430547	1.687296997	1.696881704	1.509711254	1.95714905	1.746903697	1.701348306	1.852965477	1.828659388	1.512789624	1.797853431	1.824872713	1.871919598	1.90814928	1.832474234	1.799258656	1.796738123
S022	2.000000001	1.753066727	1.942456271	2	2	1.930466135	1.905984399	1.804438737	1.892996644	2	2.000000002	1.59984535	2.000000001	1.903745072	1.891762721	1.958196336	1.793443316	1.999999999	1.926585194	1.742555098	1.838911578	0	1.932857214	2.000000001	1.919060646	1.497697545	1.913602512	1.991283241	1.911513668	1.817733553	1.818553622	1.988308947	1.638183869	1.959443612	1.853668515	1.901585956	1.999999999	1.550192456	1.779134157	1.999999999	1.862462075	1.972486759	1.978506931	1.760814577	1.830060135	1.818938296	1.835211557	1.914613269	1.916416601	1.876237832	1.950100411	1.877970756	2	1.906274663	1.87314273	1.777498792	1.881420073	2.000000001	2.000000001	1.898879915	1.892060151	1.999999999	1.719638634	1.985386664	1.911957185	1.968992129	1.984220056	1.88520465	1.917674026	1.951920574	1.816956814	1.888901944	1.980023372	1.941519749	1.978313326	1.993351814	1.750689355	1.81966594	1.925495124	1.798972771	1.886572265	1.856027917	1.892399544	1.822087607	1.999999997	1.827026214	1.950196574	1.9535485	1.912778397	1.875053764	1.923106653	2	2	1.743982645	1.611219697	1.88579291	1.872503536	1.79228347	1.929716868	1.855197579
