	S001	S002	S003	S004	S005	S006	S007	S008	S009	S010	S011	S012	S013	S014	S015	S016	S017	S018	S019	S020	S021	S022	S023	S024	S025	S026	S027	S028	S029	S030	S031	S032	S033	S034	S035	S036	S037	S038	S039	S040	S041	S042	S043	S044	S045	S046	S047	S048	S049	S050	S051	S052	S053	S054	S055	S056	S057	S058	S059	S060	S061	S062	S063	S064	S065	S066	S067	S068	S069	S070	S071	S072	S073	S074	S075	S076	S077	S078	S079	S080	S081	S082	S083	S084	S085	S086	S087	S088	S089	S090	S091	S092	S093	S094	S095	S096	S097	S098	S099	S100
S011	1.642910385	1.536399517	1.598132301	1.678422621	1.610741042	1.711568562	1.49570744	1.658543753	1.624196166	1.535260626	0	1.652202092	1.527434603	1.584900456	1.556668043	1.527144755	1.566026864	1.63292084	1.5398251	1.618755519	1.649486685	1.638922646	1.640899797	1.484089623	1.570282345	1.567836436	1.535375148	1.621082963	1.622168213	1.631100848	1.682640072	1.629555825	1.542903098	1.646986528	1.544795502	1.639245294	1.548181746	1.607038403	1.55907699	1.531985264	1.645973098	1.612243554	1.648780358	1.510007437	1.64289007	1.566524035	1.584623584	1.622780993	1.627452607	1.619354584	1.602278127	1.532977798	1.647962698	1.608824599	1.56947021	1.565745056	1.652334492	1.638895434	1.53322661	1.570252139	1.551828735	1.568460771	1.651666284	1.563389167	1.637294572	1.585421147	1.659373571	1.678963817	1.588946956	1.556966769	1.586843281	1.529640143	1.564233808	1.633341442	1.594222053	1.552707338	1.679631145	1.576263431	1.681629116	1.670828834	1.607784235	1.626215435	1.651404232	1.569876772	1.642457476	1.683023431	1.627627236	1.5852424	1.58843487	1.630650509	1.660479968	1.558404584	1.621068605	1.609612008	1.58937971	1.595675084	1.550468481	1.648675917	1.60042229	1.663275141
S012	1.679108069	1.578322549	1.642607269	1.666062489	1.703300188	1.538213748	1.604538854	1.650487821	1.617969846	1.45869185	1.652202092	0	1.586490919	1.603749868	1.619777829	1.634275893	1.578756976	1.612905158	1.529320534	1.603998623	1.715496567	1.588567676	1.482128171	1.634801091	1.599076631	1.53724832	1.556222254	1.636288657	1.577573371	1.585268748	1.602967942	1.618596201	1.540797374	1.617437282	1.597400196	1.617018618	1.605650412	1.542643209	1.604221688	1.597480878	1.652663748	1.604998486	1.59254486	1.633280017	1.587631082	1.562296127	1.596283792	1.644440459	1.618724643	1.61068275	1.558048863	1.504791256	1.593096496	1.639089021	1.623814342	1.663425532	1.6082788	1.631222376	1.555387696	1.567801651	1.669442291	1.625632683	1.653692206	1.631158629	1.559268182	1.697693479	1.640683799	1.629899347	1.687186914	1.671072967	1.614073419	1.624337811	1.624603214	1.593572306	1.603144449	1.70742849	1.628781007	1.583853555	1.603160082	1.563695062	1.688985699	1.679587015	1.513012662	1.64155348	1.727797416	1.572786793	1.615953042	1.595825568	1.646936144	1.630948637	1.601714286	1.625915092	1.548108663	1.609457906	1.600475262	1.563582012	1.671499287	1.676786045	1.561830796	1.545645345
S013	1.613998764	1.632588362	1.620304702	1.589411886	1.602709109	1.546751855	1.591055629	1.62044832	1.671734333	1.567399381	1.527434603	1.586490919	0	1.528828713	1.58965227	1.623672816	1.549934567	1.656153501	1.620721207	1.665332434	1.626527146	1.736421087	1.657990246	1.569494532	1.631245312	1.581956693	1.545982609	1.636638028	1.594709402	1.582574553	1.570332799	1.628461604	1.580360379	1.577545843	1.454216497	1.571565003	1.610302969	1.601027914	1.563317911	1.600605023	1.559094241	1.648401499	1.586020535	1.593700702	1.659765517	1.578133454	1.596035169	1.617077294	1.608015252	1.597982403	1.687992258	1.600686651	1.614238053	1.652251926	1.687747373	1.634223473	1.691053481	1.662991033	1.595816785	1.574452946	1.63109439	1.586487396	1.529343927	1.549949008	1.635543175	1.648084166	1.63487197	1.67966696	1.511853999	1.593546956	1.561335272	1.679845014	1.727326501	1.608216323	1.589137238	1.652502249	1.587496828	1.624017582	1.668171769	1.676141945	1.62632598	1.665400214	1.635000985	1.638939329	1.602289691	1.45530934	1.704643781	1.556263579	1.653430835	1.629120774	1.625784573	1.611008963	1.62401628	1.576074929	1.692677971	1.608859113	1.600332764	1.701926054	1.552608261	1.583624468
S014	1.681968009	1.539696919	1.604669947	1.640056197	1.558749884	1.558638334	1.533888842	1.577935967	1.565874418	1.555314652	1.584900456	1.603749868	1.528828713	0	1.611037705	1.555748611	1.608347918	1.706504038	1.638391224	1.601210097	1.612629437	1.59666242	1.701848943	1.505067755	1.540452325	1.60249287	1.506663944	1.599766329	1.592191851	1.608922782	1.578034164	1.633089867	1.561275518	1.61806559	1.564514334	1.581413192	1.659993648	1.653367863	1.492456	1.664591882	1.605315872	1.679873184	1.656664806	1.556237077	1.608443868	1.627455341	1.555381934	1.590103319	1.628781975	1.562972756	1.656963485	1.596689592	1.629999744	1.643310791	1.642517312	1.697526456	1.608200888	1.614823446	1.594757286	1.619858241	1.607103673	1.505799125	1.60816464	1.598133425	1.639148216	1.574689693	1.621883103	1.555288289	1.619243062	1.591825483	1.614465651	1.612311765	1.600219776	1.621721306	1.606962101	1.706073862	1.591043677	1.625327867	1.595992226	1.603629976	1.679369603	1.532287187	1.591857496	1.540918896	1.688371652	1.606118255	1.626234032	1.554404918	1.59199192	1.568885959	1.616838628	1.53900746	1.565387145	1.641457004	1.58191007	1.598257582	1.585638619	1.567685559	1.657957258	1.637843131
S015	1.645585552	1.57969905	1.63129993	1.663120748	1.613061933	1.679211741	1.635688561	1.5826379	1.515390265	1.595024101	1.556668043	1.619777829	1.58965227	1.611037705	0	1.563966762	1.557565121	1.632055881	1.590617037	1.562182538	1.615509756	1.574368089	1.494046684	1.600431594	1.687957706	1.566611303	1.564764671	1.633016598	1.507309026	1.570455007	1.641125661	1.621564126	1.595445247	1.631874013	1.602628161	1.701839965	1.620112265	1.589459558	1.627405355	1.671963121	1.663280019	1.548810793	1.734632593	1.574062718	1.658676711	1.48255898	1.691891907	1.628194108	1.558038914	1.524694889	1.584844924	1.510461277	1.608628391	1.628473718	1.665789177	1.591066191	1.647856291	1.633746409	1.505455905	1.511458346	1.59356816	1.616366472	1.516749567	1.530364974	1.635793809	1.63548474	1.57536647	1.693819246	1.521722213	1.69441625	1.520727148	1.59748079	1.521561995	1.567647417	1.45872014	1.568173067	1.656248522	1.623411668	1.669813319	1.610274795	1.592982856	1.71330595	1.592331985	1.614604113	1.576067243	1.663267088	1.625588081	1.545171761	1.579524195	1.631129288	1.674153297	1.557744537	1.55550368	1.644596631	1.625759833	1.605622347	1.673780314	1.591987948	1.563762301	1.597118792
S016	1.642512396	1.5605852	1.567832446	1.581797874	1.612779669	1.644646199	1.557451265	1.553739814	1.555968617	1.596250415	1.527144755	1.634275893	1.623672816	1.555748611	1.563966762	0	1.596060817	1.649402937	1.660820081	1.580957878	1.56670108	1.697295667	1.633077024	1.512482562	1.584380132	1.577580049	1.576746381	1.661385784	1.42866069	1.566511067	1.545280971	1.672069938	1.500390735	1.567438185	1.610683737	1.626484547	1.573818429	1.61415379	1.557937589	1.647283183	1.642180293	1.574494295	1.718809173	1.59857802	1.578272647	1.59148573	1.546516791	1.58985396	1.575671718	1.619782191	1.530584788	1.652120087	1.638474759	1.6049173	1.662394741	1.664270113	1.622700773	1.620856125	1.617208721	1.555290314	1.570198058	1.636137256	1.603118093	1.633894634	1.603286311	1.599147638	1.54071653	1.536706336	1.626061503	1.684945334	1.616992998	1.525365914	1.613183331	1.609905435	1.470146204	1.724174479	1.554821174	1.633130616	1.625211869	1.570408817	1.60012562	1.676165684	1.559185761	1.599277099	1.655049463	1.537425364	1.598851545	1.609209747	1.554764773	1.640252668	1.641671777	1.557297733	1.63777376	1.553510405	1.616119081	1.607155079	1.712845532	1.638493718	1.657392387	1.541196744
S017	1.641102795	1.620045683	1.682337163	1.669137363	1.594860132	1.609520772	1.58270247	1.637921731	1.593083682	1.595506462	1.566026864	1.578756976	1.549934567	1.608347918	1.557565121	1.596060817	0	1.6591649	1.62568867	1.639654687	1.680133815	1.616073022	1.530705101	1.586341013	1.565369323	1.562043774	1.645778788	1.505578669	1.608321567	1.620012336	1.529114178	1.603225565	1.555819234	1.59150667	1.597069542	1.650057076	1.584469222	1.639373229	1.546625456	1.633889886	1.574701958	1.62843434	1.624640354	1.586032025	1.675670034	1.677436281	1.62718406	1.572355765	1.532760597	1.573072688	1.662464643	1.558569394	1.526199182	1.681749985	1.672109876	1.603631132	1.622064416	1.68301212	1.501382432	1.621115007	1.640688615	1.630585081	1.563655442	1.564555087	1.595105514	1.574131301	1.587305101	1.649504313	1.575253654	1.658926883	1.580098999	1.572963303	1.624655108	1.595151442	1.545063629	1.610156152	1.638785139	1.619876193	1.713888534	1.630691178	1.600065193	1.613003031	1.639806376	1.581409146	1.575923104	1.547645909	1.69534055	1.562248298	1.600489794	1.640180339	1.63548418	1.59797336	1.662425563	1.638981528	1.703054	1.549752418	1.599607597	1.630308591	1.61358234	1.525149633
S018	1.607706107	1.567710383	1.731616629	1.694182475	1.628988328	1.71402371	1.660603856	1.610740607	1.652328414	1.661930566	1.63292084	1.612905158	1.656153501	1.706504038	1.632055881	1.649402937	1.6591649	0	1.623047656	1.723781483	1.733573219	1.65374197	1.631429867	1.615749025	1.711985507	1.531054146	1.689860288	1.720849805	1.612537211	1.691449558	1.63968801	1.661611545	1.637629966	1.626966126	1.595874898	1.616093536	1.588039526	1.620975621	1.590424128	1.636817082	1.611019978	1.633779534	1.738745338	1.637888821	1.679705	1.615384807	1.575814016	1.612934119	1.580769845	1.724128994	1.674481687	1.674213002	1.544058678	1.669230979	1.703083436	1.733766732	1.668679738	1.698921274	1.599990622	1.686320813	1.666772599	1.662530105	1.665223096	1.647020209	1.760695586	1.628795379	1.677674875	1.685622881	1.609866994	1.580702599	1.660940249	1.670896271	1.63248795	1.627156262	1.670620551	1.648596	1.665813267	1.667252937	1.718963438	1.654674726	1.692830687	1.699540379	1.699747138	1.65080775	1.660010452	1.666163569	1.71337433	1.630226608	1.634795378	1.694841717	1.686570744	1.689983246	1.682028539	1.575444244	1.652454202	1.589131768	1.712074253	1.710171761	1.667704022	1.640211273
S019	1.662397681	1.542468923	1.605792067	1.606474509	1.731247952	1.63057583	1.654196466	1.612012157	1.494190112	1.515492104	1.5398251	1.529320534	1.620721207	1.638391224	1.590617037	1.660820081	1.62568867	1.623047656	0	1.648112025	1.762009031	1.655546506	1.625489141	1.635332167	1.595865823	1.551381048	1.590793592	1.551539773	1.612825981	1.608253494	1.60336377	1.651164929	1.559189034	1.61565717	1.587571934	1.59485095	1.61414851	1.633652095	1.619754684	1.671041104	1.633756676	1.611636058	1.639817912	1.609512861	1.683958628	1.609272659	1.549346506	1.564661035	1.629452123	1.621982096	1.594526985	1.49565716	1.573552938	1.672178387	1.611334856	1.595467284	1.69877011	1.63853546	1.511034568	1.573449519	1.614220461	1.562526293	1.671279714	1.603640573	1.594217006	1.666863921	1.610755609	1.573949847	1.657365508	1.709988691	1.544091815	1.718050387	1.598174232	1.592865144	1.634414673	1.786635654	1.515447939	1.652381623	1.691346482	1.651728146	1.618053147	1.667598557	1.586125114	1.663100278	1.713077224	1.656876545	1.6252711	1.61938621	1.543228178	1.621512691	1.654486054	1.539490252	1.738169215	1.626990044	1.680074622	1.642201152	1.724883747	1.597323279	1.598984222	1.666487175
S020	1.724938344	1.580903628	1.664535264	1.73072429	1.682452909	1.656540329	1.596905587	1.591791746	1.614087235	1.615604807	1.618755519	1.603998623	1.665332434	1.601210097	1.562182538	1.580957878	1.639654687	1.723781483	1.648112025	0	1.716549662	1.691412559	1.644663786	1.62116186	1.635892638	1.643078051	1.623078679	1.603780722	1.580911194	1.665577985	1.630128305	1.58720082	1.611264143	1.724444127	1.643984003	1.626506947	1.666515075	1.656256006	1.628062373	1.645789913	1.644411071	1.640768555	1.714149623	1.634607818	1.680381333	1.65157456	1.713689669	1.593325964	1.518691144	1.723465711	1.645435112	1.522557319	1.589282163	1.727777842	1.735888891	1.668830295	1.736032851	1.620003789	1.613559881	1.564539346	1.562258822	1.620008106	1.624553599	1.629862364	1.630471509	1.746196808	1.632482524	1.675660376	1.651515465	1.701968336	1.639729718	1.526554814	1.659901041	1.632551599	1.647005646	1.680432359	1.53018609	1.597819594	1.646728741	1.654698789	1.641106794	1.621045668	1.652026545	1.548580441	1.666172213	1.712326752	1.661290181	1.632525761	1.688158923	1.564048874	1.723650531	1.536208781	1.656907646	1.611783841	1.597898819	1.628824103	1.644453804	1.754080222	1.693298363	1.585066606
S021	1.60082189	1.612343034	1.580010274	1.679304842	1.719054551	1.623391691	1.599452259	1.620178552	1.634714635	1.653485609	1.649486685	1.715496567	1.626527146	1.612629437	1.615509756	1.56670108	1.680133815	1.733573219	1.762009031	1.716549662	0	1.662916015	1.70123599	1.655615258	1.695385156	1.567917591	1.556262687	1.646815126	1.645999148	1.672433037	1.649236507	1.658027216	1.648561799	1.651938001	1.693047309	1.629590437	1.602454137	1.642456294	1.614631931	1.714433809	1.661351335	1.670118161	1.600995407	1.614192696	1.631479353	1.642511054	1.584495411	1.641115384	1.649041004	1.560086097	1.674493912	1.668242055	1.640152943	1.658191902	1.725376543	1.671347625	1.693698827	1.583640281	1.656883243	1.601050296	1.583759616	1.616623976	1.659036075	1.526109928	1.692166247	1.660114898	1.642961804	1.662588934	1.662083473	1.645069256	1.611955422	1.645070592	1.616105223	1.535345169	1.566104978	1.680451119	1.72286774	1.656196838	1.658696025	1.614437847	1.677364238	1.61736948	1.729274525	1.654249449	1.691528249	1.666674026	1.597336093	1.626287169	1.690556139	1.582448244	1.646956037	1.664526077	1.59323401	1.623182907	1.594605549	1.546238517	1.68237767	1.624360956	1.636974927	1.608871506
S022	1.583924323	1.607298021	1.716850477	1.650111907	1.7120855	1.668947458	1.584072038	1.577855727	1.66931242	1.574792716	1.638922646	1.588567676	1.736421087	1.59666242	1.574368089	1.697295667	1.616073022	1.65374197	1.655546506	1.691412559	1.662916015	0	1.542857629	1.630037207	1.649304171	1.587667176	1.649836526	1.658294353	1.610313489	1.617406192	1.554348414	1.704915249	1.64129365	1.599485464	1.56906136	1.60305642	1.538056586	1.647422717	1.653153958	1.66642677	1.633272482	1.620225646	1.601545902	1.572163295	1.620050524	1.719429715	1.608237688	1.647321851	1.662827077	1.654859138	1.567383163	1.558766536	1.518460362	1.680259827	1.606430704	1.740557634	1.62825814	1.650552052	1.672387516	1.575461649	1.651284197	1.517300607	1.661868922	1.621504001	1.590038924	1.536342319	1.667429741	1.595052647	1.626873606	1.692792133	1.660058903	1.656160341	1.628889544	1.604336618	1.647523301	1.611559576	1.653115697	1.676884809	1.663720532	1.707792454	1.694937157	1.635976847	1.528754558	1.665785346	1.663404828	1.752560175	1.73208527	1.562838124	1.645496986	1.599892799	1.643097336	1.62159252	1.671039513	1.630970248	1.607096784	1.609333472	1.754766299	1.638076507	1.617854566	1.683701605
