# git tag version 2.5.1 |  motus version 2.5.1 | map_tax 2.5.1 | gene database: nr2.5.1 | calc_mgc 2.5.1 -y insert.scaled_counts -l 75 | calc_motu 2.5.1 -k mOTU -C no_CAMI -g 3 | taxonomy: ref_mOTU_2.5.1 meta_mOTU_2.5.1
# call: python motus profile -s /mnt/data5/sunzheng/2B_RAD/pipeline/simulated_data/RE_three/three.fq -o three_motus.txt -t 10
#consensus_taxonomy	unnamed sample
Streptococcus sp. F0442 [ref_mOTU_v25_00313]	0.0000000000
Streptococcus equi [ref_mOTU_v25_00314]	0.0000000000
Streptococcus pyogenes [ref_mOTU_v25_00315]	0.0000000000
Streptococcus dysgalactiae [ref_mOTU_v25_00316]	0.0000000000
Streptococcus canis [ref_mOTU_v25_00317]	0.0000000000
Bacteria sp. [ref_mOTU_v25_00318]	0.0000000000
Enterococcus mundtii/pernyi [ref_mOTU_v25_00319]	0.0000000000
Enterococcus sp. 10A9_DIV0425 [ref_mOTU_v25_00320]	0.0000000000
Bacteria sp. [ref_mOTU_v25_00321]	0.0000000000
Enterococcus faecium [ref_mOTU_v25_00322]	0.0000000000
Enterococcus faecium/durans [ref_mOTU_v25_00323]	0.0000000000
Enterococcus faecium/hirae [ref_mOTU_v25_00324]	0.0000000000
Enterococcus villorum [ref_mOTU_v25_00325]	0.0000000000
Bacillus sp. [ref_mOTU_v25_00326]	0.0000000000
Bacillus cytotoxicus [ref_mOTU_v25_00327]	0.0000000000
Bacillus sp. [ref_mOTU_v25_00328]	0.0000000000
Bacilli sp. [ref_mOTU_v25_00329]	0.0000000000
Bacillus mycoides [ref_mOTU_v25_00330]	0.0000000000
Bacillus sp. [ref_mOTU_v25_00331]	0.0000000000
Bacillus bingmayongensis [ref_mOTU_v25_00332]	0.0000000000
Bacillus gaemokensis [ref_mOTU_v25_00333]	0.0000000000
Bacillus sp. [ref_mOTU_v25_00334]	0.0000000000
Bacillus cereus [ref_mOTU_v25_00335]	0.0000000000
Bacillus manliponensis [ref_mOTU_v25_00336]	0.0000000000
Staphylococcus xylosus [ref_mOTU_v25_00337]	0.0000000000
Staphylococcus saprophyticus [ref_mOTU_v25_00338]	0.0000000000
Staphylococcus saprophyticus [ref_mOTU_v25_00339]	0.0000000000
Staphylococcus aureus [ref_mOTU_v25_00340]	0.0000000000
Staphylococcus sp. [ref_mOTU_v25_00341]	0.0000000000
Staphylococcus aureus/haemolyticus [ref_mOTU_v25_00342]	0.0000000000
Staphylococcus aureus/haemolyticus [ref_mOTU_v25_00343]	0.0000000000
Bacilli sp. [ref_mOTU_v25_00344]	0.0000000000
Staphylococcus epidermidis [ref_mOTU_v25_00346]	0.0000000000
Staphylococcus warneri/caprae [ref_mOTU_v25_00347]	0.0000000000
Staphylococcus warneri/capitis [ref_mOTU_v25_00348]	0.0000000000
Dermabacter hominis [ref_mOTU_v25_00349]	0.0000000000
Dermabacter vaginalis [ref_mOTU_v25_00350]	0.0000000000
Helcobacillus massiliensis [ref_mOTU_v25_00351]	0.0000000000
Mycobacteroides immunogenum [ref_mOTU_v25_00352]	0.0000000000
Mycobacteriaceae sp. [ref_mOTU_v25_00353]	0.0000000000
Mycobacteroides franklinii [ref_mOTU_v25_00354]	0.0000000000
Mycobacteroides saopaulense [ref_mOTU_v25_00355]	0.0000000000
Mycobacteroides chelonae [ref_mOTU_v25_00356]	0.0000000000
Mycobacterium sp. [ref_mOTU_v25_00357]	0.0000000000
Mycobacteroides salmoniphilum [ref_mOTU_v25_00358]	0.0000000000
Mycobacterium sp. [ref_mOTU_v25_00359]	0.0000000000
Enteractinococcus helveticum [ref_mOTU_v25_00360]	0.0000000000
Streptococcus phocae [ref_mOTU_v25_00361]	0.0000000000
Vibrio albensis/cholerae [ref_mOTU_v25_00362]	0.0000000000
Vibrio sp. [ref_mOTU_v25_00363]	0.0000000000
Gallionellales bacterium [ref_mOTU_v25_00364]	0.0000000000
Azospira oryzae [ref_mOTU_v25_00365]	0.0000000000
Methyloversatilis thermotolerans [ref_mOTU_v25_00366]	0.0000000000
Gallionellales bacterium GWA2_60_18 [ref_mOTU_v25_00367]	0.0000000000
Candidatus Accumulibacter phosphatis [ref_mOTU_v25_00368]	0.0000000000
Methyloversatilis discipulorum [ref_mOTU_v25_00369]	0.0000000000
Methyloversatilis discipulorum [ref_mOTU_v25_00370]	0.0000000000
Methyloversatilis universalis [ref_mOTU_v25_00371]	0.0000000000
Methyloversatilis universalis [ref_mOTU_v25_00372]	0.0000000000
Silanimonas lenta [ref_mOTU_v25_00373]	0.0000000000
Uliginosibacterium gangwonense [ref_mOTU_v25_00374]	0.0000000000
Candidatus Accumulibacter sp. BA-92 [ref_mOTU_v25_00375]	0.0000000000
Methyloversatilis sp. RAC08 [ref_mOTU_v25_00376]	0.0000000000
Formivibrio citricus [ref_mOTU_v25_00377]	0.0000000000
Candidatus Accumulibacter sp. BA-93 [ref_mOTU_v25_00378]	0.0000000000
Lautropia mirabilis [ref_mOTU_v25_00379]	0.0000000000
Candidatus Accumulibacter aalborgensis [ref_mOTU_v25_00380]	0.0000000000
Azovibrio restrictus [ref_mOTU_v25_00381]	0.0000000000
Rhodocyclaceae bacterium Paddy-1 [ref_mOTU_v25_00382]	0.0000000000
Chitinimonas koreensis [ref_mOTU_v25_00383]	0.0000000000
Candidatus Accumulibacter sp. SK-11 [ref_mOTU_v25_00384]	0.0000000000
Xylophilus sp. Leaf220 [ref_mOTU_v25_00385]	0.0000000000
Candidatus Accumulibacter sp. SK-12 [ref_mOTU_v25_00386]	0.0000000000
