taxID	abd_species	abd_all
414	0.125002276	0.068647039
415	7.28367E-06	3.99994E-06
421	7.28367E-06	3.99994E-06
435	3.64183E-06	1.99997E-06
437	3.64183E-06	1.99997E-06
446	1.82092E-05	9.99986E-06
448	3.64183E-06	1.99997E-06
449	1.45673E-05	7.99989E-06
454	3.64183E-06	1.99997E-06
460	7.28367E-06	3.99994E-06
466	3.64183E-06	1.99997E-06
470	6.19112E-05	3.39995E-05
478	3.64183E-06	1.99997E-06
480	3.64183E-06	1.99997E-06
485	1.45673E-05	7.99989E-06
486	7.28367E-06	3.99994E-06
487	4.73438E-05	2.59996E-05
492	7.28367E-06	3.99994E-06
494	3.64183E-06	1.99997E-06
504	3.64183E-06	1.99997E-06
511	1.82092E-05	9.99986E-06
520	8.01203E-05	4.39994E-05
536	0.079836263	0.043843386
537	7.28367E-06	3.99994E-06
539	3.64183E-06	1.99997E-06
546	3.64183E-06	1.99997E-06
548	7.28367E-06	3.99994E-06
549	1.82092E-05	9.99986E-06
550	1.45673E-05	7.99989E-06
553	5.09857E-05	2.79996E-05
554	3.64183E-06	1.99997E-06
562	0.000265854	0.000145998
569	3.64183E-06	1.99997E-06
571	1.45673E-05	7.99989E-06
573	0.000127464	6.9999E-05
582	7.28367E-06	3.99994E-06
584	3.64183E-06	1.99997E-06
587	3.64183E-06	1.99997E-06
588	3.64183E-06	1.99997E-06
614	3.64183E-06	1.99997E-06
615	3.64183E-05	1.99997E-05
624	1.82092E-05	9.99986E-06
628	3.64183E-06	1.99997E-06
630	3.64183E-06	1.99997E-06
631	3.64183E-06	1.99997E-06
632	7.28367E-06	3.99994E-06
638	3.64183E-06	1.99997E-06
644	3.64183E-06	1.99997E-06
645	3.64183E-06	1.99997E-06
646	3.64183E-06	1.99997E-06
650	3.64183E-06	1.99997E-06
666	8.37622E-05	4.59994E-05
669	7.28367E-06	3.99994E-06
670	7.64785E-05	4.19994E-05
672	1.45673E-05	7.99989E-06
680	1.09255E-05	5.99992E-06
714	0.000127464	6.9999E-05
715	7.64785E-05	4.19994E-05
716	7.28367E-06	3.99994E-06
717	2.54928E-05	1.39998E-05
718	2.54928E-05	1.39998E-05
720	1.45673E-05	7.99989E-06
722	1.82092E-05	9.99986E-06
723	7.28367E-06	3.99994E-06
726	5.09857E-05	2.79996E-05
727	0.000276779	0.000151998
728	2.91347E-05	1.59998E-05
729	2.91347E-05	1.59998E-05
730	0.057056598	0.031333561
731	1.82092E-05	9.99986E-06
732	2.54928E-05	1.39998E-05
733	1.45673E-05	7.99989E-06
734	5.82693E-05	3.19996E-05
735	1.45673E-05	7.99989E-06
738	2.1851E-05	1.19998E-05
739	7.28367E-06	3.99994E-06
747	0.000109255	5.99992E-05
749	1.09255E-05	5.99992E-06
750	3.64183E-05	1.99997E-05
751	3.64183E-06	1.99997E-06
752	1.45673E-05	7.99989E-06
754	3.64183E-06	1.99997E-06
756	2.91347E-05	1.59998E-05
757	1.09255E-05	5.99992E-06
758	2.1851E-05	1.19998E-05
761	2.54928E-05	1.39998E-05
777	7.28367E-06	3.99994E-06
779	3.64183E-06	1.99997E-06
784	3.64183E-06	1.99997E-06
813	2.91347E-05	1.59998E-05
821	7.28367E-06	3.99994E-06
844	3.64183E-06	1.99997E-06
859	3.64183E-06	1.99997E-06
863	7.28367E-06	3.99994E-06
879	3.64183E-06	1.99997E-06
891	7.28367E-06	3.99994E-06
894	3.64183E-06	1.99997E-06
897	7.28367E-06	3.99994E-06
927	3.64183E-06	1.99997E-06
929	3.64183E-06	1.99997E-06
940	1.45673E-05	7.99989E-06
948	3.64183E-06	1.99997E-06
955	0.000127464	6.9999E-05
959	3.64183E-06	1.99997E-06
971	1.09255E-05	5.99992E-06
982	3.64183E-06	1.99997E-06
1053	3.64183E-06	1.99997E-06
1058	7.28367E-06	3.99994E-06
1063	7.28367E-06	3.99994E-06
1071	7.28367E-06	3.99994E-06
1076	3.64183E-06	1.99997E-06
1086	3.64183E-06	1.99997E-06
1092	2.1851E-05	1.19998E-05
1094	1.09255E-05	5.99992E-06
1096	2.1851E-05	1.19998E-05
1097	0.023329582	0.012811821
1098	7.28367E-06	3.99994E-06
1100	1.09255E-05	5.99992E-06
1102	3.64183E-06	1.99997E-06
1126	3.64183E-06	1.99997E-06
1229	3.64183E-06	1.99997E-06
1231	1.82092E-05	9.99986E-06
1238	3.64183E-06	1.99997E-06
1252	3.64183E-06	1.99997E-06
1255	3.64183E-06	1.99997E-06
1260	1.09255E-05	5.99992E-06
1280	2.1851E-05	1.19998E-05
1282	7.28367E-06	3.99994E-06
1286	3.64183E-06	1.99997E-06
1293	3.64183E-06	1.99997E-06
1299	0.14938799	0.082038851
1305	3.64183E-06	1.99997E-06
1308	7.28367E-06	3.99994E-06
1309	3.64183E-06	1.99997E-06
1311	6.91948E-05	3.79995E-05
1313	9.10458E-05	4.99993E-05
1314	1.82092E-05	9.99986E-06
1318	1.45673E-05	7.99989E-06
1329	3.64183E-06	1.99997E-06
1336	2.54928E-05	1.39998E-05
1348	7.28367E-06	3.99994E-06
1351	3.64183E-06	1.99997E-06
1352	1.45673E-05	7.99989E-06
1354	7.28367E-06	3.99994E-06
1358	0.02328588	0.012787821
1363	1.82092E-05	9.99986E-06
1364	1.09255E-05	5.99992E-06
1365	3.64183E-06	1.99997E-06
1366	7.28367E-06	3.99994E-06
1376	3.64183E-06	1.99997E-06
1383	3.64183E-06	1.99997E-06
1390	1.82092E-05	9.99986E-06
1392	3.27765E-05	1.79997E-05
1396	2.91347E-05	1.59998E-05
1397	3.64183E-06	1.99997E-06
1398	3.64183E-06	1.99997E-06
1399	2.1851E-05	1.19998E-05
1402	1.82092E-05	9.99986E-06
1404	3.64183E-06	1.99997E-06
1406	3.64183E-06	1.99997E-06
1408	2.1851E-05	1.19998E-05
1411	1.45673E-05	7.99989E-06
1423	7.28367E-06	3.99994E-06
1428	7.28367E-06	3.99994E-06
1445	2.1851E-05	1.19998E-05
1449	3.64183E-06	1.99997E-06
1465	3.64183E-06	1.99997E-06
1471	3.64183E-06	1.99997E-06
1478	1.82092E-05	9.99986E-06
1491	0.000109255	5.99992E-05
1492	1.45673E-05	7.99989E-06
1493	1.09255E-05	5.99992E-06
1494	0.000233077	0.000127998
1496	2.91347E-05	1.59998E-05
1498	2.1851E-05	1.19998E-05
1501	1.09255E-05	5.99992E-06
1502	7.28367E-06	3.99994E-06
1503	3.64183E-06	1.99997E-06
1504	3.64183E-06	1.99997E-06
1505	7.28367E-06	3.99994E-06
1509	3.64183E-05	1.99997E-05
1513	0.066762083	0.036663487
1519	7.28367E-06	3.99994E-06
1531	3.64183E-06	1.99997E-06
1534	3.64183E-06	1.99997E-06
1542	1.09255E-05	5.99992E-06
1553	1.45673E-05	7.99989E-06
1559	7.28367E-06	3.99994E-06
1561	3.64183E-06	1.99997E-06
1570	3.64183E-06	1.99997E-06
1575	7.28367E-06	3.99994E-06
1590	3.64183E-06	1.99997E-06
1598	2.1851E-05	1.19998E-05
1599	4.3702E-05	2.39997E-05
1605	7.28367E-06	3.99994E-06
1618	3.64183E-06	1.99997E-06
1631	3.64183E-06	1.99997E-06
1639	1.82092E-05	9.99986E-06
1655	3.64183E-06	1.99997E-06
1659	3.64183E-06	1.99997E-06
1680	2.91347E-05	1.59998E-05
1681	2.54928E-05	1.39998E-05
1683	7.28367E-06	3.99994E-06
1685	0.000203943	0.000111998
1686	7.28367E-06	3.99994E-06
1688	1.45673E-05	7.99989E-06
1689	7.28367E-06	3.99994E-06
1693	3.64183E-06	1.99997E-06
1744	1.45673E-05	7.99989E-06
1768	3.64183E-06	1.99997E-06
1773	2.1851E-05	1.19998E-05
1822	3.64183E-06	1.99997E-06
1830	3.64183E-06	1.99997E-06
1833	3.64183E-06	1.99997E-06
1869	3.64183E-06	1.99997E-06
1877	3.64183E-06	1.99997E-06
1881	3.64183E-06	1.99997E-06
1888	3.64183E-06	1.99997E-06
1971	3.64183E-06	1.99997E-06
2017	3.64183E-06	1.99997E-06
2030	3.64183E-06	1.99997E-06
2057	3.64183E-06	1.99997E-06
2072	3.64183E-06	1.99997E-06
2118	3.64183E-06	1.99997E-06
2151	3.64183E-06	1.99997E-06
2162	3.64183E-06	1.99997E-06
2180	2.1851E-05	1.19998E-05
2186	7.28367E-06	3.99994E-06
2188	0.022517453	0.012365827
2205	3.64183E-06	1.99997E-06
2261	3.64183E-06	1.99997E-06
2303	3.64183E-06	1.99997E-06
2358	1.09255E-05	5.99992E-06
2371	1.09255E-05	5.99992E-06
2702	3.64183E-05	1.99997E-05
2718	3.64183E-06	1.99997E-06
2734	3.64183E-06	1.99997E-06
2738	3.64183E-06	1.99997E-06
2748	3.64183E-06	1.99997E-06
2751	3.64183E-06	1.99997E-06
13243	3.64183E-06	1.99997E-06
13276	3.64183E-06	1.99997E-06
13373	7.28367E-06	3.99994E-06
13773	3.64183E-06	1.99997E-06
28026	3.27765E-05	1.79997E-05
28035	7.28367E-06	3.99994E-06
28077	3.64183E-06	1.99997E-06
28082	3.64183E-06	1.99997E-06
28095	3.64183E-06	1.99997E-06
28112	3.64183E-06	1.99997E-06
28131	1.09255E-05	5.99992E-06
28139	3.64183E-06	1.99997E-06
28141	3.64183E-06	1.99997E-06
28159	3.64183E-05	1.99997E-05
28161	2.91347E-05	1.59998E-05
28210	3.64183E-06	1.99997E-06
28220	7.28367E-06	3.99994E-06
28232	0.00012018	6.59991E-05
28320	3.64183E-06	1.99997E-06
28450	2.54928E-05	1.39998E-05
28901	8.37622E-05	4.59994E-05
29344	3.64183E-06	1.99997E-06
29357	1.09255E-05	5.99992E-06
29363	3.64183E-06	1.99997E-06
29373	3.64183E-06	1.99997E-06
29382	3.64183E-06	1.99997E-06
29388	3.64183E-06	1.99997E-06
29419	1.82092E-05	9.99986E-06
29423	7.28367E-06	3.99994E-06
29438	0.000524424	0.000287996
29442	1.09255E-05	5.99992E-06
29443	1.82092E-05	9.99986E-06
29484	3.64183E-06	1.99997E-06
29542	7.28367E-06	3.99994E-06
29543	2.1851E-05	1.19998E-05
29545	3.64183E-06	1.99997E-06
29563	7.28367E-06	3.99994E-06
29571	3.64183E-06	1.99997E-06
29575	3.64183E-06	1.99997E-06
32002	3.64183E-06	1.99997E-06
32025	0.010218983	0.005611921
32062	3.27765E-05	1.79997E-05
33028	3.64183E-06	1.99997E-06
33033	3.64183E-06	1.99997E-06
33059	7.28367E-06	3.99994E-06
33069	0.000826696	0.000453994
33072	3.64183E-06	1.99997E-06
33075	3.64183E-06	1.99997E-06
33932	3.64183E-06	1.99997E-06
33938	1.82092E-05	9.99986E-06
33954	1.09255E-05	5.99992E-06
33977	3.64183E-06	1.99997E-06
34021	3.64183E-06	1.99997E-06
34073	7.28367E-06	3.99994E-06
34090	1.45673E-05	7.99989E-06
35554	0.105391005	0.05787719
35620	3.64183E-06	1.99997E-06
35764	3.64183E-06	1.99997E-06
35799	3.64183E-06	1.99997E-06
35806	7.28367E-06	3.99994E-06
35835	5.09857E-05	2.79996E-05
35837	3.64183E-06	1.99997E-06
36746	0.000171166	9.39987E-05
36809	7.28367E-06	3.99994E-06
36814	3.64183E-06	1.99997E-06
36834	3.64183E-06	1.99997E-06
36844	7.28367E-06	3.99994E-06
36845	3.64183E-06	1.99997E-06
36849	3.64183E-06	1.99997E-06
37659	3.64183E-06	1.99997E-06
37919	1.09255E-05	5.99992E-06
38293	1.45673E-05	7.99989E-06
38313	3.64183E-06	1.99997E-06
38815	7.28367E-06	3.99994E-06
39152	1.82092E-05	9.99986E-06
39480	3.64183E-06	1.99997E-06
39481	7.28367E-06	3.99994E-06
39486	3.64183E-06	1.99997E-06
39496	3.64183E-06	1.99997E-06
39691	3.64183E-06	1.99997E-06
39765	7.28367E-06	3.99994E-06
39841	1.09255E-05	5.99992E-06
39960	3.64183E-06	1.99997E-06
39962	3.64183E-06	1.99997E-06
40324	3.64183E-06	1.99997E-06
40575	3.64183E-06	1.99997E-06
40577	3.64183E-06	1.99997E-06
40754	7.28367E-06	3.99994E-06
41976	3.64183E-06	1.99997E-06
41977	3.64183E-06	1.99997E-06
41997	3.64183E-06	1.99997E-06
42422	3.64183E-06	1.99997E-06
43064	7.28367E-06	3.99994E-06
43131	3.64183E-06	1.99997E-06
43263	3.27765E-05	1.79997E-05
43658	3.64183E-06	1.99997E-06
43661	2.1851E-05	1.19998E-05
43662	7.28367E-06	3.99994E-06
43928	3.64183E-06	1.99997E-06
43992	3.64183E-06	1.99997E-06
43997	3.64183E-06	1.99997E-06
44009	3.64183E-06	1.99997E-06
44012	7.28367E-06	3.99994E-06
44577	3.64183E-06	1.99997E-06
44749	3.64183E-06	1.99997E-06
45067	7.28367E-06	3.99994E-06
45498	1.45673E-05	7.99989E-06
45677	3.64183E-06	1.99997E-06
46124	3.64183E-06	1.99997E-06
46161	1.82092E-05	9.99986E-06
46224	3.64183E-06	1.99997E-06
46257	0.000320481	0.000175998
46632	0.000280421	0.000153998
46677	7.28367E-06	3.99994E-06
46678	0.000105613	5.79992E-05
46679	3.64183E-06	1.99997E-06
46680	7.28367E-06	3.99994E-06
47246	3.64183E-06	1.99997E-06
47493	3.64183E-06	1.99997E-06
47715	3.64183E-06	1.99997E-06
47735	2.1851E-05	1.19998E-05
47865	3.64183E-06	1.99997E-06
47877	0.000447945	0.000245997
47879	3.64183E-06	1.99997E-06
47883	4.3702E-05	2.39997E-05
47885	3.64183E-06	1.99997E-06
47886	3.64183E-06	1.99997E-06
47917	3.64183E-06	1.99997E-06
47920	3.64183E-06	1.99997E-06
48664	1.82092E-05	9.99986E-06
49339	0.000327765	0.000179997
49547	7.28367E-06	3.99994E-06
50339	7.28367E-06	3.99994E-06
50340	2.1851E-05	1.19998E-05
50960	3.64183E-06	1.99997E-06
51047	7.28367E-06	3.99994E-06
51048	1.45673E-05	7.99989E-06
51049	2.1851E-05	1.19998E-05
51123	3.64183E-06	1.99997E-06
51160	3.64183E-06	1.99997E-06
51161	2.54928E-05	1.39998E-05
51201	9.10458E-05	4.99993E-05
51229	3.64183E-06	1.99997E-06
52442	3.64183E-06	1.99997E-06
52443	7.28367E-06	3.99994E-06
52689	3.64183E-06	1.99997E-06
52695	3.64183E-06	1.99997E-06
52704	3.64183E-06	1.99997E-06
53332	7.28367E-06	3.99994E-06
53342	3.64183E-06	1.99997E-06
53343	3.64183E-06	1.99997E-06
53406	3.64183E-06	1.99997E-06
53407	3.64183E-06	1.99997E-06
53409	0.00033869	0.000185997
53410	5.82693E-05	3.19996E-05
53412	3.64183E-06	1.99997E-06
53417	4.3702E-05	2.39997E-05
53419	7.28367E-06	3.99994E-06
53422	3.64183E-06	1.99997E-06
53435	0.000200301	0.000109998
53501	3.64183E-06	1.99997E-06
53635	3.64183E-06	1.99997E-06
54006	3.64183E-06	1.99997E-06
54010	3.64183E-06	1.99997E-06
54261	3.64183E-06	1.99997E-06
54262	3.64183E-06	1.99997E-06
54294	3.64183E-06	1.99997E-06
54311	3.64183E-06	1.99997E-06
54571	7.28367E-06	3.99994E-06
55148	3.64183E-05	1.99997E-05
55758	3.64183E-06	1.99997E-06
55969	7.28367E-06	3.99994E-06
56438	3.64183E-06	1.99997E-06
56448	3.64183E-06	1.99997E-06
56459	3.64183E-06	1.99997E-06
57497	7.28367E-06	3.99994E-06
57498	0.000101971	5.59992E-05
57664	3.64183E-06	1.99997E-06
58231	4.00602E-05	2.19997E-05
59310	3.64183E-06	1.99997E-06
60036	5.09857E-05	2.79996E-05
60549	3.64183E-06	1.99997E-06
60552	3.64183E-06	1.99997E-06
61435	3.64183E-06	1.99997E-06
61595	3.64183E-06	1.99997E-06
61598	1.45673E-05	7.99989E-06
61647	3.64183E-06	1.99997E-06
63363	0.075600811	0.041517419
63745	3.64183E-06	1.99997E-06
64002	3.64183E-06	1.99997E-06
64160	3.64183E-06	1.99997E-06
64178	3.64183E-06	1.99997E-06
64323	3.64183E-06	1.99997E-06
64970	3.64183E-06	1.99997E-06
64988	3.64183E-06	1.99997E-06
65403	3.64183E-06	1.99997E-06
65741	3.64183E-06	1.99997E-06
66425	3.64183E-06	1.99997E-06
67267	3.64183E-06	1.99997E-06
67298	3.64183E-06	1.99997E-06
67344	3.64183E-06	1.99997E-06
67345	3.64183E-06	1.99997E-06
67352	3.64183E-06	1.99997E-06
67356	3.64183E-06	1.99997E-06
67373	3.64183E-06	1.99997E-06
67386	3.64183E-06	1.99997E-06
67825	3.64183E-06	1.99997E-06
67854	6.19112E-05	3.39995E-05
67855	4.00602E-05	2.19997E-05
68170	3.64183E-06	1.99997E-06
68202	3.64183E-06	1.99997E-06
68242	7.28367E-06	3.99994E-06
68246	3.64183E-06	1.99997E-06
68909	1.45673E-05	7.99989E-06
68910	3.64183E-06	1.99997E-06
69222	3.64183E-06	1.99997E-06
69223	3.64183E-06	1.99997E-06
69328	7.28367E-06	3.99994E-06
69360	7.28367E-06	3.99994E-06
69539	3.64183E-06	1.99997E-06
69710	1.09255E-05	5.99992E-06
69967	7.28367E-06	3.99994E-06
69974	7.28367E-06	3.99994E-06
70775	7.28367E-06	3.99994E-06
70997	3.64183E-06	1.99997E-06
71452	3.64183E-06	1.99997E-06
72026	7.28367E-06	3.99994E-06
72556	3.64183E-06	1.99997E-06
72764	3.64183E-06	1.99997E-06
73780	2.54928E-05	1.39998E-05
74348	3.64183E-06	1.99997E-06
74426	1.45673E-05	7.99989E-06
74969	7.28367E-06	3.99994E-06
75612	7.28367E-06	3.99994E-06
75684	7.28367E-06	3.99994E-06
75697	3.64183E-06	1.99997E-06
75906	4.73438E-05	2.59996E-05
75985	3.27765E-05	1.79997E-05
76112	3.64183E-06	1.99997E-06
76113	7.28367E-06	3.99994E-06
76489	7.28367E-06	3.99994E-06
76759	2.1851E-05	1.19998E-05
76760	3.64183E-06	1.99997E-06
76761	1.45673E-05	7.99989E-06
76884	3.64183E-06	1.99997E-06
76936	9.10458E-05	4.99993E-05
77038	4.73438E-05	2.59996E-05
77298	3.64183E-06	1.99997E-06
77635	3.64183E-06	1.99997E-06
78327	1.82092E-05	9.99986E-06
78342	7.28367E-06	3.99994E-06
78344	7.28367E-06	3.99994E-06
78345	7.28367E-06	3.99994E-06
78346	3.64183E-06	1.99997E-06
78544	7.28367E-06	3.99994E-06
79209	3.64183E-06	1.99997E-06
79880	3.64183E-06	1.99997E-06
79882	3.64183E-06	1.99997E-06
79884	3.64183E-06	1.99997E-06
79885	0.025838805	0.014189801
80849	0.025857014	0.014199801
80852	3.64183E-06	1.99997E-06
80854	7.28367E-06	3.99994E-06
80866	3.64183E-06	1.99997E-06
80867	3.64183E-06	1.99997E-06
80879	7.28367E-06	3.99994E-06
81028	3.64183E-06	1.99997E-06
82076	0.014927873	0.008197885
82541	3.64183E-06	1.99997E-06
82633	3.64183E-06	1.99997E-06
82789	3.64183E-06	1.99997E-06
82801	3.64183E-06	1.99997E-06
83263	3.64183E-06	1.99997E-06
83406	3.64183E-06	1.99997E-06
83451	3.64183E-06	1.99997E-06
83558	7.28367E-06	3.99994E-06
83656	3.64183E-06	1.99997E-06
83986	3.64183E-06	1.99997E-06
84698	3.64183E-06	1.99997E-06
85402	7.28367E-06	3.99994E-06
85404	5.82693E-05	3.19996E-05
85682	3.64183E-06	1.99997E-06
85693	7.28367E-06	3.99994E-06
85698	7.28367E-06	3.99994E-06
85874	3.64183E-06	1.99997E-06
85925	3.64183E-06	1.99997E-06
86176	2.54928E-05	1.39998E-05
86177	3.64183E-06	1.99997E-06
86185	4.00602E-05	2.19997E-05
86187	3.64183E-06	1.99997E-06
86622	3.64183E-06	1.99997E-06
86665	2.91347E-05	1.59998E-05
86840	0.00013839	7.59989E-05
87883	3.64183E-06	1.99997E-06
88058	3.64183E-06	1.99997E-06
88132	3.64183E-06	1.99997E-06
88274	3.64183E-06	1.99997E-06
88431	3.64183E-06	1.99997E-06
89065	3.64183E-06	1.99997E-06
89401	3.64183E-06	1.99997E-06
90730	3.64183E-06	1.99997E-06
90732	3.64183E-06	1.99997E-06
91823	3.64183E-06	1.99997E-06
92003	7.28367E-06	3.99994E-06
92942	3.64183E-06	1.99997E-06
94132	3.64183E-06	1.99997E-06
94869	3.64183E-06	1.99997E-06
95149	3.64183E-06	1.99997E-06
95161	3.64183E-06	1.99997E-06
95300	3.64183E-06	1.99997E-06
95485	1.45673E-05	7.99989E-06
95486	2.91347E-05	1.59998E-05
96230	3.64183E-06	1.99997E-06
96344	2.54928E-05	1.39998E-05
96345	7.28367E-06	3.99994E-06
96496	0.002334415	0.001281982
96773	7.28367E-06	3.99994E-06
97481	1.09255E-05	5.99992E-06
98228	7.28367E-06	3.99994E-06
99481	3.64183E-06	1.99997E-06
99675	7.28367E-06	3.99994E-06
100174	7.28367E-06	3.99994E-06
100886	3.64183E-06	1.99997E-06
100901	7.28367E-06	3.99994E-06
101564	3.64183E-06	1.99997E-06
101571	2.1851E-05	1.19998E-05
102109	3.64183E-06	1.99997E-06
102148	3.64183E-06	1.99997E-06
102684	3.64183E-06	1.99997E-06
102897	3.64183E-06	1.99997E-06
103232	3.64183E-06	1.99997E-06
103441	3.64183E-06	1.99997E-06
103734	3.64183E-06	1.99997E-06
103836	3.64183E-06	1.99997E-06
104087	7.28367E-06	3.99994E-06
104623	3.64183E-06	1.99997E-06
105219	1.09255E-05	5.99992E-06
105972	3.64183E-06	1.99997E-06
106412	3.64183E-06	1.99997E-06
106590	1.09255E-05	5.99992E-06
108003	3.64183E-06	1.99997E-06
108010	7.28367E-06	3.99994E-06
108486	3.64183E-06	1.99997E-06
109265	3.64183E-06	1.99997E-06
109472	1.45673E-05	7.99989E-06
110500	7.28367E-06	3.99994E-06
114628	3.64183E-06	1.99997E-06
114886	3.64183E-06	1.99997E-06
115547	7.28367E-06	3.99994E-06
115783	2.1851E-05	1.19998E-05
115852	0.000105613	5.79992E-05
116598	3.64183E-06	1.99997E-06
116849	7.28367E-06	3.99994E-06
117681	3.64183E-06	1.99997E-06
118062	1.45673E-05	7.99989E-06
118728	5.82693E-05	3.19996E-05
119000	3.64183E-06	1.99997E-06
119484	3.64183E-06	1.99997E-06
121719	3.64183E-06	1.99997E-06
122355	1.45673E-05	7.99989E-06
123820	4.3702E-05	2.39997E-05
123822	1.82092E-05	9.99986E-06
123824	1.09255E-05	5.99992E-06
125593	4.00602E-05	2.19997E-05
125614	3.64183E-06	1.99997E-06
126156	3.64183E-06	1.99997E-06
127458	7.28367E-06	3.99994E-06
127886	7.28367E-06	3.99994E-06
127891	2.1851E-05	1.19998E-05
128104	3.64183E-06	1.99997E-06
128780	3.64183E-06	1.99997E-06
131081	3.64183E-06	1.99997E-06
131568	3.64183E-06	1.99997E-06
132144	1.09255E-05	5.99992E-06
132476	3.64183E-06	1.99997E-06
133724	3.64183E-06	1.99997E-06
134034	3.64183E-06	1.99997E-06
134849	7.28367E-06	3.99994E-06
135569	3.64183E-06	1.99997E-06
135735	3.64183E-06	1.99997E-06
135739	3.64183E-06	1.99997E-06
136073	3.64183E-06	1.99997E-06
136094	2.1851E-05	1.19998E-05
136548	7.28367E-06	3.99994E-06
136992	1.09255E-05	5.99992E-06
136993	3.64183E-06	1.99997E-06
137658	3.64183E-06	1.99997E-06
137778	7.28367E-06	3.99994E-06
138072	3.64183E-06	1.99997E-06
138074	3.64183E-06	1.99997E-06
138336	3.64183E-06	1.99997E-06
138563	3.64183E-06	1.99997E-06
139208	3.64183E-06	1.99997E-06
139438	3.64183E-06	1.99997E-06
139808	3.64183E-06	1.99997E-06
140057	3.64183E-06	1.99997E-06
140314	7.28367E-06	3.99994E-06
142058	3.64183E-06	1.99997E-06
142877	3.64183E-06	1.99997E-06
143813	7.28367E-06	3.99994E-06
145261	0.000182092	9.99986E-05
145262	0.018402182	0.010105859
145263	6.5553E-05	3.59995E-05
146476	3.64183E-06	1.99997E-06
146806	1.45673E-05	7.99989E-06
146817	3.64183E-06	1.99997E-06
146939	1.45673E-05	7.99989E-06
147207	1.09255E-05	5.99992E-06
147802	3.64183E-05	1.99997E-05
148453	3.64183E-06	1.99997E-06
148604	3.64183E-06	1.99997E-06
150060	3.64183E-06	1.99997E-06
152268	3.64183E-06	1.99997E-06
152480	3.64183E-06	1.99997E-06
152490	2.54928E-05	1.39998E-05
152682	3.64183E-06	1.99997E-06
153721	1.09255E-05	5.99992E-06
154046	7.28367E-06	3.99994E-06
155077	3.64183E-06	1.99997E-06
155322	2.1851E-05	1.19998E-05
155863	3.64183E-06	1.99997E-06
155974	3.64183E-06	1.99997E-06
156578	3.64183E-06	1.99997E-06
157592	3.64183E-06	1.99997E-06
157673	0.007990182	0.004387939
157733	3.64183E-06	1.99997E-06
157782	3.64183E-06	1.99997E-06
157783	3.64183E-06	1.99997E-06
157784	7.28367E-06	3.99994E-06
157842	3.64183E-06	1.99997E-06
158787	2.1851E-05	1.19998E-05
158836	1.09255E-05	5.99992E-06
160661	3.64183E-06	1.99997E-06
161156	3.64183E-06	1.99997E-06
161355	3.64183E-06	1.99997E-06
161358	7.28367E-06	3.99994E-06
161493	3.64183E-06	1.99997E-06
161536	3.64183E-06	1.99997E-06
163164	1.45673E-05	7.99989E-06
163877	3.64183E-06	1.99997E-06
164348	3.64183E-06	1.99997E-06
164546	3.64183E-05	1.99997E-05
166486	7.28367E-06	3.99994E-06
167468	3.64183E-06	1.99997E-06
167642	7.28367E-06	3.99994E-06
168471	7.28367E-06	3.99994E-06
169402	0.000196659	0.000107998
169435	3.64183E-06	1.99997E-06
169669	3.64183E-06	1.99997E-06
