SampleID	building_1	building_2	building_3	building_4	building_5	building_6	building_7	building_8	building_9	building_10	building_11	building_12	building_13	building_14	building_15	building_16	building_17	building_18	building_19	building_20	building_21	building_22	building_23	building_24	building_25	building_26	building_27	building_28	building_29	building_30	building_31	building_32	building_33	building_34	building_35	building_36	building_37	building_38	building_39	building_40	building_41	building_42	building_43	building_44	building_45	building_46	building_47	building_48	building_49	building_50	building_51	building_52	building_53	building_54	building_55	building_56	building_57	building_58	building_59	building_60	building_61	building_62	building_63	building_64	building_65	building_66	building_67	building_68	building_69	building_70	building_71	building_72	building_73	building_74	building_75	building_76	building_77	building_78	building_79	building_80	building_81	building_82	building_83	building_84	building_85	building_86	building_87	building_88	building_89	building_90	building_91	building_92	building_93	building_94	building_95	building_96	building_97	building_98	building_99	building_100
building_11	0.609202	0.588526	0.62601	0.595181	0.641921	0.581692	0.606112	0.612754	0.603182	0.597994	0	0.585539	0.600322	0.633669	0.578864	0.597261	0.612295	0.627023	0.586514	0.595428	0.616865	0.586487	0.61589	0.600647	0.594441	0.590151	0.625836	0.617277	0.607202	0.601843	0.586284	0.597183	0.604442	0.597143	0.598248	0.653351	0.65482	0.611156	0.630388	0.583245	0.574316	0.617433	0.609221	0.595032	0.598522	0.605667	0.613825	0.609399	0.598485	0.643675	0.59267	0.610699	0.583344	0.650937	0.612448	0.591338	0.63351	0.630064	0.581565	0.611101	0.602196	0.588648	0.616744	0.569162	0.584392	0.631882	0.587121	0.61298	0.621439	0.603757	0.575979	0.612651	0.622211	0.58623	0.599525	0.631062	0.610038	0.593884	0.618705	0.638129	0.605764	0.614769	0.629563	0.624442	0.595279	0.59156	0.614861	0.602372	0.619633	0.599451	0.586671	0.602028	0.596063	0.620893	0.590584	0.621007	0.593172	0.586901	0.597757	0.613431
building_12	0.5401	0.573471	0.581398	0.574504	0.593159	0.553844	0.548802	0.518623	0.561925	0.565274	0.585539	0	0.55017	0.593996	0.544039	0.561337	0.600382	0.569115	0.54017	0.552911	0.593924	0.559153	0.572889	0.576175	0.566007	0.550813	0.573575	0.570433	0.579023	0.548241	0.563659	0.581137	0.593148	0.587091	0.561683	0.607001	0.580838	0.554529	0.627295	0.568066	0.545099	0.553846	0.565391	0.563169	0.580922	0.56196	0.553159	0.601382	0.557861	0.582568	0.576081	0.569263	0.536186	0.622775	0.579952	0.539224	0.586559	0.580881	0.585219	0.582394	0.551577	0.580055	0.57219	0.542568	0.577954	0.557352	0.530933	0.573061	0.591056	0.525788	0.567616	0.549668	0.61727	0.543361	0.546645	0.570245	0.550739	0.571411	0.587262	0.609283	0.568499	0.536664	0.571459	0.570175	0.553897	0.537009	0.583403	0.551511	0.549287	0.567626	0.575878	0.560643	0.56923	0.593641	0.573883	0.577565	0.529495	0.560583	0.54301	0.570571
building_13	0.553659	0.55683	0.585166	0.586535	0.577475	0.529545	0.545042	0.532344	0.59451	0.559709	0.600322	0.55017	0	0.649656	0.548642	0.553834	0.587509	0.590786	0.555247	0.55594	0.578761	0.558683	0.570755	0.566122	0.555683	0.550756	0.563608	0.570484	0.571444	0.606066	0.560452	0.584514	0.583233	0.570729	0.532101	0.591972	0.598197	0.576403	0.586432	0.562639	0.520202	0.59109	0.577231	0.573916	0.55768	0.561938	0.553073	0.563693	0.562902	0.585934	0.57483	0.573584	0.55249	0.608019	0.602929	0.542309	0.598113	0.578239	0.606638	0.565928	0.564628	0.55909	0.559469	0.52624	0.539104	0.579141	0.52985	0.544739	0.557278	0.553737	0.532023	0.555693	0.629552	0.526195	0.587489	0.585756	0.524633	0.55533	0.574714	0.583387	0.547716	0.563512	0.557933	0.617986	0.55942	0.535782	0.594938	0.553308	0.540252	0.546014	0.563441	0.563927	0.573586	0.596528	0.533243	0.574041	0.520382	0.552804	0.544498	0.581773
building_14	0.610206	0.608608	0.621172	0.658113	0.6395	0.6152	0.600176	0.612809	0.625575	0.614825	0.633669	0.593996	0.649656	0	0.596536	0.594263	0.619635	0.639077	0.615267	0.586958	0.614823	0.603085	0.623341	0.620883	0.615671	0.592344	0.620829	0.635816	0.641258	0.595088	0.622935	0.620041	0.64187	0.612867	0.613392	0.632878	0.671803	0.633166	0.64469	0.600393	0.607545	0.625047	0.643122	0.621404	0.651093	0.615085	0.617694	0.639818	0.621593	0.621891	0.612361	0.640484	0.590341	0.631923	0.610216	0.583007	0.632077	0.629592	0.62133	0.643865	0.610873	0.638297	0.612917	0.601311	0.640038	0.630069	0.591929	0.634312	0.628531	0.60776	0.616849	0.614095	0.635486	0.627532	0.619962	0.634744	0.605475	0.610754	0.61907	0.652777	0.622011	0.587108	0.643528	0.632562	0.641285	0.612675	0.619566	0.601544	0.594529	0.622905	0.634752	0.622106	0.614983	0.651409	0.611126	0.621015	0.577914	0.637007	0.613064	0.609301
building_15	0.552264	0.525857	0.547952	0.573481	0.592151	0.5385	0.523788	0.546621	0.561948	0.538357	0.578864	0.544039	0.548642	0.596536	0	0.541116	0.585131	0.553382	0.544083	0.523819	0.581782	0.540516	0.563481	0.561435	0.55254	0.554855	0.532363	0.575264	0.600154	0.570208	0.556265	0.573946	0.57887	0.569969	0.527012	0.579876	0.609692	0.574979	0.58542	0.536717	0.532021	0.570734	0.553194	0.554199	0.564116	0.546192	0.558924	0.585233	0.528298	0.54743	0.539349	0.547321	0.521668	0.600813	0.57868	0.546953	0.594723	0.585564	0.544276	0.584636	0.540938	0.551776	0.576558	0.548302	0.536812	0.585583	0.558216	0.551722	0.563969	0.529615	0.542851	0.558821	0.599138	0.552047	0.572104	0.589967	0.530203	0.561704	0.53243	0.605507	0.54034	0.544766	0.572512	0.581806	0.555078	0.523884	0.609477	0.515239	0.56097	0.536724	0.573275	0.536731	0.562059	0.578403	0.533635	0.547753	0.535556	0.579454	0.551543	0.558583
building_16	0.56215	0.557954	0.552502	0.577416	0.588544	0.543549	0.561873	0.5591	0.552612	0.553165	0.597261	0.561337	0.553834	0.594263	0.541116	0	0.609397	0.551092	0.557774	0.507745	0.582744	0.559741	0.573554	0.5583	0.558253	0.58054	0.570446	0.580548	0.598876	0.540505	0.574459	0.591832	0.603525	0.572942	0.528008	0.589409	0.58861	0.579334	0.590944	0.541298	0.535937	0.564357	0.577677	0.554943	0.574365	0.546743	0.556724	0.556664	0.557977	0.580739	0.52099	0.558195	0.530484	0.609162	0.580225	0.53853	0.582384	0.573711	0.561106	0.57649	0.557899	0.542427	0.584943	0.532366	0.555622	0.615994	0.550777	0.591808	0.562536	0.522052	0.540782	0.56699	0.609887	0.560321	0.546464	0.582592	0.535131	0.555967	0.547177	0.623543	0.563027	0.548194	0.595242	0.566934	0.567195	0.531874	0.571248	0.544584	0.57665	0.561672	0.577986	0.547141	0.575919	0.611803	0.542094	0.54462	0.529188	0.566969	0.547187	0.570786
building_17	0.597725	0.607099	0.636768	0.625893	0.608057	0.588712	0.587614	0.594094	0.602981	0.613851	0.612295	0.600382	0.587509	0.619635	0.585131	0.609397	0	0.625449	0.599787	0.575566	0.624859	0.569894	0.625994	0.62928	0.587223	0.588311	0.589122	0.616629	0.596286	0.601326	0.599691	0.614595	0.64734	0.628863	0.575815	0.633252	0.646	0.631492	0.643435	0.594978	0.569575	0.632074	0.624748	0.611642	0.614612	0.584986	0.608765	0.627769	0.596292	0.63082	0.585073	0.602647	0.587321	0.652406	0.5916	0.614526	0.628279	0.628166	0.60287	0.609554	0.598645	0.610019	0.61009	0.584941	0.607114	0.637995	0.595551	0.598637	0.625033	0.603006	0.587988	0.612973	0.632942	0.59351	0.627618	0.624908	0.592573	0.625755	0.602989	0.63095	0.610535	0.582444	0.600646	0.627801	0.635749	0.586045	0.612874	0.59831	0.607	0.611748	0.582122	0.560076	0.607183	0.622628	0.622565	0.594432	0.584969	0.612041	0.609602	0.615168
building_18	0.563656	0.567622	0.609696	0.593835	0.622378	0.554573	0.581512	0.567983	0.59484	0.547354	0.627023	0.569115	0.590786	0.639077	0.553382	0.551092	0.625449	0	0.583312	0.567445	0.614076	0.584039	0.61211	0.607232	0.600495	0.580779	0.587249	0.594819	0.601835	0.553565	0.587505	0.606757	0.628158	0.62822	0.574402	0.603491	0.600799	0.609744	0.607854	0.575993	0.549946	0.608442	0.614158	0.585834	0.609608	0.579565	0.597922	0.57917	0.584247	0.610242	0.583323	0.574329	0.576985	0.624045	0.627789	0.573586	0.610174	0.608395	0.571006	0.615914	0.579837	0.560688	0.60483	0.582477	0.571133	0.623628	0.566073	0.589619	0.60166	0.557999	0.577354	0.594764	0.630828	0.58168	0.575107	0.579228	0.56446	0.586433	0.597484	0.625137	0.583673	0.565429	0.630245	0.615414	0.606934	0.57212	0.621087	0.559701	0.590505	0.587458	0.578116	0.600695	0.582119	0.619571	0.56447	0.598612	0.576928	0.581254	0.588239	0.596624
building_19	0.567625	0.543084	0.577847	0.581737	0.611311	0.56289	0.550812	0.536765	0.56809	0.521392	0.586514	0.54017	0.555247	0.615267	0.544083	0.557774	0.599787	0.583312	0	0.543198	0.561005	0.533324	0.582376	0.57146	0.572997	0.526232	0.55701	0.59356	0.56073	0.5682	0.568305	0.572906	0.565392	0.570149	0.545257	0.588738	0.583997	0.576088	0.588971	0.580031	0.550298	0.575773	0.578665	0.567797	0.560624	0.564325	0.569201	0.567404	0.55671	0.574839	0.53545	0.548283	0.54668	0.597898	0.594582	0.555516	0.614106	0.580155	0.566793	0.563585	0.5946	0.545127	0.583479	0.566376	0.550022	0.589417	0.527305	0.558586	0.604583	0.559228	0.557532	0.54726	0.589378	0.559817	0.61099	0.599525	0.564383	0.571813	0.559841	0.566507	0.568612	0.533336	0.590353	0.580472	0.575715	0.555506	0.564817	0.544769	0.585809	0.539972	0.571143	0.553236	0.585944	0.610831	0.535617	0.593071	0.537855	0.573728	0.535597	0.56056
building_20	0.527637	0.539492	0.551922	0.578893	0.596644	0.495895	0.550549	0.530558	0.56463	0.551298	0.595428	0.552911	0.55594	0.586958	0.523819	0.507745	0.575566	0.567445	0.543198	0	0.567852	0.535651	0.569322	0.58723	0.530236	0.55733	0.550034	0.587553	0.576013	0.54636	0.55674	0.550902	0.564525	0.579647	0.543247	0.572829	0.596613	0.558569	0.591144	0.561999	0.520404	0.563848	0.584898	0.567281	0.565479	0.534752	0.545643	0.568089	0.527271	0.549885	0.554987	0.525151	0.530112	0.601501	0.550531	0.529187	0.549951	0.580561	0.550587	0.580244	0.552204	0.570657	0.568184	0.550246	0.545715	0.570629	0.534745	0.537061	0.582129	0.522325	0.556549	0.548792	0.5855	0.550436	0.577213	0.59591	0.528466	0.540785	0.557003	0.596828	0.561187	0.526884	0.604985	0.562095	0.552617	0.525444	0.559499	0.52072	0.548656	0.554614	0.545188	0.542609	0.56495	0.598849	0.52721	0.567621	0.539828	0.569413	0.557775	0.578712
building_21	0.557487	0.570275	0.614064	0.628611	0.622443	0.586587	0.593879	0.578844	0.627498	0.587443	0.616865	0.593924	0.578761	0.614823	0.581782	0.582744	0.624859	0.614076	0.561005	0.567852	0	0.554332	0.565371	0.589326	0.612664	0.575067	0.591417	0.609062	0.617686	0.589623	0.600699	0.607635	0.615903	0.605763	0.566068	0.636279	0.611372	0.608255	0.635405	0.5846	0.570345	0.606848	0.612349	0.587357	0.58461	0.592959	0.584665	0.640718	0.596314	0.614707	0.590069	0.611793	0.569362	0.602913	0.608127	0.554515	0.630893	0.587565	0.598372	0.594291	0.599074	0.563663	0.592078	0.558191	0.574452	0.619806	0.567215	0.588383	0.587559	0.556212	0.578384	0.59451	0.631223	0.580302	0.598157	0.61435	0.575671	0.593182	0.56391	0.577738	0.591026	0.590275	0.607196	0.616547	0.59249	0.557977	0.612409	0.583732	0.597766	0.558515	0.573434	0.595371	0.566171	0.63912	0.562556	0.585533	0.590801	0.588777	0.575502	0.584998
building_22	0.549788	0.536271	0.564392	0.579002	0.591336	0.546842	0.553263	0.527881	0.589422	0.540051	0.586487	0.559153	0.558683	0.603085	0.540516	0.559741	0.569894	0.584039	0.533324	0.535651	0.554332	0	0.539316	0.579976	0.554995	0.558471	0.565009	0.599799	0.586944	0.566583	0.553564	0.583677	0.563429	0.574461	0.553911	0.611598	0.596403	0.571532	0.591922	0.569856	0.540551	0.581048	0.56023	0.560897	0.560545	0.527979	0.563584	0.587631	0.557904	0.577265	0.563752	0.579943	0.537467	0.598735	0.579685	0.53037	0.57705	0.57662	0.585124	0.562252	0.587496	0.545286	0.554656	0.536894	0.558803	0.602658	0.553561	0.561616	0.598324	0.566095	0.547445	0.549828	0.606551	0.575397	0.581803	0.578515	0.541485	0.574187	0.53191	0.579988	0.54812	0.526667	0.591517	0.597138	0.575152	0.525229	0.574428	0.547702	0.545065	0.531031	0.573858	0.539535	0.572309	0.569349	0.56661	0.555348	0.548471	0.562889	0.555836	0.579126
building_23	0.574707	0.57359	0.60464	0.629537	0.626934	0.57475	0.55974	0.583029	0.608301	0.583775	0.61589	0.572889	0.570755	0.623341	0.563481	0.573554	0.625994	0.61211	0.582376	0.569322	0.565371	0.539316	0	0.579812	0.587674	0.580317	0.604112	0.616595	0.648718	0.587297	0.566813	0.59297	0.593712	0.588958	0.558228	0.605375	0.623158	0.608451	0.630273	0.586013	0.593105	0.586595	0.602373	0.564366	0.612853	0.59492	0.589332	0.590675	0.592663	0.598222	0.617685	0.613207	0.55836	0.627971	0.586299	0.575399	0.590256	0.596493	0.606756	0.618623	0.570909	0.580291	0.592586	0.557035	0.581192	0.592521	0.55924	0.589092	0.622508	0.593233	0.568063	0.575775	0.614736	0.568812	0.590002	0.598035	0.574454	0.584931	0.572026	0.603314	0.584282	0.529471	0.60665	0.58866	0.602567	0.540672	0.631964	0.551915	0.560859	0.571733	0.576953	0.554854	0.572477	0.60365	0.587044	0.595482	0.554788	0.589778	0.583084	0.604307
building_24	0.585947	0.563148	0.614659	0.628676	0.610051	0.590493	0.584757	0.572659	0.604265	0.570283	0.600647	0.576175	0.566122	0.620883	0.561435	0.5583	0.62928	0.607232	0.57146	0.58723	0.589326	0.579976	0.579812	0	0.596295	0.580289	0.609387	0.585375	0.610234	0.607018	0.583447	0.627784	0.593794	0.59475	0.574861	0.635042	0.603499	0.636006	0.602492	0.569176	0.55835	0.590445	0.618182	0.600066	0.587314	0.576701	0.619254	0.611109	0.603552	0.624021	0.588993	0.60054	0.564263	0.610372	0.625259	0.574567	0.596012	0.604883	0.623855	0.591916	0.589223	0.562709	0.606384	0.553555	0.575174	0.613597	0.592861	0.594741	0.582253	0.604679	0.578921	0.577047	0.610422	0.589818	0.57545	0.577928	0.575077	0.593445	0.573869	0.623626	0.587355	0.562795	0.602358	0.601103	0.610231	0.565176	0.613063	0.565808	0.560877	0.585782	0.613915	0.568703	0.578651	0.635114	0.568494	0.596764	0.57305	0.59823	0.585765	0.594301
building_25	0.543616	0.554601	0.592072	0.602739	0.582905	0.545688	0.550197	0.546516	0.584991	0.571002	0.594441	0.566007	0.555683	0.615671	0.55254	0.558253	0.587223	0.600495	0.572997	0.530236	0.612664	0.554995	0.587674	0.596295	0	0.565693	0.557359	0.580163	0.592861	0.578722	0.595315	0.596183	0.593851	0.580683	0.53716	0.594092	0.595767	0.580811	0.588035	0.575649	0.549415	0.608796	0.580546	0.57633	0.57972	0.573159	0.56438	0.587918	0.575459	0.591925	0.55308	0.598598	0.56476	0.627339	0.586912	0.54945	0.596399	0.608042	0.582667	0.59073	0.548356	0.596184	0.557998	0.556744	0.557928	0.586947	0.573176	0.56142	0.605708	0.58556	0.549515	0.571719	0.601179	0.555465	0.59209	0.611981	0.530602	0.572399	0.564974	0.626202	0.54875	0.5283	0.598571	0.590731	0.566988	0.563456	0.587495	0.546312	0.557302	0.555904	0.56638	0.556883	0.550511	0.602132	0.556851	0.573949	0.56332	0.566689	0.547597	0.559726
building_26	0.557173	0.552729	0.582	0.606676	0.587241	0.555801	0.56756	0.546794	0.593463	0.537974	0.590151	0.550813	0.550756	0.592344	0.554855	0.58054	0.588311	0.580779	0.526232	0.55733	0.575067	0.558471	0.580317	0.580289	0.565693	0	0.571465	0.563416	0.581391	0.580684	0.57366	0.539555	0.574894	0.594092	0.558364	0.569599	0.589433	0.566688	0.609878	0.585475	0.532	0.59906	0.595172	0.557593	0.59487	0.552339	0.554198	0.589149	0.566612	0.579114	0.579656	0.573565	0.553285	0.594818	0.601273	0.55598	0.609166	0.575987	0.588531	0.597273	0.5721	0.576881	0.570753	0.553539	0.564178	0.574354	0.542005	0.553515	0.583212	0.566045	0.558363	0.551748	0.61768	0.54143	0.557573	0.587284	0.555411	0.583173	0.576785	0.578197	0.562446	0.529005	0.566848	0.588206	0.579497	0.53753	0.584229	0.543843	0.551789	0.553609	0.559211	0.555269	0.571992	0.593716	0.54962	0.558568	0.527393	0.561752	0.562755	0.589952
