SampleID	gut_1	gut_2	gut_3	gut_4	gut_5	gut_6	gut_7	gut_8	gut_9	gut_10	gut_11	gut_12	gut_13	gut_14	gut_15	gut_16	gut_17	gut_18	gut_19	gut_20	gut_21	gut_22	gut_23	gut_24	gut_25	gut_26	gut_27	gut_28	gut_29	gut_30	gut_31	gut_32	gut_33	gut_34	gut_35	gut_36	gut_37	gut_38	gut_39	gut_40	gut_41	gut_42	gut_43	gut_44	gut_45	gut_46	gut_47	gut_48	gut_49	gut_50	gut_51	gut_52	gut_53	gut_54	gut_55	gut_56	gut_57	gut_58	gut_59	gut_60	gut_61	gut_62	gut_63	gut_64	gut_65	gut_66	gut_67	gut_68	gut_69	gut_70	gut_71	gut_72	gut_73	gut_74	gut_75	gut_76	gut_77	gut_78	gut_79	gut_80	gut_81	gut_82	gut_83	gut_84	gut_85	gut_86	gut_87	gut_88	gut_89	gut_90	gut_91	gut_92	gut_93	gut_94	gut_95	gut_96	gut_97	gut_98	gut_99	gut_100
gut_11	0.769082	0.760621	0.787135	0.760435	0.74888	0.756055	0.74511	0.742394	0.725984	0.766896	0	0.722682	0.761343	0.731007	0.728245	0.74761	0.751522	0.748178	0.747827	0.73758	0.750738	0.758891	0.737877	0.710749	0.757341	0.76108	0.745811	0.730712	0.750417	0.764878	0.753408	0.734162	0.747599	0.756305	0.740225	0.763724	0.713849	0.748706	0.743525	0.735304	0.713352	0.76702	0.754207	0.737393	0.758228	0.751724	0.756017	0.755533	0.752554	0.756112	0.732425	0.775303	0.746631	0.739674	0.746085	0.762695	0.763322	0.774593	0.751805	0.750969	0.746641	0.747454	0.748348	0.736863	0.753025	0.722264	0.734882	0.770674	0.729606	0.751695	0.73518	0.75935	0.722744	0.723364	0.740726	0.742234	0.723655	0.761157	0.718961	0.743992	0.732314	0.740042	0.738368	0.783938	0.728564	0.738249	0.753717	0.754478	0.744407	0.735381	0.715489	0.743949	0.764117	0.747704	0.736185	0.750511	0.762488	0.774457	0.73275	0.736113
gut_12	0.735425	0.70511	0.738519	0.742593	0.737782	0.744368	0.734957	0.717763	0.722632	0.736129	0.722682	0	0.766625	0.745369	0.725632	0.739594	0.734952	0.743648	0.736589	0.715987	0.750546	0.73641	0.726622	0.713719	0.738736	0.729569	0.735052	0.690641	0.754798	0.749663	0.699773	0.741248	0.727629	0.742717	0.721385	0.727831	0.739463	0.735883	0.71895	0.719101	0.74294	0.716573	0.694918	0.702357	0.763065	0.742212	0.736058	0.718474	0.702067	0.721808	0.714306	0.743659	0.736786	0.719689	0.760457	0.752068	0.703677	0.745741	0.711131	0.738778	0.761502	0.727084	0.724826	0.72015	0.73298	0.692146	0.739208	0.749592	0.750519	0.730426	0.744467	0.754769	0.732715	0.704058	0.741889	0.736008	0.723108	0.7327	0.715337	0.70116	0.759767	0.727615	0.715017	0.742288	0.728948	0.740295	0.726614	0.704428	0.709635	0.723764	0.715573	0.738095	0.725547	0.721533	0.730054	0.704852	0.704323	0.737538	0.732142	0.741744
gut_13	0.744021	0.781391	0.759144	0.775276	0.727079	0.749664	0.7412	0.754824	0.735773	0.745056	0.761343	0.766625	0	0.747851	0.751599	0.746447	0.774247	0.749437	0.752909	0.755724	0.742913	0.767201	0.731291	0.74511	0.744221	0.73121	0.751189	0.753887	0.736339	0.7434	0.734897	0.731059	0.734434	0.729088	0.763664	0.77345	0.737987	0.727364	0.735554	0.729228	0.732259	0.757972	0.759556	0.781034	0.765457	0.737489	0.74845	0.743003	0.729904	0.735911	0.733806	0.748224	0.764526	0.739567	0.751157	0.774924	0.726073	0.769819	0.764939	0.736086	0.742966	0.741832	0.709872	0.75224	0.765	0.760997	0.784598	0.749217	0.762496	0.768978	0.737245	0.742748	0.744099	0.774424	0.754988	0.744308	0.720489	0.7494	0.745123	0.725974	0.74552	0.775322	0.728316	0.7747	0.748102	0.760537	0.745699	0.73414	0.744715	0.786157	0.750043	0.728952	0.747709	0.743621	0.750021	0.732183	0.761774	0.755681	0.760444	0.766273
gut_14	0.758347	0.754059	0.747853	0.741853	0.784367	0.758335	0.750436	0.722001	0.711488	0.787349	0.731007	0.745369	0.747851	0	0.735565	0.743674	0.716531	0.759966	0.753741	0.735683	0.737357	0.722708	0.731516	0.759258	0.760254	0.715019	0.74403	0.738506	0.741428	0.700913	0.738877	0.752306	0.729043	0.733936	0.773094	0.773818	0.729846	0.739775	0.721157	0.708198	0.753649	0.740695	0.761836	0.746529	0.763432	0.753077	0.760048	0.753578	0.73662	0.775324	0.746509	0.724777	0.773757	0.730929	0.747434	0.76273	0.715077	0.753734	0.744043	0.750569	0.748394	0.702058	0.786952	0.711109	0.737137	0.699708	0.754954	0.773554	0.750101	0.736247	0.729726	0.739019	0.752638	0.717853	0.728693	0.704673	0.748749	0.774409	0.734755	0.726988	0.746385	0.745549	0.729476	0.747718	0.768651	0.735509	0.77482	0.744382	0.754723	0.75039	0.72168	0.750902	0.74662	0.752628	0.746794	0.714915	0.715671	0.70668	0.703988	0.753084
gut_15	0.723754	0.74587	0.726743	0.756887	0.684185	0.767213	0.751213	0.719669	0.737911	0.722103	0.728245	0.725632	0.751599	0.735565	0	0.744594	0.706672	0.751525	0.715453	0.695506	0.736223	0.738218	0.738539	0.686548	0.744325	0.728602	0.706866	0.681529	0.753974	0.744777	0.751434	0.745935	0.719422	0.740686	0.733738	0.721871	0.675861	0.709576	0.744249	0.746599	0.749792	0.716362	0.735363	0.728324	0.761943	0.74401	0.747675	0.722437	0.720961	0.709836	0.737954	0.726387	0.747638	0.738238	0.755244	0.744901	0.72248	0.762058	0.696673	0.68531	0.738559	0.693562	0.728744	0.721103	0.756338	0.725797	0.707837	0.73918	0.714351	0.722061	0.735785	0.764449	0.769313	0.715727	0.72558	0.701537	0.7577	0.735795	0.737341	0.708207	0.73947	0.745326	0.69972	0.770324	0.762713	0.7339	0.705202	0.726422	0.681362	0.737454	0.722521	0.730802	0.734295	0.717594	0.728034	0.699649	0.734826	0.75064	0.721721	0.746195
gut_16	0.737616	0.754727	0.753202	0.755909	0.724015	0.748993	0.756344	0.712447	0.703992	0.747512	0.74761	0.739594	0.746447	0.743674	0.744594	0	0.750871	0.738745	0.755147	0.713617	0.729992	0.744809	0.75529	0.725995	0.709739	0.733789	0.727748	0.744145	0.730811	0.759257	0.726716	0.72915	0.739067	0.722545	0.744233	0.759791	0.734591	0.744711	0.732137	0.706266	0.723337	0.756054	0.717258	0.728654	0.768776	0.757207	0.697903	0.742536	0.715395	0.738609	0.695241	0.720358	0.765106	0.748518	0.716992	0.746156	0.723709	0.709398	0.734	0.727424	0.749994	0.7259	0.728123	0.694581	0.729912	0.759233	0.713493	0.745838	0.74574	0.716022	0.73476	0.732911	0.722722	0.730035	0.738665	0.729508	0.741061	0.73765	0.73754	0.711402	0.717727	0.702806	0.752176	0.730071	0.698303	0.75064	0.75036	0.712015	0.730554	0.748853	0.7568	0.712973	0.717727	0.736123	0.72988	0.719241	0.729117	0.716777	0.718911	0.749146
gut_17	0.761733	0.777669	0.74362	0.760826	0.762048	0.758955	0.75646	0.749664	0.722731	0.751192	0.751522	0.734952	0.774247	0.716531	0.706672	0.750871	0	0.715141	0.77164	0.697179	0.764435	0.742269	0.753508	0.735584	0.745665	0.73241	0.75852	0.743977	0.744552	0.778576	0.75456	0.746961	0.745751	0.763662	0.761932	0.767563	0.740008	0.757685	0.745337	0.744288	0.733269	0.753167	0.739764	0.734412	0.769019	0.742108	0.742974	0.749624	0.746612	0.748056	0.75908	0.759831	0.757328	0.705204	0.734239	0.750452	0.736445	0.73587	0.736408	0.7229	0.714273	0.711652	0.775641	0.741071	0.751067	0.740441	0.708051	0.748322	0.701257	0.73714	0.766916	0.731477	0.751779	0.742665	0.726637	0.717381	0.765082	0.742115	0.754414	0.759325	0.762348	0.734697	0.719423	0.749847	0.726877	0.748195	0.75597	0.749968	0.746071	0.756207	0.756918	0.757185	0.699726	0.74278	0.723721	0.718459	0.744092	0.745026	0.72798	0.743097
gut_18	0.759782	0.761587	0.770505	0.754213	0.762298	0.750817	0.771942	0.739446	0.713271	0.789115	0.748178	0.743648	0.749437	0.759966	0.751525	0.738745	0.715141	0	0.763023	0.7307	0.750983	0.731477	0.766778	0.74913	0.734057	0.760791	0.748719	0.74482	0.76492	0.757859	0.738864	0.74372	0.742593	0.75854	0.760422	0.760019	0.756209	0.774069	0.773165	0.768432	0.745848	0.721913	0.773554	0.753028	0.786932	0.744733	0.76114	0.72842	0.765532	0.763321	0.749021	0.759244	0.755671	0.736978	0.721145	0.760114	0.762951	0.753917	0.757841	0.736745	0.744554	0.758628	0.754274	0.754593	0.764433	0.742558	0.746855	0.765534	0.748842	0.747272	0.784341	0.744257	0.748059	0.754806	0.75037	0.740601	0.747517	0.722053	0.748594	0.705215	0.755956	0.73834	0.756957	0.749585	0.72013	0.760143	0.758887	0.759627	0.723155	0.777377	0.760548	0.729195	0.739874	0.7444	0.745943	0.74518	0.758974	0.76849	0.756501	0.756303
gut_19	0.724902	0.786833	0.752649	0.791458	0.706297	0.755276	0.739769	0.753067	0.716461	0.767739	0.747827	0.736589	0.752909	0.753741	0.715453	0.755147	0.77164	0.763023	0	0.748598	0.75235	0.736551	0.758672	0.733661	0.745466	0.733977	0.71757	0.753359	0.753929	0.767212	0.737663	0.733771	0.749774	0.734218	0.768642	0.757109	0.712952	0.744623	0.757661	0.734298	0.748802	0.735351	0.723684	0.753913	0.789983	0.745839	0.760006	0.759469	0.748399	0.752683	0.712412	0.763068	0.778972	0.711158	0.754106	0.770953	0.72167	0.743296	0.764163	0.733598	0.765879	0.749232	0.763753	0.681892	0.76593	0.735443	0.768809	0.684152	0.750422	0.75042	0.774242	0.740585	0.748903	0.737322	0.732402	0.768967	0.729611	0.761781	0.762995	0.733533	0.761364	0.740135	0.725133	0.759991	0.75615	0.749966	0.718817	0.719223	0.708474	0.776913	0.775675	0.749111	0.730647	0.753186	0.731247	0.731063	0.742676	0.729102	0.742276	0.765703
gut_20	0.758031	0.737499	0.751383	0.726781	0.712323	0.740011	0.726126	0.751876	0.753273	0.715999	0.73758	0.715987	0.755724	0.735683	0.695506	0.713617	0.697179	0.7307	0.748598	0	0.707811	0.720361	0.72831	0.688913	0.722787	0.73319	0.743033	0.729244	0.747112	0.753361	0.73797	0.720004	0.754327	0.723084	0.708246	0.745028	0.70527	0.73721	0.765082	0.726287	0.727513	0.721516	0.710224	0.720907	0.742359	0.731809	0.739338	0.751446	0.725841	0.729349	0.737944	0.756194	0.727956	0.712782	0.72641	0.752729	0.703548	0.757611	0.739389	0.726255	0.758441	0.710859	0.709255	0.718045	0.74475	0.719804	0.764069	0.726987	0.718515	0.730456	0.734189	0.759195	0.724843	0.72031	0.714289	0.723867	0.731592	0.758699	0.741836	0.681188	0.743267	0.71407	0.737952	0.742618	0.700038	0.733456	0.709308	0.731788	0.722422	0.739767	0.749681	0.746011	0.72284	0.722465	0.753882	0.750797	0.750613	0.74716	0.689754	0.712076
gut_21	0.726867	0.754968	0.715454	0.730335	0.739766	0.740002	0.72707	0.73357	0.721545	0.729925	0.750738	0.750546	0.742913	0.737357	0.736223	0.729992	0.764435	0.750983	0.75235	0.707811	0	0.690151	0.742269	0.722227	0.731555	0.730619	0.736221	0.732366	0.722613	0.724481	0.730527	0.736171	0.712701	0.724331	0.728519	0.744781	0.699776	0.718446	0.748846	0.702598	0.753287	0.716225	0.719572	0.734189	0.756329	0.751969	0.690933	0.710161	0.717614	0.70195	0.682617	0.724443	0.722743	0.704085	0.713528	0.725591	0.718202	0.72334	0.720062	0.734005	0.733506	0.72234	0.714023	0.734408	0.688078	0.742114	0.73238	0.738616	0.722458	0.742613	0.703266	0.729815	0.756757	0.720426	0.70658	0.745072	0.74983	0.738183	0.740255	0.688375	0.74019	0.725399	0.758788	0.713119	0.711059	0.727895	0.757177	0.731392	0.723621	0.724308	0.745898	0.748081	0.761336	0.74126	0.70941	0.724848	0.742594	0.715047	0.711778	0.750029
gut_22	0.726875	0.744396	0.758297	0.730906	0.733061	0.753545	0.739585	0.725114	0.707473	0.733904	0.758891	0.73641	0.767201	0.722708	0.738218	0.744809	0.742269	0.731477	0.736551	0.720361	0.690151	0	0.735076	0.757377	0.691562	0.713993	0.761204	0.73898	0.749961	0.748384	0.722721	0.743935	0.741359	0.76018	0.743783	0.764351	0.727131	0.747259	0.715354	0.747948	0.776081	0.738965	0.75064	0.758319	0.750588	0.724395	0.727622	0.738398	0.724712	0.726852	0.728083	0.754204	0.717391	0.720483	0.756871	0.721056	0.73507	0.755684	0.760747	0.761066	0.750924	0.731239	0.734984	0.747314	0.743487	0.74154	0.746581	0.750144	0.732775	0.725922	0.727173	0.766197	0.754169	0.708926	0.717628	0.706958	0.762303	0.754685	0.739446	0.668962	0.747059	0.710518	0.744918	0.730433	0.741405	0.72595	0.737454	0.747015	0.711185	0.74522	0.71201	0.742247	0.735466	0.702101	0.750973	0.725268	0.732733	0.74209	0.712444	0.753894
gut_23	0.766708	0.729989	0.750251	0.738296	0.748875	0.747328	0.746341	0.756179	0.710422	0.762434	0.737877	0.726622	0.731291	0.731516	0.738539	0.75529	0.753508	0.766778	0.758672	0.72831	0.742269	0.735076	0	0.733307	0.734961	0.732511	0.751435	0.722382	0.733131	0.743037	0.712525	0.723964	0.730388	0.732359	0.773211	0.734041	0.73708	0.753981	0.736106	0.763883	0.733856	0.73318	0.745118	0.711495	0.721731	0.724471	0.734022	0.726025	0.752667	0.751107	0.726703	0.737996	0.75623	0.727844	0.744731	0.739912	0.739101	0.768674	0.732397	0.72739	0.757617	0.727134	0.75717	0.741102	0.746473	0.743497	0.743188	0.739107	0.762241	0.750294	0.764729	0.727325	0.731369	0.734359	0.728415	0.735994	0.724489	0.732255	0.704342	0.720514	0.764579	0.747259	0.740204	0.737289	0.728734	0.746626	0.772302	0.736286	0.718424	0.744661	0.740575	0.734667	0.73315	0.722926	0.763312	0.747298	0.717979	0.743903	0.73768	0.757359
gut_24	0.732692	0.722019	0.732521	0.746242	0.724422	0.702772	0.743212	0.740827	0.718237	0.73553	0.710749	0.713719	0.74511	0.759258	0.686548	0.725995	0.735584	0.74913	0.733661	0.688913	0.722227	0.757377	0.733307	0	0.738494	0.718562	0.752355	0.73836	0.721965	0.734267	0.732761	0.703305	0.737062	0.751751	0.737155	0.704341	0.671681	0.735909	0.730457	0.735487	0.727199	0.701986	0.715655	0.736738	0.758155	0.712998	0.696131	0.71498	0.742992	0.734434	0.706377	0.738868	0.76177	0.69342	0.741321	0.775657	0.674284	0.766106	0.741494	0.744486	0.742689	0.694613	0.721134	0.707786	0.747804	0.719817	0.741729	0.728388	0.730657	0.736925	0.72923	0.741226	0.725941	0.722966	0.700373	0.702516	0.738111	0.70795	0.730944	0.713735	0.726147	0.722965	0.739283	0.728814	0.714025	0.725242	0.708738	0.716556	0.71937	0.740313	0.731922	0.721376	0.737444	0.730731	0.752801	0.68966	0.733985	0.745243	0.720761	0.684524
gut_25	0.757246	0.710335	0.760135	0.753096	0.747734	0.734879	0.739977	0.750793	0.734402	0.736249	0.757341	0.738736	0.744221	0.760254	0.744325	0.709739	0.745665	0.734057	0.745466	0.722787	0.731555	0.691562	0.734961	0.738494	0	0.759131	0.720172	0.738859	0.742743	0.741642	0.735665	0.711331	0.736103	0.720617	0.73895	0.753749	0.728095	0.742844	0.763868	0.768236	0.714948	0.73029	0.731667	0.759456	0.747025	0.730671	0.731757	0.74957	0.707101	0.72393	0.695232	0.745117	0.741945	0.716558	0.770767	0.744019	0.720907	0.742558	0.75375	0.736518	0.741811	0.729611	0.72911	0.691262	0.737266	0.717503	0.72325	0.751341	0.731516	0.745198	0.75118	0.764598	0.737123	0.740675	0.734552	0.736693	0.738401	0.71666	0.729714	0.731455	0.708378	0.692841	0.725934	0.725483	0.718596	0.750274	0.72226	0.727619	0.732562	0.753487	0.726865	0.728307	0.713277	0.724979	0.746048	0.727322	0.757514	0.731113	0.726665	0.761975
