SampleID	oral_1	oral_2	oral_3	oral_4	oral_5	oral_6	oral_7	oral_8	oral_9	oral_10	oral_11	oral_12	oral_13	oral_14	oral_15	oral_16	oral_17	oral_18	oral_19	oral_20	oral_21	oral_22	oral_23	oral_24	oral_25	oral_26	oral_27	oral_28	oral_29	oral_30	oral_31	oral_32	oral_33	oral_34	oral_35	oral_36	oral_37	oral_38	oral_39	oral_40	oral_41	oral_42	oral_43	oral_44	oral_45	oral_46	oral_47	oral_48	oral_49	oral_50	oral_51	oral_52	oral_53	oral_54	oral_55	oral_56	oral_57	oral_58	oral_59	oral_60	oral_61	oral_62	oral_63	oral_64	oral_65	oral_66	oral_67	oral_68	oral_69	oral_70	oral_71	oral_72	oral_73	oral_74	oral_75	oral_76	oral_77	oral_78	oral_79	oral_80	oral_81	oral_82	oral_83	oral_84	oral_85	oral_86	oral_87	oral_88	oral_89	oral_90	oral_91	oral_92	oral_93	oral_94	oral_95	oral_96	oral_97	oral_98	oral_99	oral_100
oral_11	0.708901	0.671416	0.694044	0.712177	0.697678	0.734905	0.660796	0.718413	0.706541	0.6852	0	0.71801	0.661663	0.684331	0.681192	0.684241	0.691464	0.710471	0.685364	0.702125	0.718683	0.735335	0.716601	0.663991	0.668885	0.69137	0.684376	0.714932	0.699772	0.703238	0.725434	0.7033	0.678628	0.711961	0.684224	0.707099	0.6975	0.705814	0.68825	0.67168	0.72095	0.697108	0.723615	0.661957	0.712346	0.698061	0.6987	0.706966	0.71236	0.702083	0.701178	0.677916	0.711829	0.692426	0.709873	0.681567	0.708718	0.703694	0.674751	0.67582	0.687124	0.694356	0.701521	0.686794	0.726332	0.688959	0.711246	0.738611	0.687166	0.689218	0.689319	0.675517	0.695706	0.705942	0.700706	0.699867	0.731055	0.685665	0.7225	0.726441	0.711406	0.700921	0.716322	0.68452	0.721634	0.712413	0.698497	0.692027	0.702115	0.707435	0.714021	0.67364	0.698751	0.691549	0.693186	0.700779	0.68445	0.71506	0.701108	0.713909
oral_12	0.726265	0.698743	0.714872	0.72686	0.735028	0.691111	0.693164	0.722397	0.709441	0.660612	0.71801	0	0.686908	0.70332	0.704651	0.716728	0.695624	0.722497	0.688832	0.703544	0.740135	0.694207	0.6499	0.718678	0.708204	0.687356	0.684865	0.71133	0.700241	0.695334	0.692217	0.715329	0.678958	0.707041	0.708829	0.710799	0.704262	0.691414	0.702854	0.71108	0.708104	0.707323	0.699442	0.714401	0.702058	0.686181	0.701377	0.711102	0.702687	0.700496	0.695803	0.672077	0.705716	0.707218	0.706048	0.714231	0.715795	0.712447	0.698037	0.681311	0.727658	0.712569	0.714444	0.705155	0.68502	0.733289	0.721007	0.726091	0.734329	0.724156	0.719886	0.710769	0.714597	0.690602	0.689379	0.727515	0.703733	0.686794	0.70379	0.682272	0.724052	0.729342	0.673802	0.707997	0.738254	0.691864	0.710876	0.701066	0.723633	0.72583	0.703281	0.712652	0.696926	0.696291	0.691101	0.693521	0.723668	0.717807	0.688917	0.68357
oral_13	0.687572	0.697554	0.700001	0.690291	0.684839	0.677365	0.687332	0.713166	0.714179	0.685836	0.661663	0.686908	0	0.661738	0.696286	0.702031	0.670397	0.725904	0.701626	0.721324	0.703559	0.744462	0.713822	0.675321	0.707189	0.684366	0.673638	0.71237	0.699145	0.687418	0.688197	0.705933	0.683793	0.679025	0.635153	0.688216	0.708833	0.700464	0.685287	0.71339	0.682751	0.711263	0.684905	0.688388	0.712091	0.692456	0.69226	0.694047	0.69914	0.682224	0.723532	0.707273	0.693466	0.703973	0.724606	0.697483	0.714281	0.712801	0.693369	0.678545	0.707505	0.697687	0.647962	0.679756	0.707035	0.694072	0.71238	0.721315	0.68231	0.690152	0.683551	0.717079	0.720191	0.694851	0.686194	0.719041	0.685647	0.697964	0.717813	0.725252	0.708097	0.719904	0.695644	0.701509	0.679599	0.650106	0.725395	0.673256	0.712397	0.691499	0.70928	0.68133	0.684276	0.679152	0.705495	0.691897	0.696713	0.723777	0.69512	0.68883
oral_14	0.725544	0.682697	0.706986	0.717856	0.688788	0.688927	0.68553	0.698699	0.69245	0.687241	0.684331	0.70332	0.661738	0	0.709095	0.690118	0.70247	0.748151	0.709631	0.70969	0.724095	0.703818	0.725684	0.675028	0.690876	0.690043	0.663665	0.709822	0.696626	0.704163	0.690901	0.709072	0.68704	0.705617	0.67747	0.696879	0.718394	0.718877	0.671738	0.711092	0.702326	0.720681	0.713966	0.683469	0.70065	0.715598	0.695026	0.698582	0.711712	0.686497	0.728437	0.696859	0.709797	0.707162	0.702074	0.714337	0.706269	0.701656	0.689203	0.695928	0.694835	0.671596	0.678728	0.705561	0.709626	0.679208	0.708462	0.693309	0.703343	0.709018	0.700087	0.700564	0.702969	0.710939	0.696634	0.743048	0.708197	0.704208	0.696481	0.704877	0.721722	0.693276	0.688019	0.68346	0.729577	0.696493	0.694589	0.670319	0.701675	0.683972	0.704435	0.693865	0.691625	0.712049	0.681968	0.705724	0.701887	0.692798	0.722979	0.713956
oral_15	0.716512	0.697119	0.709007	0.716403	0.714508	0.72644	0.716491	0.696028	0.672683	0.698198	0.681192	0.704651	0.696286	0.709095	0	0.687196	0.709483	0.698802	0.699529	0.688545	0.716184	0.69773	0.660299	0.694962	0.733754	0.688821	0.701583	0.714535	0.681338	0.683657	0.712878	0.714778	0.688173	0.706326	0.68157	0.733828	0.716615	0.712851	0.72021	0.730489	0.72819	0.670506	0.742606	0.694256	0.708229	0.668564	0.725956	0.710605	0.686414	0.695052	0.688817	0.673591	0.709878	0.692953	0.717347	0.68789	0.705393	0.720149	0.674036	0.669478	0.694926	0.718551	0.676602	0.678529	0.722072	0.720149	0.696867	0.725617	0.679441	0.734606	0.6723	0.702652	0.669433	0.683932	0.661044	0.697619	0.723729	0.700669	0.737012	0.704496	0.705803	0.74086	0.695274	0.71002	0.685567	0.71197	0.72288	0.669257	0.697806	0.700866	0.728206	0.679808	0.687766	0.713379	0.703485	0.69425	0.715154	0.696609	0.68334	0.703046
oral_16	0.704577	0.695928	0.692369	0.701639	0.702105	0.714238	0.68167	0.677977	0.691721	0.702089	0.684241	0.716728	0.702031	0.690118	0.687196	0	0.705232	0.721463	0.715376	0.689191	0.685864	0.728721	0.702423	0.650038	0.696924	0.686172	0.696897	0.712053	0.638562	0.681098	0.674062	0.721273	0.658424	0.679323	0.705099	0.706778	0.684203	0.715542	0.682278	0.718228	0.700802	0.682171	0.740033	0.686298	0.687224	0.699543	0.686155	0.679884	0.682677	0.705429	0.681575	0.715287	0.713227	0.711644	0.716657	0.723287	0.700645	0.706642	0.715951	0.671864	0.699255	0.709894	0.686896	0.70049	0.696271	0.694891	0.678333	0.675822	0.715942	0.727583	0.707763	0.673753	0.70519	0.697824	0.656133	0.743662	0.69248	0.703766	0.703566	0.695257	0.708654	0.717446	0.681838	0.690523	0.712418	0.677	0.696867	0.706606	0.689191	0.711694	0.71794	0.689756	0.710557	0.662178	0.700983	0.694395	0.723046	0.719515	0.707617	0.683319
oral_17	0.698376	0.718878	0.727083	0.714184	0.688697	0.701259	0.704341	0.717847	0.699926	0.698872	0.691464	0.695624	0.670397	0.70247	0.709483	0.705232	0	0.722496	0.711132	0.721189	0.724328	0.713227	0.681148	0.691444	0.700112	0.693224	0.717426	0.665568	0.705259	0.711874	0.671997	0.702974	0.690759	0.689993	0.693638	0.725264	0.692514	0.712376	0.672641	0.71238	0.690403	0.709379	0.713999	0.67268	0.73209	0.717291	0.720057	0.684359	0.683637	0.689849	0.728001	0.701177	0.673147	0.730152	0.73074	0.707223	0.698186	0.71671	0.681714	0.693533	0.719272	0.690852	0.675072	0.678563	0.698264	0.682556	0.695293	0.729683	0.694643	0.722928	0.70968	0.693707	0.707167	0.691563	0.665555	0.700631	0.733996	0.718383	0.724817	0.708231	0.710415	0.720532	0.711853	0.678575	0.705234	0.6859	0.724065	0.682337	0.707038	0.718187	0.722068	0.69724	0.724177	0.695887	0.734211	0.685463	0.685434	0.713966	0.704969	0.681863
oral_18	0.708646	0.692013	0.755035	0.740858	0.719207	0.73193	0.731179	0.699627	0.721343	0.730136	0.710471	0.722497	0.725904	0.748151	0.698802	0.721463	0.722496	0	0.721662	0.743761	0.736815	0.721325	0.715081	0.707296	0.746064	0.664103	0.732357	0.749008	0.721079	0.731949	0.712733	0.725059	0.70745	0.716812	0.717873	0.700882	0.714963	0.713723	0.717789	0.712544	0.71599	0.71952	0.743137	0.723972	0.728561	0.700163	0.709964	0.695407	0.683628	0.729004	0.740416	0.738404	0.685893	0.704899	0.736346	0.752005	0.72213	0.741281	0.702769	0.738248	0.728734	0.724225	0.711981	0.715446	0.7497	0.715841	0.731762	0.73252	0.711519	0.680717	0.725215	0.724335	0.71689	0.708925	0.717672	0.719693	0.73152	0.715122	0.743436	0.723299	0.736855	0.735842	0.735838	0.711466	0.721715	0.719297	0.742958	0.729921	0.729994	0.717942	0.717628	0.727415	0.735788	0.708936	0.711459	0.697735	0.734407	0.738727	0.723693	0.717418
oral_19	0.721167	0.684212	0.713117	0.692762	0.753044	0.718501	0.707194	0.698957	0.679291	0.686854	0.685364	0.688832	0.701626	0.709631	0.699529	0.715376	0.711132	0.721662	0	0.708261	0.748101	0.728003	0.714893	0.709684	0.692375	0.693581	0.69415	0.677113	0.702565	0.694258	0.698712	0.714057	0.689365	0.708833	0.702101	0.707558	0.705797	0.706574	0.710239	0.710669	0.714014	0.716668	0.724578	0.701314	0.718841	0.706882	0.691923	0.693059	0.712845	0.703509	0.698013	0.673602	0.685025	0.721177	0.706624	0.696525	0.729487	0.711538	0.667586	0.688197	0.703836	0.700396	0.711836	0.717688	0.709995	0.723978	0.691348	0.696515	0.723459	0.745503	0.66463	0.726335	0.701776	0.686059	0.703504	0.762399	0.663127	0.72133	0.731016	0.719491	0.718469	0.718659	0.688602	0.726324	0.739895	0.725456	0.693098	0.706472	0.670133	0.717305	0.717686	0.67374	0.740472	0.699219	0.723439	0.721444	0.742279	0.695132	0.702317	0.724847
oral_20	0.737004	0.704079	0.73416	0.731663	0.731426	0.728254	0.709135	0.704669	0.713527	0.695856	0.702125	0.703544	0.721324	0.70969	0.688545	0.689191	0.721189	0.743761	0.708261	0	0.744348	0.7508	0.720469	0.713896	0.715125	0.712085	0.698567	0.701358	0.695142	0.723154	0.720518	0.719573	0.705962	0.740202	0.713781	0.720598	0.730767	0.725262	0.714218	0.719818	0.715346	0.704767	0.739689	0.719921	0.723993	0.721577	0.737119	0.707752	0.679097	0.736003	0.71305	0.673777	0.698689	0.73486	0.743421	0.717663	0.747234	0.70187	0.707195	0.68567	0.678822	0.716346	0.697181	0.719785	0.722334	0.744769	0.712953	0.737402	0.713167	0.737855	0.703117	0.683837	0.722653	0.717547	0.717361	0.727424	0.679163	0.695755	0.706526	0.719069	0.722031	0.70321	0.721766	0.698436	0.72131	0.737137	0.713479	0.717678	0.726949	0.695194	0.739536	0.686839	0.712916	0.706104	0.699857	0.706515	0.717626	0.757036	0.729758	0.705057
oral_21	0.702293	0.710417	0.701319	0.720594	0.74073	0.702285	0.708252	0.709947	0.715153	0.73239	0.718683	0.740135	0.703559	0.724095	0.716184	0.685864	0.724328	0.736815	0.748101	0.744348	0	0.723396	0.73483	0.713721	0.732854	0.688432	0.682845	0.70188	0.714091	0.723237	0.71678	0.725999	0.730844	0.706946	0.723587	0.706074	0.687471	0.716924	0.70188	0.736001	0.733415	0.720849	0.700701	0.691786	0.719008	0.723243	0.680645	0.7164	0.722756	0.695055	0.732027	0.723119	0.710323	0.72292	0.738513	0.716145	0.726795	0.707303	0.730044	0.693286	0.69721	0.71731	0.718007	0.660548	0.7319	0.720098	0.710955	0.72622	0.708288	0.69934	0.711538	0.720671	0.711704	0.672282	0.688139	0.727581	0.730443	0.714328	0.716219	0.708451	0.72875	0.705316	0.735151	0.723424	0.746875	0.712376	0.704392	0.70546	0.725947	0.694677	0.713449	0.728171	0.715318	0.696126	0.684065	0.677902	0.72147	0.703998	0.704884	0.698635
oral_22	0.683081	0.697138	0.73919	0.717958	0.743901	0.722272	0.700074	0.71184	0.732136	0.699558	0.735335	0.694207	0.744462	0.703818	0.69773	0.728721	0.713227	0.721325	0.728003	0.7508	0.723396	0	0.664428	0.717831	0.725641	0.683777	0.709912	0.732646	0.709601	0.705416	0.693688	0.747841	0.72191	0.689526	0.680722	0.696838	0.693274	0.711568	0.727913	0.713294	0.717941	0.714444	0.706442	0.702708	0.709915	0.735759	0.714904	0.724345	0.724427	0.723972	0.683886	0.699257	0.696732	0.718154	0.693431	0.753746	0.709799	0.731737	0.720685	0.710639	0.718763	0.692967	0.713279	0.690788	0.703049	0.68151	0.720414	0.693404	0.701075	0.726577	0.72774	0.725842	0.710329	0.699939	0.717571	0.718911	0.728028	0.721243	0.713641	0.724973	0.735041	0.725092	0.677964	0.714174	0.721124	0.751443	0.733053	0.687019	0.724254	0.701725	0.718713	0.727399	0.742815	0.712183	0.702149	0.700914	0.754128	0.715461	0.706925	0.733645
oral_23	0.692833	0.704237	0.716729	0.721946	0.714268	0.68532	0.688359	0.718544	0.669994	0.666559	0.716601	0.6499	0.713822	0.725684	0.660299	0.702423	0.681148	0.715081	0.714893	0.720469	0.73483	0.664428	0	0.691667	0.718017	0.711929	0.709445	0.669594	0.68498	0.711537	0.700012	0.705279	0.66159	0.682431	0.688791	0.714564	0.720263	0.693866	0.701621	0.71831	0.698044	0.678176	0.734634	0.699364	0.713137	0.703055	0.716756	0.699582	0.713786	0.694028	0.688392	0.651467	0.696295	0.707685	0.693778	0.71283	0.717415	0.715695	0.700038	0.671528	0.702823	0.719162	0.703548	0.668413	0.703958	0.726063	0.705187	0.699531	0.698355	0.692044	0.678053	0.696551	0.701549	0.688131	0.651212	0.736929	0.690424	0.673454	0.703369	0.711871	0.694523	0.728687	0.673735	0.678923	0.705494	0.687591	0.713093	0.647723	0.693777	0.70036	0.68687	0.714228	0.68968	0.684551	0.720038	0.663807	0.71439	0.706457	0.674202	0.666441
oral_24	0.710071	0.676325	0.719797	0.718593	0.667515	0.700439	0.684326	0.697231	0.705989	0.709495	0.663991	0.718678	0.675321	0.675028	0.694962	0.650038	0.691444	0.707296	0.709684	0.713896	0.713721	0.717831	0.691667	0	0.704867	0.696489	0.680494	0.712598	0.686687	0.700651	0.706108	0.700453	0.675744	0.713556	0.692552	0.710746	0.680001	0.71283	0.696254	0.705336	0.711758	0.710555	0.72124	0.675499	0.67585	0.67372	0.694871	0.677841	0.68463	0.706761	0.715319	0.688008	0.692621	0.694778	0.732564	0.71576	0.712964	0.69037	0.676624	0.703559	0.705207	0.687401	0.685446	0.670263	0.699823	0.719901	0.698223	0.695467	0.699242	0.688328	0.686082	0.710165	0.685322	0.682593	0.683353	0.731013	0.722907	0.686631	0.725813	0.700774	0.714208	0.7237	0.693874	0.734027	0.715842	0.701761	0.728549	0.680968	0.691895	0.695609	0.710717	0.710016	0.691294	0.670966	0.686811	0.6681	0.713823	0.722382	0.669136	0.705455
oral_25	0.714878	0.706192	0.713392	0.717199	0.701183	0.697526	0.692949	0.701571	0.724535	0.716896	0.668885	0.708204	0.707189	0.690876	0.733754	0.696924	0.700112	0.746064	0.692375	0.715125	0.732854	0.725641	0.718017	0.704867	0	0.724138	0.70851	0.69395	0.714815	0.673714	0.713125	0.69651	0.689266	0.740114	0.708959	0.726935	0.712562	0.707597	0.709255	0.682521	0.740079	0.704642	0.70231	0.700156	0.716603	0.732087	0.671099	0.735148	0.693558	0.72268	0.706595	0.706455	0.699275	0.712038	0.722897	0.709808	0.684968	0.71665	0.706565	0.678863	0.674596	0.717377	0.717295	0.70651	0.730708	0.727927	0.678088	0.736332	0.73032	0.722982	0.69065	0.709941	0.714535	0.71186	0.710019	0.739042	0.713437	0.711866	0.716077	0.728515	0.72103	0.711651	0.703146	0.702368	0.695186	0.692275	0.719103	0.664609	0.72013	0.713926	0.724267	0.695849	0.713789	0.695436	0.701637	0.730444	0.725506	0.72652	0.731059	0.701448
