SampleID	vaginal_1	vaginal_2	vaginal_3	vaginal_4	vaginal_5	vaginal_6	vaginal_7	vaginal_8	vaginal_9	vaginal_10	vaginal_11	vaginal_12	vaginal_13	vaginal_14	vaginal_15	vaginal_16	vaginal_17	vaginal_18	vaginal_19	vaginal_20	vaginal_21	vaginal_22	vaginal_23	vaginal_24	vaginal_25	vaginal_26	vaginal_27	vaginal_28	vaginal_29	vaginal_30	vaginal_31	vaginal_32	vaginal_33	vaginal_34	vaginal_35	vaginal_36	vaginal_37	vaginal_38	vaginal_39	vaginal_40	vaginal_41	vaginal_42	vaginal_43	vaginal_44	vaginal_45	vaginal_46	vaginal_47	vaginal_48	vaginal_49	vaginal_50	vaginal_51	vaginal_52	vaginal_53	vaginal_54	vaginal_55	vaginal_56	vaginal_57	vaginal_58	vaginal_59	vaginal_60	vaginal_61	vaginal_62	vaginal_63	vaginal_64	vaginal_65	vaginal_66	vaginal_67	vaginal_68	vaginal_69	vaginal_70	vaginal_71	vaginal_72	vaginal_73	vaginal_74	vaginal_75	vaginal_76	vaginal_77	vaginal_78	vaginal_79	vaginal_80	vaginal_81	vaginal_82	vaginal_83	vaginal_84	vaginal_85	vaginal_86	vaginal_87	vaginal_88	vaginal_89	vaginal_90	vaginal_91	vaginal_92	vaginal_93	vaginal_94	vaginal_95	vaginal_96	vaginal_97	vaginal_98	vaginal_99	vaginal_100
vaginal_11	0.780342	0.703126	0.748362	0.822597	0.765327	0.745273	0.805053	0.737704	0.81719	0.767516	0	0.693217	0.817678	0.791968	0.804539	0.717493	0.747652	0.818571	0.766416	0.781331	0.769589	0.832555	0.754456	0.750031	0.816039	0.774509	0.759582	0.760577	0.713609	0.825056	0.821146	0.688298	0.822279	0.748131	0.775085	0.764137	0.785079	0.794448	0.760036	0.756369	0.792633	0.820176	0.735373	0.73809	0.763146	0.72992	0.738298	0.777597	0.761033	0.813074	0.774231	0.771746	0.749951	0.776988	0.787342	0.821703	0.757278	0.754022	0.832555	0.696821	0.755615	0.792199	0.790252	0.788158	0.787472	0.691129	0.776017	0.77839	0.76639	0.7527	0.735982	0.7722	0.749133	0.723636	0.725884	0.778424	0.784952	0.766873	0.737634	0.816754	0.729701	0.770903	0.750534	0.75879	0.747999	0.743909	0.768319	0.820573	0.769929	0.787339	0.776067	0.807497	0.791135	0.81727	0.791504	0.808322	0.755889	0.793475	0.752846	0.758804
vaginal_12	0.749471	0.735725	0.778856	0.804793	0.810997	0.769338	0.774482	0.696809	0.776798	0.805369	0.693217	0	0.791879	0.73573	0.783948	0.799522	0.820617	0.825802	0.692813	0.775216	0.809103	0.733527	0.791262	0.802874	0.757533	0.731969	0.761004	0.802262	0.706141	0.770027	0.82002	0.740272	0.723238	0.787276	0.818245	0.778819	0.822273	0.705811	0.758303	0.823228	0.77513	0.805746	0.786058	0.744111	0.740322	0.63879	0.76409	0.811192	0.775723	0.77907	0.788524	0.778004	0.759559	0.751452	0.813314	0.811413	0.772431	0.738785	0.80687	0.746427	0.750214	0.817987	0.768623	0.732595	0.790995	0.750093	0.787546	0.777742	0.800842	0.727989	0.801448	0.792667	0.761966	0.783512	0.787989	0.756858	0.778223	0.807578	0.755906	0.748744	0.77928	0.799323	0.784168	0.76876	0.74025	0.799338	0.814907	0.770015	0.81953	0.82462	0.774309	0.823961	0.819895	0.740529	0.723063	0.799903	0.799371	0.783506	0.766141	0.761945
vaginal_13	0.814615	0.814048	0.767563	0.781024	0.814244	0.761762	0.790407	0.778882	0.700753	0.731732	0.817678	0.791879	0	0.761366	0.808939	0.764139	0.808836	0.795915	0.779971	0.785944	0.798168	0.832555	0.709127	0.787966	0.765098	0.762064	0.697004	0.74339	0.77845	0.795162	0.810113	0.762333	0.804681	0.76097	0.745072	0.74642	0.806944	0.711518	0.786083	0.796882	0.797258	0.75848	0.756361	0.792461	0.6964	0.777087	0.785856	0.764595	0.678809	0.774697	0.73543	0.751401	0.773507	0.705094	0.770756	0.719094	0.739945	0.752523	0.77392	0.7919	0.758058	0.812161	0.773783	0.690984	0.7529	0.750597	0.732598	0.772626	0.673385	0.803806	0.790392	0.773274	0.784004	0.743613	0.783757	0.764541	0.744285	0.756969	0.730296	0.742358	0.785224	0.724689	0.794788	0.761295	0.756002	0.774606	0.81504	0.800924	0.794324	0.795972	0.778723	0.800377	0.78299	0.784555	0.758824	0.721352	0.792894	0.8111	0.774823	0.821532
vaginal_14	0.788773	0.762798	0.788043	0.657163	0.832555	0.711558	0.800424	0.778229	0.737038	0.743801	0.791968	0.73573	0.761366	0	0.758541	0.792552	0.757453	0.761538	0.776966	0.756097	0.762531	0.800054	0.756622	0.810353	0.813921	0.794305	0.766654	0.76942	0.757985	0.762177	0.795969	0.779986	0.756341	0.736987	0.765191	0.802803	0.802031	0.766727	0.804408	0.832555	0.730005	0.756475	0.774692	0.789413	0.754584	0.755518	0.776331	0.795578	0.764655	0.745337	0.747795	0.777889	0.767392	0.79802	0.752687	0.763752	0.7635	0.770357	0.832555	0.77878	0.701447	0.822915	0.805446	0.7274	0.724553	0.796474	0.758085	0.785973	0.804605	0.762842	0.798834	0.767818	0.80054	0.744584	0.799281	0.779412	0.78055	0.796944	0.709949	0.736513	0.785447	0.737116	0.788446	0.814129	0.763512	0.761124	0.77085	0.79459	0.739897	0.79085	0.824386	0.813525	0.77989	0.77213	0.776962	0.790403	0.811439	0.801513	0.785346	0.733922
vaginal_15	0.821102	0.740745	0.687212	0.832555	0.832555	0.717593	0.790225	0.761723	0.795	0.796032	0.804539	0.783948	0.808939	0.758541	0	0.72101	0.767893	0.819433	0.738984	0.783905	0.76336	0.792083	0.77712	0.832555	0.762698	0.781301	0.784106	0.746547	0.748868	0.731351	0.722473	0.769828	0.822229	0.801608	0.79033	0.774373	0.79317	0.722564	0.776113	0.800904	0.723799	0.787612	0.784412	0.786111	0.749581	0.733867	0.77728	0.825743	0.768386	0.790356	0.732655	0.745594	0.7425	0.792728	0.777536	0.771464	0.832555	0.792353	0.794145	0.811039	0.785059	0.807548	0.814508	0.792133	0.808751	0.739352	0.786179	0.749955	0.741635	0.75426	0.80759	0.802131	0.74692	0.752413	0.820002	0.784918	0.711985	0.78215	0.772494	0.792684	0.832555	0.774139	0.74514	0.749429	0.767369	0.782919	0.676593	0.778266	0.783691	0.766141	0.785547	0.768418	0.832555	0.760355	0.733135	0.780589	0.832555	0.719465	0.78028	0.76855
vaginal_16	0.79277	0.744085	0.778397	0.818623	0.790773	0.768927	0.765419	0.751655	0.775592	0.78985	0.717493	0.799522	0.764139	0.792552	0.72101	0	0.771984	0.795106	0.803266	0.759937	0.774769	0.817812	0.714954	0.786434	0.738755	0.74782	0.74187	0.711558	0.733771	0.823389	0.759116	0.763611	0.770793	0.790446	0.802253	0.753335	0.770778	0.748585	0.746982	0.720469	0.771352	0.788012	0.634572	0.796506	0.754115	0.735372	0.773275	0.78818	0.764627	0.811166	0.747759	0.759233	0.737503	0.709528	0.741792	0.78841	0.781385	0.740275	0.80167	0.759878	0.737393	0.799284	0.770441	0.780142	0.772991	0.63188	0.741136	0.711921	0.763018	0.753043	0.723747	0.743787	0.760259	0.702348	0.683106	0.75508	0.745679	0.756473	0.682466	0.751319	0.807712	0.712661	0.774453	0.65032	0.767101	0.731653	0.758593	0.724525	0.757854	0.765102	0.810514	0.800011	0.766949	0.788122	0.75085	0.77913	0.786889	0.738791	0.692243	0.739206
vaginal_17	0.814166	0.732841	0.763782	0.764728	0.805331	0.800807	0.808501	0.786109	0.802853	0.761019	0.747652	0.820617	0.808836	0.757453	0.767893	0.771984	0	0.791542	0.752821	0.750166	0.744412	0.797287	0.782828	0.827621	0.772757	0.775771	0.754083	0.803407	0.773109	0.832555	0.776708	0.758593	0.807866	0.728665	0.802319	0.796475	0.782916	0.798972	0.758568	0.828026	0.750915	0.785308	0.788828	0.783439	0.765091	0.719051	0.780058	0.781436	0.816982	0.802078	0.763213	0.791666	0.772656	0.784986	0.810698	0.780192	0.795203	0.663469	0.832555	0.78582	0.790634	0.817614	0.79319	0.812435	0.79725	0.772285	0.797953	0.780176	0.786534	0.754359	0.731525	0.764084	0.794667	0.80518	0.788627	0.787376	0.749318	0.747002	0.784227	0.811632	0.804221	0.739566	0.675585	0.764717	0.79032	0.797208	0.768229	0.810136	0.759962	0.767394	0.785279	0.776936	0.815618	0.743002	0.761524	0.807798	0.791619	0.751478	0.767423	0.817162
vaginal_18	0.704088	0.807761	0.787655	0.827344	0.794529	0.759352	0.78995	0.78475	0.756069	0.813157	0.818571	0.825802	0.795915	0.761538	0.819433	0.795106	0.791542	0	0.804133	0.806449	0.793538	0.832555	0.765291	0.808086	0.791502	0.814715	0.796004	0.756188	0.762829	0.815429	0.816433	0.805072	0.803061	0.754963	0.819962	0.799108	0.68487	0.781502	0.794856	0.832555	0.776945	0.789922	0.815701	0.794229	0.792811	0.716486	0.753701	0.744739	0.795491	0.724915	0.781588	0.784443	0.771651	0.804811	0.812652	0.793755	0.771124	0.824023	0.832555	0.757663	0.762985	0.724966	0.712382	0.784987	0.772922	0.817846	0.766485	0.801159	0.815883	0.804591	0.804189	0.758766	0.682976	0.809106	0.781602	0.78613	0.790693	0.785928	0.780361	0.77661	0.767378	0.766937	0.774317	0.824835	0.763103	0.798626	0.802016	0.813554	0.722345	0.765392	0.767498	0.807381	0.821201	0.808561	0.820465	0.832555	0.828924	0.826026	0.759139	0.813439
vaginal_19	0.782838	0.758742	0.783113	0.775464	0.804973	0.78555	0.784562	0.75563	0.781964	0.782276	0.766416	0.692813	0.779971	0.776966	0.738984	0.803266	0.752821	0.804133	0	0.698269	0.788447	0.814752	0.752119	0.764514	0.746844	0.766283	0.698339	0.764557	0.711569	0.738827	0.817852	0.720318	0.785942	0.760875	0.721468	0.792754	0.802308	0.748538	0.764335	0.826336	0.734037	0.806428	0.799886	0.783297	0.716487	0.650496	0.709666	0.769741	0.769595	0.776267	0.714979	0.708509	0.704973	0.757335	0.818738	0.793435	0.744839	0.755705	0.813916	0.776861	0.744716	0.804462	0.763733	0.731336	0.788436	0.756455	0.779588	0.814711	0.73653	0.760645	0.755629	0.782599	0.769283	0.774352	0.787631	0.677106	0.702726	0.747365	0.74427	0.728617	0.791597	0.784013	0.732315	0.756841	0.731496	0.803049	0.745328	0.755856	0.710818	0.77582	0.819078	0.804812	0.784246	0.687562	0.723183	0.76792	0.801337	0.779394	0.756308	0.806806
vaginal_20	0.798281	0.780585	0.796497	0.748685	0.786388	0.762745	0.827507	0.796517	0.789172	0.766732	0.781331	0.775216	0.785944	0.756097	0.783905	0.759937	0.750166	0.806449	0.698269	0	0.778909	0.727654	0.769568	0.703994	0.750763	0.78541	0.745803	0.748811	0.768593	0.760316	0.780371	0.753176	0.762577	0.811062	0.743711	0.80072	0.773236	0.781243	0.775691	0.770381	0.767446	0.741899	0.755539	0.789415	0.769311	0.786934	0.750572	0.773917	0.784917	0.738742	0.767739	0.742138	0.757678	0.779347	0.767273	0.75612	0.785074	0.790731	0.810749	0.709097	0.743369	0.824217	0.790887	0.720104	0.753744	0.721417	0.704079	0.749788	0.778591	0.812269	0.751434	0.789851	0.782489	0.759063	0.756338	0.725456	0.792256	0.763957	0.726582	0.767293	0.820093	0.728872	0.777186	0.754663	0.78711	0.762186	0.744609	0.801114	0.740955	0.767447	0.81623	0.828134	0.79783	0.685281	0.752294	0.75357	0.794006	0.739052	0.762935	0.774475
vaginal_21	0.775359	0.739241	0.759388	0.794431	0.779756	0.784958	0.740776	0.807153	0.78274	0.747182	0.769589	0.809103	0.798168	0.762531	0.76336	0.774769	0.744412	0.793538	0.788447	0.778909	0	0.76345	0.754549	0.813432	0.803449	0.815834	0.71244	0.742984	0.725493	0.825457	0.797705	0.776786	0.813838	0.726332	0.778481	0.805833	0.819828	0.767829	0.735984	0.789713	0.751432	0.791645	0.776874	0.7917	0.76592	0.739059	0.763771	0.80914	0.799498	0.801347	0.74495	0.775842	0.765425	0.681182	0.721254	0.784962	0.739043	0.784643	0.762581	0.772374	0.798153	0.825227	0.800373	0.795893	0.781738	0.779816	0.736719	0.783711	0.719953	0.799758	0.699379	0.753649	0.825163	0.790368	0.81671	0.786163	0.763224	0.706922	0.730616	0.755205	0.78939	0.707616	0.725297	0.786111	0.721692	0.707676	0.713078	0.819036	0.719235	0.722356	0.810276	0.754154	0.711917	0.766088	0.784714	0.785773	0.801556	0.765256	0.746065	0.771966
vaginal_22	0.832555	0.753352	0.819807	0.832555	0.832555	0.808236	0.782905	0.781599	0.80952	0.832555	0.832555	0.733527	0.832555	0.800054	0.792083	0.817812	0.797287	0.832555	0.814752	0.727654	0.76345	0	0.815333	0.832555	0.77261	0.733517	0.797392	0.82354	0.799542	0.732096	0.793387	0.816036	0.77767	0.817748	0.797032	0.811279	0.832555	0.752112	0.787658	0.832555	0.801077	0.807108	0.826295	0.786314	0.766589	0.80658	0.798179	0.798934	0.813615	0.783019	0.815126	0.782494	0.832555	0.787776	0.791455	0.739922	0.803608	0.832555	0.832555	0.786679	0.785631	0.832555	0.785259	0.819599	0.775091	0.82636	0.824954	0.800743	0.802624	0.818349	0.79073	0.783355	0.809527	0.814808	0.80425	0.824998	0.743789	0.790918	0.792767	0.773458	0.775809	0.807535	0.799274	0.804783	0.832555	0.75813	0.818244	0.819057	0.815018	0.812976	0.777161	0.832555	0.832555	0.741675	0.754562	0.805363	0.763581	0.759127	0.794643	0.77517
vaginal_23	0.727573	0.776846	0.772624	0.801703	0.812144	0.756213	0.806619	0.718705	0.766396	0.754647	0.754456	0.791262	0.709127	0.756622	0.77712	0.714954	0.782828	0.765291	0.752119	0.769568	0.754549	0.815333	0	0.782296	0.743041	0.751951	0.737382	0.687798	0.738073	0.804582	0.772404	0.709011	0.792832	0.760622	0.683363	0.760421	0.78461	0.739256	0.774744	0.774625	0.773981	0.70696	0.715856	0.788418	0.725686	0.753933	0.706179	0.812444	0.771293	0.790377	0.770428	0.724806	0.737191	0.787814	0.743175	0.812804	0.807989	0.742071	0.800932	0.805968	0.759357	0.764144	0.723028	0.717581	0.802549	0.697218	0.768404	0.746557	0.741131	0.764098	0.725667	0.717634	0.814123	0.694328	0.71244	0.761385	0.729976	0.70371	0.695339	0.728089	0.799108	0.729044	0.739525	0.750986	0.756127	0.741154	0.729642	0.773143	0.754862	0.735003	0.801931	0.795695	0.780473	0.77198	0.776136	0.791092	0.782103	0.795036	0.700874	0.810421
vaginal_24	0.786118	0.828055	0.810754	0.812488	0.737644	0.777177	0.793658	0.761796	0.811176	0.801437	0.750031	0.802874	0.787966	0.810353	0.832555	0.786434	0.827621	0.808086	0.764514	0.703994	0.813432	0.832555	0.782296	0	0.764562	0.79379	0.750629	0.7671	0.787397	0.832555	0.828906	0.777203	0.804622	0.799869	0.766734	0.736024	0.804923	0.807818	0.800073	0.819792	0.775019	0.832555	0.783976	0.816446	0.751007	0.825436	0.821836	0.731337	0.709673	0.800176	0.819336	0.765896	0.766891	0.794776	0.796147	0.829231	0.699447	0.801594	0.830606	0.716308	0.795386	0.77209	0.820695	0.796758	0.752703	0.777265	0.79089	0.738341	0.770745	0.807733	0.816534	0.805514	0.815884	0.742251	0.797084	0.732323	0.762697	0.776422	0.76938	0.71474	0.809672	0.803326	0.794219	0.761307	0.821328	0.796834	0.796985	0.731049	0.720571	0.806015	0.76472	0.815575	0.77967	0.769446	0.738387	0.832555	0.732355	0.783356	0.791167	0.787554
